Gene = MOCS2
index = 854
Annotated 5SS: [ 509 1238 2683 7663 8401 9349]
Annotated 3SS: [ 1115  2537  7534  8249  9224 11091]
SMsplice 5SS: [  48 2683 4894 7663 8401 9349]
SMsplice 3SS: [ 2537  4692  7534  8249  9224 11091]
top_k =  500
Partition function (log Z): 4.67288078867767

Sorted 5' Splice Sites (High to Low Probability):
Position 2683: 0.9758011613017008
Position 9349: 0.9713730148641271
Position 48: 0.9587453839398271
Position 7663: 0.9217978138060681
Position 8401: 0.7394170432546752
Position 4894: 0.5721051626966003
Position 2873: 0.38491821099870466
Position 8013: 0.2816985774786988
Position 10734: 0.1565165761446825
Position 2432: 0.1549599038420037
Position 2984: 0.13388930311172864
Position 10448: 0.12900250327510782
Position 1238: 0.11828138685036743
Position 10882: 0.10598260576168554
Position 10326: 0.09387200823719156
Position 9089: 0.09012234083041389
Position 10613: 0.0835917124926156
Position 9537: 0.053891723113060196
Position 5989: 0.045653382760913706
Position 7788: 0.04430500811339992
Position 2420: 0.038882576753963324
Position 6080: 0.03755060623691528
Position 2365: 0.034167245875616904
Position 2038: 0.03156817806440513
Position 11153: 0.02910364524245055
Position 509: 0.025935356746635278
Position 6161: 0.025447755202953056
Position 3279: 0.02278722341626278
Position 6233: 0.02275061724563596
Position 3148: 0.021817241354265975
Position 6165: 0.021378808158990358
Position 6229: 0.02080913218608268
Position 6695: 0.019902740168621112
Position 9560: 0.01817993406307197
Position 8126: 0.016549762939667576
Position 5939: 0.015701465893451876
Position 137: 0.01450538543900593
Position 702: 0.014477033741544836
Position 5674: 0.014082174190292264
Position 5823: 0.013917469281911081
Position 7924: 0.013583232257188589
Position 2687: 0.013145178440163965
Position 713: 0.013123785348046233
Position 9331: 0.011988301682349368
Position 9791: 0.010116829358106243
Position 10878: 0.010036341396768293
Position 10808: 0.008220819049778182
Position 2267: 0.008161664477731513
Position 9684: 0.008112833958173218
Position 4751: 0.0076544377893590036
Position 7659: 0.0074756830386213755
Position 1779: 0.0067256125707042215
Position 79: 0.006689642384185461
Position 688: 0.005582491574888169
Position 5310: 0.005041492930448514
Position 3962: 0.004978761836071296
Position 8571: 0.0048172271409319106
Position 1116: 0.004814732522349847
Position 11313: 0.004415870426021278
Position 1352: 0.004293862883332745
Position 7623: 0.004143806347921319
Position 1078: 0.003827370365526987
Position 7619: 0.003788708569425604
Position 6396: 0.0035066152853607817
Position 965: 0.0034972877724322223
Position 9761: 0.003337362224390833
Position 2407: 0.0030330795483809827
