Gene = DNAAF5
index = 451
Annotated 5SS: [  615  3147 14243 14765 28121 30294 35196 37274 43918 47498 48462 53444]
Annotated 3SS: [ 2961 14117 14645 27887 30080 35051 37104 43769 47346 48304 53251 58815]
SMsplice 5SS: [  615  3147  5121  5427  5792 14243 14765 20289 27782 28121 30294 35196
 37274 43918 45410 47498 48462]
SMsplice 3SS: [ 2961  4999  5299  5682 14117 14645 20178 27687 27887 30080 35051 37104
 43769 45287 47346 48304 58815]
top_k =  500
Partition function (log Z): 23.838143581111535

Sorted 5' Splice Sites (High to Low Probability):
Position 615: 0.9978084171533484
Position 30294: 0.9960020785938053
Position 28121: 0.9924562543669625
Position 47498: 0.9912041929203175
Position 3147: 0.990818661588223
Position 37274: 0.9892200049210113
Position 14765: 0.9875524026662801
Position 43918: 0.9799714546687333
Position 35196: 0.9732077503839378
Position 27782: 0.8770028066203485
Position 5792: 0.8733700085629673
Position 5121: 0.8504503121291621
Position 7529: 0.8478072191772197
Position 14243: 0.8109227207784582
Position 48462: 0.7338124879111314
Position 5427: 0.6006122066792389
Position 20289: 0.5414199412770396
Position 20374: 0.42675669541096317
Position 3481: 0.3963397174925157
Position 22046: 0.38806562037255365
Position 29700: 0.3829183228444856
Position 2040: 0.3482373988966467
Position 45410: 0.32895047037877206
Position 13092: 0.3049423857780312
Position 2861: 0.28399424378764204
Position 22218: 0.26183904154332405
Position 25563: 0.25936710209283675
Position 53444: 0.24623654136829978
Position 7332: 0.23547959153677064
Position 3522: 0.2266394291241335
Position 20064: 0.21563973768191655
Position 3859: 0.2032200883440929
Position 51380: 0.18861490234118222
Position 51985: 0.17992306843460676
Position 3518: 0.16010723560644857
Position 22304: 0.1593172100299218
Position 45389: 0.1547896049376253
Position 29256: 0.15396811122332926
Position 45402: 0.1515665419667518
Position 36557: 0.14952831162767036
Position 1592: 0.12814804586979137
Position 42408: 0.12451625570353494
Position 22664: 0.12430987650502627
Position 45425: 0.10947912855195892
Position 12099: 0.10946905217256003
Position 19790: 0.1091237844672527
Position 3826: 0.1035002394054818
Position 35332: 0.10223938805681529
Position 37987: 0.09906428117967811
Position 48075: 0.09724342394905687
Position 44081: 0.09667247685038859
Position 5414: 0.09086493507586134
Position 47153: 0.09082220618988283
Position 31009: 0.08492105138468706
Position 33102: 0.08366767421885835
Position 12621: 0.07723551151706769
Position 38362: 0.07491256681490378
Position 49943: 0.07331297272585773
Position 45419: 0.06730966865102446
Position 44125: 0.06543109476942992
Position 15212: 0.0628505266803627
Position 31350: 0.0598756027612807
Position 26115: 0.059803798875714145
Position 57959: 0.05963477044627821
Position 5444: 0.05837870637527874
Position 2065: 0.05206810738361108
Position 30475: 0.04929665100875138
Position 40797: 0.04834433764443585
