Gene = PLPPR5
index = 1043
Annotated 5SS: [  459 48285 51824 83012 90108]
Annotated 3SS: [ 48151  51572  82834  89972 111788]
SMsplice 5SS: [   459  25298  48285  51824  82634  83012  90093 102344]
SMsplice 3SS: [ 25175  48151  51572  82578  82834  89972 102218 111788]
top_k =  500
Partition function (log Z): -55.3758249071562

Sorted 5' Splice Sites (High to Low Probability):
Position 459: 0.9711157653500466
Position 9520: 0.23541872126498387
Position 12104: 0.19729759329531937
Position 6614: 0.17424390694204367
Position 7216: 0.1310029634079536
Position 2806: 0.022193970605531348
Position 2670: 0.019298438329775874
Position 8228: 0.01786254729631067
Position 2624: 0.014261224824831104
Position 765: 0.013455065779016537
Position 5021: 0.01150803808917784
Position 1680: 0.01098235230793776
Position 2534: 0.010127264206996108
Position 548: 0.009150424910548923
Position 2764: 0.009112214260564598
Position 4265: 0.008337046090574823
Position 7113: 0.007304148508681865
Position 5007: 0.00604223395702046
Position 2431: 0.005564046474626926
Position 1536: 0.005221999388053819
Position 2520: 0.004347554015388093
Position 5132: 0.0035694103474409383
Position 7572: 0.0035285105752640815
Position 12967: 0.00305090380776
Position 734: 0.002936658572702228
Position 727: 0.0027850809094775676
Position 967: 0.0011927420375884754
Position 1194: 0.0010811942058944915
Position 5562: 0.0008838979805370331
Position 291: 0.0008271848071756921
Position 273: 0.0006584629746253939
Position 622: 0.0006090061051669283
Position 1702: 0.0003358070098246589
Position 1080: 0.00026195511788185914
Position 626: 0.00018183251973248892
Position 1547: 0.00017959865556150395
Position 1757: 0.00014530417498039366
Position 616: 0.00013690089785664612
Position 2308: 0.00013675517877207943
Position 2388: 0.00013354687148344453
Position 1524: 9.38113968021079e-05
Position 2638: 8.651081396629322e-05
Position 2435: 8.56836733250572e-05
Position 694: 6.519764848918196e-05
Position 537: 5.9856752740529174e-05
Position 1556: 4.856554951003705e-05
Position 139: 4.515291320791556e-05
Position 1512: 4.2134082872240076e-05
Position 1144: 3.291475075005838e-05
Position 1204: 3.237381729162215e-05
Position 519: 2.3655756345497032e-05
Position 552: 2.2183086886340666e-05
Position 2253: 1.687807553991982e-05
Position 898: 1.65051447236773e-05
Position 176: 1.3475240940974138e-05
Position 15: 1.2336627270307862e-05
Position 1937: 9.797862409311519e-06
Position 2577: 5.324125830114185e-06
Position 339: 3.836241496432542e-06
Position 1626: 3.2287770762345254e-06
Position 2650: 3.227601263252722e-06
Position 1574: 3.175221474294132e-06
Position 1198: 3.1733803043236997e-06
Position 314: 2.9026660301807873e-06
Position 2558: 2.6756553839013516e-06
Position 2393: 2.654868075019249e-06
Position 456: 2.3469033514346023e-06
Position 731: 2.287736939132016e-06
Position 576: 2.0204031666320204e-06
Position 326: 1.1873101046238354e-06
Position 333: 9.467329063651465e-07
Position 934: 8.0757788139449e-07
Position 1200: 6.307144725687011e-07
Position 444: 5.580833038918023e-07
Position 1240: 3.6659824671198805e-07
Position 778: 3.104428333695718e-07
Position 218: 1.9234923499723905e-07
Position 7: 1.4888772493431933e-07
Position 1426: 1.4012922587965464e-07
Position 302: 1.3208502294015216e-07
Position 491: 1.1515054043409248e-07
Position 1056: 1.0299830689500507e-07
Position 1417: 8.316938863940696e-08
Position 678: 8.260822253968411e-08
Position 1534: 7.016821702516044e-08
Position 924: 5.690103205547898e-08
Position 1238: 3.055673576636438e-08
Position 1437: 2.4475394456628195e-08
Position 100: 1.928967275719797e-08
Position 1316: 1.272827786201265e-08
Position 900: 3.951975608346983e-09
Position 753: 3.82959652268204e-09
Position 741: 3.5130542394292585e-09
Position 483: 2.294200879097252e-10
Position 107: 1.4348477960648115e-11
Position 408: 6.409760066283028e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 12040: 0.5931298481852735
Position 9437: 0.2505548330044699
Position 6501: 0.13619095652245297
Position 7034: 0.13530878518084316
Position 13620: 0.1303389051633635
Position 14065: 0.0738485778255668
Position 11882: 0.06623523433440925
Position 2724: 0.05636930597125954
Position 2457: 0.052333340913272415
Position 19682: 0.048112448484978775
Position 1466: 0.03965317275821697
Position 11165: 0.023511046822684727
Position 13589: 0.022649338069875943
Position 1605: 0.0199737343258785
Position 7855: 0.019768484056463163
Position 6990: 0.017378978169129738
Position 12759: 0.015866373891959072
Position 6581: 0.015064824920450852
Position 966: 0.01425475842868376
Position 13115: 0.013706097331334832
Position 10726: 0.012273466160233282
Position 6381: 0.010242022913177986
Position 7990: 0.00927483653187157
Position 11353: 0.0077920556133529145
Position 4771: 0.007373749175504183
Position 6429: 0.006995937209191752
Position 5054: 0.006608800691039395
Position 4175: 0.006377598985269502
Position 12079: 0.00593320390877628
Position 8218: 0.005309119571680398
Position 4885: 0.0052437414688254035
Position 6519: 0.005241819417980006
Position 12296: 0.004816571805512846
Position 1355: 0.0046600455344105035
Position 4858: 0.00447970349618216
Position 2614: 0.004086014542494038
Position 7253: 0.0040444192321848595
Position 1378: 0.003920269646058588
Position 2188: 0.0038008437234105194
Position 3095: 0.0032139728260952996
Position 6537: 0.0029932872873777707
Position 7944: 0.002277255497270348
Position 6289: 0.0021542620376036386
Position 7543: 0.0020439751348996066
Position 6698: 0.0018589640684974458
Position 4713: 0.0017127846260860235
Position 12183: 0.0016326220480858368
Position 9712: 0.0015574477692885912
Position 2499: 0.0014558927994047818
Position 2346: 0.0014305203052717892
Position 598: 0.0014212869290536852
Position 11102: 0.00129501945010215
Position 2519: 0.0012730518485975382
Position 10964: 0.0011863014558404124
Position 610: 0.001057986162699697
Position 4079: 0.0009361151408237748
Position 4183: 0.000932904332721536
Position 2341: 0.0007624937691812642
Position 9914: 0.0007587128875449175
Position 8783: 0.0007343904028768084
Position 7967: 0.0007310962621781191
Position 8914: 0.0006554233674410592
Position 9178: 0.0006434104489176232
Position 4777: 0.0006349829941121024
Position 687: 0.0006257932405098955
Position 2245: 0.0006164732405842425
Position 3889: 0.0005681626261108575
Position 364: 0.00043176279424539393
Position 5358: 0.00042321253059707947
Position 4944: 0.00042199557377697953
Position 5479: 0.00037207066813099026
Position 3246: 0.0003487292200020576
Position 4094: 0.0003191167855208951
Position 2148: 0.00030986728989893506
Position 4738: 0.0002918141372198722
Position 2318: 0.000277378000548861
Position 4680: 0.0002762010511874488
Position 4387: 0.00024779703152832266
Position 4650: 0.0002464892761663628
Position 5500: 0.000233957743329615
Position 1316: 0.00021470125893881186
Position 3386: 0.00020971896701907125
Position 2516: 0.00019983296344741733
Position 6002: 0.00017825162095430757
Position 1074: 0.0001729725434268398
