Gene = NCDN
index = 917
Annotated 5SS: [  92  432 1456 3503 4842 5635 6118]
Annotated 3SS: [ 363 1314 2533 4599 5409 5974 7434]
SMsplice 5SS: [  92 1169 1456 4842 5089 5635 6118]
SMsplice 3SS: [1023 1314 4599 4999 5409 5974 8915]
top_k =  500
Partition function (log Z): 5.056611614140261

Sorted 5' Splice Sites (High to Low Probability):
Position 6118: 0.9792512692940347
Position 92: 0.9664711753655497
Position 1456: 0.8323588727334162
Position 4842: 0.77575440492664
Position 1169: 0.7332517143525604
Position 5635: 0.703954609182251
Position 5089: 0.5444662125974696
Position 1092: 0.18518463657270523
Position 1482: 0.10800596695140999
Position 3503: 0.0994455080917735
Position 8209: 0.08844305336030518
Position 5136: 0.07121414851122689
Position 8128: 0.06868746134751501
Position 5653: 0.06810663179174034
Position 5816: 0.059575105142888087
Position 4215: 0.05824102074354671
Position 4780: 0.05816292998433398
Position 1412: 0.039780934648112706
Position 4688: 0.03540713411965906
Position 894: 0.03219864568062793
Position 5336: 0.030574857339772887
Position 432: 0.026832445649891134
Position 581: 0.023084186490979524
Position 6146: 0.01554518793399915
Position 4696: 0.014456044488555224
Position 5500: 0.013052417684689689
Position 1031: 0.012941035942026982
Position 5549: 0.011927074315486303
Position 8465: 0.008585141207270703
Position 2679: 0.008397121813286211
Position 4291: 0.0077103434131010635
Position 6423: 0.007482103587736777
Position 1524: 0.007434063701600962
Position 6925: 0.007247875912609035
Position 3036: 0.00701285788766304
Position 4642: 0.006108568973603121
Position 8308: 0.004637412083150229
Position 3344: 0.004405309997121181
Position 4328: 0.004357918842912824
Position 4418: 0.004169838622901696
Position 3950: 0.0035299480433502103
Position 2619: 0.003276961042743439
Position 735: 0.0027988260249050467
Position 7556: 0.002784793638781133
Position 435: 0.002248782703484423
Position 8419: 0.002085044515940958
Position 1542: 0.0017522267003969164
Position 4440: 0.0017036580041890582
Position 1740: 0.0016495764157919478
Position 6985: 0.0014346334073915955
Position 4378: 0.001428475306750374
Position 4467: 0.0013497130954999812
Position 2957: 0.0012837077843321873
Position 8039: 0.0012544463747837897
Position 1108: 0.001063490229637122
Position 6332: 0.0009251214057955577
Position 6702: 0.0008653332274097955
Position 6794: 0.0007295669737858816
Position 1068: 0.000610459890433042
Position 5133: 0.0005922288304468355
Position 6498: 0.0005166112876075422
Position 1520: 0.00040013897912073606
Position 800: 0.0003813499873724934
Position 5285: 0.0003465038300472959
Position 620: 0.00033802105928668297
Position 401: 0.0002566908171280256
Position 8472: 0.00019996474461725648
Position 22: 0.0001908517522893557
Position 409: 0.00017756426468760713
Position 5017: 0.00015402403887209343
Position 5612: 0.00014887692689238564
Position 3301: 0.00014121153581606296
Position 769: 0.00012790375307471696
Position 5609: 0.0001209709744754047
Position 7150: 0.00010458573476786111
Position 406: 9.399779839133189e-05
Position 387: 5.2679141201967194e-05
Position 1043: 3.5377914460165825e-05
Position 940: 3.52653111562177e-05
Position 219: 3.50081287032932e-05
Position 363: 2.7596516905330762e-05
Position 740: 2.4935745236941965e-05
Position 1173: 2.1005837591750088e-05
Position 859: 1.9775718561083952e-05
Position 226: 1.653674116956907e-05
Position 1218: 1.6167123576610316e-05
Position 365: 1.4287663625190323e-05
Position 869: 1.3960293838277783e-05
Position 1183: 1.3901786097669195e-05
Position 914: 1.0812872809664106e-05
Position 842: 8.974997142161109e-06
Position 781: 6.434543531137471e-06
Position 328: 4.591297579079576e-06
Position 7285: 2.8406767312607084e-06
Position 1727: 2.2096329133584045e-06
Position 975: 2.163278105407277e-06
Position 1437: 1.8848570911230119e-06
Position 7241: 1.5159740859574747e-06
Position 898: 1.473873064907482e-06
Position 242: 4.138590594620715e-07
Position 384: 3.9552008638074145e-07
Position 6645: 3.718850869234265e-07
Position 6960: 3.479879074215747e-07
Position 519: 1.8603457247227685e-07
Position 8: 7.393504588931303e-08
Position 404: 3.563767924351037e-08
Position 317: 2.4686210724010856e-08
Position 358: 9.660101099322745e-09
Position 314: 6.553224257003484e-09
Position 305: 4.350202734033911e-09
Position 339: 5.844181824950994e-10
Position 289: 9.743369791234661e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5974: 0.9981955324656152
Position 1023: 0.9028775648616325
Position 1314: 0.755737400188871
Position 5409: 0.7091531919805403
Position 4599: 0.6828466695421976
Position 4999: 0.5440361062486585
Position 8915: 0.43944436038635304
Position 1284: 0.23276559089254925
Position 8064: 0.13209330160896884
Position 7434: 0.11937103455150751
Position 8307: 0.11626457044040077
Position 7968: 0.07781315366618143
Position 3418: 0.06555061670926234
Position 8193: 0.06377484322642563
Position 5036: 0.057667601982748354
Position 5562: 0.05404552894266936
Position 4030: 0.0522929513089586
Position 8558: 0.049624761166159444
Position 4779: 0.04737562604251764
Position 4674: 0.04435733010078471
Position 4813: 0.04408801541599928
Position 5512: 0.03714667628936546
Position 7607: 0.028505224873182994
Position 4581: 0.025784355353603915
Position 6701: 0.02549313227584096
Position 4692: 0.024636854888774543
Position 7676: 0.022927177453421984
Position 5215: 0.019921172575027974
Position 5016: 0.018736496925960373
Position 5515: 0.016440138366411772
Position 5745: 0.015969774481613616
Position 4734: 0.01568247737575651
Position 3261: 0.015284550658769705
Position 6312: 0.014948372081359334
Position 479: 0.014946169344414591
Position 7583: 0.012617772446274952
Position 5500: 0.011506400323532612
Position 4214: 0.010848646066606125
Position 2533: 0.010701199093788201
Position 8117: 0.010626272405699019
Position 8714: 0.00999490769352025
Position 4137: 0.008123802117002574
Position 817: 0.008098914412636483
Position 798: 0.00777941200034209
Position 363: 0.00777479509142327
Position 863: 0.0075317803976808675
Position 6589: 0.007482725612573815
Position 981: 0.0073926403802089145
Position 5447: 0.007067398952883692
Position 1026: 0.007006079741350507
Position 3208: 0.00679046323405508
Position 482: 0.006708361818330486
Position 4272: 0.006367855252602956
Position 7991: 0.0061381092107379055
Position 557: 0.005801134230626613
Position 2908: 0.005750250190370826
Position 3145: 0.005057072435651047
Position 5231: 0.004856056960245967
Position 8361: 0.004598850450619355
Position 4528: 0.004516225174403073
Position 3397: 0.00446001531700926
Position 1127: 0.00444686176910228
Position 3865: 0.004174885295512296
Position 6563: 0.00407562153657903
Position 8037: 0.004000269621654085
Position 7144: 0.0037140881799207054
Position 3328: 0.003377001927386853
Position 5708: 0.00328397221238511
Position 7496: 0.0029864035992061316
Position 1091: 0.0027243684807307937
Position 7362: 0.0025963647488435318
Position 8440: 0.002481981177522136
Position 576: 0.002433244468881443
Position 8561: 0.002356804412250397
Position 5330: 0.0023345147145397522
Position 2941: 0.002306040639470955
Position 6855: 0.002275829234044613
Position 8783: 0.0022227338519984416
Position 6834: 0.0019243525619487794
Position 7473: 0.0019240295135124937
Position 6360: 0.001865973197685235
Position 6924: 0.0016225627913325047
Position 7745: 0.0013571778045226683
Position 8263: 0.0013260433434880183
Position 1549: 0.0011786992769501502
Position 8009: 0.0011764605656138488
Position 6779: 0.001158736937426949
Position 2774: 0.0010987902165920096
Position 820: 0.001066666722919762
Position 2517: 0.0009675387835873913
Position 6207: 0.0009622230644138966
Position 4513: 0.0008845640542486131
Position 6219: 0.0008369479715018427
Position 4965: 0.0008324320958077363
Position 8530: 0.000824632535958391
Position 7042: 0.0008070045888079941
Position 6442: 0.000782026998673924
Position 5859: 0.0007281024252826217
Position 2760: 0.0006931043622251884
Position 662: 0.0006861876145684838
Position 6876: 0.0006162827312059056
Position 3215: 0.0005986420142400075
Position 4072: 0.0005774133544702835
Position 6366: 0.0005557438337558988
Position 6515: 0.0005537197487013944
Position 3171: 0.0005325721428330757
Position 1286: 0.0005314102406040166
Position 6348: 0.0005248598533406439
Position 7090: 0.0005176961619218344
Position 5770: 0.0004286431871854785
Position 6422: 0.0003988113768324877
Position 7721: 0.00039870834815745524
Position 3947: 0.00039464562270587157
Position 7442: 0.00038526270750666484
Position 6789: 0.0003807022547786339
Position 3175: 0.000362105016411355
Position 1365: 0.0003522628370399941
Position 5934: 0.00034823507958686614
Position 6897: 0.0003134293194486375
Position 6321: 0.00030674998934235374
Position 1056: 0.00029901023082908664
Position 6392: 0.00028528007070431995
Position 5913: 0.00025713610468645925
Position 6191: 0.00023253680954748237
Position 7314: 0.00023201524456411835
Position 1136: 0.00022615083003935406
Position 1059: 0.0002126497887225731
Position 3036: 0.00021158385881271766
Position 3190: 0.0002071139452428813
Position 4933: 0.00020043972068234264
Position 749: 0.00019286156986394987
Position 6230: 0.00016586654108577411
Position 1702: 0.00014625302771726503
Position 1354: 0.00014317400169385535
Position 953: 0.00013075441882098109
Position 5581: 0.0001286286544812544
Position 989: 0.00012268368871631193
Position 1578: 0.00011606901067923782
Position 6861: 0.00011081305520568147
Position 1621: 0.00010365662375546951
Position 1555: 9.935225783327904e-05
Position 8080: 9.203289960957344e-05
Position 248: 8.917647300072999e-05
Position 431: 7.391521487844423e-05
Position 6792: 5.576386190145173e-05
Position 1006: 2.8560878489867064e-05
Position 957: 2.7638543668728013e-05
Position 1323: 2.2615839390889105e-05
Position 1106: 2.0389733226997412e-05
Position 760: 1.9818332143602548e-05
Position 674: 1.5767319731726273e-05
Position 445: 1.5067910004933446e-05
Position 6204: 1.3835827809055647e-05
Position 6027: 1.2308239096430405e-05
Position 774: 1.1133927804493922e-05
Position 2986: 8.67262837270258e-06
Position 6343: 8.605675049324027e-06
Position 1053: 8.504196825249689e-06
Position 869: 8.349703502631193e-06
Position 2555: 5.344978654050927e-06
Position 87: 4.083610583994823e-06
Position 824: 3.5775208741296708e-06
Position 1369: 3.074383101505707e-06
Position 1350: 3.0298832507806065e-06
Position 831: 2.836498678208702e-06
Position 678: 2.657700786078319e-06
Position 5045: 2.2437038353101833e-06
Position 130: 2.2230088015010384e-06
Position 684: 2.1551948556034222e-06
Position 584: 8.837420321034378e-07
Position 6249: 5.943680975020039e-07
Position 835: 4.855796046979139e-07
Position 1296: 4.158401676674288e-07
Position 5815: 3.4453726499817164e-07
Position 1142: 3.3933092876269434e-07
Position 1152: 3.059145135575129e-07
Position 6234: 3.0464985059518443e-07
Position 1371: 2.9957675505756994e-07
Position 6106: 2.7632993858910557e-07
Position 968: 2.606369273428714e-07
Position 6236: 1.9694654669248902e-07
Position 6117: 2.176532965043351e-08
Position 1196: 1.3255220557777108e-08
Position 596: 4.409258192118027e-09
Position 1173: 2.2951203428579865e-09
Position 146: 1.9670293964132623e-09
Position 1392: 1.2269850499920382e-09
Position 1512: 9.713196574236687e-10
Position 231: 5.735446143018074e-10
Position 605: 5.007145225423188e-10
Position 611: 3.5427707188085974e-10
Position 607: 3.243263631966167e-10
Position 617: 6.239530530267082e-11
Position 687: 2.5340852945319325e-12
Position 101: 4.180558115632096e-13
Position 997: 6.326066912371878e-14
Position 96: 7.40944061078412e-15
