Gene = RPP14
index = 1207
Annotated 5SS: [  390  4145  4330 10330 10732]
Annotated 3SS: [ 4046  4244 10252 10652 11177]
SMsplice 5SS: [  390  4145  4330 10330 10732]
SMsplice 3SS: [ 4046  4244 10252 10652 11177]
top_k =  500
Partition function (log Z): -2.821571526607099

Sorted 5' Splice Sites (High to Low Probability):
Position 4145: 0.9871781870273149
Position 4330: 0.9864535800334355
Position 390: 0.9798624970957351
Position 10330: 0.7909737034231074
Position 10732: 0.5649116768207277
Position 6141: 0.44879890468444916
Position 10104: 0.44741602259599705
Position 1910: 0.22864044191590394
Position 156: 0.14507948856352432
Position 9743: 0.05727188612761885
Position 240: 0.04823112038318143
Position 9093: 0.029800978271052648
Position 1718: 0.02128930551158105
Position 3930: 0.016533004844602666
Position 3481: 0.011768848453962888
Position 1651: 0.008842906445629527
Position 16568: 0.006438077903124128
Position 1545: 0.006212558075681644
Position 2657: 0.005370141730862165
Position 5795: 0.004346675641286859
Position 953: 0.004186997821468216
Position 4439: 0.0035374508942092714
Position 10215: 0.0031128765247146976
Position 124: 0.003064890823192312
Position 152: 0.0026449977522115488
Position 3224: 0.002633822349994967
Position 4371: 0.0021756448202423554
Position 5729: 0.001961029064242613
Position 4487: 0.0018097022234296247
Position 4345: 0.001556079988479352
Position 1503: 0.0015476210887908042
Position 11206: 0.0013492179110166339
Position 34: 0.001065819695382694
Position 1847: 0.0009761613057287238
Position 3922: 0.0008643686964416488
Position 4527: 0.0008481563369776474
Position 10723: 0.0008275559536801995
Position 5712: 0.000686999449864523
Position 100: 0.0005476526193784434
Position 11389: 0.0004879343000340347
Position 1597: 0.0004835975627197024
Position 854: 0.0004451825610462088
Position 1477: 0.00038380660300084207
Position 160: 0.00035683512377732694
Position 251: 0.00033159072186224363
Position 446: 0.00032639545444443005
Position 5020: 0.0002734385313869028
Position 5221: 0.00025700864671034053
Position 1414: 0.0002540654662245838
Position 5588: 0.00017372775080015516
Position 4137: 0.0001445148454052284
Position 4149: 0.00011380704212178951
Position 1333: 0.00010260302688695876
Position 1469: 8.944024273484128e-05
Position 492: 8.8245468153795e-05
Position 5129: 8.585103339881357e-05
Position 766: 8.13795729970862e-05
Position 692: 7.868077395036351e-05
Position 4501: 7.095421757793958e-05
Position 5738: 6.802315757507539e-05
Position 4400: 6.399436271653037e-05
Position 184: 5.878292133311816e-05
Position 590: 2.8526808279440436e-05
Position 2099: 2.85103159857728e-05
Position 2184: 2.431354228900627e-05
