Gene = TIGIT
index = 1401
Annotated 5SS: [ 195 3021 4773 8602]
Annotated 3SS: [ 2897  4442  8494 16792]
SMsplice 5SS: [ 195 3021 5538 8602]
SMsplice 3SS: [ 2897  5400  8494 12058]
top_k =  500
Partition function (log Z): -8.807311684796456

Sorted 5' Splice Sites (High to Low Probability):
Position 8602: 0.9753162003022883
Position 3021: 0.8328160711763731
Position 5538: 0.7372724267674662
Position 195: 0.7288054157476416
Position 4773: 0.4332446795685003
Position 1947: 0.29843374176515663
Position 4550: 0.16524077293784517
Position 2018: 0.13003690866997733
Position 4968: 0.08908584085330863
Position 132: 0.07595215844825283
Position 531: 0.07488892512619329
Position 1658: 0.06581087350864968
Position 1099: 0.06416729263057609
Position 2497: 0.06246539304355936
Position 282: 0.05525133243088132
Position 2444: 0.052543632112532296
Position 8282: 0.04299219278012055
Position 3441: 0.036991755577551765
Position 241: 0.029966439706546184
Position 9647: 0.028349388058539267
Position 16998: 0.02579214860878477
Position 4644: 0.024440020501855023
Position 4541: 0.021041845343440762
Position 10334: 0.020191172156498943
Position 2067: 0.019093596551894118
Position 6828: 0.017762108377770085
Position 4757: 0.015116439701627717
Position 1640: 0.013285774882895864
Position 7810: 0.011473690793806116
Position 4494: 0.010618019658441875
Position 7777: 0.007049354364927259
Position 478: 0.006454148420504542
Position 7658: 0.006375418661209664
Position 156: 0.004894069441180078
Position 6169: 0.003987612737031736
Position 1791: 0.0036321857814347854
Position 8983: 0.0035318050786269646
Position 6656: 0.0031850579114256544
Position 697: 0.003019691197212032
Position 11833: 0.002949814720110399
Position 10597: 0.002661817467683318
Position 6241: 0.002587161781105077
Position 1552: 0.0021014149916783556
Position 678: 0.0016296053098687592
Position 875: 0.0016264218068438446
Position 1612: 0.0015877206254430992
Position 9812: 0.001252451878998447
Position 682: 0.0010317333511058405
Position 170: 0.000861439679728846
Position 9630: 0.0008283952584060047
Position 1492: 0.0006945866147809522
Position 1688: 0.0006757435356352868
Position 8667: 0.0006185241510444283
Position 739: 0.000549856514575002
Position 3837: 0.0005359353658484338
Position 1630: 0.0005104240971816863
Position 3981: 0.0004789231735575298
Position 3834: 0.00045673084014564085
Position 606: 0.0004316974519969055
Position 1164: 0.00042468829396317254
Position 3618: 0.0002595785091253495
Position 9604: 0.0002340064637307663
Position 3866: 0.0002171932293935568
Position 732: 0.00018421187318427178
Position 3749: 0.00015610083889240256
Position 1145: 0.00011844519950560191
Position 262: 0.00011735038162668887
Position 2003: 8.764198764974944e-05
Position 2152: 4.6105900651627314e-05
Position 1953: 2.770080984499137e-05
Position 1822: 1.0835410612485203e-05
Position 2430: 1.0062485820462096e-05
Position 709: 5.960866179947532e-06
Position 259: 4.362133024248381e-06
Position 658: 2.7959828718058996e-06
Position 673: 2.780160184294951e-06
Position 671: 2.6539301518889318e-06
Position 136: 2.02292877663124e-06
