Gene = C8G
index = 244
Annotated 5SS: [ 198  510  739  932 1306 1429]
Annotated 3SS: [ 372  667  823 1203 1389 1506]
SMsplice 5SS: [ 198  510  739  932 1306]
SMsplice 3SS: [ 426  667  823 1203 1389]
top_k =  500
Partition function (log Z): 6.5958580730135745

Sorted 5' Splice Sites (High to Low Probability):
Position 739: 0.9749602689979439
Position 932: 0.9609783027302383
Position 510: 0.9499197064337824
Position 1306: 0.9374615655749061
Position 198: 0.8921567118120287
Position 1429: 0.40590364445812305
Position 228: 0.06296921889732808
Position 1301: 0.05234801062187966
Position 1517: 0.024774887467113628
Position 322: 0.02392965959219034
Position 1008: 0.0197950936351061
Position 687: 0.0070851376276075805
Position 214: 0.00543133115693064
Position 260: 0.004384727562104723
Position 291: 0.0023907882850196216
Position 490: 0.002258945483661786
Position 1462: 0.002208995566795629
Position 204: 0.0012640235458617572
Position 1549: 0.0012317122378865484
Position 915: 0.0008097467146583432
Position 1509: 0.0005131454232352666
Position 1323: 0.000491039130128609
Position 246: 0.000384114578584279
Position 234: 0.0003111408742677019
Position 1218: 0.0001435116368797852
Position 936: 0.00014296853183791013
Position 762: 0.00013937591990874262
Position 891: 9.545458158297838e-05
Position 1237: 8.930755201928604e-05
Position 494: 8.39965093098604e-05
Position 878: 7.974513634885957e-05
Position 361: 4.8159151979045665e-05
Position 463: 3.348553040462368e-05
Position 919: 3.190280399691966e-05
Position 952: 3.160167954174483e-05
Position 13: 3.143944441719791e-05
Position 296: 2.8800509846153982e-05
Position 1582: 2.824741341854807e-05
Position 1241: 2.8117892124994987e-05
Position 714: 2.4799149978811865e-05
Position 1093: 2.3077057064567633e-05
Position 766: 1.6268462781403165e-05
Position 10: 1.5946477601527303e-05
Position 624: 9.665305165572059e-06
Position 1577: 9.359358174978425e-06
Position 1489: 8.121968604943623e-06
Position 514: 5.884290949937311e-06
Position 266: 5.869419910538953e-06
Position 1254: 4.023702541298333e-06
Position 1230: 3.5232251142580543e-06
Position 602: 2.5544611425436488e-06
Position 306: 2.4657619886939728e-06
Position 1074: 1.9876476390832383e-06
Position 1310: 1.8613710409240846e-06
Position 308: 1.5541927396879037e-06
Position 237: 9.867281540720036e-07
Position 400: 9.604020704936873e-07
Position 416: 8.579305704890921e-07
Position 35: 7.288416805907817e-07
Position 645: 6.624066258894676e-07
Position 630: 5.983815153164533e-07
Position 340: 1.920516728019707e-07
Position 350: 1.5491625244880654e-07
Position 269: 1.5142634155210355e-07
Position 299: 1.3688746027530477e-07
Position 850: 1.34026910287973e-07
Position 1312: 1.229453002467545e-07
Position 394: 3.935043847553082e-08
Position 1433: 9.931570484416905e-09
Position 372: 1.9927906359788708e-09
Position 642: 8.710658526595768e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1389: 0.9749131372392362
Position 667: 0.9672707610047211
Position 823: 0.9553617931844405
Position 1203: 0.6713013271908552
Position 426: 0.5671312333220083
Position 372: 0.36844465186262565
Position 1506: 0.3626990124534298
Position 1150: 0.2905418880664361
Position 1637: 0.026997878438410252
Position 1666: 0.02664912254587992
Position 1175: 0.025959398508617917
Position 829: 0.020481227763560077
Position 1509: 0.017661192488410943
Position 1611: 0.010529919240654639
Position 638: 0.005891192970025659
Position 340: 0.005567869459197437
Position 474: 0.004700534792597744
Position 615: 0.004255926075509593
Position 379: 0.004105727171418468
Position 1668: 0.00285026660498259
Position 1407: 0.002410371441016208
Position 1152: 0.0019145332706360077
Position 429: 0.0017270581335526217
Position 1183: 0.0016156157961131955
Position 1104: 0.0015964422315885198
Position 1533: 0.0012664034596807196
Position 686: 0.0011584271304881195
Position 556: 0.0009856667564320505
Position 1642: 0.0009600052568527979
Position 838: 0.0008936999204693936
Position 432: 0.0008819463479037341
Position 1617: 0.0005668571049128114
Position 864: 0.0005327743950081033
Position 1440: 0.0005195949756930576
Position 1433: 0.0005043518997494577
Position 1577: 0.00043072090868573494
Position 1539: 0.0004017767417111899
Position 1137: 0.00038715075901388056
Position 1250: 0.00035207323940409545
Position 1222: 0.00025351884690724555
Position 1126: 0.00023127645874083854
Position 1364: 0.00020059004865322606
Position 1400: 0.00018500636356182521
Position 1412: 0.00017801426393143044
Position 311: 0.0001557191881008567
Position 1062: 0.00013094535830450132
Position 1322: 0.00010311815574118725
Position 876: 0.00010187789858510594
Position 1513: 9.609747610467157e-05
Position 738: 9.523998264887422e-05
Position 711: 8.997874786367641e-05
Position 1059: 8.547700280846353e-05
Position 1673: 7.985181353889343e-05
Position 1549: 6.293107674201232e-05
Position 1301: 5.1732111943544114e-05
Position 507: 4.157124971375164e-05
Position 105: 4.1096132312246365e-05
Position 447: 4.1033337156266154e-05
Position 1237: 3.953949826710087e-05
