Gene = HRG
index = 664
Annotated 5SS: [ 263 3100 4077 5838 6916 9239]
Annotated 3SS: [ 2982  3985  5670  6834  9136 11094]
SMsplice 5SS: [ 263 3100 5838 6916 8342 9239]
SMsplice 3SS: [ 2982  5670  6834  8204  9136 11094]
top_k =  500
Partition function (log Z): -1.9859622974506506

Sorted 5' Splice Sites (High to Low Probability):
Position 3100: 0.9652478999057696
Position 9239: 0.9393864867969955
Position 5838: 0.8773920958318231
Position 8342: 0.6582795282668346
Position 6916: 0.6510613082422426
Position 263: 0.5845029019473791
Position 134: 0.2849044801323761
Position 4077: 0.26067180720866745
Position 4338: 0.2497181544622059
Position 1603: 0.21001242588121483
Position 4082: 0.16894949054523714
Position 591: 0.12704424882910162
Position 2852: 0.09799345357844093
Position 4004: 0.08064102554348823
Position 1843: 0.0698335553104406
Position 6351: 0.06512602850663961
Position 1640: 0.0633139544412988
Position 10678: 0.05099402819639647
Position 5854: 0.033228495902997
Position 8593: 0.031691008998385756
Position 11753: 0.027416267710973843
Position 6593: 0.020545494482153724
Position 9002: 0.01435734007541302
Position 4280: 0.014198584967244738
Position 1800: 0.01365183956565791
Position 3602: 0.013166647752047483
Position 1335: 0.012385765915791025
Position 1279: 0.008692816491312648
Position 6425: 0.008046118155014551
Position 11627: 0.0075983575142712385
Position 11684: 0.007440925780138262
Position 6441: 0.006767162013742379
Position 2872: 0.0064829338285101465
Position 3297: 0.006396661980604043
Position 2700: 0.006238410898509957
Position 8391: 0.005827929931495057
Position 903: 0.0055044370526978635
Position 3743: 0.005480061387685549
Position 1283: 0.005356719380416617
Position 7742: 0.005250628466730636
Position 2457: 0.00516499012876679
Position 468: 0.004350248738190316
Position 1685: 0.004280579332035638
Position 11150: 0.003911082581729223
Position 4342: 0.003796810549912465
Position 3341: 0.0032178683595722782
Position 748: 0.0032149203537793825
Position 3065: 0.003187610536512259
Position 4873: 0.003173728328406537
Position 5986: 0.003010200924687454
Position 3999: 0.002809701671716982
Position 1609: 0.0024479878825896806
Position 7083: 0.0024280008282955646
Position 2105: 0.0022200253286058275
Position 1748: 0.002201237544299216
Position 11882: 0.002142916216415611
Position 1752: 0.0020179868377987104
Position 1874: 0.0018663287342660427
Position 1706: 0.0014388949797447671
Position 1475: 0.0013484810246934089
Position 4286: 0.001337981344591656
Position 3531: 0.0012958613702678354
Position 364: 0.001237260395831064
Position 1700: 0.0012351552645660296
Position 10901: 0.001130185459997859
Position 1225: 0.0010113295903115235
Position 1588: 0.0008618463446660916
Position 3104: 0.0007774573683239089
Position 3518: 0.0007763334595209032
Position 3451: 0.0007237424580359644
Position 2704: 0.0007237379687910795
Position 10627: 0.0004406262491605383
Position 780: 0.00043167190701804325
Position 4071: 0.00015992970617907564
Position 12: 0.00015240253332307426
Position 464: 0.00014104871456857728
Position 26: 0.00012225415160542553
Position 1010: 9.641371462819873e-05
Position 317: 9.209248175159756e-05
Position 290: 6.730271225969232e-05
Position 440: 5.627888441291078e-05
Position 1671: 5.023012921485352e-05
Position 3694: 4.185140926455721e-05
Position 158: 3.313686789465126e-05
Position 260: 2.155954671854226e-05
Position 9333: 2.8432553287109814e-06
Position 10716: 2.3472321810715115e-06
