Gene = IBA57
index = 672
Annotated 5SS: [ 343 9215]
Annotated 3SS: [8876 9306]
SMsplice 5SS: [ 343 9215]
SMsplice 3SS: [ 8876 15366]
top_k =  500
Partition function (log Z): -9.533944450766501

Sorted 5' Splice Sites (High to Low Probability):
Position 343: 0.8990938105825095
Position 9215: 0.822991889044546
Position 3017: 0.46460036274524347
Position 9522: 0.11709075615151443
Position 8247: 0.0822243260077251
Position 182: 0.06247827562080051
Position 85: 0.06086373305766705
Position 15445: 0.05056175516321592
Position 2593: 0.04830417122072258
Position 2820: 0.04473515214447176
Position 926: 0.04190662736617769
Position 15489: 0.03994025146507027
Position 7704: 0.034177300215933966
Position 8980: 0.03392966963535469
Position 5535: 0.031046102602678604
Position 8185: 0.02996463651530521
Position 1300: 0.028448213225707217
Position 9476: 0.02421014307193032
Position 7893: 0.023968265118172502
Position 14975: 0.022828946987585245
Position 5332: 0.01973439669931654
Position 7113: 0.01676023115712574
Position 8077: 0.01661452346509761
Position 1061: 0.015972961893622288
Position 14977: 0.012140660767098422
Position 3012: 0.011702893182317984
Position 3173: 0.009763236835049939
Position 5272: 0.009704188295545844
Position 7569: 0.0089910010595293
Position 13696: 0.006757159587984686
Position 1019: 0.0063520771407354305
Position 337: 0.006223660555319311
Position 5507: 0.00592239560992653
Position 5661: 0.005740055943796171
Position 5254: 0.005171290626492455
Position 1142: 0.0047262724003756616
Position 906: 0.004489935218829629
Position 5225: 0.004003189293956251
Position 3370: 0.0034261168899265017
Position 1459: 0.0028578657307098717
Position 2864: 0.0026260908889787315
Position 698: 0.001773568079163078
Position 1685: 0.0016041277332674686
Position 9012: 0.0014188349183743868
Position 1285: 0.0011974781078251972
Position 1820: 0.0011420541063942248
Position 8986: 0.0010542813150118638
Position 2519: 0.001001893879327346
Position 13179: 0.0009475893659559364
Position 1526: 0.0003611397912111079
Position 9157: 0.0003447165979250711
Position 2765: 0.00031340044144682384
Position 53: 0.000170368346969565
Position 492: 0.00014846999793133127
Position 9019: 0.00013108564085074646
Position 9010: 0.00010282086660278307
Position 450: 9.544698182947376e-05
Position 713: 6.582352254409181e-05
Position 807: 6.334520416238528e-05
Position 305: 4.6851943976650085e-05
Position 1005: 4.362317426741439e-05
Position 2556: 3.79766333453911e-05
Position 2466: 3.249298762477226e-05
Position 1778: 2.0600646263696166e-05
Position 117: 2.023846111692583e-05
Position 496: 1.9938003629312276e-05
Position 2401: 1.724793386139248e-05
Position 520: 1.7239202947946123e-05
Position 633: 1.6286890102790075e-05
Position 2474: 1.6285007960618493e-05
Position 910: 1.4557516446310762e-05
Position 725: 9.648652328853498e-06
Position 755: 9.064362748329933e-06
Position 846: 2.2458960935640177e-06
Position 246: 2.2053028169339156e-06
Position 955: 1.6042556710727244e-06
Position 861: 1.2121101435600544e-06
Position 915: 1.194716226991815e-06
Position 1095: 1.0561618471625555e-06
Position 820: 9.107842596321159e-07
Position 773: 7.312977008804987e-07
Position 1137: 5.313306036689716e-07
Position 111: 2.9217354379974346e-07
Position 351: 2.826691516647346e-07
Position 443: 2.038946486652547e-07
Position 690: 9.603663250812424e-08
Position 1201: 8.435744232542878e-08
Position 388: 5.409837036195009e-08
Position 844: 4.938206441481367e-08
Position 889: 4.888176770432847e-08
Position 478: 4.768695557612995e-08
Position 794: 4.099716155435094e-08
Position 836: 2.629825436461111e-08
Position 804: 1.659219321940615e-08
Position 784: 1.265405857441876e-08
Position 186: 6.0472994396706944e-09
Position 786: 3.451522931886469e-09
Position 329: 1.0250036514146661e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8876: 0.9076567461362846
Position 15366: 0.6108686614451301
Position 2922: 0.41988404211297925
Position 9306: 0.3661969129618116
Position 2675: 0.0842423574724954
Position 7986: 0.06921716792869272
Position 14858: 0.06428016768682063
Position 8100: 0.052051077708419526
Position 857: 0.04611130270505694
Position 7493: 0.04425310660361954
Position 5376: 0.03903302655027331
Position 15653: 0.03056730567657672
Position 15744: 0.029665151718042366
Position 7848: 0.028505971751930727
Position 5125: 0.027451804769824215
Position 215: 0.026382057685948285
Position 13577: 0.02411892701845921
Position 745: 0.024064115777129646
Position 16269: 0.023245821802151144
Position 2342: 0.023172184039203264
Position 1101: 0.019137656875620548
Position 2431: 0.014779733785730042
Position 2927: 0.013747514916590242
Position 6911: 0.012038904913101712
Position 8163: 0.011545469506009735
Position 5200: 0.011265698940203229
Position 1173: 0.010192873958980017
Position 2827: 0.007814772337726247
Position 3118: 0.007746133170703495
Position 15772: 0.007023727431516
Position 13056: 0.006179531057962388
Position 6939: 0.005865018195053718
Position 2261: 0.005375083393689145
Position 12309: 0.005356101488043237
Position 969: 0.005325565921837076
Position 11165: 0.004988313356553052
Position 5575: 0.004389375454559956
Position 2819: 0.0043240962624585735
Position 310: 0.004299947226843827
Position 12477: 0.0036352514388266685
Position 5892: 0.00332551997521755
Position 10167: 0.0031712933477987407
Position 9920: 0.0030950882048975405
Position 1267: 0.003087595432311255
Position 11695: 0.002335985092096976
Position 2474: 0.0023087535238008198
Position 2454: 0.0021472165639981563
Position 2303: 0.0020688641897578107
Position 10653: 0.0018762594080022035
Position 1561: 0.0017041743284029315
Position 9984: 0.0016557815266547795
Position 9628: 0.0015637131086140067
Position 2969: 0.0015486605860999772
Position 10344: 0.0014247166335780517
Position 1077: 0.0012760809942614954
Position 3078: 0.0012142050179555568
Position 1586: 0.0012130696669230814
Position 2885: 0.0011807832475146075
Position 948: 0.001056677178012968
Position 3255: 0.0010409691452844165
Position 11943: 0.0009068499565767327
Position 3600: 0.0007191587747682526
Position 9879: 0.0006652088305824527
Position 6221: 0.0006603031082622605
Position 7239: 0.0005879867928076279
Position 6509: 0.0005613603167627956
Position 3464: 0.0005484759851477595
Position 6942: 0.0005334611796830832
Position 6126: 0.0004147580287074907
Position 1429: 0.0003953787345732067
Position 9870: 0.00034522522155985385
Position 976: 0.00034006268978701605
Position 4096: 0.00030426381981063505
Position 9499: 0.0002919438928334633
Position 1212: 0.0002750166749711548
Position 4825: 0.00026802548902356987
Position 4536: 0.00023714819854702129
Position 6659: 0.000215847447946712
Position 6474: 0.00018206407738861522
Position 626: 0.00017736544179263006
Position 1374: 0.00017674015955521192
Position 2534: 0.0001723821420206575
Position 1635: 0.0001490994185465549
Position 3689: 0.00014735682802386393
Position 6694: 0.00014697224536197183
Position 1326: 0.00013700451623679428
Position 1525: 0.00013417032922470547
Position 1411: 0.0001288558795381029
Position 6178: 0.00012614143918418034
