Gene = RP9
index = 1190
Annotated 5SS: [  170  8860 10084 12120 12898]
Annotated 3SS: [ 8828  9953 12027 12835 13957]
SMsplice 5SS: [  170 10084 12120 12898]
SMsplice 3SS: [ 9953 12027 12835 13957]
top_k =  500
Partition function (log Z): 0.36072220708791924

Sorted 5' Splice Sites (High to Low Probability):
Position 170: 0.9967764059721902
Position 12120: 0.9939774939169275
Position 10084: 0.8855965525705554
Position 12898: 0.874649801482979
Position 8860: 0.5420618712271816
Position 3768: 0.3962646920442497
Position 5697: 0.2942606813778338
Position 4405: 0.12535098353028992
Position 5022: 0.12362091970794879
Position 1913: 0.09045052105552943
Position 14032: 0.08442103564619483
Position 12893: 0.07558833495171817
Position 9311: 0.032482212847595816
Position 4054: 0.027465089075316234
Position 9303: 0.02670268795033225
Position 12733: 0.018881923035895053
Position 12490: 0.018238249302923247
Position 10446: 0.017190485852329174
Position 1222: 0.016285197483171962
Position 13823: 0.013191990741445555
Position 9269: 0.011446106991618818
Position 10766: 0.011388286066863542
Position 3268: 0.010915137344417174
Position 9758: 0.01074949969092264
Position 3827: 0.009427113776936768
Position 5089: 0.007981193920398555
Position 2137: 0.007401649407727888
Position 2572: 0.006755648664043773
Position 3772: 0.005409626233767813
Position 13399: 0.0047842487911690925
Position 13467: 0.0032200207486152562
Position 12903: 0.003126333366723078
Position 13483: 0.0030716403300866633
Position 10253: 0.0029782740188431804
Position 8304: 0.0028829557030965484
Position 5101: 0.0028814184778584695
Position 4973: 0.0027862574396896713
Position 5654: 0.0027420906412736644
Position 6822: 0.0026585073072690453
Position 13908: 0.0026553827698497096
Position 6368: 0.002612473494706034
Position 12243: 0.0017097152491578362
Position 501: 0.0015692804425325307
Position 10074: 0.001529905710308302
Position 241: 0.0010656323970731022
Position 309: 0.0010570308359898202
Position 8914: 0.0010462592805788587
Position 1600: 0.0009190569779545309
Position 13230: 0.0008524794895342242
Position 4479: 0.0007468750854908946
Position 2103: 0.0006959466817010021
Position 5099: 0.0006699373663347202
Position 13444: 0.000612702673186662
Position 4462: 0.0005866944936608173
Position 2152: 0.0005811523231246961
Position 12124: 0.0005545485726228438
Position 12101: 0.0004623230789680587
Position 14277: 0.00039502948761518025
Position 1112: 0.00036056098910318917
Position 12694: 0.0003520846561350089
Position 1890: 0.0002917482169358923
Position 14264: 0.0001858153784267979
Position 12628: 0.0001827242974389483
Position 14339: 0.00016378302823746347
Position 4190: 0.00014750209257607922
Position 925: 0.00011762730383783265
Position 12110: 0.00011260528386698703
Position 3147: 0.00011073454685357043
Position 2707: 7.079114517290608e-05
Position 1695: 5.01906347223547e-05
Position 12999: 4.033959439816286e-05
Position 1442: 3.952960484557106e-05
Position 1526: 3.3150482514323425e-05
Position 13391: 3.0151467098216158e-05
Position 1396: 2.8079571713722984e-05
Position 73: 2.4657630541777155e-05
Position 1702: 1.4317807945833018e-05
Position 164: 1.0709342374403754e-05
Position 1399: 8.874127450450465e-06
Position 1226: 7.927336632767333e-06
Position 1155: 7.282115963861782e-06
Position 174: 6.8813229868531085e-06
Position 12503: 6.0574402093150195e-06
Position 1885: 4.603637012464176e-06
Position 917: 4.3631644339457945e-06
Position 723: 4.0668514334246645e-06
Position 718: 4.053701847981095e-06
Position 1979: 3.945638497273806e-06
Position 1233: 3.176587237995811e-06
Position 12507: 2.517975471969122e-06
Position 1085: 2.5063196475703423e-06
Position 1560: 2.363608394913911e-06
Position 484: 2.015846224394608e-06
Position 1171: 1.9201899812093533e-06
Position 837: 9.604332398157e-07
Position 733: 8.838482536429805e-07
Position 257: 8.374242639443797e-07
Position 187: 8.196119011707969e-07
Position 835: 7.66006005898338e-07
Position 704: 6.754079843596484e-07
Position 351: 5.79221098923044e-07
Position 519: 5.553914914905889e-07
Position 324: 4.0120136485455655e-07
Position 633: 2.975704451921994e-07
Position 371: 2.794692618760455e-07
Position 337: 1.8111410985430765e-07
Position 477: 1.566185268716158e-07
Position 666: 1.0874999421974697e-07
Position 479: 1.0101534750450253e-07
Position 539: 7.457266408842413e-08
Position 103: 6.87965408902732e-08
Position 937: 6.619659559419183e-08
Position 447: 6.16402936483188e-08
Position 606: 1.2733104869345085e-09
Position 482: 1.1556642838026475e-09
Position 45: 3.654030569711181e-10
Position 202: 4.635991954096362e-11
Position 458: 5.718059511710511e-12
Position 20: 3.1840129846209324e-12
Position 23: 2.2306333231950148e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12027: 0.9477774289624626
Position 12835: 0.926354390250264
Position 9953: 0.8064422907144015
Position 13957: 0.5368414369384501
Position 8828: 0.5367720886432374
Position 3677: 0.2935547025074228
Position 5571: 0.2753519259836913
Position 13998: 0.22686992786868132
Position 4939: 0.13770682077490592
Position 13257: 0.07068561008239606
Position 9823: 0.06360011916191483
Position 14443: 0.05407572692361429
Position 3686: 0.05107072072216102
Position 4237: 0.04654403871805664
Position 12003: 0.04371661066848011
Position 4256: 0.043208447875891405
Position 9037: 0.03926232249116166
Position 1746: 0.0376873117606846
Position 14338: 0.03611537971913437
Position 1778: 0.034252547052594604
Position 8985: 0.03136868529838526
Position 14031: 0.031300067220387195
Position 14483: 0.028281669292193067
Position 12560: 0.02695453845599696
Position 4344: 0.025072342878316778
Position 3716: 0.022505031323523564
Position 12595: 0.021107648413820856
Position 5597: 0.02028421136293681
Position 14299: 0.017684562927621432
Position 9800: 0.017084048404546973
Position 14151: 0.01690875689412657
Position 13135: 0.015544599629399088
Position 3435: 0.014926366795225679
Position 1032: 0.013718299639828646
Position 3961: 0.013388619448002494
Position 12373: 0.013069048497915268
Position 3648: 0.012918939536684085
Position 10213: 0.011839626625882714
Position 9663: 0.01074949969092264
Position 12767: 0.010129428004995904
Position 12801: 0.009634151246564669
Position 10619: 0.009455163188600103
Position 1781: 0.009444513002758498
Position 3090: 0.008791932281362495
Position 10177: 0.008351670379119705
Position 1831: 0.007286575701861971
Position 13779: 0.007077291641312247
Position 14202: 0.0068882120687172935
Position 13964: 0.0066475519339285645
Position 3578: 0.006411517134636647
Position 8683: 0.006336041864522923
Position 2449: 0.006267061908235248
Position 4213: 0.006204740582044675
Position 14495: 0.006160446358684648
Position 3926: 0.005339673877968618
Position 2048: 0.005183123265148441
Position 4367: 0.00482864740349501
Position 3509: 0.004717519206679704
Position 14511: 0.004333615971901057
Position 12353: 0.004326232274181984
Position 3876: 0.004117325259710817
Position 3988: 0.003368466418160462
Position 1999: 0.0032932172303249334
Position 12523: 0.0030332797304071205
Position 8219: 0.002882955703096549
Position 11924: 0.002836462730177684
Position 3469: 0.002818720111310261
Position 6225: 0.002612473494706035
Position 11983: 0.00260464745918163
Position 13030: 0.0023709076915881286
Position 13101: 0.0023480783719669377
Position 13727: 0.0023467027626348502
Position 13737: 0.002140196748642316
Position 3639: 0.0020998356331834874
Position 10661: 0.001933122878263441
Position 13693: 0.001932856221264424
Position 1880: 0.0018348769337920656
Position 1070: 0.001683806689108388
Position 3168: 0.001602150150454225
Position 5573: 0.001366634672479663
Position 6625: 0.001344231847571914
Position 14037: 0.0013264702872441735
Position 6639: 0.0013142754596971323
Position 13641: 0.0011859248231276178
Position 1525: 0.0010903498334732108
Position 13709: 0.001082319627770418
Position 12845: 0.0010729882467041378
Position 13635: 0.0009347860433688419
Position 12971: 0.0008545887534402146
Position 970: 0.0008441479454327252
Position 13202: 0.0008293455186757662
Position 13175: 0.0007628018559956973
Position 13976: 0.000746090111293999
Position 12294: 0.0006814079218574932
Position 14004: 0.0006792069805765427
Position 13118: 0.0005955795851229246
Position 4098: 0.0005861125270588371
Position 13216: 0.0005209555714638702
Position 12672: 0.00046683204585762296
Position 3986: 0.0004498142357047572
Position 3916: 0.0004444456362092395
Position 4189: 0.00038764723425867265
Position 12327: 0.0003811912480437273
Position 2400: 0.00030051636006056016
Position 13470: 0.0002909353443060104
Position 4972: 0.00023290613732432868
Position 12090: 0.00021159259356610423
Position 1043: 0.00019264408170910848
Position 3538: 0.0001871581332732653
Position 2915: 0.00018258990364172943
Position 2473: 0.00017598584685030606
Position 437: 0.00017056551724782014
Position 3727: 0.00014879074153693547
Position 12312: 0.00014381964770366295
Position 1131: 0.0001438160727157704
Position 376: 0.00012165180098518507
Position 12471: 0.00011899981022084376
Position 13307: 0.00011692706294410314
Position 13918: 0.00011480082254190727
Position 402: 0.00010680318944048713
Position 2965: 9.943137089882072e-05
Position 2853: 9.808586009501665e-05
Position 12689: 9.76462605097069e-05
Position 3950: 9.57755023900721e-05
Position 1385: 9.094450510294149e-05
Position 12720: 8.898161295370103e-05
Position 2378: 8.287569407056496e-05
Position 2019: 6.945335476678033e-05
Position 3036: 6.607780101552093e-05
Position 3043: 6.0289435596467206e-05
Position 1852: 5.9283589894075144e-05
Position 1694: 5.855067423281846e-05
Position 1106: 5.786902680779575e-05
Position 803: 5.6252624322423725e-05
Position 405: 5.495233369216699e-05
Position 834: 5.103602216234771e-05
Position 1587: 4.809777094811282e-05
Position 443: 4.804767151312853e-05
Position 2948: 4.2285663557956756e-05
Position 2807: 4.228523127989888e-05
Position 3040: 4.0744193368617906e-05
Position 279: 3.780321801548195e-05
Position 12600: 3.374627091631047e-05
Position 1198: 2.2957331682689995e-05
Position 1295: 1.8877843659325613e-05
Position 1395: 1.568117785280825e-05
Position 251: 1.5195165525346164e-05
Position 301: 1.5159355587546873e-05
Position 1347: 1.098373728144032e-05
Position 1424: 1.0783063735361811e-05
Position 1267: 1.0004741243481643e-05
Position 857: 8.685825379857372e-06
Position 12494: 6.110527026852812e-06
Position 1427: 4.927188321240799e-06
Position 1314: 4.1480168261687245e-06
Position 12567: 3.684156785508373e-06
Position 3404: 3.17688938222086e-06
Position 913: 2.9367191531022645e-06
Position 342: 2.1754769119235543e-06
Position 453: 2.161135266793877e-06
Position 1272: 1.9534829145492662e-06
Position 539: 1.935557245380324e-06
Position 732: 1.7996409411759707e-06
Position 1795: 1.528835519031817e-06
Position 12869: 1.1937087136696755e-06
Position 620: 8.800541146502671e-07
Position 1326: 7.946776298361897e-07
Position 578: 7.745943396931793e-07
Position 786: 7.168578471787773e-07
Position 754: 6.900676226341126e-07
Position 1911: 4.1645524683816464e-07
Position 12617: 3.8436474065257935e-07
Position 574: 3.6386380745158346e-07
Position 1155: 2.515891304241805e-07
Position 1836: 2.4361640866614726e-07
Position 1659: 2.2799278681769592e-07
Position 1706: 2.2412169733577883e-07
Position 2004: 1.8917915519614277e-07
Position 1786: 9.487490355484286e-08
Position 12530: 1.7532752036357644e-08
Position 12575: 3.3257466047407104e-09
