Gene = DESI2
index = 440
Annotated 5SS: [  421 33735 36408 39086]
Annotated 3SS: [33661 36313 38943 52620]
SMsplice 5SS: [  421  2759  5026 33735 39086 46256]
SMsplice 3SS: [ 2619  4910 33661 38943 46056 46372]
top_k =  500
Partition function (log Z): -28.59449112394961

Sorted 5' Splice Sites (High to Low Probability):
Position 421: 0.8487339749232244
Position 5026: 0.7174719112850293
Position 2759: 0.5297878347613599
Position 6734: 0.3430550647598131
Position 6418: 0.21782357913355935
Position 4993: 0.19323706550723335
Position 1739: 0.15715645489679048
Position 2308: 0.1251477036793891
Position 2843: 0.08398776326429844
Position 3482: 0.07650494807478594
Position 1103: 0.058720727525271445
Position 1244: 0.05759645656972562
Position 3655: 0.04337504969680789
Position 1091: 0.0419516478037188
Position 938: 0.039773814619764127
Position 310: 0.03830627515628612
Position 11580: 0.024213504743045258
Position 4785: 0.020512001092670908
Position 15: 0.01942651006416093
Position 5037: 0.018810731658929318
Position 6468: 0.014103796263916496
Position 266: 0.01372510165874689
Position 6118: 0.012847990981368785
Position 411: 0.009228355174147069
Position 6635: 0.008167086550774874
Position 5606: 0.006384208785878787
Position 3790: 0.005535703622243232
Position 8529: 0.005222936396555916
Position 173: 0.004217591749473652
Position 646: 0.00403617534663778
Position 393: 0.00318752928667968
Position 2181: 0.002555987142315477
Position 1366: 0.00229191008683467
Position 11314: 0.0017364760811943811
Position 2277: 0.0015566695373932652
Position 145: 0.001380746582063217
Position 1280: 0.0013466795356009897
Position 898: 0.0012527458132952777
Position 912: 0.0007349500541092875
Position 607: 0.0006164418309350201
Position 425: 0.0004716959042545609
Position 555: 0.0002373004668656301
Position 2038: 0.00021708683795641683
Position 3404: 0.00018648640613007185
Position 7: 0.00013914059258967386
Position 2264: 0.0001173619403212265
Position 839: 4.0876161207391484e-05
Position 517: 2.6985367379776005e-05
Position 889: 2.039917020537351e-05
Position 51: 1.527732579208601e-05
Position 967: 1.4443847660483728e-05
Position 125: 1.2905656939051293e-05
Position 400: 7.340418227780447e-06
Position 127: 3.0966404806574352e-06
Position 477: 2.440077176983458e-06
Position 1198: 1.7609893119970362e-06
Position 567: 1.4315283977723909e-06
Position 409: 1.3571591764713997e-06
Position 183: 1.2239455932730334e-06
Position 616: 5.901718236918047e-07
Position 201: 5.413164795747552e-07
Position 628: 1.0506165090283e-08
Position 722: 3.594002240804352e-09
Position 275: 7.861646807809472e-11
Position 397: 6.448987106513182e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4910: 0.8736749484570436
Position 2619: 0.6099188190962253
Position 6337: 0.3508315964028364
Position 6573: 0.2774766774606035
Position 11872: 0.24598376678492123
Position 8643: 0.10846655544630149
Position 11420: 0.09745466438726477
Position 2138: 0.0907728038372672
Position 3360: 0.08056555621387766
Position 1599: 0.07813397537766573
Position 6255: 0.07629117810869616
Position 977: 0.06233233771138826
Position 6624: 0.05815606912943023
Position 4949: 0.056113188421604066
Position 6543: 0.04551018576771812
Position 14681: 0.04531364276420877
Position 12154: 0.044192730184031644
Position 7264: 0.040732930573028285
Position 13002: 0.038235676972078594
Position 3527: 0.027015804562124088
Position 8421: 0.026604124665387068
Position 1090: 0.02550131342883737
Position 817: 0.02510809823417504
Position 4603: 0.02306390428884613
Position 6590: 0.022825737394879413
Position 1961: 0.02095360819380315
Position 1078: 0.020199637982950124
Position 9584: 0.01916819820546313
Position 3316: 0.018978963160470392
Position 8748: 0.016179809627417937
