Gene = DNTTIP2
index = 460
Annotated 5SS: [ 130 2939 3562 6088 7135 8524]
Annotated 3SS: [1343 3422 5991 6969 8413 9261]
SMsplice 5SS: [ 130 2939 3562 6088 7135 8524]
SMsplice 3SS: [2790 3422 5991 6969 8413 9261]
top_k =  500
Partition function (log Z): 8.833762937808746

Sorted 5' Splice Sites (High to Low Probability):
Position 8524: 0.9966280988141573
Position 6088: 0.9764287727853052
Position 7135: 0.9495948952798763
Position 2939: 0.8440411857865997
Position 3562: 0.8134331576171342
Position 130: 0.7407142681411361
Position 659: 0.5558480899804128
Position 3980: 0.3817380055133843
Position 1587: 0.3754578009786946
Position 1717: 0.12228425759981607
Position 8306: 0.12222730962925568
Position 1028: 0.11592152406763435
Position 8073: 0.082329294029861
Position 4424: 0.051302351910352297
Position 846: 0.04714989436283417
Position 4122: 0.03574623830334558
Position 6439: 0.03275730170994789
Position 214: 0.03125955680068139
Position 1162: 0.03030022815425733
Position 5039: 0.022085857341047625
Position 649: 0.021526211421632385
Position 9148: 0.021450430854365824
Position 5730: 0.020510035351991356
Position 7447: 0.01961719507389264
Position 5876: 0.016747398238215767
Position 6856: 0.015187868904721773
Position 1241: 0.012717722368398195
Position 9614: 0.012150757325244519
Position 3765: 0.011241444193708122
Position 5878: 0.007679002693658398
Position 744: 0.007191842112208562
Position 8785: 0.007109785362228059
Position 5047: 0.005444339708799841
Position 5016: 0.004934055933913981
Position 5084: 0.004898805550381142
Position 857: 0.004826750789723264
Position 8301: 0.00405625216652844
Position 6889: 0.004007293452474559
Position 426: 0.0035610810914988907
Position 347: 0.003071203479457556
Position 207: 0.002723999814480894
Position 7358: 0.002104662393724416
Position 7125: 0.00199354171031742
Position 748: 0.0015503051743094023
Position 10117: 0.0012829931217659245
Position 1217: 0.0012576100604628573
Position 9325: 0.0009932120677530907
Position 202: 0.0006166996501869893
Position 8809: 0.00044593869010243467
Position 841: 0.00040160354352950813
Position 1438: 0.00028679216112993526
Position 756: 0.00027017888415253985
Position 8888: 0.00026757460313280197
Position 438: 0.000258771704815802
Position 684: 0.00019403666507104573
Position 7455: 0.00018329425388620996
Position 8935: 0.0001816900741934562
Position 653: 0.00015213472940758092
Position 1381: 0.00013647776509355007
Position 713: 0.00013369689242890108
Position 8918: 0.00012412379714331822
Position 8937: 0.00012116984550219944
Position 9493: 0.00010544857032718085
Position 61: 9.665245902773719e-05
Position 8854: 9.321322764609635e-05
Position 571: 8.80753629392747e-05
Position 1273: 7.479833162129089e-05
Position 706: 6.161660233289171e-05
Position 543: 5.133389495822404e-05
Position 586: 4.772897429539955e-05
Position 105: 4.354126512503154e-05
Position 760: 3.1249739301268735e-05
Position 334: 2.771312539094143e-05
Position 297: 2.7439798748472494e-05
Position 816: 2.6403293418810483e-05
Position 3974: 2.5614471439203772e-05
Position 502: 2.3079737332020405e-05
Position 260: 1.9081219893813084e-05
Position 1012: 1.870610928701539e-05
Position 704: 1.7644043679151966e-05
Position 116: 1.4042489762921132e-05
Position 9277: 7.481034437757955e-06
Position 9202: 2.121322193927565e-06
Position 9618: 2.0720017382564244e-06
Position 395: 1.9205862593522015e-06
Position 9533: 1.7751983192796677e-06
Position 6395: 1.7600548075454248e-06
Position 417: 9.0379517543519e-07
Position 366: 8.429153507912803e-07
Position 6092: 8.203751358400681e-07
Position 29: 8.106129284110481e-07
Position 9413: 5.45717075315222e-07
Position 9671: 4.574189405463085e-07
Position 35: 3.4039878413106685e-07
Position 64: 3.0242674499374126e-07
Position 8554: 2.5062048900280985e-07
Position 8574: 6.860839446288311e-08
Position 38: 7.629191655599181e-09
Position 32: 3.629114040485933e-09
Position 558: 6.06724329661776e-10
Position 314: 1.0817309131308137e-10
Position 142: 3.446169282925652e-11
Position 285: 3.236736112131631e-11
Position 274: 2.1975035275568175e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9261: 0.9912009494760656
Position 5991: 0.9740753670986394
Position 6969: 0.7802468554092716
Position 8413: 0.7139069987498109
Position 3422: 0.5235444460185414
Position 2790: 0.5056978204359086
Position 1343: 0.4657435697218575
Position 3843: 0.3603719245891989
Position 8438: 0.24667889609283156
Position 3502: 0.24579407958406038
Position 2826: 0.1637660917025608
Position 743: 0.15321112259701578
Position 8160: 0.13182850105597652
Position 613: 0.12540938509608024
Position 581: 0.09476773332193413
Position 2796: 0.08918312395375369
Position 6933: 0.08877756249033057
Position 540: 0.08446117397557568
Position 929: 0.04325339171642188
Position 3404: 0.043252810077455406
Position 4224: 0.03811770336835695
Position 4946: 0.03736305853414262
Position 2677: 0.0360326026259529
Position 2601: 0.033635520228560194
Position 7871: 0.03298241499568233
Position 387: 0.031578829583401816
Position 6904: 0.02996849411072608
Position 7798: 0.027649910424185534
Position 5783: 0.027183891101361813
Position 4077: 0.025024213348193835
Position 8346: 0.02196289634869019
Position 7015: 0.02146342090381841
Position 1626: 0.019952117734957697
Position 6701: 0.018411704441176315
Position 7021: 0.01719283159115819
Position 2576: 0.0157260268398633
Position 7357: 0.015309661447170506
Position 6279: 0.014423132381924537
Position 5632: 0.013443588339618477
Position 3649: 0.012727618206569745
Position 7992: 0.01201928818349664
Position 8731: 0.011789784547350855
Position 472: 0.011597599339173245
Position 4276: 0.01156101102183264
Position 6361: 0.011162437155485223
Position 9126: 0.01017648794435661
Position 323: 0.00871075741465017
Position 3699: 0.008678085780215809
Position 3763: 0.007374002043477114
Position 5467: 0.007066447012372874
Position 1305: 0.0070624579889794386
Position 8184: 0.005937779063500044
Position 6334: 0.005428162454850068
Position 7054: 0.004965307553625869
Position 9783: 0.004703254809737819
Position 1069: 0.004518268747639658
Position 7823: 0.004169413757935714
Position 788: 0.004048626828554795
Position 8997: 0.0037926784443288305
Position 3862: 0.003609346611864495
Position 4049: 0.0035152553598530255
Position 509: 0.0034526952217921432
Position 6988: 0.003189884773390219
Position 517: 0.003179123048652362
Position 4001: 0.003172025323074858
Position 7917: 0.003097281744745257
Position 4111: 0.002813568115402221
Position 1322: 0.002719332703471815
Position 11628: 0.002675049359851663
Position 10465: 0.0025725396617127605
Position 911: 0.0024730320956082826
Position 6991: 0.0024654612347785668
Position 7270: 0.0022862284938518214
Position 7330: 0.0022395545537573958
Position 6530: 0.002209253780685966
Position 547: 0.002046587446612634
Position 10752: 0.001981761509495316
Position 8957: 0.00191369306286644
Position 1345: 0.0018929371822378768
Position 9473: 0.001859409441072297
Position 11135: 0.00180257546156138
Position 8470: 0.0015962041751196722
Position 1143: 0.001534832470695037
Position 3805: 0.0014706311093403367
Position 7955: 0.0014528518016459198
Position 7301: 0.0014394817247422042
Position 6261: 0.0013264160458590236
Position 590: 0.0013158653297525352
Position 6973: 0.0012005504238756888
Position 8929: 0.0011019696408411813
Position 390: 0.0010710509377032202
Position 8467: 0.0009642512199943202
Position 8672: 0.0009268683901562098
Position 268: 0.0008715623545623485
Position 9009: 0.0008642173311526428
Position 8866: 0.0008526597589957614
Position 11246: 0.0007922857268185598
Position 1585: 0.0007677267267079085
Position 3262: 0.0007465287334722482
Position 462: 0.0007347314889440895
Position 3962: 0.0007181643821240039
Position 10044: 0.0007003700226352725
Position 3867: 0.0006921908686740087
Position 433: 0.0006788237433241796
Position 10225: 0.0006757077744152278
Position 658: 0.0006608088737665648
Position 6785: 0.0006573203770507829
Position 1003: 0.0006316989202082646
Position 9061: 0.0006277802503254236
Position 1096: 0.0005415088987299991
Position 7896: 0.0005198404919740959
Position 621: 0.00046014075915960903
Position 10168: 0.0004505994046215894
Position 7222: 0.000449200974660507
Position 7846: 0.00043876905804698317
Position 9950: 0.0003802508300670993
Position 8709: 0.00037045301437728075
Position 1071: 0.0003636324139797177
Position 8705: 0.0003485325884860149
Position 9027: 0.00028790052375049193
Position 10019: 0.00019506992109962607
Position 9745: 0.0001679010391498005
Position 7206: 0.0001534942539356189
Position 3275: 0.00014529569572404715
Position 12280: 0.0001397288588310232
Position 816: 0.00012930067896323213
Position 12619: 0.00012116543446768811
Position 9201: 0.00011905028466176583
Position 3537: 0.00011320859349583836
Position 9454: 0.00011157318742376724
Position 11064: 0.00010927254324817623
Position 10678: 8.672860553053938e-05
Position 1240: 8.253028499465552e-05
Position 8852: 8.193333470870437e-05
Position 934: 8.039660756366253e-05
Position 489: 7.435015434232355e-05
Position 550: 7.036123037718455e-05
Position 231: 6.91824107831052e-05
Position 10681: 5.93964207910239e-05
Position 302: 5.921617852163923e-05
Position 10948: 4.5414403159627084e-05
Position 334: 4.387027583104801e-05
Position 9273: 4.154140416783999e-05
Position 9410: 3.977858030463138e-05
Position 525: 3.81112984128212e-05
Position 6842: 3.7194491007902024e-05
Position 8119: 3.5976705051366664e-05
Position 10816: 3.285852188110431e-05
Position 826: 2.949040545106056e-05
Position 10313: 2.6835808570506045e-05
Position 1027: 2.4828175822220647e-05
Position 10343: 2.450911312141541e-05
Position 3112: 2.425877620214075e-05
Position 10360: 2.262390276441566e-05
Position 1450: 1.945449314858742e-05
Position 9305: 1.9382783740237956e-05
Position 7386: 1.9289514351222134e-05
Position 9818: 1.8688098971996907e-05
Position 346: 1.8379049437782662e-05
Position 4162: 1.706811588253523e-05
Position 6214: 1.5649618950688963e-05
Position 9998: 1.522674001837881e-05
Position 436: 1.499834820484733e-05
Position 10713: 1.3911931575733657e-05
Position 684: 1.0045367944716558e-05
Position 7362: 5.458455073980722e-06
Position 395: 5.350031651496357e-06
Position 3941: 3.3762863520489206e-06
Position 212: 1.8792771684384894e-06
Position 281: 1.5981920170662341e-06
Position 351: 8.5700660635869e-07
Position 6728: 5.400704542125287e-07
Position 9493: 4.2033888011931553e-07
Position 711: 3.78537898386563e-07
Position 235: 3.0365224880499295e-07
Position 233: 2.987096544879435e-07
Position 169: 2.7195424877459967e-07
Position 342: 1.6428225034373666e-07
Position 630: 1.0010001501810196e-07
Position 218: 9.492211858794991e-08
Position 867: 3.1900837377629244e-08
Position 200: 6.334429845115904e-09
Position 1066: 1.8258304338788306e-09
Position 171: 5.421386223423248e-10
Position 344: 3.748418760411376e-10
Position 129: 2.2274758765632053e-10
Position 663: 1.0636167166584079e-10
Position 243: 1.3521607550880784e-11
Position 181: 8.566032872753797e-12
Position 116: 5.876184533550654e-13
Position 185: 1.2910370391172623e-13
