Gene = CRCT1
index = 409
Annotated 5SS: [51]
Annotated 3SS: [859]
SMsplice 5SS: [51]
SMsplice 3SS: [755]
top_k =  500
Partition function (log Z): -8.31175090457784

Sorted 5' Splice Sites (High to Low Probability):
Position 51: 0.8623524741551392
Position 860: 0.18987384255923997
Position 193: 0.056332542116309725
Position 418: 0.03684852552411843
Position 23: 0.025659871049977218
Position 490: 0.0071120420080474835
Position 494: 0.005499222735829426
Position 281: 0.0031190901917884646
Position 175: 0.002265264608364533
Position 240: 0.0014621602980580894
Position 20: 0.001284358410993463
Position 867: 0.000808002001911923
Position 46: 0.0006664197903164447
Position 225: 0.0006568923926875559
Position 68: 0.00035003272733943804
Position 82: 0.0002083372368900043
Position 1133: 0.00012352492148034515
Position 502: 0.00010138722771244433
Position 358: 7.275461648250112e-05
Position 251: 6.838665624741064e-05
Position 929: 5.8353357357352174e-05
Position 658: 4.647099279494418e-05
Position 466: 4.2125436721794796e-05
Position 55: 3.690817187867015e-05
Position 441: 2.636449162527397e-05
Position 303: 2.111608136751727e-05
Position 903: 1.4348029362905128e-05
Position 266: 3.911952587562803e-06
Position 618: 3.248040651483988e-06
Position 339: 2.9766085828524413e-06
Position 91: 1.414532633230661e-06
Position 572: 1.2457262013089956e-06
Position 463: 1.2328735222934206e-06
Position 570: 9.90401225039607e-07
Position 530: 9.875540588777644e-07
Position 430: 8.172174334871604e-07
Position 461: 8.105864572843336e-07
Position 27: 7.596919881772485e-07
Position 148: 5.364005392894148e-07
Position 228: 4.5128741537920914e-07
Position 35: 4.326628788462823e-07
Position 10: 3.7907404491622e-09
Position 733: 1.6181275229790554e-09
Position 150: 8.665396762591112e-13
Position 139: 6.57744357113842e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 755: 0.6694318657497416
Position 1012: 0.2628179327184434
Position 859: 0.11216878043598408
Position 1075: 0.035787888066010735
Position 896: 0.018225898103065147
Position 1078: 0.011432197694739821
Position 1331: 0.011172138641046792
Position 1312: 0.00825950213965903
Position 760: 0.007856288809543165
Position 1475: 0.006856996350430098
Position 843: 0.005570772788185034
Position 1126: 0.005441783465754947
Position 175: 0.004493895686513438
Position 1435: 0.004141556894303869
Position 1048: 0.0038936346461631603
Position 915: 0.0038817762843205914
Position 556: 0.0029979111449622052
Position 408: 0.0025688354559717046
Position 938: 0.0023817044177865247
Position 1032: 0.00224181119144803
Position 289: 0.001370936685758781
Position 792: 0.0011759634776107586
Position 466: 0.0010956168652312334
Position 1161: 0.0009926660052217238
Position 618: 0.0008724224047814192
Position 159: 0.000694758232556889
Position 801: 0.0006035727534358281
Position 1432: 0.0006025921636588397
Position 778: 0.000563098592202135
Position 1199: 0.0005258699179355131
Position 926: 0.00044995131958733574
Position 118: 0.0003897121582936479
Position 825: 0.0003302828274027168
Position 1091: 0.0003220986804010847
Position 518: 0.00028103864395287686
Position 473: 0.000273354228686161
Position 1057: 0.00022033315901703697
Position 622: 0.00020308014329136436
Position 1290: 0.00018839857646187893
Position 497: 0.00018269095908839985
Position 132: 0.0001654202158033646
Position 819: 0.0001614266940296976
Position 192: 0.00015449407609724084
Position 1489: 0.00013128516468994926
Position 1210: 0.0001210696475413493
Position 280: 9.885569916569164e-05
Position 247: 9.383830792811461e-05
Position 353: 9.324678808137791e-05
Position 238: 9.157931901018572e-05
Position 361: 9.03953580868601e-05
Position 483: 9.004666647241998e-05
Position 797: 8.208764186566415e-05
Position 125: 8.196423129187514e-05
Position 570: 7.64238025534898e-05
Position 355: 7.177086166264396e-05
Position 1130: 5.905099463920684e-05
Position 1382: 5.065633303624058e-05
Position 596: 4.273458603950004e-05
Position 414: 4.224882593023425e-05
Position 1384: 4.2108962146483224e-05
Position 379: 3.6876384834247325e-05
Position 261: 3.6602818223086365e-05
Position 525: 3.1662900227671755e-05
Position 1156: 2.9740721392162833e-05
Position 417: 2.6044217747942537e-05
Position 1504: 2.262206761026114e-05
Position 672: 2.205443723099669e-05
Position 212: 1.9695800876894645e-05
Position 898: 1.953953820792008e-05
Position 871: 1.8732326627127796e-05
Position 221: 1.6989761997958014e-05
Position 607: 1.4353242230996188e-05
Position 203: 1.3501373866549434e-05
Position 258: 5.537081314985865e-06
Position 273: 3.0478240278966728e-06
Position 129: 3.0452785897253842e-06
Position 179: 1.5667071150311086e-06
Position 136: 1.2717458881424149e-06
Position 103: 1.1702589202955947e-06
Position 251: 1.0359070800029957e-06
Position 145: 8.644349360039188e-07
Position 803: 7.983832283276588e-07
Position 224: 7.209760158500745e-07
Position 263: 5.773679174167121e-07
Position 370: 2.7451478414320863e-07
Position 477: 8.16983390626312e-12
Position 111: 2.824612476988027e-12
