Gene = RP11-229P13.27
index = 1165
Annotated 5SS: [  31  417 7652 8409]
Annotated 3SS: [ 319 7507 8324 8661]
SMsplice 5SS: [  31  417 1163]
SMsplice 3SS: [ 319 1037 8825]
top_k =  500
Partition function (log Z): -1.368489904658384

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.9992017664574985
Position 31: 0.9261616110527081
Position 1163: 0.8946873991998955
Position 1453: 0.38325295374539436
Position 239: 0.21241916164199323
Position 874: 0.17165464241602316
Position 1403: 0.06466753560107537
Position 878: 0.05957826088724788
Position 2043: 0.016687590689060443
Position 538: 0.010393730791535284
Position 1435: 0.004945814332742997
Position 3485: 0.0046163290950976136
Position 8409: 0.003899664326747229
Position 1585: 0.0030280012906394086
Position 3530: 0.0029346909615572347
Position 988: 0.0028397241705491964
Position 3990: 0.002239918630846156
Position 821: 0.001212424416616751
Position 1186: 0.0008685830001157601
Position 3506: 0.0008432039153648309
Position 949: 0.0008395887419793803
Position 3522: 0.0006987557112890304
Position 816: 0.00040209636605738
Position 2860: 0.0003520713788303592
Position 1262: 0.00023596713048761048
Position 570: 0.00019653449786127814
Position 857: 0.00015738201727037555
Position 392: 8.667332138544135e-05
Position 798: 8.409667764381872e-05
Position 906: 8.227254863641335e-05
Position 712: 7.84259521598823e-05
Position 1286: 6.535342644156894e-05
Position 431: 4.692474748121867e-05
Position 1907: 2.882819137814485e-05
Position 552: 2.857789560144895e-05
Position 714: 2.008510622926072e-05
Position 212: 1.446941441467059e-05
Position 475: 1.401381301041619e-05
Position 3195: 1.1847138019589817e-05
Position 1181: 1.0602132070435691e-05
Position 1207: 1.0371695496098607e-05
Position 701: 8.538627015009853e-06
Position 248: 7.53773101995946e-06
Position 1004: 6.486169266233949e-06
Position 2684: 4.2484659177402805e-06
Position 3470: 2.293690501909259e-06
Position 3061: 2.109936637078553e-06
Position 3433: 1.7301201970344303e-06
Position 19: 1.6276432004870947e-06
Position 35: 1.2932873423699474e-06
Position 390: 1.005210278872185e-06
Position 398: 3.184045995353946e-07
Position 421: 6.8381940099243115e-09
Position 460: 1.4124936540217658e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 319: 0.8669410945954447
Position 1037: 0.4939837722844016
Position 1067: 0.43660128952238
Position 1306: 0.35597244104226583
Position 125: 0.17186423771422527
Position 8825: 0.13170188131463792
Position 3408: 0.1192499205126007
Position 8661: 0.1057488588224236
Position 786: 0.10185579097747462
Position 231: 0.08799995495489303
Position 761: 0.07604529544114778
Position 6225: 0.07394965671036131
Position 1248: 0.061727616460539446
Position 3611: 0.05291405776264966
Position 1808: 0.05129397191084954
Position 4123: 0.05062488857404187
Position 3432: 0.05014651838665801
Position 6428: 0.04912599173483096
Position 8048: 0.04221587563889231
Position 5970: 0.030674813730313003
Position 8832: 0.027277453356585657
Position 6060: 0.022726530784260037
Position 7507: 0.02238107739058384
Position 741: 0.021145248405732973
Position 522: 0.02005341817774536
Position 826: 0.0198336938883359
Position 2944: 0.01735794736986368
Position 4012: 0.014113337003805914
Position 1375: 0.014006688002622305
Position 7530: 0.012187389074482148
Position 5579: 0.011442657805254981
Position 3975: 0.01118699887853272
Position 4602: 0.011075538249243863
Position 502: 0.010547839525111563
Position 5136: 0.009791547593237204
Position 1366: 0.009284384084489205
Position 5417: 0.009223680447899282
Position 593: 0.00910782585061899
Position 3955: 0.006369553325860097
Position 6118: 0.006188117231148021
Position 1783: 0.0060169103388364505
Position 261: 0.005681395606866226
Position 7625: 0.005587006240972197
Position 3607: 0.005134614036458938
Position 1310: 0.004793549976905679
Position 1250: 0.004629319656382532
Position 6103: 0.004095710824064966
Position 1227: 0.0035217872506341087
Position 4842: 0.0032032410348176435
Position 327: 0.003002177050483336
Position 1858: 0.002560407722865335
Position 4283: 0.0023441543132596584
Position 4217: 0.002290331587005994
Position 2702: 0.0018738480271057291
Position 2488: 0.0018357532319550924
Position 1090: 0.00147339341404848
