Gene = DIO1
index = 446
Annotated 5SS: [  361 10623 12108]
Annotated 3SS: [10478 11907 15743]
SMsplice 5SS: [  252  8948 10623 14327]
SMsplice 3SS: [ 8869 10478 14255 15743]
top_k =  500
Partition function (log Z): -7.683857151999826

Sorted 5' Splice Sites (High to Low Probability):
Position 10623: 0.7337792080885277
Position 14327: 0.5740854678060171
Position 8948: 0.5569265292154303
Position 12108: 0.44646802769431493
Position 169: 0.40775049296226723
Position 252: 0.40196444403087384
Position 9080: 0.2417358973699496
Position 239: 0.10150542233535295
Position 15837: 0.08449106449861613
Position 3921: 0.08031811702258147
Position 361: 0.07234839529164781
Position 9639: 0.06376355688286257
Position 13280: 0.05822820225882336
Position 8959: 0.052674151800642444
Position 100: 0.038511436003214106
Position 10817: 0.03188164678226452
Position 4210: 0.03164951777779144
Position 1178: 0.027526010991964413
Position 10956: 0.027306688363607123
Position 14353: 0.02640155760173364
Position 14692: 0.025571852692192552
Position 8080: 0.02346000941967319
Position 8378: 0.02128622022645233
Position 9449: 0.017781964340820793
Position 13304: 0.014437570153856471
Position 9087: 0.01366477144746699
Position 7370: 0.01359060968937442
Position 12111: 0.01240440329982208
Position 14294: 0.011886191615497237
Position 14421: 0.011065798139871718
Position 13072: 0.009659028447020324
Position 335: 0.008697782410600992
Position 2525: 0.00851202954970766
Position 1964: 0.008432044467585486
Position 7100: 0.005038690740943123
Position 4881: 0.0044345966259642525
Position 8954: 0.003810203414205104
Position 3642: 0.003805686750259913
Position 1519: 0.0037335782034109808
Position 15808: 0.003659419189949074
Position 9042: 0.003417992022915729
Position 921: 0.003042656707509231
Position 4002: 0.002942254588463547
Position 2218: 0.0028614165089112186
Position 1023: 0.0028596251504238637
Position 10848: 0.0027857743126580774
Position 3422: 0.002394013475901346
Position 14440: 0.002177809789702864
Position 932: 0.0021513243058696456
Position 4769: 0.002051649950256611
Position 10701: 0.0019237262071795586
Position 15745: 0.0018585754989468223
Position 9521: 0.0017817253575050248
Position 1529: 0.0017423356750647732
Position 11461: 0.0014914854209779494
Position 66: 0.0013899271870713061
Position 9138: 0.0012760566270851115
Position 16171: 0.001236771374729769
Position 9604: 0.0012093762064160011
Position 11627: 0.001012881462364621
Position 78: 0.00048337356884197954
Position 96: 0.00011123681787961117
Position 292: 4.198751261756009e-05
Position 105: 3.857317612576631e-05
Position 315: 3.694130632929604e-05
Position 613: 2.4422303939832e-05
Position 230: 1.6763523153084108e-05
Position 47: 1.5061572841615272e-05
Position 1221: 1.4541301903385157e-05
Position 312: 1.2675925977590986e-05
Position 798: 6.541886625150754e-06
Position 867: 6.446315161864433e-06
Position 388: 5.788434192219455e-06
Position 93: 5.3796646883330256e-06
Position 406: 5.208664178314824e-06
Position 90: 4.726326621069393e-06
Position 533: 3.233089002550875e-06
Position 119: 2.2620729351444713e-06
Position 1902: 2.2293392417121712e-06
Position 1710: 1.8186851081228744e-06
Position 810: 1.5989177951255556e-06
Position 84: 1.1309898061903075e-06
Position 428: 9.837946795295617e-07
Position 660: 5.898958577785814e-07
Position 132: 4.6850061718625265e-07
Position 256: 1.839055474218013e-12
Position 243: 1.259143767039421e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15743: 0.9366333383660352
Position 8869: 0.8639274027910133
Position 10478: 0.7341434294711392
Position 11907: 0.47660493454864045
Position 14255: 0.4652635164398524
Position 14183: 0.16133301809995007
Position 9380: 0.08359139963180033
Position 13213: 0.08127364453438271
Position 15914: 0.06701312922271636
Position 10687: 0.06555374932426385
Position 3794: 0.06554887136456897
Position 14563: 0.03813626082531337
Position 251: 0.03664836355716115
Position 8028: 0.02796699753204056
Position 848: 0.022704593891853576
Position 4179: 0.015434414255442463
Position 15523: 0.01331818020863137
Position 3979: 0.012275624676124454
Position 3750: 0.009745934422293918
Position 12909: 0.009659028447020324
Position 8176: 0.009446497813588329
Position 3763: 0.009262551210155227
Position 7296: 0.008259829189468161
Position 8179: 0.007358659796451385
Position 2055: 0.006581571726302098
Position 3359: 0.006215708244048774
Position 7227: 0.00534770920327231
Position 16470: 0.005198297369647544
Position 8893: 0.005130410858332376
Position 8834: 0.005059211274947999
Position 193: 0.004884910615197076
Position 16516: 0.004751950402258443
Position 1882: 0.004012092662114483
Position 4724: 0.003663505114848221
Position 1843: 0.0034350703290289266
Position 7027: 0.0034194168015921705
Position 1353: 0.0029223961867675895
Position 2395: 0.0027304686163727044
Position 4185: 0.0026451437608939468
Position 16568: 0.0024755242550162375
Position 16552: 0.00242744795817635
Position 4810: 0.0021952980394395073
Position 15947: 0.0021331428793478933
Position 16808: 0.001950975657366219
Position 10815: 0.0018984981808245955
Position 7013: 0.0016192739393509504
Position 1399: 0.0015850439109435072
Position 11412: 0.0015389895014671746
Position 16011: 0.0015376942982804139
Position 14537: 0.0015316929297118427
Position 130: 0.0013556382055234968
Position 9292: 0.0013345263440756555
Position 16629: 0.0013331557876522483
Position 10773: 0.001284537756198357
Position 16726: 0.0011659498713290192
Position 16400: 0.001152579699656956
Position 16063: 0.001053012459171383
Position 11531: 0.001012881462364621
Position 263: 0.0009373736774814687
Position 2215: 0.0008150094342328687
Position 866: 0.000706667644996579
Position 2349: 0.0006681930528313776
Position 4610: 0.0006274434219331361
Position 16895: 0.0005638871723485964
Position 1006: 0.0005438247548087755
Position 1933: 0.0005060222531751723
Position 1487: 0.0004981511951562369
Position 1719: 0.0004570341338936555
Position 2361: 0.0003782084198059564
Position 1122: 0.0003605089097879141
Position 223: 0.000347342997764377
Position 11006: 0.0003301949560340663
Position 2241: 0.0002882276879715832
Position 1369: 0.0002793352636031797
Position 1285: 0.00021103578737331673
Position 164: 0.00014942523288899415
Position 12494: 0.00011373307536542839
Position 12346: 6.282549311759654e-05
Position 5390: 4.2622569799224256e-05
Position 6646: 4.046418779267097e-05
Position 9751: 2.133010670517715e-05
Position 9947: 1.8389604083953737e-05
Position 3040: 1.3238215811029274e-05
Position 682: 8.73987818359699e-06
Position 737: 6.293800845809914e-06
Position 5176: 4.9266050225957015e-06
Position 327: 4.456273449007922e-06
Position 2051: 2.786457827706553e-06
Position 507: 2.4046224921972165e-06
Position 618: 1.1013960864454622e-06
Position 553: 1.0062521884512833e-06
Position 1766: 1.42522423358166e-07
Position 1747: 1.3450871715893584e-07
Position 1330: 1.8825810960854837e-08
Position 1000: 1.6963164350768457e-08
Position 823: 1.1797566418758703e-08
Position 1290: 9.6494902331274e-09
Position 948: 8.009477611092015e-09
Position 1090: 1.3584340694549682e-09
Position 713: 1.0163518038182132e-09
Position 924: 9.529743595979144e-10
Position 230: 4.893629391205475e-10
Position 1014: 1.5845669596769383e-10
Position 178: 1.3345443777085795e-10
Position 332: 1.0995255535401339e-10
Position 270: 6.139086533249576e-11
Position 272: 2.7800451824616244e-12
Position 126: 2.6448713548843664e-12
Position 288: 1.1835555997341787e-12
Position 132: 1.1639809983979523e-12
