Gene = NDUFA5
index = 924
Annotated 5SS: [  481   852  7786 12645]
Annotated 3SS: [  806  7668 12578 16034]
SMsplice 5SS: [  481  7786 12645]
SMsplice 3SS: [ 7668 12578 16034]
top_k =  500
Partition function (log Z): -6.84144395914889

Sorted 5' Splice Sites (High to Low Probability):
Position 7786: 0.976825196305938
Position 12645: 0.9040106381677459
Position 481: 0.5829272681632939
Position 852: 0.5341003368556408
Position 4812: 0.4893334782618796
Position 4586: 0.277651455169447
Position 10900: 0.23575126906957458
Position 5002: 0.20919846571543885
Position 1186: 0.13614381862163277
Position 631: 0.12013072585135659
Position 6888: 0.10355045448703512
Position 1475: 0.09086014171496216
Position 10472: 0.08846598008570496
Position 15882: 0.08537948252492729
Position 16153: 0.08009985347806955
Position 4445: 0.07320710165609953
Position 2371: 0.05534060467225857
Position 1221: 0.05433579294208115
Position 622: 0.0462909709957483
Position 12424: 0.03986752395701208
Position 10352: 0.026418009758859776
Position 16174: 0.026070532092655925
Position 5048: 0.025296607616620854
Position 9260: 0.024836789889387156
Position 408: 0.024130090308731093
Position 11027: 0.018371785849531957
Position 2100: 0.017937853234654227
Position 12460: 0.017825829616395637
Position 109: 0.013534924488211409
Position 4612: 0.013467965667630664
Position 9080: 0.011896821024491909
Position 10826: 0.010834924272607023
Position 11564: 0.010127767272957243
Position 5728: 0.009590160162393765
Position 1594: 0.00957963325634237
Position 12755: 0.008930197560230358
Position 496: 0.006740367833627001
Position 10859: 0.006526367437597473
Position 151: 0.0054863467276468954
Position 467: 0.00465348020491666
Position 4562: 0.004466203082430845
Position 970: 0.004330966057487989
Position 11755: 0.004186168169940967
Position 268: 0.003990310861994065
Position 90: 0.0032436989757129962
Position 9553: 0.0032302885172285694
Position 523: 0.0030944748418246107
Position 10749: 0.0029917673102198344
Position 125: 0.002763986801542761
Position 14905: 0.0025609738468660138
Position 3918: 0.002395090436642701
Position 14860: 0.0022173788591690687
Position 12633: 0.002008702075346631
Position 433: 0.0019034076012955617
Position 3979: 0.0016687747154366817
Position 11520: 0.0015354674990805215
Position 8327: 0.0012197207468788707
Position 4097: 0.0011902679833070205
Position 9096: 0.0006632244105947921
Position 8426: 0.0005891656484346535
Position 9564: 0.0003289831962262807
Position 517: 0.0002937067157571588
Position 14617: 0.0002777306967759273
Position 586: 0.00022289016218995678
Position 287: 0.00016670809923530108
Position 758: 0.00014510980154896792
Position 502: 0.00010066962748790648
Position 8759: 9.385757187242679e-05
Position 392: 7.6419891300609e-05
Position 372: 6.993127289088791e-05
Position 20: 6.222135055815809e-05
Position 188: 5.7140098526436296e-05
Position 163: 4.925081496554452e-05
Position 556: 3.410984868102227e-05
Position 692: 1.8274032403199977e-05
Position 1247: 1.765809965190672e-05
Position 154: 1.4263665710159416e-05
Position 395: 1.3529724698019116e-05
Position 532: 1.3359095307179561e-05
Position 856: 1.068016710670442e-05
Position 445: 1.0218473639435795e-05
Position 927: 9.40946883085708e-06
Position 652: 9.111304218800719e-06
Position 350: 9.09551932732284e-06
Position 831: 8.96217658258194e-06
Position 769: 8.879054204831749e-06
Position 430: 6.319018605954392e-06
Position 363: 5.034706690090531e-06
Position 119: 5.010794054871456e-06
Position 772: 4.570816187899405e-06
Position 469: 4.138555437415331e-06
Position 1118: 3.5525123922552516e-06
Position 819: 2.861954687108154e-06
Position 1242: 2.824827264408652e-06
Position 833: 2.4661073411585276e-06
Position 728: 1.0723775551252115e-06
Position 736: 8.258293602710073e-07
Position 731: 8.23894431398895e-07
Position 161: 7.574487866358576e-07
Position 143: 4.791606049366421e-07
Position 321: 7.624191049664764e-08
Position 195: 1.0629581879926713e-08
Position 244: 3.55096985322554e-09
Position 638: 1.8752081763492926e-11
Position 54: 1.0611937130617854e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7668: 0.9768251963059382
Position 12578: 0.9343347999673133
Position 16034: 0.6951586895489461
Position 4710: 0.4523059891197728
Position 4498: 0.3716214657737271
Position 10696: 0.28610527277783343
Position 747: 0.22299238369867566
Position 806: 0.13018772340185325
Position 925: 0.12407204321775535
Position 4894: 0.12015863512824113
Position 6678: 0.10355045448703512
Position 1354: 0.0867358417842179
Position 16758: 0.08359788459227464
Position 15808: 0.06766843183253185
Position 12322: 0.06593445482723079
Position 4336: 0.06384980460837036
Position 1122: 0.057569517775114584
Position 10340: 0.05207103552004595
Position 16362: 0.044724646280919836
Position 8891: 0.04010589253793206
Position 2163: 0.03922101577883242
Position 10157: 0.03854377991083
Position 4732: 0.033995574884963964
Position 14765: 0.032188715493227604
Position 16879: 0.02839148926021287
Position 15493: 0.027458398644722336
Position 10217: 0.02453869435825707
Position 11437: 0.022775596100048624
Position 15867: 0.017769139035104756
Position 14220: 0.017281279799803068
Position 16320: 0.016842367920803666
Position 4899: 0.016429001693830134
Position 16815: 0.01642067721291921
Position 4767: 0.015451592670535103
Position 15282: 0.014836494603022282
Position 15343: 0.012912559007847109
Position 1983: 0.012728387090162269
Position 2247: 0.012298959765709556
Position 1246: 0.010729779410749303
Position 13759: 0.009561803079662222
Position 4300: 0.009357297047729161
Position 13784: 0.008236149406230617
Position 12829: 0.006803832439603752
Position 4858: 0.006260524100944948
Position 13493: 0.005407211963195791
Position 306: 0.005228408657142939
Position 5582: 0.00506444087813799
Position 5620: 0.004525719284255778
Position 15144: 0.004487319488745281
Position 14730: 0.0037621143433452346
Position 10760: 0.003704921842625647
Position 14412: 0.0036956147780826455
Position 13221: 0.003399327959898014
Position 4937: 0.0032993366293722908
Position 2175: 0.0032240966435813628
Position 1440: 0.002967887217110587
Position 3953: 0.0028590426987437022
Position 16233: 0.002755605276334321
Position 625: 0.002508414130042533
Position 9085: 0.0024633265894960575
Position 3806: 0.002395090436642701
Position 1987: 0.002202413202126259
Position 11159: 0.002074007844772588
Position 12952: 0.002063411146348796
Position 2055: 0.0018849497717660574
Position 9357: 0.0017992747659972335
Position 9432: 0.0017383909038426282
Position 8121: 0.0016690689551492562
Position 13724: 0.0015702421597559625
Position 407: 0.0014995541127559905
Position 12362: 0.0014339712884558686
Position 12810: 0.0014155914124276932
Position 13682: 0.0011583356818117693
Position 252: 0.0011454254651120687
Position 13355: 0.001079836125462759
Position 1957: 0.001065970660125909
Position 772: 0.0009655322052298832
Position 428: 0.0009203284887495016
Position 8380: 0.0008591197226958536
Position 15087: 0.0008356527496810003
Position 12889: 0.0007908620421040072
Position 9119: 0.0007421395403875401
Position 14225: 0.0006576099224401164
Position 14099: 0.0005619262565123874
Position 2336: 0.0005547729777500107
Position 14259: 0.0005501433086820156
Position 630: 0.0005352743958896939
Position 14362: 0.0005182050955846714
Position 14278: 0.0004978568141565253
Position 11277: 0.0003791935940896864
Position 1185: 0.00028415291681934416
Position 1058: 0.00026853943850074644
Position 347: 0.00022936022397928348
Position 7963: 0.00020947881315821053
Position 8672: 0.00019733749541253962
Position 9369: 0.00015379696674906022
Position 650: 0.00013753599199578225
