Gene = BSDC1
index = 145
Annotated 5SS: [   45   369  7670 10619 13235 15725 16234 16479 18187 26002]
Annotated 3SS: [  307  7552 10450 13179 15608 16164 16399 17706 25897 27793]
SMsplice 5SS: [   45   369  7670 10619 13235 15725 16234 16479 26002]
SMsplice 3SS: [  307  7552 10450 13179 15608 16164 16399 25897 28491]
top_k =  500
Partition function (log Z): 5.0741164089431114

Sorted 5' Splice Sites (High to Low Probability):
Position 369: 0.9986935811714404
Position 7670: 0.9570676454198856
Position 10619: 0.9439778014728986
Position 16479: 0.8573090309339604
Position 16234: 0.8539340742151236
Position 13235: 0.7345233233045465
Position 15725: 0.7017991749723255
Position 45: 0.6773477877063827
Position 6027: 0.48918277079215794
Position 4952: 0.437161306165744
Position 10362: 0.3239357665701722
Position 21231: 0.2565747924155113
Position 9287: 0.1811111015497158
Position 19106: 0.1581452302524175
Position 18187: 0.15292325172990365
Position 17850: 0.14714728759876491
Position 16496: 0.14158905208832473
Position 7474: 0.12590045258481627
Position 17045: 0.11338331978623901
Position 13623: 0.09876460714871382
Position 6364: 0.09691306526242928
Position 224: 0.08683667748392389
Position 13257: 0.07705342213450328
Position 6286: 0.07692288926741499
Position 3113: 0.07302732471323317
Position 897: 0.061871345159537024
Position 19905: 0.0592310672586021
Position 189: 0.04867463794484819
Position 6300: 0.04772310369215009
Position 5246: 0.045321745719854284
Position 181: 0.04387649835316434
Position 7695: 0.04293235453943541
Position 128: 0.04225793208051652
Position 19966: 0.03256034753027567
Position 13103: 0.03237084184537146
Position 1603: 0.03118652650637412
Position 5814: 0.02833052956007253
Position 17056: 0.025361218257801726
Position 119: 0.025246194384345475
Position 18001: 0.02412491004353454
Position 15924: 0.021228904536351415
Position 19756: 0.020246029851132656
Position 15997: 0.01966158186853059
Position 21667: 0.019379077904484388
Position 15442: 0.01871423525166342
Position 7386: 0.018690097747346587
Position 17823: 0.017210182967463267
Position 15779: 0.011842846408356205
Position 5967: 0.010750367915404999
Position 11478: 0.01022726380480713
Position 20202: 0.008611265120167268
Position 4559: 0.008241528905088377
Position 11850: 0.005885080794485715
Position 13315: 0.005642300475157711
Position 9048: 0.0042373891436950535
Position 200: 0.004159923118480158
Position 10322: 0.0037687536780321544
Position 16203: 0.003483397264746074
Position 6423: 0.003034031170824416
Position 12542: 0.0028768864180336714
Position 9282: 0.0026502251708705182
Position 12063: 0.002400813115709992
Position 20011: 0.0023553731607862402
Position 11688: 0.002318347775278273
Position 16834: 0.0021518055128125547
Position 10332: 0.0021247293784615487
Position 6398: 0.0020420204831867474
Position 94: 0.001998596627294028
Position 5262: 0.001924888594673624
Position 1426: 0.0018292175740397
Position 1912: 0.0017983973745533102
Position 5: 0.0017533531403452743
Position 3212: 0.001700626224356292
Position 5188: 0.0016484074652219323
Position 1193: 0.0013090193142889241
Position 13243: 0.0012776181049662814
Position 2539: 0.0012758681990072882
Position 2007: 0.0011814914471127238
Position 13386: 0.0009553238652514083
Position 15: 0.000883467789403064
Position 6220: 0.000869170568491393
Position 17272: 0.0008642766997965026
Position 13354: 0.0008044657478972827
Position 16257: 0.0007406898773086332
Position 685: 0.0007173783608087383
Position 3398: 0.0006250596821954602
Position 13752: 0.0006159871803367249
Position 17832: 0.0005315917361638218
Position 8453: 0.0004937122737578863
Position 13274: 0.00048413839261667697
Position 100: 0.00046978576136649715
Position 17578: 0.0004408585016971039
Position 2377: 0.0003664099843055235
Position 12697: 0.0003639917299290244
Position 12587: 0.000333064176809657
Position 1647: 0.00023887867016502825
Position 3647: 0.00018508472620535832
Position 13265: 0.0001444505534508851
Position 13220: 0.00012908946812756531
Position 1189: 4.328235370243411e-05
Position 942: 3.843674822105241e-05
Position 53: 2.262182899537061e-05
Position 2801: 2.0729154903799617e-05
Position 113: 1.937938415041759e-05
Position 2043: 1.8795090801799892e-05
Position 1082: 1.554011397948431e-05
Position 1839: 1.4460405409257255e-05
Position 546: 1.2703810436877996e-05
Position 2335: 9.33475811239326e-06
Position 1995: 7.4698630883259275e-06
Position 1701: 7.462834631686007e-06
Position 168: 7.38056440472382e-06
Position 1064: 6.28613374949922e-06
Position 2749: 5.888158301753953e-06
Position 12: 5.584862043858805e-06
Position 605: 4.97061338610461e-06
Position 862: 4.9365758299073635e-06
Position 20: 4.175054309493098e-06
Position 430: 3.5057494304286737e-06
Position 590: 3.489487296294976e-06
Position 709: 3.3671900193592678e-06
Position 71: 2.9519378676819457e-06
Position 807: 1.6890691374036923e-06
Position 279: 1.2620087972687557e-06
Position 575: 1.1909503810299447e-06
Position 917: 7.254646828382137e-07
Position 561: 5.803459461877337e-07
Position 173: 5.514841339072893e-07
Position 145: 5.460444108433563e-07
Position 775: 5.245028886732504e-07
Position 544: 4.4584162725989295e-07
Position 323: 1.839285302553496e-07
Position 8027: 6.103824756817153e-08
Position 1103: 2.5888121114223444e-08
Position 56: 2.135973294368127e-08
Position 315: 7.164188533475753e-09
Position 291: 4.750564357174411e-09
Position 293: 3.2460341575932354e-09
Position 512: 2.0544142928920286e-09
Position 466: 8.782028251226907e-10
Position 7604: 1.0510338937714553e-11
Position 382: 1.1650490246387792e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7552: 0.9983630354430243
Position 16399: 0.993858001277798
Position 307: 0.8654441077162897
Position 16164: 0.8551503814656658
Position 13179: 0.7134515874834018
Position 15608: 0.5999159716845062
Position 10450: 0.5935358161140977
Position 21167: 0.463246784207868
Position 17706: 0.40824042753520856
Position 5896: 0.33722738001565045
Position 4818: 0.2245828128951006
Position 10541: 0.21778277923848738
Position 19884: 0.20403912489694176
Position 4866: 0.19884764070587438
Position 21825: 0.1866464546041302
Position 6124: 0.17524840997624372
Position 10309: 0.1631943666300765
Position 13035: 0.13622299407278166
Position 18914: 0.1319561069474676
Position 7385: 0.12647190965801364
Position 16904: 0.1199635507473091
Position 5846: 0.10949998452680527
Position 9175: 0.09909262163090896
Position 27124: 0.09207981051958569
Position 10508: 0.0872155671487264
Position 10122: 0.08551718327699373
Position 28491: 0.08393114561263912
Position 15643: 0.07990454347155908
Position 15570: 0.07046365402425661
Position 10263: 0.06786714490235742
Position 21516: 0.05883630701867546
Position 5922: 0.050834126280141785
Position 3080: 0.05073154697387519
Position 17894: 0.05042623903821411
Position 13441: 0.049190020539393774
Position 5101: 0.04749541619169634
Position 222: 0.04415543257184199
Position 6164: 0.041556466258084374
Position 18270: 0.038152551009097264
Position 9026: 0.037285191695591635
Position 13518: 0.03703701548459879
Position 9124: 0.03683219186415042
Position 18709: 0.031399615117066855
Position 774: 0.031363400381085385
Position 1391: 0.03135961481424824
Position 5633: 0.030702177445037882
Position 10399: 0.021336307790509757
Position 21478: 0.020997025926169536
Position 19555: 0.020246029851132656
Position 10239: 0.019084572536868672
Position 14975: 0.018714235251663422
Position 7266: 0.01713709682032863
Position 265: 0.016464904390191364
Position 18035: 0.015862956571735795
Position 20333: 0.013922823365025946
Position 23173: 0.013763180175699441
Position 13472: 0.013153558305057992
Position 20234: 0.012987233105144177
Position 10212: 0.012908286087623214
Position 3012: 0.012435263660934906
Position 18867: 0.011270553098085329
Position 6285: 0.010699404210168725
Position 608: 0.01037489706447235
Position 11380: 0.01022580147606782
Position 502: 0.010221422851426755
Position 9202: 0.009936596752028435
Position 4482: 0.00967012133945502
Position 16909: 0.009511594620497447
Position 17954: 0.009337692275415092
Position 16189: 0.006620498491124129
Position 21429: 0.006611667706490653
Position 4830: 0.006534407041322291
Position 16981: 0.006210753856426683
Position 288: 0.005989137865386452
Position 2943: 0.005965038703734322
Position 17784: 0.005726792341010893
Position 11583: 0.005605275300152622
Position 18812: 0.005597425758978421
Position 3056: 0.005187648185606858
Position 15531: 0.004248338605241602
Position 17319: 0.004184546638114907
Position 10171: 0.004134987284657427
Position 17801: 0.0040520090307751425
Position 4899: 0.0036989168395662833
Position 12945: 0.0035111654615457223
Position 745: 0.003279927442482726
Position 16786: 0.00320646970743585
Position 8914: 0.0028163578942878185
Position 11754: 0.002597385895287756
Position 19073: 0.002285626768577422
Position 12224: 0.001622326127391075
Position 7235: 0.001553000927037019
Position 16405: 0.0015378584955183896
Position 684: 0.0014208647616352139
Position 8888: 0.0013841955634464316
Position 11991: 0.0013573222836814713
Position 4741: 0.0013401465700444857
Position 946: 0.0013191906042686642
Position 10315: 0.0012300400891658327
Position 638: 0.0012135350418151212
Position 12465: 0.0012026766451535757
Position 1853: 0.0011956834304746242
Position 7603: 0.0010655074535916424
Position 12011: 0.0010434908320285223
Position 5159: 0.0009624617368294778
Position 730: 0.0009547645061754804
Position 618: 0.000942042829077103
Position 1911: 0.0008966707445379179
Position 789: 0.0008249347190075364
Position 1411: 0.0006921965624960596
Position 17037: 0.0006899042185277267
Position 17744: 0.0006782962124280668
Position 2813: 0.0006689803520623875
Position 763: 0.0006459124999923049
Position 2425: 0.0006350449611260295
Position 1387: 0.0006124599683053198
Position 1461: 0.0005755075812610997
Position 17742: 0.0005658313333012048
Position 17166: 0.0005459252829146252
Position 16763: 0.0005454040095369446
Position 16700: 0.00047655494425693167
Position 16789: 0.0004750235770977721
Position 643: 0.00047471463686641675
Position 9114: 0.0004626497500035122
Position 5119: 0.00043716385122402927
Position 4478: 0.00041820626678041564
Position 827: 0.0004093790654711188
Position 16713: 0.0004083069480334279
Position 2122: 0.0003967715100391311
Position 16850: 0.0003931712067096301
Position 12385: 0.0003849478222986803
Position 311: 0.0003775958201226145
Position 1877: 0.00037519499504012704
Position 16402: 0.0003651205887850509
Position 12554: 0.0003639917299290244
Position 16725: 0.0003405478936058046
Position 2145: 0.00032268274198442315
Position 1806: 0.0002968496436875598
Position 4396: 0.00026662431729971523
Position 2890: 0.00025650069926582434
Position 2283: 0.0002559771040495772
Position 17096: 0.00024141395872885135
Position 8298: 0.0002392687396399668
Position 17708: 0.00023733297913132044
Position 16669: 0.00019443065367551096
Position 8748: 0.00018891071386415744
Position 3540: 0.0001850847262053584
Position 1289: 0.00016280878378675917
Position 672: 0.00014676745658962672
Position 8295: 0.00014260322744927883
Position 3083: 0.00010803204430542386
Position 16619: 7.157852388634842e-05
Position 13008: 7.128635409231307e-05
Position 1548: 5.86963311353279e-05
Position 16875: 5.756139276362979e-05
Position 583: 5.68375060036056e-05
Position 8132: 5.562373205447705e-05
Position 16675: 5.476113747531454e-05
Position 523: 5.361188759484085e-05
Position 13068: 5.0330896661269635e-05
Position 12994: 4.424127772737863e-05
Position 4681: 4.3959095389097144e-05
Position 68: 3.324035189859308e-05
Position 8156: 3.301158535160981e-05
Position 16579: 2.8028121469313737e-05
Position 2704: 2.661731320555361e-05
Position 2334: 2.4885262818123414e-05
Position 13048: 2.2084575114334923e-05
Position 1009: 2.162667084279815e-05
Position 16691: 2.1262059284208274e-05
Position 161: 1.8533543730163738e-05
Position 16826: 1.769929679600104e-05
Position 8374: 1.7339496891725944e-05
Position 16736: 1.7019510503612827e-05
Position 2362: 1.5172217823421296e-05
Position 1714: 1.5130016424176215e-05
Position 12921: 1.1283770563791469e-05
Position 1602: 1.1043676447435039e-05
Position 1246: 9.906556112398677e-06
Position 16554: 8.675427192456327e-06
Position 782: 8.346826676166148e-06
Position 981: 8.096247748221486e-06
Position 209: 7.645823699468507e-06
Position 166: 7.384617006615439e-06
Position 466: 6.761144420747823e-06
Position 666: 6.691292826539938e-06
Position 132: 6.00541598387836e-06
Position 1551: 5.4672137908950176e-06
Position 16648: 5.043649888716604e-06
Position 1106: 4.974720740567981e-06
Position 197: 3.650813066820939e-06
Position 1013: 3.561272227521367e-06
Position 168: 3.5447659040422232e-06
Position 1874: 3.50461713440655e-06
Position 1774: 3.1614780411223116e-06
Position 137: 2.9612714913975837e-06
Position 1941: 2.9225313206048574e-06
Position 399: 2.884168534337273e-06
Position 92: 2.8014620805697888e-06
Position 234: 2.6820438659660797e-06
Position 1313: 2.6462323107890703e-06
Position 1268: 2.5170560871816247e-06
Position 8446: 2.2204385108013847e-06
Position 8300: 1.8375649321096264e-06
Position 439: 1.7985925855183527e-06
Position 8230: 1.7917962031499746e-06
Position 652: 1.5075377546707816e-06
Position 11320: 1.4623287393064854e-06
Position 402: 1.1643740834793454e-06
Position 2289: 1.079143584499397e-06
Position 961: 1.006972604296542e-06
Position 950: 9.89911582453345e-07
Position 344: 9.353045921021517e-07
Position 341: 8.455405860567428e-07
Position 544: 7.750152325366772e-07
Position 11780: 7.673743236108557e-07
Position 994: 7.084062244520474e-07
Position 527: 6.490305059198106e-07
Position 1075: 6.286784346366746e-07
Position 1809: 6.213142763554153e-07
Position 1189: 5.764875859377777e-07
Position 693: 5.611978451782637e-07
Position 966: 5.438553851189511e-07
Position 113: 4.968839873789445e-07
Position 804: 4.821270873048436e-07
Position 1103: 4.46761060631326e-07
Position 670: 4.117612789673731e-07
Position 912: 4.006095665849412e-07
Position 834: 3.996744241087411e-07
Position 185: 3.8571268137503804e-07
Position 1085: 3.652788053771894e-07
Position 1082: 3.278535868529687e-07
Position 901: 2.2581151584740225e-07
Position 699: 1.9194078432022032e-07
Position 473: 1.8480871458141188e-07
Position 865: 1.2900098723164534e-07
Position 796: 1.2856807876835498e-07
Position 625: 1.2250634046797103e-07
Position 1128: 1.205665297446811e-07
Position 839: 1.138727410360155e-07
Position 555: 7.368548651797443e-08
Position 1393: 5.7856988889120965e-08
Position 7881: 3.8979815506196246e-08
Position 331: 3.7042449996739194e-08
Position 1485: 3.6977596915558924e-08
Position 111: 2.875480491902316e-08
Position 7924: 2.7238960001253166e-08
Position 173: 9.094737580371802e-09
Position 7898: 7.068878363903102e-09
Position 357: 5.157754650242931e-09
Position 346: 2.5726960237792956e-09
Position 7933: 1.7627576876716e-09
Position 7808: 1.6805607756850584e-09
Position 1644: 1.3846717286514369e-09
Position 561: 3.565148414994154e-10
Position 363: 1.6236563247207719e-10
Position 747: 1.0741006199007393e-10
Position 354: 7.391946343804269e-11
Position 709: 3.4556727589295617e-11
Position 885: 3.0516832297424636e-11
