Gene = HES3
index = 648
Annotated 5SS: [ 50 255 438]
Annotated 3SS: [158 355 917]
SMsplice 5SS: [ 50 255 438]
SMsplice 3SS: [158 355 917]
top_k =  500
Partition function (log Z): 2.8391663172773516

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9952643465084416
Position 438: 0.9800146567726177
Position 50: 0.822009906859136
Position 95: 0.01696737376750295
Position 616: 0.013958519297514637
Position 607: 0.011205434964023264
Position 1010: 0.010394055621589904
Position 697: 0.0073616099079640345
Position 1078: 0.004692548998093094
Position 277: 0.002072866809610366
Position 57: 0.001420643620692484
Position 281: 0.0005999926956150644
Position 1037: 0.0005822037436612147
Position 271: 0.00034567008927036466
Position 980: 0.00028595640174291923
Position 406: 0.00022923969319356703
Position 701: 0.00010994954668391118
Position 1102: 7.066045786472228e-05
Position 659: 6.762101888812581e-05
Position 612: 6.547308996878636e-05
Position 394: 3.535161370049656e-05
Position 677: 3.0028916146344325e-05
Position 727: 1.45522901726309e-05
Position 224: 1.4456991505627783e-05
Position 401: 1.3763588844186686e-05
Position 721: 1.34565806186184e-05
Position 285: 2.603479592962718e-06
Position 694: 1.5765419848207655e-06
Position 1234: 1.0198313796908066e-06
Position 204: 8.956020616710934e-07
Position 105: 5.107197696080456e-07
Position 97: 8.45755022541575e-08
Position 474: 1.4761066319798727e-08
Position 122: 9.72626825399877e-09
Position 206: 7.2872264090631305e-09
Position 147: 2.2347066396237953e-09
Position 128: 1.565472475099377e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9705018383253541
Position 355: 0.9374052332020919
Position 158: 0.8100886107982977
Position 335: 0.03007732033849111
Position 143: 0.025991472885119177
Position 936: 0.01639748864076884
Position 322: 0.015173285110311725
Position 550: 0.012464177832427368
Position 525: 0.010019409311584971
Position 1191: 0.00927194661605998
Position 966: 0.008519280166495008
Position 555: 0.0060948339700964685
Position 1228: 0.004275038729780096
Position 1212: 0.003980442229371086
Position 167: 0.0014631848606805986
Position 117: 0.0014303417432423836
Position 511: 0.0008497791793879048
Position 1345: 0.0008365853084588827
Position 179: 0.0006166758423696671
Position 1232: 0.0005921215307631137
Position 500: 0.0003369975133335896
Position 185: 0.00026649469153853253
Position 364: 0.00021489323670427894
Position 1358: 0.000156320372337533
Position 1004: 0.0001281031980422961
Position 700: 0.0001064224574972331
Position 988: 6.379945499836035e-05
Position 1369: 6.134442143124854e-05
Position 218: 5.9385192448971596e-05
Position 1087: 4.8344283498178624e-05
Position 112: 4.7358912479652055e-05
Position 606: 4.406669366522773e-05
Position 1009: 4.15753358402246e-05
Position 633: 2.4832906376778965e-05
Position 513: 2.1387794246836977e-05
Position 941: 1.9178449867791055e-05
Position 128: 1.6039984439486126e-05
Position 573: 1.4191932385217547e-05
Position 379: 1.4033807910748079e-05
Position 1379: 1.3847272379430495e-05
Position 612: 1.3100276254583697e-05
Position 483: 1.1653377036728709e-05
Position 215: 9.360575306170137e-06
Position 120: 8.865977695824859e-06
Position 984: 8.506082036489556e-06
Position 577: 6.221999027441559e-06
Position 489: 4.9745490774411115e-06
Position 1293: 4.867147016820161e-06
Position 1045: 4.841608153667027e-06
Position 1317: 4.301447555302099e-06
Position 1059: 4.002778252868891e-06
Position 659: 2.507936756138403e-06
Position 602: 2.462034107255665e-06
Position 376: 2.4300533108272218e-06
Position 1047: 2.084777887328072e-06
Position 718: 1.6605063185584258e-06
Position 1071: 1.3023554181833213e-06
Position 1090: 1.28601734511214e-06
Position 641: 1.1794999041866689e-06
Position 437: 7.278012849763391e-07
Position 1017: 6.578130670442471e-07
Position 443: 5.66380864687855e-07
Position 590: 3.571120427341797e-07
Position 394: 2.811531787346417e-07
Position 254: 2.1186806757452618e-07
Position 485: 1.7605548129000512e-07
Position 424: 1.4891964907446066e-07
Position 406: 1.3472993006685925e-07
Position 588: 1.298225912674328e-07
Position 469: 8.518839437801197e-08
Position 399: 7.813819440957253e-08
Position 656: 6.027198420373605e-08
Position 417: 5.086425317178572e-08
Position 224: 5.086388778649464e-08
Position 649: 3.692822651018765e-08
Position 236: 1.7212904887597526e-08
Position 414: 6.211946014349604e-11
Position 265: 2.922231468198514e-11
Position 259: 1.478876504086216e-11
