Gene = SWI5
index = 1362
Annotated 5SS: [ 257  610 8486 9888]
Annotated 3SS: [  440  8363  9792 12505]
SMsplice 5SS: [ 257  610 8486 9888]
SMsplice 3SS: [  440  8363  9792 12505]
top_k =  500
Partition function (log Z): -4.306435486066481

Sorted 5' Splice Sites (High to Low Probability):
Position 9888: 0.9507676741869732
Position 8486: 0.9490361124992682
Position 257: 0.9196013222132607
Position 610: 0.9073466599297125
Position 1112: 0.17473209270015835
Position 3279: 0.15485148359837192
Position 10621: 0.0976643241778186
Position 3218: 0.08485187967515814
Position 11950: 0.06896264290497235
Position 3288: 0.06536168928070041
Position 10769: 0.06288971853837358
Position 10369: 0.05215994849614841
Position 751: 0.05204698315484756
Position 105: 0.043840435441288246
Position 9548: 0.04300869079127011
Position 3057: 0.037888213912468924
Position 9633: 0.03754292033897996
Position 9218: 0.03416477131397562
Position 2536: 0.029193963782429895
Position 5653: 0.028151223144645625
Position 3681: 0.023685759671107393
Position 2545: 0.022658994582303593
Position 3750: 0.022563337457503423
Position 11973: 0.020234048396725338
Position 10111: 0.01619073616594544
Position 2192: 0.013603859990787696
Position 11249: 0.011589722139338902
Position 1541: 0.010319771586102835
Position 8478: 0.01025411937394456
Position 9694: 0.009662440162486682
Position 12230: 0.008474305787612055
Position 522: 0.0067527287181807436
Position 10504: 0.004973013901901496
Position 144: 0.004710698051524465
Position 175: 0.0028987783327930495
Position 9015: 0.002452916483143985
Position 9602: 0.0023628188227744463
Position 10677: 0.0012689402194516126
Position 10679: 0.0012511694541485342
Position 1119: 0.00120770873663249
Position 123: 0.001008348242003135
Position 10068: 0.0009637754864981189
Position 1193: 0.0007771561605668627
Position 10652: 0.0007484025659909713
Position 12518: 0.0005735990767690788
Position 10787: 0.0005505010715082742
Position 526: 0.00045391834507947415
Position 12307: 0.00044625564643775126
Position 399: 0.00040875040534238996
Position 162: 0.00036795811347801864
Position 499: 0.00035336802856499424
Position 10433: 0.00032014659053801724
Position 659: 0.00021756049785328092
Position 8474: 0.00020468603802553794
Position 280: 0.0001886481599945191
Position 614: 0.0001455905868366472
Position 5580: 7.01928490566404e-05
Position 3135: 3.091854642563392e-05
Position 424: 1.5422439783554607e-05
Position 422: 1.280959991896852e-05
Position 584: 1.1364730201765122e-05
Position 355: 7.557454287191049e-06
Position 805: 3.4099273251994514e-06
Position 131: 2.5548620328721075e-06
Position 61: 2.030208879936118e-06
Position 373: 2.007861063122924e-06
Position 964: 1.7272704173733113e-06
Position 26: 8.76311749280093e-07
Position 450: 3.749953697823686e-07
Position 150: 7.508754865067325e-08
Position 31: 4.839708970192272e-08
Position 10: 2.5460913183419007e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8363: 0.9430483634646901
Position 9792: 0.9385071009772759
Position 12505: 0.7624555714944711
Position 440: 0.685845168717993
Position 3078: 0.28287941413980605
Position 10526: 0.17809608126258433
Position 12596: 0.15961390937136935
Position 499: 0.11402536458478216
Position 9358: 0.0877082419427193
Position 11847: 0.08518587332454906
Position 1014: 0.07550502151059527
Position 2980: 0.05682861092064594
Position 691: 0.04697658579894578
Position 560: 0.0460484532894599
Position 868: 0.03899685141580599
Position 1076: 0.0322467701326907
Position 2487: 0.02829178414231442
Position 5508: 0.028221415993702266
Position 10264: 0.026946477969372187
Position 515: 0.022929806677746873
Position 10067: 0.020371802910569836
Position 9196: 0.01800229626670942
Position 8429: 0.016505190193603626
Position 3419: 0.016228005772046104
Position 2497: 0.01610126215361506
Position 826: 0.014521358032360385
Position 3359: 0.014054757668245665
Position 12019: 0.013585528992657733
Position 12485: 0.01326812744500593
Position 11732: 0.012420371751409054
Position 10306: 0.012261387651615566
Position 395: 0.012181908204924116
Position 8915: 0.01147905226879283
Position 3680: 0.010990882063800908
Position 11052: 0.010625098573360551
Position 328: 0.009117599898690714
Position 9430: 0.00910781560739033
Position 9976: 0.008742848567254406
Position 2460: 0.006870269135284204
Position 10181: 0.006713317983256648
Position 1461: 0.00656733330560649
Position 1990: 0.0054124972698209204
