Gene = NPVF
index = 960
Annotated 5SS: [ 185 1861]
Annotated 3SS: [1459 3312]
SMsplice 5SS: [185]
SMsplice 3SS: [3312]
top_k =  500
Partition function (log Z): -5.163028009015937

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9351084384625052
Position 1673: 0.5007092052139764
Position 1861: 0.46242796459053187
Position 392: 0.4003859810510516
Position 2549: 0.158677758505257
Position 209: 0.05967305142816369
Position 2951: 0.03371297580162564
Position 2211: 0.015061171046802383
Position 2566: 0.011688065185839189
Position 1682: 0.01055189309089122
Position 401: 0.009998638164126907
Position 762: 0.009214132341841715
Position 2377: 0.007613569623062695
Position 2869: 0.007455857959092433
Position 1962: 0.006918530525193081
Position 628: 0.0052954172201272005
Position 490: 0.0031834118023959046
Position 1711: 0.002970588446921928
Position 2256: 0.002906523409260559
Position 3490: 0.002671706968634514
Position 2039: 0.002582329212566984
Position 270: 0.0022445067818915106
Position 2060: 0.0018069473553782524
Position 2240: 0.0016633651090548552
Position 2831: 0.00135838682637579
Position 396: 0.0007453383267869537
Position 2689: 0.0006556413556445366
Position 1071: 0.000520358805535301
Position 469: 0.0005159937220070963
Position 449: 0.00022880333698759302
Position 933: 0.00018685614069969677
Position 835: 0.00018062757740609819
Position 1427: 0.000146726394928955
Position 1011: 0.00010356670123433508
Position 1907: 5.943495135063639e-05
Position 459: 5.218370352662252e-05
Position 606: 3.802273972890436e-05
Position 386: 2.5544541838183673e-05
Position 587: 1.999050331167258e-05
Position 278: 4.4867674629582305e-06
Position 189: 1.68526848211193e-06
Position 213: 7.194757541013481e-07
Position 274: 2.3545273237739158e-07
Position 256: 2.156726562252433e-07
Position 137: 1.040484945169719e-07
Position 621: 8.267395189505893e-08
Position 815: 6.311531561978733e-08
Position 324: 5.100034537406425e-08
Position 585: 4.592691592153292e-08
Position 827: 4.5053285158939547e-08
Position 123: 4.43032546942012e-08
Position 611: 2.8076558521696068e-08
Position 243: 2.2684962109648847e-08
Position 282: 1.0957644640362857e-08
Position 103: 1.0409858763853628e-08
Position 613: 2.6124812419919276e-09
Position 804: 3.894660885505125e-10
Position 280: 1.385240777716665e-10
Position 297: 1.3513793741576867e-12
Position 332: 4.078259627203207e-14
Position 289: 2.3303180621294316e-14
Position 339: 1.7640980522591794e-14
Position 374: 3.1412262367376175e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3312: 0.6839625547072984
Position 1459: 0.3171527421570372
Position 308: 0.30268235834691537
Position 1769: 0.1976913849416941
Position 1710: 0.18340954673109278
Position 2420: 0.1491184625251106
Position 1537: 0.14548943425722885
Position 348: 0.13896978687816602
Position 2122: 0.09575526930334666
Position 2423: 0.052158330709906414
Position 1746: 0.049867606144286515
Position 1593: 0.04795483547514117
Position 2805: 0.04769849487196276
Position 1822: 0.03256990184444493
Position 3388: 0.028404862576861093
Position 3420: 0.02499906637763538
Position 1427: 0.023311584879987128
Position 2463: 0.015762649076840277
Position 2662: 0.012867492872422767
Position 2239: 0.010917114389281078
Position 2855: 0.009552156478118017
Position 2373: 0.008914681812582119
Position 2460: 0.005866258572882899
Position 1553: 0.005409186091623108
Position 261: 0.005143198152774405
Position 1950: 0.005022837293451109
Position 2593: 0.005006515749596114
Position 709: 0.004998008766355603
Position 686: 0.004288823158633186
Position 913: 0.0038710549721241868
Position 2802: 0.003860099929134264
Position 1501: 0.0033383299162470514
Position 3603: 0.003335807042316277
Position 500: 0.0030671576122146224
Position 1354: 0.002443266839536433
Position 1464: 0.0024072837688452883
Position 1371: 0.0022688477964624134
Position 1180: 0.0014613909781054858
Position 1488: 0.0014060393885115864
Position 1511: 0.0013640129184834874
Position 800: 0.001283203147000558
Position 476: 0.0012815603946057267
Position 2478: 0.001223731627617735
Position 1265: 0.0011379698518177762
Position 624: 0.0010980321479070016
Position 1613: 0.0010114787630881037
Position 2620: 0.0009674749160585481
Position 565: 0.0008564338559658663
Position 3335: 0.0008433952274326625
Position 1485: 0.000836175661263996
Position 2612: 0.0008264776608529614
Position 3315: 0.0007820701345609439
Position 1977: 0.0004930267650726161
Position 1602: 0.000461952533178633
Position 1478: 0.0003450786644651948
Position 3896: 0.0003180229140261658
Position 2826: 0.0003125276024350212
Position 1730: 0.0002046211448546105
Position 1299: 0.00020243105920938323
Position 2342: 0.0001884209830604382
Position 2282: 0.0001547630141753336
Position 356: 0.00012288415539635008
Position 2483: 7.868143446522112e-05
Position 1829: 6.929598420578373e-05
Position 1855: 5.0897774877988554e-05
Position 363: 5.053738458441445e-05
Position 1653: 5.026973407545683e-05
Position 606: 4.822428171769509e-05
Position 2089: 3.89736854373853e-05
Position 1616: 3.328884219833149e-05
Position 2073: 2.823628212975107e-05
Position 1466: 2.489187323129658e-05
Position 753: 2.2934712217276557e-05
Position 267: 2.1565955748660293e-05
Position 1637: 1.9649497348850262e-05
Position 1270: 1.5794410249263107e-05
Position 719: 1.4966561688195784e-05
Position 1958: 1.3526394101980441e-05
Position 909: 1.2324332025414127e-05
Position 611: 1.152381484911724e-05
Position 449: 8.287920162453598e-06
Position 270: 6.984900685513468e-06
Position 919: 6.624350041974468e-06
Position 995: 6.615129067292985e-06
Position 835: 4.266173584983837e-06
Position 483: 3.3546327853836672e-06
Position 274: 2.0640801053665116e-06
Position 767: 1.7550466992235267e-06
Position 941: 9.245168796050909e-07
Position 408: 6.352964496905527e-07
Position 937: 8.799174228360161e-08
Position 412: 3.5735596538768554e-09
Position 396: 2.1099195233385097e-09
Position 419: 1.695201756959392e-09
Position 815: 3.2062774461009025e-11
Position 243: 1.9330284648040284e-11
Position 216: 9.755246573347025e-13
Position 213: 1.570890948879373e-14
Position 189: 1.0898252538859385e-14
Position 184: 1.7851763296013312e-15
