Gene = CLSPN
index = 380
Annotated 5SS: [   82  4711  5663  6769  7525  7931  8833  9587 16184 18679 20296 20462
 21524 22022 23163 24478 26474 26788 30564 30793 31474 31937 32590 33015]
Annotated 3SS: [ 4601  5213  6606  7446  7857  8723  9011 15991 18421 20116 20396 21323
 21866 22935 24365 26397 26686 30398 30670 31345 31830 32506 32852 33321]
SMsplice 5SS: [   82  4711  6769  7525  8139  8833 18598 20536 21524 22022 24478 26474
 26788 30568 30793 31474 31937 32590 33015]
SMsplice 3SS: [ 4601  6606  7350  7857  8723 18421 20396 21323 21866 24365 26397 26686
 30398 30670 31345 31830 32506 32852 33321]
top_k =  500
Partition function (log Z): 30.858510168558542

Sorted 5' Splice Sites (High to Low Probability):
Position 26788: 0.9952465580079755
Position 31937: 0.9908181100717462
Position 31474: 0.9712829105579753
Position 26474: 0.9634258002513203
Position 33015: 0.9569487700638718
Position 21524: 0.9425022855454726
Position 8833: 0.9410197042092767
Position 24478: 0.8979378676653325
Position 32590: 0.8324923218722564
Position 82: 0.8123936929033401
Position 18598: 0.7791541545404038
Position 22022: 0.6664216660682607
Position 7525: 0.6315693590397686
Position 20536: 0.6044941218202168
Position 4711: 0.6036328420954984
Position 9116: 0.4711532239149745
Position 30793: 0.47013591578546954
Position 30722: 0.44668181588090455
Position 8139: 0.4251381907611473
Position 30568: 0.3997458082923745
Position 7931: 0.3952472712449673
Position 20462: 0.3690428030576735
Position 4761: 0.2575628070854705
Position 16184: 0.20810601133962084
Position 2667: 0.1945851120927475
Position 29108: 0.18717433689010868
Position 30564: 0.1865488116628015
Position 5663: 0.17339729124273381
Position 16975: 0.15908169019016935
Position 70: 0.14806888766932672
Position 7977: 0.14710551400730668
Position 23163: 0.1359467433958713
Position 26602: 0.13309242144391914
Position 2660: 0.12439934289085762
Position 7274: 0.11473171872083668
Position 30193: 0.10879216648871455
Position 2308: 0.09624632959204572
Position 30502: 0.09213645550216076
Position 32747: 0.07154555052358326
Position 30598: 0.07066954659119348
Position 6773: 0.07015032703901133
Position 7530: 0.05928423203940098
Position 30514: 0.056228585609173556
Position 30773: 0.04753922263985492
Position 32631: 0.043070512071924125
Position 18114: 0.039342046777084264
Position 3703: 0.03931179992120953
Position 20871: 0.03492479509994816
Position 5234: 0.03252906695055505
Position 7241: 0.031720237433439956
Position 7496: 0.03110521946759618
Position 467: 0.025621665107574722
Position 17162: 0.02530800801617493
Position 7036: 0.024956201106672057
Position 9211: 0.023433413365383148
Position 24795: 0.023213099599335173
Position 21532: 0.020891600376845388
Position 33168: 0.020486303769565464
Position 32646: 0.019526034090021627
Position 30897: 0.018347909338910964
Position 2458: 0.018122770547447976
Position 9098: 0.016184827853180907
Position 22026: 0.015414594664260439
Position 17999: 0.015239895486921659
Position 2384: 0.015204216058943336
Position 30465: 0.013438416783764097
Position 30590: 0.011882319393298106
Position 3685: 0.010173923892386161
Position 31428: 0.010089425296414945
Position 2673: 0.010019827686197488
Position 18679: 0.009563313655841182
Position 20944: 0.009274415788016768
Position 8312: 0.008479597409626151
Position 26478: 0.008394006294325306
Position 27683: 0.00639106522175556
Position 2379: 0.006330957719010296
Position 28671: 0.006181638458522341
Position 317: 0.005913826136083572
Position 8037: 0.005902232538481622
Position 5238: 0.005894535798515618
Position 6754: 0.00589413566199331
Position 2819: 0.0056548657845148275
Position 1407: 0.005606043371209534
Position 33142: 0.005517603864851147
Position 135: 0.005339791082976886
Position 4419: 0.0042663787882313495
Position 5017: 0.003896189372556262
Position 31768: 0.0038778637315502475
Position 25228: 0.003847291482582573
Position 31998: 0.003787095280799406
Position 26259: 0.0029727406216231073
Position 3735: 0.0029257590119802974
Position 26264: 0.0029233123300040614
Position 26494: 0.002749041985030647
Position 29836: 0.0025918597275458757
Position 26819: 0.0025497852303347102
Position 8400: 0.002429887267711471
Position 8320: 0.002321888465906777
Position 31977: 0.002215634792768991
Position 7944: 0.001981310355355058
Position 32686: 0.0019081715233586335
Position 27034: 0.0018639595537942636
Position 7231: 0.0017213337830278073
Position 32231: 0.0016797431987543643
Position 5696: 0.001676124838349191
Position 21707: 0.0013779266561196018
