Gene = RBM48
index = 1123
Annotated 5SS: [ 152  894 3777 6198]
Annotated 3SS: [ 702 3630 5628 8077]
SMsplice 5SS: [ 152  411  894 3777 6198]
SMsplice 3SS: [ 271  702 3630 6010 8077]
top_k =  500
Partition function (log Z): 0.6270352361084519

Sorted 5' Splice Sites (High to Low Probability):
Position 3777: 0.9603888470555048
Position 894: 0.884910098473424
Position 152: 0.8567874328509713
Position 6198: 0.7187890747218143
Position 411: 0.6578656832596299
Position 3135: 0.18657363930107018
Position 7818: 0.10469358283505123
Position 6514: 0.09606529387579935
Position 293: 0.07222450879972869
Position 6091: 0.06650593107022798
Position 6674: 0.06036699968054756
Position 4415: 0.056867901485030944
Position 495: 0.05079406404833139
Position 3297: 0.035561136891411646
Position 7776: 0.026859264850087734
Position 98: 0.023217464673550996
Position 7702: 0.021983636631470717
Position 195: 0.019422241062952955
Position 905: 0.00954620988011252
Position 3828: 0.0077749450141106095
Position 6203: 0.007539485451081238
Position 7788: 0.007229485507078285
Position 4468: 0.007088227469170768
Position 7131: 0.0060860467734483
Position 1191: 0.005934670050759212
Position 516: 0.005104184384701475
Position 6535: 0.003827397248865179
Position 703: 0.0030126941293968277
Position 3092: 0.0027229197393531805
Position 6962: 0.0024061680833250268
Position 7501: 0.002311631280253437
Position 185: 0.002172160362098998
Position 157: 0.001865234133244308
Position 1223: 0.0016429998055489106
Position 6646: 0.0015910164806397496
Position 2333: 0.0015664863750980708
Position 800: 0.0013375269491391472
Position 3377: 0.001303892189529637
Position 2902: 0.00128391976753504
Position 2076: 0.0011125722411874633
Position 6554: 0.000984315972622153
Position 6549: 0.0009074520299203975
Position 7812: 0.0008802241793581042
Position 3064: 0.0008025315684725184
Position 3049: 0.0007572630959090373
Position 1175: 0.000560814203810581
Position 2890: 0.00046308318526250525
Position 5809: 0.00044995049331222203
Position 2251: 0.0004207711777772375
Position 3139: 0.00038748057395945407
Position 32: 0.0003836593495873965
Position 330: 0.0003107476401241973
Position 3107: 0.0003014507293932785
Position 1054: 0.000300161852385497
Position 3568: 0.00021803368399852505
Position 3443: 0.0002162804084193222
Position 6730: 0.0002083071918821945
Position 813: 0.00018725342570220885
