Gene = NAIF1
index = 909
Annotated 5SS: [731]
Annotated 3SS: [3420]
SMsplice 5SS: [731]
SMsplice 3SS: [5494]
top_k =  500
Partition function (log Z): -8.628218071347632

Sorted 5' Splice Sites (High to Low Probability):
Position 731: 0.4872975464884917
Position 131: 0.1704961417944116
Position 475: 0.1597500504393353
Position 454: 0.14801568819234268
Position 497: 0.1349108246730351
Position 127: 0.1257251312828307
Position 3948: 0.11669918839624976
Position 1175: 0.03856903291934719
Position 334: 0.02984654955889237
Position 1607: 0.02032046784963944
Position 1714: 0.016723987171261036
Position 313: 0.011824277067985507
Position 1124: 0.008537065024812582
Position 466: 0.005916125546630947
Position 2537: 0.00526676940107486
Position 120: 0.004385250015704637
Position 1033: 0.004367310619769095
Position 5564: 0.0036451452274960643
Position 2054: 0.003293998724655343
Position 353: 0.003154426308547688
Position 4700: 0.0024994469900589626
Position 1956: 0.0018252009602145662
Position 3890: 0.0017363611873627365
Position 1820: 0.001653043972383378
Position 3855: 0.0015781428631363634
Position 32: 0.0014875907599733562
Position 3013: 0.0010787987373865138
Position 3771: 0.0009865014238527113
Position 5560: 0.0008969815181443009
Position 1974: 0.0007749529514788667
Position 3952: 0.0007692254437446249
Position 5725: 0.0006821003039227189
Position 421: 0.00021276470938000813
Position 268: 4.386810575648805e-05
Position 59: 3.9479121882049307e-05
Position 826: 3.6318450403199925e-05
Position 715: 3.3772483883877196e-05
Position 805: 2.8897570903739354e-05
Position 611: 2.8100332368664365e-05
Position 71: 2.5471216183214244e-05
Position 86: 1.684394036393476e-05
Position 1739: 1.0416029865971189e-05
Position 916: 8.715108839226806e-06
Position 3542: 4.972850198892241e-06
Position 382: 9.041845371186105e-07
Position 280: 1.3689216232093662e-13
Position 226: 3.726484956424245e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5494: 0.5856870920423146
Position 5532: 0.117610720187808
Position 5686: 0.1106858128787417
Position 3812: 0.10442139255895527
Position 259: 0.06798317843949775
Position 3325: 0.06712830419770961
Position 1044: 0.052587268248943025
Position 232: 0.046533000350322984
Position 202: 0.04312003645995876
Position 3504: 0.03303719204056211
Position 4618: 0.029242551761949863
Position 407: 0.02838420842086387
Position 574: 0.027829382821412767
Position 1521: 0.02253735708203168
Position 1558: 0.016514050708366194
Position 647: 0.015979780352915023
Position 633: 0.009897563283588645
Position 1871: 0.009196494674160748
Position 2378: 0.008908953821714909
Position 656: 0.007753483468543123
Position 703: 0.007722693864806416
Position 4583: 0.007058419858367827
Position 3420: 0.006961267049346965
Position 3854: 0.006780029047193625
Position 237: 0.00648879432923109
Position 586: 0.006391523307208065
Position 912: 0.005736575546758529
Position 664: 0.00567694639373651
Position 580: 0.005658125211101107
Position 3770: 0.005613840919734863
Position 4456: 0.004776715322477745
Position 3361: 0.004507435695511867
Position 5572: 0.004350270357281997
Position 547: 0.004006272933716468
Position 1760: 0.003770660003963821
Position 1154: 0.0035160700373011613
Position 2896: 0.003420912636713305
Position 3380: 0.002702248324553334
Position 4781: 0.0014917052025053617
Position 273: 0.0014761676030800434
Position 1056: 0.0013341785073326322
Position 1446: 0.0012246330449716737
Position 1174: 0.0010711493061100464
Position 267: 0.0010005715244649823
Position 5445: 0.000867957088843807
Position 2353: 0.0007994469613584806
Position 5910: 0.0006821003039227191
Position 4860: 0.0006336785178902535
Position 1738: 0.0006287855782618428
Position 869: 0.0005728092894078738
Position 4406: 0.0005167838546209214
Position 1070: 0.00046858861413902005
Position 3330: 0.00029140492902785816
Position 3429: 0.000222843043413573
Position 3506: 0.00022068302433482447
Position 242: 0.00019989889689446397
Position 246: 0.00015861234971061255
Position 204: 0.00015484893174394184
Position 294: 0.00014947888555721304
Position 2902: 0.00013698058438215912
Position 351: 0.00012685121550693555
Position 216: 0.00011324509142032364
Position 380: 0.00010185200974608193
Position 209: 7.903774512160723e-05
Position 261: 4.638316955418568e-05
Position 1491: 4.1535741601188866e-05
Position 1938: 3.477744124581298e-05
Position 944: 2.2788229335071444e-05
Position 409: 1.970121237055278e-05
Position 557: 1.967130787299312e-05
Position 729: 1.7505290052676924e-05
Position 1697: 1.5233096369978585e-05
Position 377: 9.08619815110966e-06
Position 288: 8.126618518135738e-06
Position 474: 7.5965544750942125e-06
Position 1073: 7.382391028921477e-06
Position 353: 6.599129185234256e-06
Position 522: 5.923034045127988e-06
Position 846: 5.3119449353200175e-06
Position 519: 5.250952941099074e-06
Position 709: 5.230011875422835e-06
Position 214: 4.048409997663785e-06
Position 300: 3.4917473373550987e-06
Position 303: 3.4194826158170126e-06
Position 864: 3.1005137314607577e-06
Position 447: 2.72298615606993e-06
Position 465: 1.9660841629841448e-06
Position 1481: 1.640276405672209e-06
Position 123: 1.4777329696793125e-06
Position 411: 8.321467665147456e-07
Position 453: 7.739457853530378e-07
Position 285: 5.318683763250933e-07
Position 426: 4.7025132649982314e-07
Position 429: 1.7557772848402383e-07
Position 752: 1.4476531781403042e-07
Position 492: 2.4657253502817586e-08
Position 804: 6.644596021845236e-09
Position 104: 7.072164224786931e-10
Position 100: 5.416481955916976e-10
Position 179: 4.318075746079023e-10
Position 142: 4.682163076831292e-11
Position 152: 1.3674810138157768e-11
Position 155: 1.0265816839957162e-11
Position 157: 5.24695189588785e-12
Position 160: 2.198728953781212e-12
Position 148: 1.697715395614995e-12
Position 135: 1.0822288597285876e-12
