Gene = PSAT1
index = 1084
Annotated 5SS: [  128  3520  4881  7798  9344 11441 20662 31046]
Annotated 3SS: [ 3458  4810  7591  9170 11270 20532 30907 31837]
SMsplice 5SS: [  128  4881 11441 19814 20662 30658]
SMsplice 3SS: [ 4810 11270 19670 20532 30497 30907]
top_k =  500
Partition function (log Z): -8.365124400056725

Sorted 5' Splice Sites (High to Low Probability):
Position 11441: 0.9885905444343515
Position 4881: 0.9819780828200971
Position 20662: 0.9571058054684364
Position 128: 0.8852156533354949
Position 19814: 0.558893769086584
Position 7798: 0.5173218315863378
Position 30658: 0.49210494441783204
Position 4522: 0.41342573757157636
Position 31046: 0.36415541762126996
Position 21971: 0.34730487191282117
Position 9344: 0.2948549700456087
Position 17031: 0.269961497425736
Position 20947: 0.22717250219805304
Position 19538: 0.2014416172880974
Position 9491: 0.17631053816351167
Position 661: 0.14478216762893703
Position 3277: 0.12362968634367812
Position 3520: 0.06967007658121444
Position 313: 0.06424142923051417
Position 184: 0.063861031270048
Position 9794: 0.047058971418669125
Position 367: 0.046317147138312004
Position 669: 0.04622941033892333
Position 1255: 0.045007428845434766
Position 9293: 0.038553641193101715
Position 17618: 0.034415880732418476
Position 20777: 0.030174348035643533
Position 609: 0.028824342035945073
Position 9790: 0.026426632136497798
Position 10230: 0.024714211172594567
Position 7248: 0.019707466043416152
Position 21212: 0.018000173124134003
Position 3388: 0.01704397876201879
Position 8631: 0.01684322814317577
Position 11394: 0.011391549442663372
Position 86: 0.009478293231100122
Position 9363: 0.009313745471234224
Position 3716: 0.007936491277169892
Position 3207: 0.006631539503671652
Position 461: 0.006441322464323089
Position 740: 0.003877468898015982
Position 160: 0.0037343538196109196
Position 155: 0.0031399420019171385
Position 1118: 0.002354990576460708
Position 4670: 0.0018452526152799781
Position 415: 0.0015336677960276813
Position 188: 0.0004197691260751882
Position 5918: 0.0004090515142423491
Position 1719: 0.00010072689005988174
Position 309: 7.470335889658672e-05
Position 632: 5.835110414594339e-05
Position 878: 3.904935076642886e-05
Position 573: 2.756943105707296e-05
Position 89: 2.6034516597647576e-05
Position 105: 2.107089841677422e-05
Position 1901: 1.004825541041937e-05
Position 30: 8.713802480437797e-06
Position 581: 8.28565904076658e-06
Position 525: 8.142982196267968e-06
Position 926: 7.62690748639109e-06
Position 25: 6.81899712738912e-06
Position 935: 5.0327255486844145e-06
Position 132: 4.966177431544401e-06
Position 667: 4.922084360227051e-06
Position 406: 2.9964440014179765e-06
Position 443: 2.041904353905513e-06
Position 698: 1.827623329287398e-06
Position 864: 1.2597853043464113e-06
Position 339: 1.0218632398318732e-06
Position 333: 5.842617959719943e-07
Position 377: 5.76165000836319e-07
Position 259: 1.0104595978857905e-07
Position 202: 1.162094383433458e-08
Position 235: 9.478909265292705e-09
Position 204: 6.919611668440689e-09
Position 17: 6.867664006928949e-09
Position 210: 3.009185411954682e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 20532: 0.9899572253161978
Position 4810: 0.9457384255553708
Position 11270: 0.941911225904423
Position 19670: 0.5589923006843934
Position 30907: 0.5517217383316463
Position 30497: 0.5146259491260907
Position 21811: 0.3598252517818978
Position 4471: 0.35131157989705347
Position 9170: 0.3272993902698888
Position 16908: 0.27058245230404704
Position 522: 0.21658015235164937
Position 7686: 0.17888719221709026
Position 7591: 0.1740683212557341
Position 9394: 0.16782498897026965
Position 7713: 0.16436631811351354
Position 19387: 0.1527208006746234
Position 31837: 0.14815518679749495
Position 20860: 0.14673673687193378
Position 32060: 0.1295874920920816
Position 3153: 0.10170699429468712
Position 32622: 0.08735153288569919
Position 30874: 0.08166611786992994
Position 20881: 0.0782419871034408
Position 32735: 0.06887828207699528
Position 9631: 0.06465797033177625
Position 3458: 0.06449116295781647
Position 24203: 0.05979139468998299
Position 11297: 0.05808244924291073
Position 4428: 0.05291669375995389
Position 243: 0.05096447975010282
Position 19325: 0.04872081661347399
Position 1000: 0.038258547646229255
Position 4745: 0.027741190561437028
Position 21092: 0.026361588508239737
Position 21683: 0.024017020757382226
Position 17463: 0.021291569763171946
Position 22273: 0.020959779771276468
Position 28490: 0.01887969827182575
Position 3199: 0.018842117928027882
Position 22050: 0.016371398966999934
Position 9120: 0.015981967474093185
Position 9980: 0.015318467583176976
Position 30818: 0.015256776078548695
Position 235: 0.014979086592942626
Position 17545: 0.014222447724245819
Position 21424: 0.013560360954836738
Position 7176: 0.0133908485415772
Position 23886: 0.013328284156547965
Position 28369: 0.012128837701558991
Position 8445: 0.011348401682796718
Position 257: 0.010716418906941262
Position 10003: 0.00939574358941759
Position 21635: 0.008889302908611273
Position 9561: 0.00882763322339066
Position 4178: 0.008308011312378877
Position 9449: 0.00792654815920444
Position 3129: 0.007825307824986421
Position 3387: 0.007703275857331029
Position 2876: 0.006755369857217787
Position 4770: 0.006559301813698314
Position 210: 0.006546270419051124
Position 3159: 0.006055234463656683
Position 1142: 0.005537160705032779
Position 25519: 0.005510715692381709
Position 8590: 0.005494826460379059
Position 431: 0.00467185741962385
Position 21709: 0.0045492458274632875
Position 7140: 0.004257836738567398
Position 21119: 0.004124372549896617
Position 20738: 0.0040605278978849135
Position 22337: 0.00383647185443292
Position 20762: 0.0033851016804364595
Position 27859: 0.0032984527309453285
Position 266: 0.0031727188364490534
Position 21123: 0.003148705325081821
Position 20908: 0.003076014125314589
Position 21997: 0.002974637619727938
Position 3617: 0.0028685746436679926
Position 23101: 0.002824852822736679
Position 3591: 0.00254368471441125
Position 2976: 0.0025252177897026507
Position 4266: 0.002221727403419109
Position 20809: 0.002105718624584184
Position 1059: 0.0018911322437489002
Position 7064: 0.0017523295110841157
Position 4097: 0.00136606682621486
Position 3281: 0.0013159973089414676
Position 3005: 0.001170311209583352
Position 4698: 0.001086855128909442
Position 25024: 0.001056267943598943
Position 21024: 0.0010086134014691893
Position 3041: 0.001004851901984962
Position 14928: 0.0008627717325376041
Position 1047: 0.0008159875124609864
Position 22065: 0.0006556754532266115
Position 543: 0.0005304968581295516
Position 21535: 0.0004523629885332934
Position 965: 0.00036854704334090757
Position 1214: 0.00034472841117902815
Position 7024: 0.00030685628097610354
Position 18461: 0.00020605792551727596
Position 21553: 0.00019719025775911286
Position 20318: 0.00019633128251099526
Position 5795: 0.0001419048310440674
Position 5899: 0.00012387022131806377
Position 16546: 0.00010767152072669394
Position 1637: 0.00010549342412149192
Position 5683: 7.987556461833123e-05
Position 623: 7.835719828124099e-05
Position 5773: 6.340089726188677e-05
Position 278: 6.16210628147853e-05
Position 788: 5.891913438143654e-05
Position 3230: 5.726688702002989e-05
Position 12241: 5.424569464647489e-05
Position 855: 5.421837527465279e-05
Position 1122: 4.8027159000452e-05
Position 3002: 4.6653106801086064e-05
Position 13250: 3.6007104953178346e-05
Position 12026: 3.437694042410145e-05
Position 13215: 3.175966541804599e-05
Position 1169: 3.064327681866774e-05
Position 13304: 3.005339114874446e-05
Position 13492: 2.9567982341048407e-05
Position 344: 2.1786396949812014e-05
Position 275: 1.7387611425281222e-05
Position 11564: 9.57715576917654e-06
Position 13421: 7.602605986759387e-06
Position 13864: 7.38820145299624e-06
Position 12995: 6.89218273890989e-06
Position 309: 5.801377253613893e-06
Position 12539: 5.360223221339921e-06
Position 1817: 4.44422531712475e-06
Position 377: 3.7962556253269736e-06
Position 608: 3.0106816195643088e-06
Position 288: 2.9660428774982456e-06
Position 302: 2.4258565133101962e-06
Position 807: 2.1348704321245316e-06
Position 8768: 2.1117888897476295e-06
Position 5125: 1.743959812282133e-06
Position 1844: 8.953712829986869e-07
Position 636: 7.709663068320418e-07
Position 534: 3.4104143823360143e-07
Position 6219: 3.4020311007950224e-07
Position 321: 3.132714829303167e-07
Position 660: 2.3276968461505376e-07
Position 389: 1.9984950247191e-07
Position 571: 1.7581580117719822e-07
Position 373: 3.901604521508128e-08
Position 159: 1.9403650031085742e-08
Position 165: 1.0792947886996537e-08
Position 330: 2.7432471740575612e-09
Position 115: 6.319230734824238e-10
Position 494: 3.015813922477369e-10
Position 128: 3.0044588892732353e-10
Position 317: 2.6301367039534887e-10
Position 155: 2.432810094767376e-10
Position 132: 2.2420564591079992e-10
Position 696: 1.7135513184018896e-10
Position 488: 1.5307642526953773e-10
Position 735: 1.5062368467425345e-10
Position 172: 7.06135424904207e-11
Position 81: 3.341350773951758e-11
Position 142: 3.403666628059459e-13
Position 85: 1.423092459467474e-14
