Gene = TMEM88B
index = 1455
Annotated 5SS: [258]
Annotated 3SS: [1425]
SMsplice 5SS: [258]
SMsplice 3SS: [1425]
top_k =  500
Partition function (log Z): -5.840251658764482

Sorted 5' Splice Sites (High to Low Probability):
Position 258: 0.9983568428112551
Position 521: 0.013729258699658306
Position 731: 0.006297215929911414
Position 527: 0.0056411985111974585
Position 4: 0.001793002380789829
Position 204: 0.00048051661166314267
Position 43: 0.0004113180495672821
Position 489: 0.0004081434933240469
Position 273: 0.00031154310045745557
Position 371: 0.0003110057018881729
Position 775: 0.0002475925533691605
Position 576: 0.00020803272125681694
Position 1055: 0.0001892672854783736
Position 567: 0.0001674576843463964
Position 122: 0.00013564854197281918
Position 119: 0.00013506677842656999
Position 667: 0.0001263756336413152
Position 1147: 5.8107248007716636e-05
Position 46: 5.4901079430369354e-05
Position 266: 4.8657985674787435e-05
Position 645: 3.430062492058748e-05
Position 319: 3.2243398500013007e-05
Position 543: 2.70989838039456e-05
Position 373: 2.3243007258049465e-05
Position 294: 2.1824779306501214e-05
Position 110: 1.4065865698058308e-05
Position 304: 1.2573152836599702e-05
Position 245: 5.63454454071627e-06
Position 847: 5.301844937969305e-06
Position 462: 3.3796213138579477e-06
Position 833: 1.3129211853391048e-06
Position 332: 9.518706608998651e-07
Position 1449: 3.27255474740041e-07
Position 228: 4.065731638950742e-10
Position 310: 8.124824511459158e-11
Position 225: 2.5010733195912832e-11
Position 357: 2.1386919090934666e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1425: 0.7797055444888739
Position 364: 0.08051773654880294
Position 345: 0.04739842660893262
Position 1468: 0.03579609802581745
Position 665: 0.026647302233371594
Position 1375: 0.02304939410627982
Position 389: 0.01321996707110462
Position 975: 0.0034180393606051324
Position 922: 0.0031849708054640085
Position 366: 0.0028863084961632214
Position 859: 0.002500806060615645
Position 1341: 0.0018247104353928453
Position 619: 0.0016817325068750933
Position 192: 0.0015349207982699783
Position 592: 0.0010514462374599568
Position 451: 0.0007327418011919452
Position 643: 0.0006159577160758183
Position 876: 0.0004470157974220194
Position 495: 0.0004348744146290486
Position 117: 0.0003449647313332079
Position 630: 0.0003170055765961116
Position 576: 0.00031374556995957903
Position 95: 0.00029163007182285894
Position 403: 0.0002630411909403353
Position 804: 0.0002025200123333457
Position 475: 0.0001586335047039913
Position 326: 0.00012885649492290117
Position 599: 9.903542607424043e-05
Position 505: 9.442802920061102e-05
Position 415: 8.327427463027367e-05
Position 421: 6.106237887314512e-05
Position 484: 6.042485067639721e-05
Position 1555: 5.18843123188802e-05
Position 727: 4.691926724153181e-05
Position 549: 2.8727799030290654e-05
Position 747: 2.791277771187345e-05
Position 457: 1.59890633029894e-05
Position 516: 1.273818478272262e-05
Position 817: 1.2529441376566462e-05
Position 667: 8.004280632095954e-06
Position 102: 7.980064334701921e-06
Position 792: 5.900734563224699e-06
Position 555: 5.417350880237346e-06
Position 558: 9.021812126720869e-07
Position 775: 7.311208285771414e-07
Position 740: 4.6211435586189024e-07
Position 765: 3.7274284512492744e-07
Position 1632: 3.2189425928510274e-07
Position 256: 1.4779153158419414e-09
Position 427: 3.855336713139774e-10
Position 430: 3.6701018602534853e-10
Position 288: 1.1748056246222826e-12
Position 262: 3.682875928753932e-15
Position 304: 8.018634528355912e-16
