Gene = CHMP5
index = 370
Annotated 5SS: [  206  1173  2958  5775  6282 11623 13284]
Annotated 3SS: [ 1067  2910  5680  6209 11513 13170 15866]
SMsplice 5SS: [  206  1173  2958  6282 11623]
SMsplice 3SS: [ 1067  2910  6209 11513 15866]
top_k =  500
Partition function (log Z): 6.4035917920134455

Sorted 5' Splice Sites (High to Low Probability):
Position 11623: 0.999211981917337
Position 6282: 0.9967097053714856
Position 1173: 0.8961105395895713
Position 206: 0.8312489432262559
Position 2958: 0.6031123586980108
Position 11838: 0.4567777097048652
Position 5775: 0.4200220682504072
Position 13284: 0.3616684115887099
Position 885: 0.3343103029906618
Position 3701: 0.25464891891482383
Position 3559: 0.2275731649726916
Position 11866: 0.22080969069060588
Position 2124: 0.18357842273149702
Position 8308: 0.14455483108780148
Position 1178: 0.07826641049240222
Position 2327: 0.07484859415305435
Position 7004: 0.0742750149819945
Position 3554: 0.06828749449828882
Position 6714: 0.06311831009636923
Position 6690: 0.05102285678841886
Position 12022: 0.044573392839867824
Position 2829: 0.03440416324160581
Position 8591: 0.029800899879066867
Position 7233: 0.026057580840308146
Position 2498: 0.025019847864374025
Position 3922: 0.01953679926745782
Position 2403: 0.018930589206581618
Position 13258: 0.018864510302902242
Position 8562: 0.017699102247771666
Position 9343: 0.016845501705012658
Position 228: 0.013002152982818729
Position 6739: 0.012384428440222686
Position 3028: 0.010407360547236915
Position 2991: 0.009849839195950692
Position 14126: 0.008838846160772903
Position 15507: 0.008393417416189328
Position 1201: 0.008365119911440396
Position 2040: 0.007999508319361137
Position 15942: 0.0074870371436648545
Position 4173: 0.007165974821852402
Position 854: 0.006687845984329941
Position 8171: 0.006183324872706531
Position 8587: 0.005703713923801713
Position 10310: 0.005284647205520332
Position 5297: 0.004604883227382549
Position 1812: 0.0034884047040094185
Position 6531: 0.0032398969584505146
Position 13363: 0.0031943872731365567
Position 13587: 0.0028633095359865807
Position 8622: 0.0024430941157103678
Position 2376: 0.0022596800185115495
Position 5909: 0.0017531266393580316
Position 2050: 0.0017001145050148027
Position 3296: 0.0016649373210759055
Position 3707: 0.0015434771099119122
Position 2821: 0.0015328746400386354
Position 2106: 0.0013928724489457496
Position 3591: 0.0013826494059385104
Position 8833: 0.0012337212246108062
Position 598: 0.0011213638259085677
Position 1753: 0.0010831933751657699
Position 13424: 0.0009320225232291625
Position 2535: 0.0008516545225573973
Position 11732: 0.0007669962895530273
Position 1817: 0.0007513161582977298
Position 2481: 0.0006129290577365701
Position 2469: 0.000605413009389919
Position 1600: 0.0005747228240800887
