Gene = RPA3
index = 1191
Annotated 5SS: [   93  3433 31380 32778 78288 79538 80744]
Annotated 3SS: [ 3380 31278 32608 77431 79462 80634 81524]
SMsplice 5SS: [   93  9248 14590 32778 32949 79538 80744]
SMsplice 3SS: [ 9141 14461 32608 32842 79462 80634 81524]
top_k =  500
Partition function (log Z): -34.84640489864817

Sorted 5' Splice Sites (High to Low Probability):
Position 9248: 0.99581677794363
Position 93: 0.9670665182315149
Position 14590: 0.9286695287970228
Position 5008: 0.14364734554782896
Position 10135: 0.11748398588482113
Position 8088: 0.08183540444657429
Position 4389: 0.07530045343850508
Position 3433: 0.07401067768837451
Position 21414: 0.05381577774341973
Position 785: 0.019872637504440252
Position 707: 0.017507640438464492
Position 3944: 0.016016729387927375
Position 151: 0.011944815327053616
Position 1209: 0.011156401205881844
Position 245: 0.009141955817639104
Position 15910: 0.008329354852937445
Position 4614: 0.006341785310424844
Position 3482: 0.00584005915743825
Position 8571: 0.005579744862138558
Position 3381: 0.005479837222126668
Position 7657: 0.004378369717739322
Position 5695: 0.003941108159365347
Position 5178: 0.0036139956390138337
Position 7824: 0.002413621179469429
Position 1437: 0.002310307228452509
Position 5389: 0.0015856389382758339
Position 2909: 0.001539516351040048
Position 4744: 0.001448008474055866
Position 779: 0.001307193114832127
Position 97: 0.0012643714884168315
Position 3469: 0.0012104468330408668
Position 5990: 0.0009042680594347239
Position 4393: 0.0008775444920257466
Position 9233: 0.0004868091931815738
Position 11919: 0.00013406696593351586
Position 535: 8.104635287584696e-05
Position 546: 4.178495376205537e-05
Position 10190: 3.259787506421425e-05
Position 324: 3.0082541456069858e-05
Position 11501: 2.3707093548352297e-05
Position 282: 1.8003444839926505e-05
Position 9991: 8.609549847934346e-06
Position 354: 3.058397122862817e-06
Position 520: 2.7952641884813564e-06
Position 998: 2.4974075177695346e-06
Position 433: 2.3312820974798685e-06
Position 3588: 2.101451749347229e-06
Position 179: 2.0609996229318632e-06
Position 1149: 1.969875630421271e-06
Position 528: 1.9529973620408805e-06
Position 515: 1.7529581315071676e-06
Position 41: 1.5420659708816023e-06
Position 242: 6.756633643092785e-07
Position 2928: 4.16395182593635e-07
Position 103: 8.067429331552242e-08
Position 174: 5.0380568000731956e-08
Position 113: 1.7016858700960766e-08
Position 316: 1.4414837845442638e-08
Position 397: 9.907822429182014e-09
Position 125: 6.302682867410822e-09
