Gene = NADK
index = 907
Annotated 5SS: [  182 13243 16519 21290 21968 22213 23097 23927 24187 24420 24904]
Annotated 3SS: [13023 16434 21159 21861 22126 22993 23771 24086 24261 24820 25409]
SMsplice 5SS: [  182 13243 16519 21790 21968 22213 23927 24187 24420 24904]
SMsplice 3SS: [13023 16434 21691 21861 22126 23771 24086 24261 24820 27205]
top_k =  500
Partition function (log Z): 10.923150754394488

Sorted 5' Splice Sites (High to Low Probability):
Position 24187: 0.9822217374974106
Position 24904: 0.9578194035322087
Position 16519: 0.9341002092213395
Position 182: 0.9296190524290514
Position 21968: 0.9041308984356845
Position 13243: 0.833767097462376
Position 22213: 0.7393305632840629
Position 24420: 0.6690021419674358
Position 23927: 0.6525518538661714
Position 26642: 0.4675884553762399
Position 23097: 0.413196568144597
Position 21790: 0.4028778660163343
Position 19370: 0.37251992408753853
Position 23951: 0.2935363457386646
Position 7198: 0.29058962873166116
Position 16894: 0.1976260178121005
Position 16340: 0.18120778193267226
Position 22245: 0.14254744008285522
Position 26234: 0.13143810633666114
Position 19274: 0.12994656181779804
Position 24609: 0.10051611752153225
Position 2796: 0.09932370830889124
Position 24451: 0.09584786434902341
Position 24447: 0.07883456069616897
Position 18737: 0.07060151033297403
Position 93: 0.06648614361956669
Position 16580: 0.06565098928943787
Position 18994: 0.06223600135408304
Position 3057: 0.06163426154430592
Position 14176: 0.05814826731153976
Position 23087: 0.056340616853300475
Position 22257: 0.053462794567388956
Position 18998: 0.05328751869635433
Position 13356: 0.04465650570234078
Position 2857: 0.04430026726226647
Position 24757: 0.037976841609890774
Position 19227: 0.02889055143293135
Position 25567: 0.024487015064170014
Position 27093: 0.022896930594164026
Position 24715: 0.02249128199344683
Position 19254: 0.021496730499725916
Position 21364: 0.019322234225042034
Position 23862: 0.0190812628942363
Position 18426: 0.018428178716158688
Position 14790: 0.01651533003162082
Position 27069: 0.01432866157538268
Position 16837: 0.013080968383154486
Position 14476: 0.011682799906579298
Position 14167: 0.011646182369706316
Position 22378: 0.00978411231753643
Position 18092: 0.009641129645343015
Position 14649: 0.009561716824776197
Position 6892: 0.009522711287467903
Position 22365: 0.009127780837736991
Position 13441: 0.008380359873304655
Position 18932: 0.007999293826402654
Position 22883: 0.007629164952514039
Position 1306: 0.0053506463930625275
Position 4982: 0.005029939689548964
Position 6882: 0.00447671884669181
