Gene = PPCS
index = 1057
Annotated 5SS: [515 792]
Annotated 3SS: [ 687 3043]
SMsplice 5SS: [515]
SMsplice 3SS: [687]
top_k =  500
Partition function (log Z): -9.672382513292828

Sorted 5' Splice Sites (High to Low Probability):
Position 792: 0.7383251885975873
Position 515: 0.6383702227254139
Position 166: 0.24623018370507474
Position 1009: 0.16975152936574764
Position 1769: 0.09444168271543217
Position 255: 0.08035101744435205
Position 70: 0.03975951107673946
Position 50: 0.016759318316533087
Position 25: 0.01602711914143414
Position 145: 0.010350373597313693
Position 1838: 0.006970732968219013
Position 2747: 0.005987359432177511
Position 203: 0.0035797988812200734
Position 2994: 0.0030183568307839193
Position 621: 0.002579715004505016
Position 1529: 0.0024693278467183386
Position 244: 0.0013912657574674506
Position 951: 0.0013470269062323922
Position 2238: 0.0011032874623154128
Position 1721: 0.0010292039616027486
Position 1742: 0.0009977545741283618
Position 2998: 0.0007958261701805015
Position 445: 0.0006649757904565539
Position 1717: 0.0004797186033538874
Position 530: 0.0003214252953372379
Position 386: 0.00031821591455599306
Position 450: 0.0001714003044134106
Position 1181: 0.0001320526342135569
Position 115: 0.00012980327090759172
Position 120: 0.00010717502408436265
Position 842: 0.00010272195260956468
Position 1460: 0.00010175073796257193
Position 129: 8.667450321595783e-05
Position 312: 4.8862877890794396e-05
Position 124: 3.720907094119166e-05
Position 1470: 3.487943804811643e-05
Position 1213: 1.8148119722840338e-05
Position 118: 1.2252704407237122e-05
Position 722: 1.1110246235949543e-05
Position 249: 8.349370460811073e-06
Position 33: 3.888534528636181e-06
Position 519: 2.888536195734429e-07
Position 1013: 2.050568751182492e-07
Position 480: 1.9328879573286037e-07
Position 646: 1.1567315204433752e-07
Position 1444: 9.705933789981697e-08
Position 770: 7.223605160041775e-10
Position 1042: 4.78937984427516e-10
Position 720: 1.4084047127313508e-13
Position 701: 1.222905128249754e-13
Position 661: 1.1308780193571416e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 687: 0.943795250298998
Position 3043: 0.25665736965714187
Position 892: 0.18318878067763433
Position 1594: 0.15955162212275542
Position 3089: 0.08580542404520218
Position 303: 0.06295308410710579
Position 3664: 0.057426657205876225
Position 3023: 0.05600767406668493
Position 864: 0.03712573850568743
Position 2973: 0.03295622621303584
Position 3124: 0.026040396404013413
Position 1983: 0.01695475921136838
Position 3789: 0.016074207021362766
Position 2789: 0.015409609215879113
Position 2648: 0.01439909612560858
Position 2815: 0.013797856867993636
Position 337: 0.009369315608159758
Position 1891: 0.007278597465838767
Position 2171: 0.00724849175058054
Position 1922: 0.005742277875374236
Position 3248: 0.004708040999619511
Position 2541: 0.004315894883543956
Position 486: 0.003956448057481539
Position 898: 0.0036719432425047736
Position 1790: 0.0034647428221561537
Position 2587: 0.003075483626785476
