Gene = VGLL4
index = 1548
Annotated 5SS: [  488 42092 79128 84593]
Annotated 3SS: [41901 78904 84468 85096]
SMsplice 5SS: [  195 10113 10808 20879 33669 36996 42092 46665 51862 67797 68009 73854
 75320 79128 84593]
SMsplice 3SS: [10006 10684 20713 33628 36883 41901 46550 51768 67666 67933 73591 75178
 78904 84468 85096]
top_k =  500
Partition function (log Z): -34.59319520939082

Sorted 5' Splice Sites (High to Low Probability):
Position 10808: 0.8871488213966301
Position 10113: 0.8266097573291439
Position 20879: 0.7849425860740581
Position 195: 0.6332702487091726
Position 488: 0.6310989819904684
Position 11737: 0.5321711096814232
Position 17274: 0.438435262047343
Position 23785: 0.41550962733438723
Position 17568: 0.19119099590706876
Position 5632: 0.18817149729853289
Position 217: 0.18264568947662013
Position 20546: 0.16524786397156466
Position 10117: 0.15740093200464816
Position 10380: 0.10313802191026486
Position 24522: 0.09057406086171238
Position 5279: 0.08369857109502447
Position 24162: 0.07749081541317482
Position 6510: 0.06163716195685086
Position 11134: 0.05757795711071911
Position 21189: 0.0502134310399212
Position 7731: 0.0442045749061439
Position 5179: 0.034844110473810336
Position 4521: 0.03285179878427345
Position 2590: 0.024411195127070042
Position 6214: 0.01937868433239422
Position 21243: 0.018759216879265718
Position 20954: 0.017935656902097717
Position 23991: 0.017486236908442206
Position 11529: 0.01679870603135054
Position 5733: 0.016721984347392325
Position 5442: 0.016716863346333277
Position 4679: 0.015575696230931227
Position 1819: 0.014193644639589517
Position 11191: 0.013599097230484938
Position 4783: 0.012444905296871993
Position 21743: 0.011558154603013095
Position 131: 0.00886474101859585
Position 21725: 0.008568755485188963
Position 47: 0.007625764175359694
Position 770: 0.005465239248073471
Position 24372: 0.004527331434554294
Position 21754: 0.004055505948357118
Position 20950: 0.00322926208124422
Position 4525: 0.0009982143148060583
Position 210: 0.000765315942749072
Position 5060: 0.0005814848625057381
Position 176: 0.0004150418478885686
Position 4955: 0.00032993409288910194
Position 1208: 0.00023209931188417562
Position 958: 0.0001841539494821564
Position 20: 0.00010536292526886226
Position 860: 9.814451310553908e-05
Position 3895: 4.776363972298671e-05
Position 628: 3.501916072353637e-05
Position 1508: 2.4942077084544175e-05
Position 3309: 1.878425525929284e-05
Position 623: 1.3818340519498128e-05
Position 215: 8.370620913860286e-06
Position 11862: 7.046102706548041e-06
Position 234: 4.8292003934431315e-06
Position 187: 3.6294967311264957e-06
Position 309: 3.4353601179469886e-06
Position 828: 2.3841093934537927e-06
Position 70: 2.068658018053131e-06
Position 640: 1.5889340587159426e-06
Position 304: 1.025042449789983e-06
Position 91: 8.900585530743327e-07
Position 441: 4.5513686440003115e-07
Position 494: 3.4915766690000913e-07
Position 477: 2.2023070015639755e-07
Position 280: 1.4318493788764225e-07
Position 553: 9.179459145012008e-08
Position 716: 6.744199719941043e-08
Position 502: 4.856869863635757e-08
Position 151: 2.965241853047882e-08
Position 271: 2.2515818913839037e-08
Position 700: 2.2449871318249774e-08
Position 644: 1.835656226825523e-08
Position 592: 3.3335425717907217e-09
Position 384: 5.87308429003913e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10006: 0.9840687716787018
Position 23912: 0.8659148182888079
Position 20713: 0.8117613588652958
Position 11618: 0.5203864847355654
Position 10684: 0.5156163296107523
Position 23547: 0.4216253293560134
Position 17148: 0.4120533553093065
Position 10704: 0.3584048716369095
Position 397: 0.27934254372943695
Position 24268: 0.18233603235084864
Position 20356: 0.1652478639715643
Position 17487: 0.14188732528823148
Position 10258: 0.08763850458040354
Position 5557: 0.08184666308105386
Position 21099: 0.0790543974103433
Position 5500: 0.06793456018732738
Position 5232: 0.0677890616468746
Position 10990: 0.06775857517819597
Position 280: 0.06405334581052406
Position 30555: 0.05671900493265264
Position 5091: 0.05384361863564009
Position 17410: 0.04948441884888843
Position 420: 0.048873129451765196
Position 6432: 0.04794608163539462
Position 5537: 0.046436688738876616
Position 7614: 0.034277352256137684
Position 25086: 0.027554596140469394
Position 16974: 0.027227358965319998
Position 21600: 0.025215246958204457
Position 441: 0.02250899607998925
Position 309: 0.02217529980655536
Position 373: 0.021505011451051614
Position 4615: 0.021283919343143557
Position 2467: 0.020362894074861356
Position 10281: 0.015547326393512095
Position 6305: 0.013691080321456082
Position 10735: 0.013152455363785334
Position 6150: 0.012808903702941717
Position 4434: 0.012565689978944332
Position 21350: 0.012497714265921413
Position 11392: 0.011776207889680776
Position 4860: 0.011351058019699108
Position 1713: 0.010960777676015544
Position 29124: 0.010827791223144605
Position 4473: 0.010032575802736598
Position 7646: 0.009937278410102075
Position 11638: 0.00936417597156463
Position 4359: 0.008718503805598616
Position 5690: 0.008470985077664238
Position 4408: 0.006041398309441873
Position 121: 0.005362315627210812
Position 11294: 0.0051310127211995245
Position 6049: 0.004613482854538154
Position 595: 0.004261185918276027
Position 4968: 0.003386331450699928
Position 1601: 0.003196236567007599
Position 11614: 0.0031940132513010215
Position 10960: 0.0031119375040600055
Position 15538: 0.0023938656984774692
Position 4702: 0.002245373231642542
Position 2373: 0.0021801298940181874
