Gene = APOD
index = 92
Annotated 5SS: [  328  4867 10356 12929]
Annotated 3SS: [ 4709 10233 12839 15069]
SMsplice 5SS: [  328  1139  4867 10356]
SMsplice 3SS: [ 1002  4709 10233 15069]
top_k =  500
Partition function (log Z): 0.16271727428282734

Sorted 5' Splice Sites (High to Low Probability):
Position 10356: 0.9984588914032263
Position 328: 0.9874528857833587
Position 4867: 0.7601142315811086
Position 1139: 0.6867831524858036
Position 5081: 0.5419669098099914
Position 12929: 0.2731020904950493
Position 4790: 0.20076913149489584
Position 494: 0.19514569661988818
Position 8242: 0.1808598726253467
Position 5283: 0.15998572483903742
Position 8074: 0.15408577828559455
Position 6637: 0.1291712974954362
Position 5113: 0.11623396003624784
Position 5338: 0.049108437475869224
Position 11795: 0.04249360469557789
Position 14659: 0.037118987483282406
Position 5808: 0.02971881461765658
Position 5445: 0.028682381002029782
Position 13407: 0.028681465192852203
Position 12180: 0.02285792101311097
Position 5883: 0.0216303933729944
Position 658: 0.02129196179759122
Position 2745: 0.01798800342329144
Position 7144: 0.01760760595463435
Position 5147: 0.01632013429974892
Position 2413: 0.014342412518450538
Position 1589: 0.013282533942771903
Position 11701: 0.01274028951495482
Position 2375: 0.012387963871268622
Position 5073: 0.011797528840539926
Position 13211: 0.010919188628056953
Position 684: 0.010083923288095188
Position 5455: 0.009838005540061364
Position 12933: 0.00888652559345465
Position 15282: 0.008656812012209344
Position 5961: 0.008469130647239887
Position 14669: 0.008149221604889035
Position 8130: 0.007797055242594535
Position 1079: 0.0067805853804625525
Position 2688: 0.006760342375110171
Position 6849: 0.006477999123190365
Position 12913: 0.006360362765670341
Position 12194: 0.006055786409616936
Position 723: 0.004629323025060365
Position 900: 0.0046266908960850665
Position 3091: 0.004344470943378878
Position 12869: 0.004228834181039784
Position 498: 0.003602837112619584
Position 3294: 0.003437046819506384
Position 3507: 0.0032899775401049043
Position 1190: 0.0026623208022713307
Position 449: 0.0023915328987769535
Position 14697: 0.0023449424578567976
Position 13914: 0.0020266685773511184
Position 13200: 0.00179200984946149
Position 4387: 0.001417494522580152
Position 4926: 0.0014092373733946475
Position 4840: 0.0012184370653769594
Position 11109: 0.0012014363208423756
Position 5742: 0.0011379375924888133
Position 630: 0.00111126320812322
Position 1040: 0.0010645209320855015
Position 7281: 0.000956035725864809
Position 2455: 0.0008736112372329112
Position 5500: 0.0007781262456278406
Position 535: 0.0007330403672242252
Position 15310: 0.000720971245387276
Position 3570: 0.0006754340968937225
Position 5888: 0.0005832989868873607
Position 694: 0.0004273369135674378
Position 10742: 0.0003798034725472107
Position 13359: 0.00036704671383438076
Position 15136: 0.0003602727275330699
Position 209: 0.00029550291451870475
Position 855: 0.00020126827318849233
Position 332: 0.00015202111746756875
Position 337: 0.00011526276692976164
Position 5326: 0.00010503481517195301
Position 11807: 9.545280406305447e-05
Position 487: 9.125306441992725e-05
Position 5221: 2.630918963699532e-05
Position 725: 1.5075697823772542e-05
Position 2496: 1.133817779455814e-05
Position 1063: 3.881736336543129e-06
Position 1350: 2.2413697757663336e-06
Position 2519: 1.7523018947619432e-06
Position 135: 1.028385978856229e-06
Position 10248: 6.141821509741579e-07
Position 1014: 6.222543627062193e-08
Position 1154: 5.967421709821482e-08
Position 88: 5.0170935472454857e-08
Position 580: 3.188767091020805e-08
Position 632: 1.9501179511629438e-08
Position 521: 1.5796510970694465e-08
Position 578: 1.3519188130630022e-08
Position 767: 9.610082258545393e-09
Position 133: 8.216629500199787e-09
Position 340: 7.962349847004887e-09
Position 259: 4.791835857954708e-09
Position 780: 2.0583961301970698e-09
Position 443: 6.388378232866608e-10
Position 193: 5.1944113942453795e-11
Position 369: 1.806323633494498e-11
Position 385: 2.541670515291019e-13
Position 463: 2.12467040084548e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 10233: 0.9751744412507943
Position 4709: 0.8958653435792914
Position 15069: 0.8723749463672683
Position 1002: 0.5127458035413491
Position 5004: 0.40845882260690713
Position 7834: 0.3163343855751996
Position 12839: 0.3145553917608587
Position 5007: 0.2727181446595302
Position 412: 0.2300785840545568
Position 5207: 0.21585341477636427
Position 6554: 0.09597749609129616
Position 975: 0.08574439109335662
Position 13267: 0.05418315426117866
Position 14543: 0.048128276373811875
Position 11581: 0.04748962341384892
Position 4715: 0.04142112112132584
Position 12065: 0.03831548441158389
Position 5735: 0.03753402263762677
Position 13589: 0.02485733632734581
Position 5405: 0.024066672530295406
