Gene = TM4SF19-TCTEX1D2
index = 1404
Annotated 5SS: [  110 10984 11419 14103 14630]
Annotated 3SS: [10781 11340 13932 14375 22141]
SMsplice 5SS: [  110 10984 11487]
SMsplice 3SS: [10781 11340 18751]
top_k =  500
Partition function (log Z): -10.499218184949397

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.9501813840399349
Position 10984: 0.7743959413350319
Position 11487: 0.6008637083560618
Position 11419: 0.292232998060278
Position 19032: 0.25516659750526305
Position 14103: 0.1271454549427489
Position 18852: 0.12670439520573076
Position 5692: 0.08170303931883774
Position 10829: 0.07172716289085548
Position 12015: 0.07017839921064219
Position 11396: 0.0623086677469242
Position 11247: 0.061094606883324104
Position 5759: 0.05082920297733172
Position 911: 0.04096085460474421
Position 14630: 0.04074828497191891
Position 128: 0.03340884049067116
Position 12606: 0.03331002469893238
Position 18151: 0.030785880020229868
Position 5277: 0.028107922767431973
Position 4204: 0.02754587346201995
Position 4945: 0.025795701225490603
Position 14099: 0.024305346217539426
Position 14699: 0.022732673197522393
Position 11155: 0.02140129523461756
Position 11208: 0.015202117349162193
Position 11689: 0.014966890001640391
Position 7752: 0.013122450575410016
Position 8189: 0.01303903058301981
Position 1883: 0.010829057603600931
Position 20251: 0.008772281226690463
Position 523: 0.00758508131983974
Position 70: 0.0032427282872904257
Position 9199: 0.003202757426505741
Position 133: 0.0027292497980606774
Position 11524: 0.0025143962413839115
Position 638: 0.0024621889468445955
Position 12791: 0.0023839993412935784
Position 9231: 0.0020431079165277757
Position 7362: 0.0020402153264767737
Position 2633: 0.001975831072708432
Position 188: 0.0017075072951589312
Position 2463: 0.0016135197000789916
Position 14285: 0.0015651757614689617
Position 2801: 0.001488178992569888
Position 11341: 0.0014327787870832723
Position 5673: 0.0013766868976596712
Position 5217: 0.0010917376513518544
Position 4196: 0.0009364410996285263
Position 1987: 0.0009182181995157167
Position 12941: 0.0008773910769219875
Position 3721: 0.0008295997362907278
Position 8271: 0.0008152544411765349
Position 2681: 0.0007795992252014474
Position 433: 0.0007153618981524335
Position 8197: 0.0006686445363223973
Position 5365: 0.0006686099588622356
Position 12598: 0.0003677309892778138
Position 13933: 0.0003125987700216474
Position 13609: 0.00031188599489157545
Position 13955: 0.00030536581278503073
Position 11663: 0.0002990475378675301
Position 11746: 0.00025487601454409766
Position 11543: 8.894444706327366e-05
Position 12: 5.583866484561898e-05
Position 11735: 4.318426347997775e-05
Position 11402: 3.4114604930375444e-05
Position 11677: 2.301776832663316e-05
Position 612: 1.4138023240261218e-05
Position 1647: 1.2794826704347802e-05
Position 576: 1.1019394351806305e-05
Position 1429: 1.0136061498649161e-05
Position 304: 7.201748288847695e-06
Position 212: 7.063713928825137e-06
Position 1029: 6.816511032656362e-06
Position 617: 3.746319201431555e-06
Position 385: 3.458244375362034e-06
Position 258: 2.2648659256773854e-06
Position 802: 2.0296795404106413e-06
Position 323: 1.9669006004732308e-06
Position 395: 1.2220155555115788e-06
Position 216: 3.110241504618836e-07
Position 218: 2.3312402557137883e-07
Position 170: 6.628340462006803e-08
Position 75: 2.3264172779738255e-08
Position 249: 9.647462091494261e-09
Position 34: 1.8188591075382415e-09
Position 262: 7.433070442623047e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11340: 0.9764185864810807
Position 18751: 0.5729056175203363
Position 10781: 0.3663700241305423
Position 10806: 0.2644867963810976
Position 13932: 0.20247533682730265
Position 10746: 0.19123072216492457
Position 22141: 0.1900418941430923
Position 11866: 0.17091600275321556
Position 19625: 0.1545244073136553
Position 11077: 0.09939573556961076
Position 5595: 0.06596964945270231
Position 5623: 0.04978519499720623
Position 14375: 0.04860523400507526
Position 17969: 0.046666967608058524
Position 12477: 0.03736999911059108
Position 14540: 0.035499225741909925
Position 13954: 0.034398458770085225
Position 20328: 0.03209711625652532
Position 13881: 0.029257573416540672
Position 19137: 0.02631842268842693
Position 841: 0.02312646516574494
Position 4095: 0.022076177050505026
Position 5111: 0.018484665645269828
Position 20141: 0.017825402836881797
Position 11582: 0.01679366153720698
Position 17775: 0.01677740312682577
Position 10749: 0.0159751195369696
Position 13702: 0.014991224120482071
Position 8080: 0.014677334236198401
Position 1757: 0.011801286253962002
Position 4861: 0.011793322479039392
Position 5691: 0.011653560277928481
Position 13777: 0.01143573382266874
Position 19121: 0.009595362992731983
Position 11588: 0.009375893530226574
Position 4855: 0.00918052884355363
Position 20180: 0.008962900905515632
Position 10940: 0.008862234632480311
Position 18274: 0.008779340328558385
Position 5028: 0.00853551504399099
Position 374: 0.007798695812199687
Position 8965: 0.00563095151105306
Position 5572: 0.005455536609049988
Position 846: 0.005408317688353864
Position 11802: 0.005262306984357791
Position 7636: 0.004570983868844193
Position 12689: 0.004491723302081474
Position 15338: 0.004238073619330152
Position 4107: 0.004092879384423975
Position 14519: 0.003916364957585614
Position 7604: 0.0036491268791768216
Position 2538: 0.0033548477886537137
Position 4840: 0.003062362677655363
Position 17875: 0.003005518419267706
Position 702: 0.0029672770234172017
Position 14477: 0.002710625048008383
Position 14994: 0.0026537206812052875
Position 7679: 0.0025183631224304994
Position 12597: 0.0023912951146514865
Position 7586: 0.002383976704958479
Position 4118: 0.0023132581267194963
Position 14137: 0.002083821423643021
Position 14659: 0.001992083759933892
Position 4881: 0.0017603679290223372
Position 5077: 0.0016215603490234395
Position 13485: 0.0015923573668065465
Position 7266: 0.0015526251562794542
Position 12553: 0.0015377397918648907
Position 13743: 0.0015261636446106087
Position 16166: 0.0013340207916616692
Position 11219: 0.001285600100485173
Position 286: 0.0012727471595509895
Position 2346: 0.0011097045148593526
Position 11909: 0.0010945302105693053
Position 5666: 0.0010819044433584783
Position 5139: 0.0010818693950947447
Position 789: 0.0010103025170560167
Position 12818: 0.0007862732660554688
Position 11711: 0.0007269692043960965
Position 11993: 0.0005871420312579558
Position 7099: 0.0004875901701973195
Position 3578: 0.0004773615410264768
Position 12656: 0.00043335604161920036
Position 378: 0.0004205054316543739
Position 11543: 0.00037263763526374714
Position 2782: 0.0003570989502899475
Position 2669: 0.0003451487093153711
Position 671: 0.00030392957760687296
Position 13576: 0.0002770200440574461
Position 13527: 0.0002618568292401366
Position 2654: 0.0002606445079282559
Position 3610: 0.0002522462225459321
Position 786: 0.0002466701702550929
Position 742: 0.0002418539265914933
Position 5119: 0.00020736438272232245
Position 258: 0.000204898695933543
Position 11807: 0.00019094602729183603
Position 449: 0.00018427993216270824
Position 2291: 0.00016104145425961265
Position 12132: 0.00015479198993352886
Position 11661: 0.0001521421397453973
Position 2413: 0.0001478820348147179
Position 12026: 0.00014008319378260795
Position 3543: 0.0001362583961939932
Position 2364: 0.00011954941304630697
Position 8574: 0.00010304112179961224
Position 2324: 7.494666062449403e-05
Position 4315: 6.554372200291982e-05
Position 9581: 6.459467389995675e-05
Position 5986: 2.0204216345154334e-05
Position 3473: 1.1829421738901409e-05
Position 2948: 1.15599401679436e-05
Position 763: 1.1477312209509744e-05
Position 599: 1.1467125730391485e-05
Position 886: 1.1201163342125627e-05
Position 3403: 1.0538493510955261e-05
Position 3332: 9.26367175259466e-06
Position 2913: 8.139395575200401e-06
Position 3191: 7.765294759008953e-06
Position 4717: 7.401752371964426e-06
Position 4636: 7.251714215468354e-06
Position 3653: 7.133525780669918e-06
Position 2878: 6.884193404576122e-06
Position 3296: 6.465476311313096e-06
Position 2983: 6.455034259122882e-06
Position 3018: 6.181766659531952e-06
Position 3226: 6.181595115081831e-06
Position 188: 6.0748194041044116e-06
Position 1409: 5.641983354805525e-06
Position 972: 5.518067179165089e-06
Position 11476: 5.235978674809495e-06
Position 3261: 4.595793011391153e-06
Position 304: 4.265686097104762e-06
Position 2843: 3.940667012050925e-06
Position 1678: 3.078596138497953e-06
Position 415: 2.337083192967248e-06
Position 1180: 1.9078370345186485e-06
Position 1086: 1.8668286610687032e-06
Position 2675: 1.4964019331299009e-06
Position 323: 1.4193296815087925e-06
Position 1730: 9.011871478984298e-07
Position 2348: 3.956224745082845e-07
Position 728: 3.435505116956505e-09
Position 815: 2.6324018887017347e-09
