Gene = CYSRT1
index = 423
Annotated 5SS: [599]
Annotated 3SS: [978]
SMsplice 5SS: [190 599]
SMsplice 3SS: [506 978]
top_k =  500
Partition function (log Z): -5.345828558549001

Sorted 5' Splice Sites (High to Low Probability):
Position 599: 0.9834238841470427
Position 190: 0.6316061605738729
Position 894: 0.11482725661015307
Position 831: 0.08555885124683883
Position 1080: 0.032060448764374264
Position 194: 0.03126505653475731
Position 338: 0.022650631488067827
Position 133: 0.004621943972109188
Position 1198: 0.0019215911217974936
Position 1173: 0.0018453878284394214
Position 357: 0.001837723323288918
Position 1073: 0.0017218076727441183
Position 647: 0.0014552576433744923
Position 26: 0.00072130306908653
Position 1125: 0.00022356227501166867
Position 261: 5.2525900839727374e-05
Position 192: 4.7447596311341006e-05
Position 20: 3.398946653280052e-05
Position 436: 3.319627103952561e-05
Position 425: 2.1646376741077824e-05
Position 1005: 2.144914611617234e-05
Position 1135: 1.5954643864060033e-05
Position 747: 1.2390809786969177e-05
Position 365: 4.635936607058523e-06
Position 350: 3.5890915716792456e-06
Position 428: 1.1936153353710643e-06
Position 586: 1.2353017187269413e-07
Position 921: 1.8162608077709178e-08
Position 952: 1.9271012770670653e-09
Position 946: 6.840638289707118e-10
Position 584: 5.300943729318393e-10
Position 527: 1.5336916398442182e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 978: 0.862589311687242
Position 506: 0.5747855934772846
Position 695: 0.2597391624909773
Position 509: 0.03355713077346152
Position 294: 0.029658378762028606
Position 674: 0.0208664860120997
Position 256: 0.020825329585777687
Position 1223: 0.01801559565616962
Position 1163: 0.015960096213485497
Position 1540: 0.01106024617660721
Position 1396: 0.008759657601906156
Position 916: 0.00675469688798333
Position 375: 0.005651974715108857
Position 540: 0.005544649661341684
Position 1143: 0.0042373112023842896
Position 1421: 0.00408183476787795
Position 516: 0.0039269531295890725
Position 810: 0.0035353864798587614
Position 706: 0.003325246581981272
Position 1264: 0.0031344020020262916
Position 1109: 0.0024107299713215275
Position 1261: 0.0022006947648283873
Position 365: 0.00209250515590306
Position 554: 0.0018976258939473107
Position 1229: 0.0018872127736224175
Position 1033: 0.001682914982074285
Position 1232: 0.0013251760571020479
Position 436: 0.0011034724644195402
Position 1439: 0.00103837702474607
Position 1115: 0.0007070315850317495
Position 721: 0.00045115413203006255
Position 999: 0.00029142213928581693
Position 1445: 0.00028722416758718966
Position 405: 0.00024329309687894728
Position 323: 0.00018813695246283705
Position 830: 0.00018486571477524774
Position 411: 0.00016660071101433856
Position 382: 0.00015555129208089766
Position 753: 0.00014761170236328997
Position 258: 0.00012357774806453665
Position 316: 0.00012280914811159323
Position 1145: 0.0001043159071713849
Position 1642: 0.00010352904816205028
Position 946: 9.521341547603374e-05
Position 1070: 8.793083074283618e-05
Position 1172: 7.80177355960752e-05
Position 598: 7.515108093733883e-05
Position 1179: 7.466188392554452e-05
Position 1554: 6.972893650523197e-05
Position 1426: 6.788222018361627e-05
Position 1073: 6.548257314481142e-05
Position 1477: 5.375660601157455e-05
Position 527: 4.8852165756642427e-05
Position 342: 3.8918986189274906e-05
Position 1563: 3.6349961812483906e-05
Position 1605: 3.568100948949114e-05
Position 928: 3.0940451318261096e-05
Position 1244: 3.0821523109430164e-05
Position 422: 3.0615140215330934e-05
Position 1205: 3.045388146684463e-05
Position 744: 2.3194281799625134e-05
Position 299: 1.7803811904171277e-05
Position 305: 1.644965458679815e-05
Position 477: 1.3085971937263034e-05
Position 1267: 1.1644930607074742e-05
Position 556: 1.1392129706469729e-05
Position 270: 1.0736988975336607e-05
Position 377: 2.8452936817041994e-06
Position 732: 1.4994980796080482e-06
Position 869: 1.0415489105388807e-06
Position 350: 1.0154924514436167e-06
Position 561: 9.716391305188416e-07
Position 634: 3.32401043083176e-07
Position 217: 2.768173918363308e-07
Position 577: 2.144741537137915e-07
Position 726: 1.742708557482409e-07
Position 564: 1.4895340677481655e-07
Position 189: 1.1063569278865187e-07
Position 144: 8.619316498993378e-08
Position 570: 6.01616706257241e-08
Position 1001: 5.789591894352959e-08
Position 645: 5.637663853876423e-08
Position 147: 4.202226791565498e-08
Position 93: 2.5707408098176327e-08
Position 125: 1.0922646719131777e-08
Position 90: 4.231565120479969e-09
Position 572: 4.061528503053923e-09
Position 149: 3.675629372733199e-09
Position 232: 2.2308830545899626e-09
Position 96: 1.5667872585448308e-09
Position 85: 8.808093322624578e-10
Position 100: 3.345504706900993e-10
Position 155: 1.0532275457465968e-10
Position 110: 4.854684698990834e-11
Position 163: 1.9932945163751433e-11
Position 108: 1.9374593900024356e-11
Position 603: 1.3800498630678998e-11
Position 166: 8.163232061605503e-12
Position 157: 2.2507181879187122e-12
Position 198: 1.848238919884813e-12
