Gene = NELFB
index = 936
Annotated 5SS: [  305   764  1122  1748  7916  9051 10673 11120 11780 12040 16916 17309]
Annotated 3SS: [  599  1021  1516  7729  8937 10569 11023 11636 11932 16773 17199 17474]
SMsplice 5SS: [  305   764  1122  7916  9043 10673 11120 11780 12040 16688 16916 17309]
SMsplice 3SS: [  599  1021  7729  8937 10569 11023 11636 11932 16576 16773 17199 17474]
top_k =  500
Partition function (log Z): 28.40436064586377

Sorted 5' Splice Sites (High to Low Probability):
Position 12040: 0.9993846584837904
Position 16916: 0.9891037208250796
Position 11120: 0.9654114714277463
Position 764: 0.9343474835338855
Position 11780: 0.9192614547167588
Position 17309: 0.8689128879393279
Position 7916: 0.8239379487188592
Position 305: 0.8078479999980321
Position 1122: 0.7169781874531783
Position 16688: 0.6882431624742675
Position 10673: 0.6423982356642365
Position 9043: 0.6332216405751221
Position 11528: 0.3700804675811717
Position 9051: 0.33325218136375045
Position 16672: 0.24024932828195705
Position 518: 0.22156406788455654
Position 16220: 0.2155388388299637
Position 15927: 0.1957001620078194
Position 8559: 0.14166266793067256
Position 1097: 0.13593505856113566
Position 1748: 0.13471435583732314
Position 2960: 0.1338920379101532
Position 10841: 0.08698730856122117
Position 8112: 0.08533160695168558
Position 1583: 0.0802712012314689
Position 1250: 0.06719659095664687
Position 7880: 0.0655154862572778
Position 7956: 0.06477418074143493
Position 11533: 0.05428503843679598
Position 6851: 0.05314251052459816
Position 789: 0.05066383542945969
Position 1631: 0.04760537668845699
Position 9322: 0.04748691822792401
Position 6878: 0.03716790496002621
Position 3831: 0.032055124876052964
Position 11524: 0.030956063267604493
Position 11789: 0.02685911004566371
Position 8186: 0.026057846401677947
Position 16700: 0.02552357389209078
Position 11099: 0.01964243228294299
Position 8973: 0.019117592159736577
Position 11800: 0.018155098658998316
Position 16692: 0.016603216052899807
Position 8776: 0.015477720461110936
Position 9057: 0.01211821827486808
Position 14725: 0.011950884209468004
Position 17403: 0.010690939464919667
Position 4282: 0.010076787722769391
Position 11486: 0.008941437034971161
Position 131: 0.008734926493378216
Position 13529: 0.008329624722382713
Position 11323: 0.008226625475391276
Position 1022: 0.007764785058847852
Position 17020: 0.007551786369782034
Position 3952: 0.0073462747659977365
Position 1008: 0.006788697198238236
Position 1065: 0.0062952226359216925
Position 11413: 0.0060403478237503125
Position 768: 0.005502581392994072
Position 17359: 0.005425475035180271
Position 7884: 0.005340313970612351
Position 14539: 0.005061440209678777
Position 8029: 0.004837726908211275
Position 14103: 0.004590094073003185
Position 11867: 0.004572897756929798
Position 12463: 0.004570904163694091
Position 7530: 0.004529664468286199
Position 11429: 0.004404309692309188
Position 15997: 0.003846265392223231
Position 18067: 0.0037864978543101584
Position 13816: 0.0036461908246920266
Position 17399: 0.0025278804147717713
Position 690: 0.002489137164104038
Position 10763: 0.0024020587308252457
Position 17703: 0.0022526228667715752
Position 133: 0.0019422385160404636
Position 16929: 0.0019269335344403386
Position 14720: 0.0016417695973080992
Position 11203: 0.001603820021325512
Position 1316: 0.00159232367320702
Position 11470: 0.0015603438195048631
Position 781: 0.0013632574775275198
Position 17643: 0.0013459873231389085
Position 11416: 0.0011486384382998318
Position 1180: 0.0011332725928006708
Position 728: 0.001007266636561702
Position 1092: 0.0009156094456203585
Position 10958: 0.0008384692372162968
Position 11285: 0.0008040201764954152
Position 11565: 0.0007339253540321777
Position 7784: 0.0007304397324303624
Position 10953: 0.0007039234977630372
Position 9984: 0.0006098261040843314
Position 11808: 0.0006012730458944113
Position 10649: 0.0005972290654845359
Position 12796: 0.0005910053406460761
Position 99: 0.0005227111644033464
Position 10864: 0.0005178599190339315
Position 12090: 0.00048494761122518066
Position 17255: 0.0004650612974168442
Position 873: 0.00041221453147655617
Position 9103: 0.00034647724603808306
Position 14: 0.0003457115844015722
Position 8238: 0.00034569653168494064
Position 17313: 0.00032059270786771846
Position 938: 0.0003065116905812849
Position 17361: 0.0002995634809532913
Position 17012: 0.00028856568098094157
Position 1683: 0.000286764486662793
Position 1347: 0.00028297275316341156
Position 11640: 0.00026628191440875883
Position 11706: 0.0002526426093375824
Position 4052: 0.00022831081969603112
Position 967: 0.000219272093965408
Position 17392: 0.0002022931001704322
Position 16737: 0.00018119703552049482
Position 1561: 0.00017676198850019123
Position 16982: 0.00017157204493674634
Position 11433: 0.0001650561978328984
Position 1310: 0.0001636397301051483
Position 17386: 0.00015600609547390923
Position 3621: 0.00014913561859348996
Position 17345: 0.00014378577562674467
Position 11451: 0.00014100293571077285
Position 11833: 0.0001405496794321707
Position 12109: 0.00012698505058921178
Position 2685: 0.00011451743007060004
Position 10264: 0.00011254901065089596
Position 17024: 0.00010706745921290557
Position 1651: 0.00010464295550144292
Position 408: 0.0001034630569755222
Position 11134: 0.00010298114571511377
Position 11685: 8.392605729566697e-05
Position 11657: 8.086567678202992e-05
Position 16963: 6.0768135571110116e-05
Position 40: 4.572798107926138e-05
Position 11175: 3.74389958771984e-05
Position 435: 3.5502683777810265e-05
Position 488: 3.3631811532439776e-05
Position 551: 3.279440833364676e-05
Position 416: 2.8826328315922553e-05
Position 11161: 2.828372750384761e-05
Position 479: 2.078104278143656e-05
Position 11147: 2.0625584886519283e-05
Position 9009: 1.493151030153593e-05
Position 469: 1.4518017271213231e-05
Position 1343: 1.365991844270992e-05
Position 1396: 1.0589472345427924e-05
Position 430: 9.265272121981344e-06
Position 185: 8.022738929353942e-06
Position 11871: 7.867907139647175e-06
Position 389: 6.81102960739628e-06
Position 205: 6.7756312200302155e-06
Position 298: 5.549890549350922e-06
Position 686: 2.0145644451984423e-06
Position 953: 1.9229806835656566e-06
Position 12057: 1.8760633632197495e-06
Position 421: 1.8331914710659836e-06
Position 610: 1.7246772851660725e-06
Position 5424: 1.6933451348072522e-06
Position 336: 1.643332814819488e-06
Position 580: 1.3187362850225192e-06
Position 364: 1.0460981770714992e-06
Position 532: 7.840508951924982e-07
Position 726: 5.340768331376953e-07
Position 12044: 9.444510041812237e-08
Position 522: 3.987790593998244e-08
Position 12465: 2.863696052211772e-08
Position 911: 3.0687221748632546e-09
Position 796: 1.7386235499244437e-09
Position 11964: 3.58364084361397e-10
Position 230: 1.0035702806041173e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8937: 0.9972717623812771
Position 16773: 0.9958820318307524
Position 11023: 0.9851942761181167
Position 11932: 0.9745390048716913
Position 11636: 0.9698491486112808
Position 7729: 0.9522351596008207
Position 17474: 0.9413432334653755
Position 16576: 0.8844644359911282
Position 599: 0.7014438562325005
Position 10569: 0.600538768882045
Position 17199: 0.5543330694650487
Position 1021: 0.43657102809368675
Position 11412: 0.24510447043805303
Position 632: 0.22146966140654784
Position 962: 0.1993806834142264
Position 15795: 0.1857813837538279
Position 17115: 0.179854266608481
Position 16144: 0.15690235292644308
Position 1516: 0.148513316040337
Position 17179: 0.1429844898689208
Position 956: 0.14017320584830298
Position 11232: 0.12007771348401866
Position 2841: 0.1178060445001717
Position 11438: 0.10584556984841499
Position 8028: 0.10426956120138735
Position 1465: 0.08672658984450939
Position 16557: 0.0828842922883202
Position 870: 0.0793927747294293
Position 10741: 0.07197691061818383
Position 8445: 0.05850259555337027
Position 1184: 0.042676111560763716
Position 9183: 0.04046592210148864
Position 6769: 0.04040704803280115
Position 10522: 0.03885993315504876
Position 6729: 0.034963180840444814
Position 8426: 0.034837765834127295
Position 541: 0.02847447542591823
