Gene = SDCCAG8
index = 1233
Annotated 5SS: [   185  14202  15008  18601  30342  37164  48722  52122  60838  74637
  85118  88276 122808 159774 162021 170503 233085]
Annotated 3SS: [ 14048  14921  18486  30215  37034  48656  51932  60698  74483  84982
  88158 122664 159645 161911 170370 232957 243699]
SMsplice 5SS: [   185    752  14202  15008  18601  30342  36951  37164  48722  51828
  52122  56885  60537  60838  74637  75049  85118  88276 115846 122808
 138440 159774 168435 170503 170781 177094 198496 216581 233085]
SMsplice 3SS: [   638  14048  14921  18486  30215  36824  37034  48656  51730  51932
  56751  60445  60698  74483  74933  84982  88158 115725 122664 138330
 159645 168354 170370 170668 177029 198436 216425 232957 234760]
top_k =  500
Partition function (log Z): -76.55670144800824

Sorted 5' Splice Sites (High to Low Probability):
Position 30342: 0.9999981287334044
Position 18601: 0.9988738536028677
Position 15008: 0.9960294633144008
Position 14202: 0.9886289549590204
Position 48722: 0.982262581489703
Position 37164: 0.9603632705873091
Position 185: 0.9519198668868789
Position 52122: 0.9026270807525836
Position 56885: 0.7534622547188784
Position 51828: 0.6388844927194953
Position 4664: 0.6214535150603246
Position 23287: 0.6149592438824414
Position 5000: 0.5935670670796912
Position 752: 0.5498469666485478
Position 60537: 0.5006159081695141
Position 28158: 0.4649696067684965
Position 26750: 0.41721489684064456
Position 11863: 0.41490139940577647
Position 37439: 0.38449791382189386
Position 5333: 0.38302331739955703
Position 769: 0.36709514922303677
Position 27229: 0.33842429877157165
Position 11868: 0.3304319208801912
Position 11417: 0.3154240015466382
Position 26723: 0.27934431972792334
Position 60787: 0.21116019463032926
Position 6538: 0.20573264373163497
Position 18393: 0.15976622160970527
Position 21136: 0.15109004541396295
Position 38416: 0.13266027933680785
Position 12464: 0.08155279591681434
Position 15960: 0.07705885099817004
Position 20352: 0.06397725067212062
Position 1108: 0.04791657943422869
Position 4400: 0.04691900198959369
Position 37147: 0.03948014719925878
Position 253: 0.03705360475097275
Position 18292: 0.01962406735056794
Position 15766: 0.017040643641716653
Position 18994: 0.016730529758790726
