Gene = DAP
index = 427
Annotated 5SS: [  259 13098 77744]
Annotated 3SS: [13000 77700 80102]
SMsplice 5SS: [  259  4998 10986 13098 15518 28727 80213]
SMsplice 3SS: [ 4870 10879 13000 15441 28587 80102 81111]
top_k =  500
Partition function (log Z): -28.89022783535338

Sorted 5' Splice Sites (High to Low Probability):
Position 13098: 0.9901185872624315
Position 4998: 0.9672032641397702
Position 259: 0.943341028740558
Position 13571: 0.6585672868169716
Position 15518: 0.6406698520955816
Position 10986: 0.5851007773552367
Position 10104: 0.28003773195964715
Position 1030: 0.23703330539622589
Position 16376: 0.2193145630248004
Position 9645: 0.17238962175577976
Position 16674: 0.16820281724011132
Position 8933: 0.1610412389224489
Position 15538: 0.15972668346506305
Position 9250: 0.1467820663447596
Position 16034: 0.1434673894669392
Position 7141: 0.1409091574741268
Position 7765: 0.13833814682517603
Position 7769: 0.10008244308951768
Position 1087: 0.09955397825588798
Position 6964: 0.09424097409889456
Position 1077: 0.09032500879431703
Position 1092: 0.07115641733393714
Position 14300: 0.07011585464900798
Position 27307: 0.06837265873851694
Position 8776: 0.05850556051558717
Position 11807: 0.05197632847145552
Position 4506: 0.049895100660772955
Position 16003: 0.04800207845709822
Position 2354: 0.03845996006330001
Position 9206: 0.03198573697205509
Position 2460: 0.030519558971027056
Position 7517: 0.026918210472780476
Position 2697: 0.022311135761869334
Position 8221: 0.02217371094643451
Position 11167: 0.02180148412322281
Position 8577: 0.02012771781238637
Position 20286: 0.020000626035208097
Position 16372: 0.01982002653376308
Position 6343: 0.017795080883152594
Position 536: 0.01729561433337293
Position 23175: 0.01616836535623969
Position 4351: 0.015373629410671767
Position 2361: 0.014170252608639603
Position 11578: 0.013325407020546175
Position 4204: 0.01312968360919259
Position 21482: 0.012736827790441975
Position 514: 0.011599485470298258
Position 1287: 0.011461092586801927
Position 2001: 0.011043163314472538
Position 13148: 0.009816579467450166
Position 6187: 0.009043032220238008
Position 10135: 0.008800573682197098
Position 8169: 0.00828982528671917
Position 3527: 0.007833307916915038
Position 4701: 0.006744259378958306
