Gene = BCL2L15
index = 130
Annotated 5SS: [ 299 1011 5775]
Annotated 3SS: [ 888 5549 6406]
SMsplice 5SS: [ 299 1011 5775]
SMsplice 3SS: [ 888 5549 6406]
top_k =  500
Partition function (log Z): -3.488802922894844

Sorted 5' Splice Sites (High to Low Probability):
Position 299: 0.9475921169346148
Position 5775: 0.926795963546128
Position 1011: 0.7499925530515763
Position 74: 0.042316435532586655
Position 6009: 0.027312834755594515
Position 5719: 0.024381421384263996
Position 401: 0.009791354976280415
Position 3454: 0.008588122296638964
Position 491: 0.008552132576955557
Position 6286: 0.007472220124211688
Position 5770: 0.007430545008068952
Position 340: 0.005643054406034403
Position 6050: 0.004207444804252766
Position 6477: 0.0036862908827805497
Position 6215: 0.0030998990268689573
Position 5700: 0.002122814251899909
Position 5645: 0.0019673333952571043
Position 1016: 0.0019234674391815426
Position 5806: 0.0017258197182973048
Position 4191: 0.0016885758259183553
Position 6202: 0.001500827694109788
Position 304: 0.0014808245175897759
Position 320: 0.0012118929019114572
Position 330: 0.0011769041342927368
Position 256: 0.001118233433832336
Position 1035: 0.0008983092850565909
Position 1178: 0.0007859585455811113
Position 574: 0.0005345451453646209
Position 2896: 0.000407922444162356
Position 6382: 0.0003627810081013108
Position 1808: 0.0003418102891093346
Position 3064: 0.000317150718144495
Position 943: 0.0003077552621831205
Position 5597: 0.00027570980198610926
Position 2966: 0.00026034818536995504
Position 1141: 0.0002566888088113772
Position 4034: 0.00023291975442651364
Position 3389: 0.00021272605049900355
Position 1558: 0.00018348548848218252
Position 1122: 0.00017982313588808533
Position 289: 0.00017377077119200933
Position 1091: 0.0001408179697325244
Position 6101: 0.00013448692878306493
Position 5779: 0.0001320243668712315
Position 623: 0.00012421598689237593
Position 56: 0.00012130309883831947
Position 716: 0.00011662764423354054
Position 5663: 8.831779145587453e-05
Position 474: 7.149119948839562e-05
Position 643: 6.205418735543328e-05
Position 6137: 5.267520302157841e-05
Position 5688: 3.852298693444461e-05
Position 5975: 3.650850224594923e-05
Position 448: 3.6250410688607274e-05
Position 451: 3.5227999136193505e-05
Position 280: 3.436705149758436e-05
Position 5964: 2.9363144225036217e-05
Position 426: 2.218251342602226e-05
Position 6727: 1.99890738013555e-05
Position 32: 1.806802932752385e-05
Position 214: 1.627195937208585e-05
Position 568: 1.5131747429262127e-05
Position 419: 1.1817103614179596e-05
Position 6609: 9.193341134696163e-06
Position 6695: 8.295967978670608e-06
Position 6737: 8.082040020637013e-06
Position 133: 7.349265877448045e-06
Position 1602: 4.323271018467639e-06
Position 748: 2.909999920155118e-06
Position 496: 2.2228665912769048e-06
Position 86: 2.1311735204285213e-06
Position 405: 2.0104996917836655e-06
Position 695: 1.9237955846012233e-06
Position 361: 1.2399762873546775e-06
Position 374: 5.672322899793486e-07
Position 6139: 5.070788252111595e-07
Position 41: 4.1367849933613194e-07
Position 98: 2.887293072009591e-07
Position 17: 1.18321141993219e-07
Position 15: 4.7591302877444933e-08
Position 1221: 3.6441710823766034e-08
Position 100: 2.5421496782733994e-08
Position 1236: 6.525145247037839e-09
Position 938: 2.646621799335508e-09
Position 950: 2.336830532577066e-09
Position 138: 7.309000972387775e-10
Position 278: 5.727088549563127e-10
Position 862: 1.5016469520466232e-10
Position 493: 6.225005250531056e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5549: 0.9485968687470392
Position 6406: 0.7591013170536817
Position 888: 0.7380073095571733
Position 6284: 0.1851634986767679
Position 5878: 0.03265267599483824
Position 5914: 0.027038320600942863
Position 5553: 0.015579894617774011
Position 891: 0.011575393453409811
Position 6385: 0.008973422915438508
Position 146: 0.007910269633228531
Position 6353: 0.00683792631769327
Position 6536: 0.00514470296175321
Position 6580: 0.0044916803516073
Position 3309: 0.004469658181936135
Position 195: 0.004093899425855844
Position 383: 0.0036313747713327296
Position 830: 0.003387437779924746
Position 6147: 0.0031237045122804903
Position 177: 0.002584526547986115
Position 5420: 0.0023044082938101455
Position 3260: 0.0021989563635239104
Position 6823: 0.0021723449581598844
Position 3278: 0.001806939866768405
Position 4068: 0.0016940374045111399
Position 5587: 0.0016879738172362686
Position 6263: 0.0016582280348303086
Position 5495: 0.0012386417749898585
Position 255: 0.0011710209972767246
Position 757: 0.0008598799941554667
Position 5688: 0.0008223898612401132
Position 950: 0.0007502711546966637
Position 857: 0.0005800465496255835
Position 2896: 0.000567040822972825
Position 159: 0.000522523247365536
Position 5886: 0.0004563126768147563
Position 400: 0.00044925206232016777
Position 4479: 0.0004129407651709473
Position 5942: 0.00040658635930813545
Position 2832: 0.0003837129744257913
Position 3766: 0.0003791488714060556
Position 6333: 0.0002919282878363127
Position 1334: 0.0002828648572285852
Position 5805: 0.00019385046551499674
Position 1137: 0.00016954396413025222
Position 6706: 0.00016896433999444524
