Gene = IL7R
index = 698
Annotated 5SS: [  211  4142 10615 14365 16800 17694 18739]
Annotated 3SS: [ 4002 10456 14206 16630 17599 18662 19133]
SMsplice 5SS: [  211  4142 10615 14365 16800 18739]
SMsplice 3SS: [ 4002 10456 14206 16630 18662 22221]
top_k =  500
Partition function (log Z): 2.41384115378899

Sorted 5' Splice Sites (High to Low Probability):
Position 4142: 0.9988145882450807
Position 211: 0.979309330593953
Position 14365: 0.9698520771802228
Position 16800: 0.8585675620409549
Position 18739: 0.8208837764291145
Position 10615: 0.5317065719009866
Position 11473: 0.48305109553860426
Position 21898: 0.3815299657240498
Position 14777: 0.3542827228577613
Position 10994: 0.35280323055347196
Position 20706: 0.32378688565487584
Position 10566: 0.27512814586660056
Position 19641: 0.18932351365998284
Position 19666: 0.1753147151301424
Position 7569: 0.12726141315960218
Position 624: 0.10408634641939087
Position 13950: 0.08451646081324768
Position 17694: 0.06947777733690076
Position 19558: 0.0569511386726166
Position 10473: 0.054423866269222985
Position 12108: 0.04698253526271502
Position 2035: 0.04168707274680038
Position 18413: 0.03413544611414966
Position 2518: 0.03364801850678438
Position 14301: 0.030147850339294298
Position 3315: 0.027852474256959872
Position 18224: 0.026941879428052977
Position 19222: 0.024005352012978296
Position 10900: 0.02356110936390011
Position 19143: 0.023365952305485434
Position 12595: 0.02176503833480981
Position 11507: 0.01957735808698696
Position 17161: 0.01915818894704182
Position 7136: 0.015964383303344508
Position 17909: 0.013568223233273445
Position 5439: 0.011359253585511387
Position 12388: 0.011107059262091138
Position 3397: 0.010626145504925303
Position 9257: 0.00974496030558304
Position 21294: 0.009055788596733182
Position 20719: 0.008582093934989689
Position 18836: 0.008347573259747935
Position 7930: 0.00818202358505353
Position 2513: 0.007733873908222069
Position 6877: 0.007710909042676228
Position 18722: 0.006278101363815446
Position 142: 0.004526960452144025
Position 5471: 0.004494062328366776
Position 3387: 0.004452658671602171
Position 3: 0.004377965079023213
Position 2723: 0.004310308414655906
Position 8345: 0.0042794382091229394
Position 10685: 0.003792863541209998
Position 8286: 0.003559348397686116
Position 12624: 0.003535210647190298
Position 18852: 0.0029647722057701844
Position 11567: 0.0028999412190931287
Position 267: 0.0026122470025049024
Position 4329: 0.0025912098979005756
Position 10826: 0.002518062360186614
Position 6674: 0.0024077281675245095
Position 3061: 0.002009892491011101
Position 8820: 0.0016888603180856643
Position 19871: 0.0016556616262322628
Position 6678: 0.001653820413874423
Position 21321: 0.0016207925186275797
Position 4501: 0.0015713882716230836
Position 17356: 0.0015044312133851057
Position 17720: 0.0014700181055132527
Position 8233: 0.001395085612426346
Position 4885: 0.0013940985392701933
Position 5916: 0.001315889359324968
Position 13160: 0.001227493617927575
Position 13369: 0.00122135639059902
Position 2085: 0.0012164288512630356
Position 2040: 0.0011274008671149202
Position 10635: 0.0009979921125389231
Position 2804: 0.0009430609485644085
Position 3067: 0.0008532796790619952
Position 19084: 0.0008002191404588674
Position 18752: 0.0007701978712223907
Position 3826: 0.0006605933571269564
Position 12: 0.0005978864561137544
Position 3822: 0.0005910658560502032
Position 539: 0.0005839935174938043
Position 2499: 0.000463619680474913
Position 3353: 0.0003483931877947362
Position 3319: 0.00030050408739401986
Position 1590: 0.0001727543629462712
Position 629: 0.0001326469570596874
Position 3337: 0.00011644245677837932
Position 702: 9.791510254260346e-05
Position 1314: 8.528609761455997e-05
Position 3401: 8.197331634628896e-05
Position 3580: 8.020372185216489e-05
Position 4152: 7.410717701800938e-05
Position 2745: 6.420559110335893e-05
Position 9535: 4.023856048759521e-05
Position 11340: 3.5219867830671884e-05
Position 4959: 1.802203353400961e-05
Position 4691: 1.0620466910486215e-05
Position 305: 8.848221269788398e-06
Position 2280: 8.789996412803267e-06
Position 2248: 8.272409903677332e-06
Position 4834: 7.45271710875155e-06
Position 5059: 7.132780339858872e-06
Position 4572: 4.811304437996591e-06
Position 5050: 4.592121666697605e-06
Position 5038: 4.178664715544612e-06
Position 4062: 4.091152551646932e-06
Position 4562: 4.050898571419629e-06
Position 177: 3.554636155017572e-06
Position 1454: 2.493047708375694e-06
Position 4866: 1.93437006099534e-06
Position 4784: 1.8561360488910755e-06
Position 4567: 1.8131359235762016e-06
Position 159: 1.423521259088025e-06
Position 226: 1.3656274009775084e-06
Position 449: 1.1652931489009026e-06
Position 414: 9.130750326094518e-07
Position 260: 8.901917088682652e-07
Position 193: 6.987972824070957e-07
Position 215: 4.7401779194336027e-07
Position 252: 4.058649168557978e-07
Position 522: 4.0149973363310215e-07
Position 447: 3.777122953159898e-07
Position 4090: 3.285478351951586e-07
Position 501: 3.0462478539584034e-07
Position 462: 2.8669651982381955e-07
Position 396: 2.6829304703647654e-07
Position 4164: 2.2032466313394535e-07
Position 399: 1.870793634451068e-07
Position 516: 1.437946167816006e-07
Position 293: 1.054396188199322e-07
Position 316: 6.583564917003819e-08
Position 340: 2.7497825808231092e-08
Position 40: 1.3821210907546696e-08
Position 355: 7.298804344442098e-11
Position 275: 5.120874372424373e-11
Position 180: 1.9927142407807965e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14206: 0.9556171419554784
Position 10456: 0.8386634426213836
Position 18662: 0.8378700326640282
Position 22221: 0.8116853025285181
Position 4002: 0.7876900986997084
Position 16630: 0.6233851863443121
Position 19414: 0.5163600736748855
Position 21760: 0.36291629466921477
Position 20626: 0.2593314647729527
Position 11321: 0.24573563264526266
Position 10795: 0.2168116727966777
Position 14652: 0.20278381670995946
Position 11299: 0.17304539509954397
Position 3980: 0.15498944638289014
Position 10825: 0.11672223024352255
Position 16669: 0.10781709399265291
Position 17599: 0.08497445834663511
Position 20574: 0.07566732779894558
Position 14691: 0.07243834325357479
Position 19133: 0.07071637575055253
Position 16605: 0.06846916982582164
Position 11282: 0.06250726266162594
Position 525: 0.05726466924673386
Position 13839: 0.05344638103782009
Position 4051: 0.04504928933686336
Position 18129: 0.044409095042447486
Position 3255: 0.04208969215595943
Position 7355: 0.04189759209088069
Position 10899: 0.04185398270036516
Position 7452: 0.04013414394942479
Position 14178: 0.03981238019862394
Position 2401: 0.03401219696207112
Position 7473: 0.0325416345488558
Position 21831: 0.029864717450746772
Position 16647: 0.029322905429736635
Position 14586: 0.029096962622940148
Position 11940: 0.027885914076990655
Position 1882: 0.02371799706586101
Position 11426: 0.020907214285886645
Position 18397: 0.01985358821242312
Position 13858: 0.019185065270972593
Position 16492: 0.01896047810663691
Position 14548: 0.01883880353047484
Position 12434: 0.017413411424005376
Position 12047: 0.016247226211220028
Position 556: 0.015524516044739162
Position 14677: 0.015462973352575527
Position 7055: 0.015303154701000419
Position 5300: 0.014441051973763146
Position 10228: 0.013750009669158233
Position 12248: 0.011107059262091138
Position 16736: 0.010589315615896377
Position 21645: 0.010466070418632293
Position 18440: 0.010311796132835536
Position 13904: 0.010004471248670618
Position 7316: 0.009792043537644348
Position 12431: 0.007886837557994724
Position 1959: 0.00786430637125775
Position 4005: 0.007382339549769197
Position 10411: 0.007315201416180704
Position 14490: 0.007115307318529953
Position 6794: 0.006907827107207976
Position 9148: 0.006839670501241303
Position 21026: 0.006487862170627406
Position 21180: 0.006429848603148994
Position 8232: 0.006216554329738168
Position 1840: 0.006055715866771147
Position 14602: 0.005692225564206561
Position 21966: 0.005648210475373634
Position 593: 0.00531296089723945
Position 16900: 0.004955365333075065
Position 16973: 0.00494535229986305
Position 127: 0.004800089539348762
Position 2380: 0.004765155191235143
Position 491: 0.004738662645875152
Position 14182: 0.004570460540392525
Position 6574: 0.004312574474007628
Position 10492: 0.004309166511957166
Position 452: 0.004288770603376521
Position 7873: 0.003833919116164512
Position 2616: 0.00361800097471864
Position 17085: 0.0035555487961803356
Position 11323: 0.003289191143213962
Position 10688: 0.003285307693157989
Position 21207: 0.0031686261698731216
Position 20126: 0.0028830093500755807
Position 12064: 0.0028493949745043447
Position 21320: 0.00282800471353539
Position 18490: 0.002643513454611411
Position 20944: 0.0026284043773337883
Position 4211: 0.0024469294449816956
Position 7645: 0.0023738684699032417
Position 17128: 0.0022974550637903457
Position 1933: 0.0022363114965754756
Position 10357: 0.002220828315714539
Position 1900: 0.0022150772698957344
Position 17201: 0.0021330153218225294
Position 17836: 0.0019903564377609
Position 7786: 0.001974235998985776
Position 13811: 0.001880560561289032
Position 2926: 0.0018759169484896588
Position 17043: 0.0017350902234252136
Position 18261: 0.0017332410680763952
Position 9223: 0.001713789655983781
Position 447: 0.0016372899973182715
Position 3954: 0.0016157703516044863
Position 21456: 0.0015288260162746785
Position 5350: 0.0014122639401150155
Position 4409: 0.0013980615818829816
Position 372: 0.0013883192408075035
Position 2619: 0.0012751683807682836
Position 3725: 0.0012522606558648007
Position 13049: 0.0012274936179275753
Position 13274: 0.001221356390599019
Position 8165: 0.001167268297060072
Position 2330: 0.0011302826910197586
Position 7502: 0.0011268341688491531
Position 18585: 0.0011201545088984218
Position 4806: 0.0010463636190894364
Position 8592: 0.0010396923936379229
Position 3934: 0.0010392830385872744
Position 14700: 0.0010360688671489401
Position 17007: 0.0010290261931833328
Position 8137: 0.0009907827130413074
Position 2468: 0.0009729183060778912
Position 3915: 0.0009709354030199974
Position 2428: 0.0009556620048446255
Position 22627: 0.000921598158432219
Position 2942: 0.0009075492155761362
Position 8143: 0.0008592668793958548
Position 20792: 0.0008019823810663394
Position 3266: 0.0007884624215560396
Position 7190: 0.0007663729080295007
Position 5740: 0.0007656361779046087
Position 16937: 0.0007613753860613175
Position 14448: 0.0007308228449581256
Position 9175: 0.0006625365615987765
Position 8766: 0.0006491679244477414
Position 19618: 0.0006029422038653222
Position 22169: 0.0005605986507174787
Position 19044: 0.0005396313167058966
Position 9107: 0.0005289635867591815
Position 1990: 0.0005252111996987106
Position 7165: 0.0005189077218751876
Position 19721: 0.0005064314293128582
Position 14622: 0.0004795834527343228
Position 17329: 0.00047476864569840846
Position 7253: 0.0004578978535358373
Position 14731: 0.00044946853324554815
Position 19806: 0.00044393403372342574
Position 7124: 0.0004307675136830475
Position 3194: 0.0004260323173895469
Position 15040: 0.00042560390206561907
Position 1972: 0.000402691520935663
Position 3151: 0.00039463045353580747
Position 504: 0.0003698758718981708
Position 5664: 0.0003680091310806399
Position 6832: 0.00033182316459435727
Position 15107: 0.0003018380610475333
Position 617: 0.0003006663970548546
Position 1747: 0.00029296775089409933
Position 4769: 0.00028076163129650507
Position 2668: 0.0002681864023962256
Position 21288: 0.000255057967306051
Position 1771: 0.0002198666302717449
Position 316: 0.00021114950239857686
Position 6533: 0.00020542310884411844
Position 21051: 0.00020262699338187193
Position 6711: 0.0002011405442280584
Position 19178: 0.00020088719087007137
Position 19463: 0.00019334459705346333
Position 4334: 0.0001930750312262208
Position 1809: 0.00018980082343891661
Position 5896: 0.0001822440503397195
Position 427: 0.00018132673374430128
Position 407: 0.00016371351761709362
Position 14428: 0.0001582743269295963
Position 340: 0.0001450665938824468
Position 4260: 0.00014403815967293726
Position 4020: 0.00013825144158724012
Position 2004: 0.00010192003201303029
Position 4833: 0.00010069281608756187
Position 1459: 0.00010045993566808588
Position 3099: 8.929421124954851e-05
Position 16323: 8.762299374319241e-05
Position 1178: 8.441870287739465e-05
Position 11278: 7.891887698176442e-05
Position 2972: 7.601975934987937e-05
Position 3050: 7.052676753498611e-05
Position 17160: 6.764797728322357e-05
Position 1447: 6.704421400207087e-05
Position 1814: 6.587621018784278e-05
Position 2279: 6.364307103011685e-05
Position 414: 5.431354413607345e-05
Position 2214: 5.122474538307816e-05
Position 559: 4.9849072622017e-05
Position 2270: 4.875080703055974e-05
Position 1846: 4.151156944844011e-05
Position 9348: 4.023856048759521e-05
Position 6420: 1.7918444812136797e-05
Position 4055: 1.1602191813830503e-05
Position 6773: 1.0940851578505752e-05
Position 6744: 1.0073250743764717e-05
Position 6677: 9.798850334742778e-06
Position 6435: 9.784141459077018e-06
Position 2024: 8.665939826336972e-06
Position 7168: 6.3149558608520415e-06
Position 286: 5.916491878853475e-06
Position 4944: 4.9282576679002475e-06
Position 2084: 4.799929925378176e-06
Position 1389: 3.3847535539219803e-06
Position 7546: 3.307511912445975e-06
Position 2650: 2.5042596137326524e-06
Position 141: 2.4336262845947416e-06
Position 4100: 2.3926845811274304e-06
Position 4107: 2.3586293725031714e-06
Position 4623: 2.247673742570745e-06
Position 2854: 2.036003443821784e-06
Position 177: 1.9820274010651326e-06
Position 6818: 1.9786876594356363e-06
Position 2070: 1.8397578939020236e-06
Position 1490: 1.828605855455217e-06
Position 4926: 1.81012632312472e-06
Position 2183: 1.6586553463874108e-06
Position 2117: 1.652596856024927e-06
Position 2886: 1.650243213600513e-06
Position 4672: 1.6437821343928598e-06
Position 2750: 1.5455639214514334e-06
Position 3838: 1.3337405182399467e-06
Position 4272: 1.0367585207656456e-06
Position 4586: 7.702962912809293e-07
Position 1245: 7.30950903619504e-07
Position 1473: 6.422668133129544e-07
Position 1383: 6.380355731208817e-07
Position 1304: 5.930910796971417e-07
Position 424: 5.842316174944906e-07
Position 16446: 4.772829780793738e-07
Position 605: 4.688925657870094e-07
Position 1146: 4.6636947021872106e-07
Position 4341: 4.347133396140069e-07
Position 539: 4.3421621250375977e-07
Position 1727: 4.3334215299794755e-07
Position 379: 4.049322240950237e-07
Position 1515: 3.5063451781298687e-07
Position 1719: 2.5284995284591833e-07
Position 2411: 1.9520391097249885e-07
Position 2009: 1.8991184606131935e-07
Position 2336: 1.74867143695365e-07
Position 3165: 1.5687642758703014e-07
Position 1053: 1.1339084608815778e-07
Position 2285: 1.0940235388499252e-07
Position 2730: 7.230737719894513e-08
Position 1030: 3.886368935174966e-08
Position 1342: 3.0544545010638824e-08
Position 297: 3.018186713911749e-08
Position 255: 1.4373253223452617e-08
Position 275: 4.934714486366429e-09
Position 193: 4.520442424284716e-09
Position 266: 1.1143806443353179e-09
Position 189: 7.392324682791988e-10
Position 226: 4.882720424413576e-10
Position 293: 1.4922418884387277e-10
Position 215: 3.4845760938696776e-11
