Gene = LCE5A
index = 769
Annotated 5SS: [155]
Annotated 3SS: [669]
SMsplice 5SS: [155]
SMsplice 3SS: [854]
top_k =  500
Partition function (log Z): -8.458229328579254

Sorted 5' Splice Sites (High to Low Probability):
Position 155: 0.8435908850885788
Position 159: 0.10272368433031946
Position 129: 0.022917208915817503
Position 3: 0.01678522561080395
Position 1093: 0.013581473350341374
Position 539: 0.009963669504661977
Position 737: 0.005322529066050275
Position 350: 0.0017694625341048557
Position 75: 0.0016287814526680564
Position 366: 0.0014827640580233874
Position 496: 0.0011865929859016132
Position 783: 0.001097968280962297
Position 1104: 0.0010898560277253185
Position 229: 0.0008582887552490424
Position 761: 0.0007045178456610239
Position 433: 0.0006647090768878702
Position 199: 0.0003549156790455245
Position 759: 0.00031292116429563663
Position 242: 0.00018356478587681688
Position 771: 0.00015777161942000408
Position 484: 0.00015591172460478582
Position 37: 0.00013380307275710676
Position 148: 7.179599169106188e-05
Position 490: 2.974052865119584e-05
Position 69: 2.8631762791814377e-05
Position 809: 2.439188093392881e-05
Position 587: 1.9342760296671522e-05
Position 43: 1.7574214065306403e-05
Position 1108: 1.684595363670401e-05
Position 438: 2.3204345063800745e-07
Position 441: 1.6527167024751602e-07
Position 260: 1.6034023583697422e-07
Position 358: 1.288254067448695e-07
Position 289: 1.1860499125181866e-07
Position 773: 8.886931719911893e-08
Position 8: 8.200834323697277e-08
Position 275: 7.417923757511364e-08
Position 785: 4.1407235035335727e-08
Position 192: 3.9372298370966734e-08
Position 373: 3.4288008627355136e-08
Position 221: 3.032816856090581e-08
Position 531: 2.7068863071256394e-08
Position 323: 2.0734089171141304e-08
Position 403: 1.9889732320206792e-08
Position 307: 9.660623806979554e-09
Position 435: 7.29731155721313e-09
Position 45: 2.7762402219802676e-09
Position 253: 2.260433993112125e-09
Position 451: 9.765200803079595e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 854: 0.491416458111871
Position 669: 0.39359965457478435
Position 1028: 0.026581410189136245
Position 299: 0.025812926998041625
Position 872: 0.01728163560087338
Position 832: 0.0150536937639802
Position 939: 0.010601078894525507
Position 1204: 0.008485882510449379
Position 1252: 0.008396393133431764
Position 807: 0.005000720243145807
Position 332: 0.004278874016574531
Position 620: 0.0031003150251565346
Position 632: 0.0028087709833319115
Position 908: 0.0027492382333950435
Position 1319: 0.002619866877507833
Position 679: 0.001150983299899557
Position 688: 0.0008551518178267284
Position 1258: 0.0008144588483807189
Position 1001: 0.0008111331118602466
Position 705: 0.0006403646212879026
Position 1288: 0.0005877710854508653
Position 918: 0.0005353976091847286
Position 461: 0.0005090525700454793
Position 1274: 0.00032987069773067376
Position 814: 0.00030379829872635147
Position 1146: 0.0002856419596696626
Position 989: 0.00025861225643885233
Position 638: 0.00022789254218324266
Position 947: 0.00022344353715392625
Position 304: 0.00021478444019355623
Position 596: 0.00018302923132704457
Position 759: 0.00012265167168596064
Position 959: 0.00011320017822110468
Position 965: 0.00010627979436723873
Position 489: 0.00010363368294026551
Position 1060: 7.533412440586793e-05
Position 428: 7.326444651100982e-05
Position 783: 6.98984302382146e-05
Position 228: 6.86007210373276e-05
Position 349: 5.435279819075173e-05
Position 702: 5.162279690466134e-05
Position 269: 3.389546189798026e-05
Position 879: 2.9733037601406318e-05
Position 221: 2.716576816709873e-05
Position 771: 2.2472472384316516e-05
Position 941: 2.1324209404881006e-05
Position 93: 2.091380348569178e-05
Position 1036: 1.9542274598312357e-05
Position 1076: 1.556699123375347e-05
Position 464: 1.1334873702612114e-05
Position 1070: 1.0787688876622973e-05
Position 97: 9.106231423199088e-06
Position 1296: 8.479499042892672e-06
Position 343: 7.307258719763097e-06
Position 1112: 6.992038453306003e-06
Position 457: 6.985418486622531e-06
Position 1092: 6.797177263160976e-06
Position 1063: 6.4489143703621214e-06
Position 525: 5.401549287763369e-06
Position 310: 5.330416076841883e-06
Position 365: 5.197808034524198e-06
Position 690: 4.999883236044939e-06
Position 1212: 4.780944392822209e-06
Position 1166: 4.669934440626134e-06
Position 1101: 4.488860294409134e-06
Position 1217: 4.440726033951724e-06
Position 74: 4.179708509833178e-06
Position 192: 3.3482685157948113e-06
Position 80: 3.2972320489183537e-06
Position 128: 9.287395022456003e-07
Position 363: 8.211656029120631e-07
Position 975: 5.885268925421974e-07
Position 141: 4.133729395891869e-07
Position 146: 4.1075061943109145e-07
Position 483: 2.826646233298322e-07
Position 899: 1.6438692690612241e-07
Position 370: 1.4817782067252873e-07
Position 496: 7.554467558055755e-08
Position 102: 6.440172962219847e-08
Position 307: 5.9207937568756895e-08
Position 112: 9.727590449831762e-09
Position 199: 8.321808869875082e-09
Position 122: 6.527597772895227e-09
Position 537: 3.0578212563895665e-10
Position 379: 2.2264735935566172e-10
Position 109: 1.2542187853748932e-12
