Gene = FBXW12
index = 547
Annotated 5SS: [ 102  639 1127 1487 3254 6308 7340 8694 9660 9867]
Annotated 3SS: [  464  1088  1328  3134  6097  7180  8482  9480  9735 22315]
SMsplice 5SS: [ 102 1243 1487 3254 6308 9660 9867]
SMsplice 3SS: [ 1088  1328  3134  6097  9571  9735 15349]
top_k =  500
Partition function (log Z): -3.4533837575465784

Sorted 5' Splice Sites (High to Low Probability):
Position 6308: 0.9563147624981536
Position 9867: 0.9388466897853456
Position 9660: 0.9120969787620553
Position 3254: 0.8700330566155556
Position 1487: 0.8235873533084842
Position 1243: 0.6574671574894069
Position 102: 0.5826351937231903
Position 7340: 0.36553230089033384
Position 188: 0.28830342711921453
Position 7587: 0.2413928294247169
Position 639: 0.21811809038638624
Position 7596: 0.16014817105307244
Position 8694: 0.11333440903989928
Position 12950: 0.10090997563739262
Position 5827: 0.07367700392141563
Position 1237: 0.06603775997777953
Position 14524: 0.05968739261314197
Position 5202: 0.056674378123072466
Position 1493: 0.0547149222938908
Position 1127: 0.04864628827043476
Position 14974: 0.047630760747239424
Position 630: 0.046614576927126825
Position 334: 0.0416712710322651
Position 4867: 0.036824869853056934
Position 324: 0.033321795603153626
Position 1434: 0.02672384322411231
Position 1471: 0.026667530893081725
Position 1919: 0.01601373136574444
Position 7197: 0.015213855179505752
Position 13913: 0.014695861187587542
Position 1499: 0.0144137393010846
Position 9399: 0.013121500400448682
Position 6048: 0.01288535399385819
Position 529: 0.012800032864494909
Position 12416: 0.009514169949341596
Position 5844: 0.007681725641712435
Position 390: 0.007140009970195838
Position 36: 0.006416632350819
Position 255: 0.005978608997907377
Position 7263: 0.005050095787757762
Position 284: 0.00495683407099622
Position 621: 0.004804473098494013
Position 1723: 0.004134185544544448
Position 3351: 0.0040999890315871635
Position 5771: 0.003402648181380771
Position 4312: 0.002770955977032926
Position 1218: 0.002332552187316423
Position 743: 0.0022080872618395237
Position 3050: 0.002079683961333575
Position 1247: 0.001590278113282532
Position 1869: 0.001570078189151135
Position 201: 0.0013217922261756698
Position 3377: 0.0010001983253085885
