Gene = LINC00694
index = 785
Annotated 5SS: [85]
Annotated 3SS: [1123]
SMsplice 5SS: [999]
SMsplice 3SS: [1123]
top_k =  500
Partition function (log Z): -11.101487662044146

Sorted 5' Splice Sites (High to Low Probability):
Position 271: 0.40179638257492034
Position 999: 0.35568179219205237
Position 85: 0.19179715937399236
Position 302: 0.04170325573294659
Position 1018: 0.01587840142007395
Position 1136: 0.014316560485905409
Position 1124: 0.011316297129297971
Position 846: 0.00921834958188519
Position 193: 0.00765869274161919
Position 154: 0.006789566603672297
Position 817: 0.0050874163480336895
Position 458: 0.003841699561647456
Position 1011: 0.003505094910145276
Position 743: 0.003245326486528782
Position 407: 0.002235167445922569
Position 171: 0.0019424008992885231
Position 264: 0.0014667276524195844
Position 146: 0.0013737394184563912
Position 859: 0.0012465426286157961
Position 515: 0.0009541967171586199
Position 984: 0.0007418705698843872
Position 512: 0.0004822671100220441
Position 72: 0.0004522114802032554
Position 676: 0.0004442179214575773
Position 306: 0.0003944763234447481
Position 947: 0.00031501799025951535
Position 30: 0.0002800873166839325
Position 311: 0.00023554301073096218
Position 623: 0.00020307695736696704
Position 586: 0.00019482486864522437
Position 788: 0.00017479227073763446
Position 580: 0.00017138241927853388
Position 601: 0.00014955025388471143
Position 575: 0.00014686305998961124
Position 821: 0.00014507205864794002
Position 138: 0.00010289958146207874
Position 365: 9.310608576614386e-05
Position 156: 5.5121953893504085e-05
Position 868: 5.409427628064903e-05
Position 1283: 4.249306636934003e-05
Position 613: 3.458572179225865e-05
Position 374: 3.189427076997709e-05
Position 1428: 2.3592012621226523e-05
Position 519: 1.4092525393064448e-06
Position 6: 1.0559054243833632e-06
Position 451: 6.513614971492693e-07
Position 485: 5.328753370886645e-07
Position 287: 3.3754878734957473e-07
Position 877: 2.839478683224143e-07
Position 854: 1.4167977370159425e-07
Position 198: 3.831074244583899e-08
Position 255: 2.3301584197468744e-08
Position 70: 6.797526283748999e-09
Position 15: 3.6969394255124943e-09
Position 17: 2.696417903029398e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.7834807904272598
Position 629: 0.08626666849226625
Position 1218: 0.04848764392259066
Position 845: 0.040031366847082465
Position 655: 0.024518495086277767
Position 399: 0.022138495954288726
Position 1478: 0.0206746654044536
Position 1629: 0.009269153306193647
Position 209: 0.006148496866442074
Position 901: 0.005147436587085746
Position 1221: 0.004576932790537023
Position 1412: 0.0036346284763159376
Position 1451: 0.0029414161205001082
Position 1656: 0.002709860030488818
Position 1548: 0.002708554101744254
Position 974: 0.0027051769616665026
Position 670: 0.002055493579067349
Position 169: 0.0015711636601288639
Position 947: 0.0013719635625512713
Position 882: 0.0012969555198656388
Position 1366: 0.001000746218234388
Position 1353: 0.0010006019920606706
Position 821: 0.0009808534649770665
Position 327: 0.0008040334969209022
Position 1682: 0.0007465283322352801
Position 978: 0.0007182424558776377
Position 927: 0.0006710145597024315
Position 374: 0.0006481993199614419
Position 911: 0.0006139431115713411
Position 1514: 0.0005772494698666335
Position 1155: 0.0005057759583711196
Position 1798: 0.00046250117835990045
Position 1372: 0.00043189998126760235
Position 264: 0.00039424329970100345
Position 1248: 0.00032458709805865835
Position 532: 0.0002813183842639464
Position 1188: 0.0002723620809932906
Position 526: 0.0002651356872461139
Position 1017: 0.0002584050993043831
Position 1275: 0.000255767287339152
Position 1023: 0.0002553610486956902
Position 914: 0.00023696422739981782
Position 1133: 0.0002208567770611838
Position 1326: 0.00021267244848529178
Position 735: 0.00019329241961828537
Position 1311: 0.0001651583523282172
Position 1165: 0.0001648487716262496
Position 437: 0.0001625632388637318
Position 951: 0.00013301923969253983
Position 512: 0.00013199598996051437
Position 296: 0.0001155627711918473
Position 180: 0.00011508643294735203
Position 850: 0.000111526800203949
Position 292: 9.722545483005138e-05
Position 1783: 9.534892150620456e-05
Position 1304: 9.331316110187197e-05
Position 1193: 8.118736098849144e-05
Position 1149: 6.774404130509031e-05
Position 451: 6.09504758224394e-05
Position 192: 5.9263640745808535e-05
Position 485: 5.586240267551824e-05
Position 599: 5.1900671115208905e-05
Position 779: 4.502559391993004e-05
Position 868: 2.6220860470497978e-05
Position 1579: 2.57141789155541e-05
Position 1728: 1.8470141873585106e-05
Position 743: 1.544185646116323e-05
Position 940: 1.465607331252568e-05
Position 723: 1.1712226290972349e-05
Position 859: 1.0349619295266875e-05
Position 746: 7.817641677068366e-06
Position 999: 7.70567440993276e-06
Position 997: 7.2722935557584564e-06
Position 764: 6.731070795860138e-06
Position 222: 3.556237430279341e-07
Position 246: 1.829914294298759e-07
Position 378: 5.865693622036673e-08
Position 271: 3.665439629249951e-08
Position 138: 3.324101377424092e-08
Position 150: 3.167664151642607e-08
Position 302: 8.991861308373317e-09
Position 275: 1.019488628176254e-09
Position 154: 3.5394149906889767e-10
Position 70: 2.778166395460035e-10
Position 84: 1.5909311472197491e-10
Position 103: 8.41698819174578e-11
Position 146: 7.159013008189701e-11
Position 77: 4.828870617815029e-12
