Gene = SLAMF8
index = 1262
Annotated 5SS: [ 189 3443 6432 6620]
Annotated 3SS: [3115 6125 6511 8433]
SMsplice 5SS: [ 189 3443]
SMsplice 3SS: [3133 9919]
top_k =  500
Partition function (log Z): -3.933077972902073

Sorted 5' Splice Sites (High to Low Probability):
Position 189: 0.8967686940704063
Position 3443: 0.8053687636875221
Position 6620: 0.4694586442823525
Position 6432: 0.3446989879801055
Position 7494: 0.3141185534801331
Position 6644: 0.2660124622643786
Position 1535: 0.25200838219374605
Position 2810: 0.20722513225413963
Position 10046: 0.20135254472238043
Position 6311: 0.17708055442351542
Position 510: 0.06803583784792479
Position 6276: 0.06733540277636448
Position 7498: 0.0638533298235935
Position 7447: 0.05203419790717857
Position 6947: 0.0435088150515579
Position 284: 0.043192580306183274
Position 10035: 0.041979834208990964
Position 7646: 0.03821564654722869
Position 9813: 0.03143270085717094
Position 305: 0.026952682476230738
Position 1779: 0.026700368237976172
Position 2920: 0.021279485895500445
Position 309: 0.017736770165044886
Position 9830: 0.01672860967470929
Position 7153: 0.013968349485347108
Position 9463: 0.011152768197292152
Position 1795: 0.010874291230531801
Position 6635: 0.010311466878441634
Position 8542: 0.005941902034369382
Position 2570: 0.0056320300279947885
Position 5903: 0.0052268037695426175
Position 10042: 0.003499748078158081
Position 2869: 0.003209855884764598
Position 2973: 0.0021374297682976657
Position 100: 0.0020811779050219957
Position 8406: 0.0018448012886622918
Position 3212: 0.0004913016477808189
Position 3013: 0.00039211429052285517
Position 1066: 0.00033796439787041067
Position 501: 0.0002457777995245429
Position 10397: 0.0001517404478657537
Position 2606: 0.00011995911894003662
Position 1656: 0.00011337004843300845
Position 1227: 0.00010960612152087429
Position 1636: 7.135707879817893e-05
Position 1439: 6.875270891628853e-05
Position 2359: 6.554866875014737e-05
Position 465: 3.711373840616086e-05
Position 873: 2.960427848017324e-05
Position 605: 2.9153860291359933e-05
Position 526: 2.6199410402455954e-05
Position 671: 1.7113917506652465e-05
Position 1161: 1.7071309351025793e-05
Position 637: 1.550130979425341e-05
Position 152: 1.3300470599411417e-05
