Gene = TMF1
index = 1457
Annotated 5SS: [  359  4946  7812  8554  9497 12753 13461 13740 17281 18756 22489 24078
 24404 26308 26744 28249]
Annotated 3SS: [ 3740  7707  8426  9390 12609 13293 13582 17187 18598 22295 24007 24310
 26205 26590 28122 28982]
SMsplice 5SS: [  359   736  3628  4172  7812  8554 12753 13461 13740 17281 24078 24404
 27448 28249]
SMsplice 3SS: [  658  3530  4079  7634  8426 12609 13293 13582 17187 24007 24310 27323
 28122 28982]
top_k =  500
Partition function (log Z): 17.961793706277874

Sorted 5' Splice Sites (High to Low Probability):
Position 27448: 0.9915673125959982
Position 359: 0.9848903503869073
Position 4172: 0.9749950327764463
Position 13461: 0.9278926064849338
Position 8554: 0.9236894338512592
Position 24078: 0.917016693570945
Position 17281: 0.9057329547611291
Position 7812: 0.8782893648360214
Position 13740: 0.8544606810179605
Position 24404: 0.8067678346410884
Position 28249: 0.7008525349164875
Position 12753: 0.6861178424552932
Position 736: 0.6589242655179877
Position 3628: 0.601991148949501
Position 22489: 0.5389937812055552
Position 26308: 0.48169366165689453
Position 29483: 0.4679338004962142
Position 9497: 0.46362019892963957
Position 29159: 0.40309699033772434
Position 4946: 0.327115942676278
Position 26744: 0.2938399662074103
Position 4955: 0.2618102272644041
Position 7403: 0.25592642088446427
Position 9058: 0.23012566045666155
Position 88: 0.19402706325261845
Position 3941: 0.19155559283386542
Position 17583: 0.1640196413836041
Position 30221: 0.15124912528640092
Position 56: 0.13157166353473068
Position 22120: 0.11760590024417138
Position 20573: 0.11665936673061399
Position 17758: 0.11287805691641001
Position 18756: 0.10494558934276105
Position 3555: 0.10215323140941433
Position 729: 0.08951512616390471
Position 5750: 0.08818505138131565
Position 17317: 0.08318044623070896
Position 29070: 0.07996589345174518
Position 3615: 0.07485267994951919
Position 27763: 0.053102007214252886
Position 14359: 0.05287847411746077
Position 3640: 0.04435509589057943
Position 17715: 0.041618326194017605
Position 27995: 0.038846172283722336
Position 16930: 0.037702869119938025
Position 9099: 0.03765763305887251
Position 9532: 0.03566579790189603
Position 8798: 0.03511822949696198
Position 13396: 0.030820974738204412
Position 18823: 0.03004243255304977
Position 14627: 0.028859606261714778
Position 1252: 0.0277786013380418
Position 27183: 0.02728850716677996
Position 7437: 0.026845924869644926
Position 2169: 0.026725062550155863
Position 29081: 0.02480809252220391
Position 4163: 0.02451272991647725
Position 24639: 0.024173070350138673
Position 4353: 0.023535024044221444
Position 26660: 0.02344979242941701
Position 5992: 0.02184627758483797
Position 3983: 0.021565739097469408
Position 740: 0.021223229713288
Position 23565: 0.01844267165634253
Position 28213: 0.014128119861087897
Position 1548: 0.013235010871895311
Position 26532: 0.012914421529480833
Position 17293: 0.010586327552818573
Position 22552: 0.01008648046220588
Position 3595: 0.009846080706209856
Position 16801: 0.00782858074799623
Position 9717: 0.0075390196162616755
Position 20417: 0.007320464129663235
Position 16053: 0.007317864846583189
Position 5956: 0.006762532669749843
Position 16813: 0.00623881292817107
Position 4613: 0.005822559218250317
Position 15705: 0.004087315489580855
Position 12858: 0.0035775613741546976
Position 1291: 0.0035415494704967004
Position 421: 0.0033804484134145473
Position 29122: 0.0030604980320945415
Position 3851: 0.0028463571072111756
Position 3866: 0.00279157871442898
Position 20109: 0.0026197980084829565
Position 2306: 0.0023590343656833632
Position 5170: 0.0022395549006547556
Position 10116: 0.002131902992657882
Position 3933: 0.0019059414277297175
Position 8790: 0.001849418451659611
Position 14787: 0.001782061548925386
Position 38: 0.001190572570306292
Position 3755: 0.0010183430222855615
Position 557: 0.0009620006783888794
Position 27923: 0.0008544347575751848
Position 27693: 0.0008325391417233946
Position 14739: 0.000777221679475832
Position 1420: 0.0006355239427672996
Position 28427: 0.0005530739168017748
Position 3914: 0.0005092709821934973
Position 17267: 0.0003967297122146209
Position 585: 0.00037859058406894224
Position 776: 0.00036725719125011943
Position 9020: 0.0003651510429119883
Position 82: 0.00036088340566173635
Position 345: 0.0002072467303205977
Position 1203: 0.00017032093722900413
Position 27583: 0.00014143476567751224
Position 182: 0.00011360728606841592
Position 4098: 8.39062531475547e-05
Position 516: 5.85406195385721e-05
Position 8570: 4.7095158249755756e-05
Position 5245: 4.221918168454588e-05
Position 221: 3.275682209493235e-05
Position 4184: 3.1279159449597545e-05
Position 471: 2.5582458663678354e-05
Position 14445: 2.4870313334458864e-05
Position 3592: 2.1591451180397402e-05
Position 379: 1.8107144529454402e-05
Position 1581: 1.4657038887466408e-05
Position 716: 1.2079714523716159e-05
Position 798: 1.1804549860088738e-05
Position 805: 9.481724055726584e-06
Position 3289: 9.056926304846023e-06
Position 24127: 8.58247199848405e-06
Position 29: 8.19748593304476e-06
Position 225: 6.406951913116244e-06
Position 4196: 6.03270066317601e-06
Position 578: 2.958122958893849e-06
Position 520: 2.010716818207083e-06
Position 426: 1.1753672861231932e-06
Position 295: 1.1566638181030914e-06
Position 441: 1.1479986522082922e-06
Position 119: 2.245907469688596e-07
Position 429: 4.1758222283689724e-08
Position 431: 3.424023072684064e-08
Position 140: 6.157668558315211e-09
Position 282: 2.0637538667535606e-09
Position 267: 2.21766819432065e-12
Position 402: 6.048611145658535e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17187: 0.9951711253874354
Position 4079: 0.991146395569108
Position 27323: 0.990481183415951
Position 24007: 0.9278074179693623
Position 13293: 0.8305297965925986
Position 3530: 0.8184917834713543
Position 24310: 0.789322436860365
Position 7634: 0.7689437674735208
Position 12609: 0.6522907127505378
Position 28122: 0.5947237873110922
