Gene = NCAPG2
index = 915
Annotated 5SS: [  106  3008 11520 11987 14261 15010 17481 18657 21529 24108 24869 29352
 33315 40301 40645 42635 46491 48277 48569 49490 49711 50234 52536 53997
 58369 59310 60540]
Annotated 3SS: [ 2890 11330 11871 14105 14874 17385 18586 21441 24011 24742 29171 33161
 40077 40531 42460 46419 48122 48394 49372 49569 50133 52347 53855 58264
 59208 60439 73110]
SMsplice 5SS: [  106  3008 11466 11987 15010 17481 18657 18940 21529 24108 24869 29352
 33315 33608 40301 40645 42635 46491 48277 48569 49164 49490 49711 50234
 59310 67471]
SMsplice 3SS: [ 2890 11330 11871 14874 17385 18586 18887 21441 24011 24742 29171 33161
 33472 40077 40531 42460 46419 48122 48394 49003 49372 49569 50133 59208
 67359 73110]
top_k =  500
Partition function (log Z): 42.1642376571663

Sorted 5' Splice Sites (High to Low Probability):
Position 21529: 0.9997297048902145
Position 3008: 0.9992226279053714
Position 17481: 0.9984220469858381
Position 48569: 0.9981477402222871
Position 40645: 0.9957739351857513
Position 50234: 0.9860227031205541
Position 11987: 0.9772645296545323
Position 42635: 0.9625340834546172
Position 29352: 0.9543924059484977
Position 33315: 0.9507640520384668
Position 106: 0.9329064790897856
Position 49490: 0.9234268397470357
Position 15010: 0.9152584236775443
Position 24108: 0.8836401428308395
Position 59310: 0.8565627408301343
Position 11466: 0.8154526345665414
Position 24869: 0.78386633025318
Position 33608: 0.6801423294009905
Position 18657: 0.6714953161496621
Position 49711: 0.6676672953936046
Position 49164: 0.6184392595452549
Position 46491: 0.5836699997171697
Position 53997: 0.5791001297333923
Position 18940: 0.5584729537734454
Position 48277: 0.5141119216601099
Position 42348: 0.5099814908445228
Position 40301: 0.44070217543572876
Position 42967: 0.3148484516723861
Position 48308: 0.3114476459997947
Position 3479: 0.30544612142211364
Position 8551: 0.2608561820174483
Position 57925: 0.24378470805519642
Position 40153: 0.2409825574822561
Position 46510: 0.22917952654144189
Position 49291: 0.2266553394162964
Position 36462: 0.22168034058536457
Position 62200: 0.20141247617081282
