Gene = HMGCR
index = 655
Annotated 5SS: [  289  6442  7636  8004  9330 10981 13820 14046 14621 14987 15274 18369
 18886 19194 20120 22499 22982 23228 23811]
Annotated 3SS: [ 6253  7523  7915  9244 10874 13712 13928 14459 14738 15094 18173 18726
 19035 20013 22327 22840 23068 23655 23958]
SMsplice 5SS: [  972  1737  5308  6442  7636  8004  9330 10981 13820 14046 14621 14987
 18369 18886 19194 20120 22499 22982 23228 23811]
SMsplice 3SS: [ 1645  5229  6253  7523  7915  9244 10874 13712 13928 14459 14738 18173
 18726 19069 20013 22327 22840 23068 23655 23958]
top_k =  500
Partition function (log Z): 29.697505226309183

Sorted 5' Splice Sites (High to Low Probability):
Position 23811: 0.994759989867568
Position 22982: 0.9803918158811217
Position 20120: 0.9639923367071414
Position 14987: 0.9445847465866434
Position 13820: 0.9436170284099284
Position 7636: 0.9430552411936819
Position 9330: 0.915782662139044
Position 14621: 0.8938846618435975
Position 1737: 0.8867431125717443
Position 22499: 0.8658677503300867
Position 18369: 0.8624038128758583
Position 23228: 0.8199400619070086
Position 14046: 0.7876000391828318
Position 8004: 0.7789903202333903
Position 18886: 0.7426414112459478
Position 10981: 0.710915119680141
Position 6442: 0.6407781132809192
Position 19194: 0.6392263766429657
Position 5308: 0.5286271697539706
Position 15274: 0.47936943819831934
Position 972: 0.40040143945989726
Position 882: 0.3166190725787038
Position 4360: 0.26917490760289486
Position 19198: 0.25442873734596383
Position 21974: 0.22961115412135447
Position 289: 0.21566487319819716
Position 11015: 0.21029754792706212
Position 1975: 0.17590574371897932
Position 16224: 0.17148952127154082
Position 23183: 0.16743003418733787
Position 16764: 0.15020965186982926
Position 16424: 0.1480711316518092
Position 2230: 0.13349766877185187
Position 6392: 0.12254983975555826
Position 15904: 0.11527883407657448
Position 360: 0.11166466929566272
Position 118: 0.0907195663131792
Position 164: 0.07663320747018373
Position 21443: 0.0741933476917124
Position 9128: 0.07229574962559603
Position 15872: 0.07160787611579666
Position 12497: 0.07034723586887053
Position 3393: 0.06773703509925182
Position 5274: 0.06671601926705654
Position 8078: 0.06275306603756635
Position 14351: 0.04989060329376439
Position 315: 0.03569674122838409
Position 14676: 0.035549474020789194
Position 16586: 0.034428383951301066
Position 15439: 0.03380347606995643
Position 8942: 0.03371690699255526
Position 14074: 0.033319684043633085
Position 877: 0.032958120405318106
Position 19155: 0.031721214298770645
Position 22487: 0.029319973539050113
Position 10985: 0.02864548342992783
Position 4952: 0.027918658498516095
Position 6035: 0.026441192848729395
Position 4274: 0.02595676674877531
Position 367: 0.022077710045403817
Position 5378: 0.020694051168297836
Position 1556: 0.020585379267993344
Position 9000: 0.020279564699860232
Position 250: 0.018029524975442465
Position 16780: 0.017730733722372834
Position 2261: 0.015867091736313566
Position 2828: 0.015769683743828262
Position 3369: 0.014781427526199957
Position 22162: 0.01358519756661852
Position 13856: 0.011270970703021228
Position 3831: 0.011116444256962196
Position 873: 0.010822945647762199
Position 10466: 0.01073634209308949
Position 22395: 0.010038576023842942
Position 558: 0.00987755753056651
Position 24051: 0.00956696402277814
Position 6472: 0.009500304573578321
Position 23506: 0.009416890329281315
Position 20083: 0.009030104103238606
Position 13574: 0.00876646529151146
Position 20520: 0.008686695843164477
Position 9010: 0.008077227219876996
Position 10250: 0.008046516522405692
Position 1533: 0.00753526071847566
Position 5871: 0.007260438584923368
Position 3992: 0.00724898030373378
Position 708: 0.007148105372981276
Position 8894: 0.00557697086420865
Position 6815: 0.00554708807823181
Position 8554: 0.005364523031034312
Position 14019: 0.005234145887834141
Position 10671: 0.005221520990823957
Position 1348: 0.005117864296149454
Position 10448: 0.004808723200853542
Position 19210: 0.004500603987689329
Position 2181: 0.003943279731339482
Position 23451: 0.003922861720462606
Position 19410: 0.00383662336001815
Position 9152: 0.003675864722355853
Position 718: 0.0035911811761776195
Position 16593: 0.003362594623142378
Position 4647: 0.003288243831382721
Position 9591: 0.0031430384998640485
Position 5287: 0.003133238342825429
Position 11271: 0.0027552659583633538
Position 1246: 0.002725359521821363
Position 959: 0.0026275355979593616
Position 23529: 0.0025488985465124377
