Gene = OGG1
index = 983
Annotated 5SS: [ 480 1249 2006 4942 6678 6873]
Annotated 3SS: [1000 1825 4759 6526 6822 7099]
SMsplice 5SS: [ 480 2006 4942 6678]
SMsplice 3SS: [1825 4759 6557 7099]
top_k =  500
Partition function (log Z): 0.022332517933821627

Sorted 5' Splice Sites (High to Low Probability):
Position 4942: 0.9666950877599384
Position 2006: 0.9227170020768354
Position 480: 0.9201843737054337
Position 6678: 0.65318643119129
Position 854: 0.3884838183175264
Position 6873: 0.2750778160320943
Position 1249: 0.19254105748105246
Position 2196: 0.10118500840887446
Position 4553: 0.07808934544216053
Position 812: 0.07490257596219695
Position 1641: 0.0683402762906271
Position 188: 0.06213587367782929
Position 305: 0.053737118213236956
Position 2014: 0.052319971279177147
Position 215: 0.046926837703001795
Position 4271: 0.02352887887931737
Position 4645: 0.022111477330200115
Position 828: 0.017720600040937843
Position 741: 0.016718830191950123
Position 1679: 0.013615533032320474
Position 2010: 0.013285921563695551
Position 4816: 0.012640069301403748
Position 6687: 0.01039948538367472
Position 4957: 0.006875705856455918
Position 613: 0.006770055430569492
Position 859: 0.006671981490145551
Position 589: 0.0031881336266931085
Position 53: 0.0031579591949026688
Position 1414: 0.002810620872469392
Position 4680: 0.002508538696375241
Position 1157: 0.0022582335418492544
Position 1702: 0.0022439728047487463
Position 551: 0.002190955537561301
Position 6951: 0.002184321537685654
Position 2181: 0.001903457408351981
Position 6720: 0.0017898877430585491
Position 4355: 0.0016225129335273555
Position 4465: 0.001329365353865475
Position 2254: 0.0011867512392309042
Position 3271: 0.0011506291925678991
Position 656: 0.0010973432579061545
Position 2894: 0.0010063531718003172
Position 1050: 0.0007721084810265213
Position 201: 0.0007263487479172772
Position 4637: 0.0007017457789872648
Position 233: 0.0006958357560127657
Position 2218: 0.0006944177887019323
Position 927: 0.0005467148829716
Position 1742: 0.0005397559476544391
Position 814: 0.0004996223189130262
Position 1230: 0.0004728935372525871
Position 2259: 0.00037177532230395455
Position 1272: 0.00033052066101796514
Position 3003: 0.00030355465791295853
Position 2269: 0.0002569436577589876
Position 1915: 0.00022803045856897256
Position 251: 0.00022443900941896886
Position 4570: 0.00020249058844819265
Position 670: 0.00017878800604993888
Position 328: 0.00016615043728890824
Position 20: 0.00016315573072459062
Position 257: 0.00012473158551396142
Position 1001: 0.0001150167472599955
Position 1190: 9.181046680544464e-05
Position 1149: 8.704376210833822e-05
Position 298: 8.110386557135007e-05
Position 2726: 8.074507037223881e-05
Position 9: 7.936801743044678e-05
Position 642: 6.91034840938172e-05
Position 274: 6.133235018631369e-05
Position 951: 5.278189340677443e-05
Position 12: 3.294104125845425e-05
Position 796: 2.852223170909074e-05
Position 231: 2.0908848953415295e-05
Position 254: 1.7457096033951827e-05
Position 263: 9.016034350120507e-06
Position 408: 8.88680638621138e-06
Position 638: 8.879288899008416e-06
Position 218: 7.752821713444458e-06
Position 484: 3.6967880752624747e-06
Position 647: 3.5481139754082465e-06
Position 454: 3.3607764345435926e-06
Position 90: 2.6048035735167013e-06
Position 284: 2.4943057618689233e-06
Position 624: 8.38208515903511e-07
Position 383: 1.9971559206231996e-07
Position 17: 1.2584649199276196e-07
Position 907: 1.1419212521825602e-08
Position 505: 8.085192734706283e-10
Position 337: 7.170003692498864e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4759: 0.9861528083736595
Position 1825: 0.9821442590550643
Position 720: 0.4076984671570278
Position 6557: 0.3834565175115036
Position 7099: 0.32941828142930396
Position 7116: 0.2679756728055074
Position 6526: 0.14955442499328672
Position 6503: 0.1366795464210086
Position 6950: 0.12615047380482433
Position 6822: 0.11823497046498205
Position 368: 0.11484940947426414
Position 4435: 0.10358825767905284
Position 6742: 0.08301088646893086
Position 6757: 0.07284454086010027
Position 1501: 0.06929536872447106
Position 2086: 0.06577099824108357
Position 1067: 0.057406694944427086
Position 1000: 0.05574388462935822
Position 740: 0.051737439148237196
Position 6783: 0.051032971742838246
Position 716: 0.04995410549869499
Position 2120: 0.03945227580833517
Position 6993: 0.03830273888712682
Position 6899: 0.030523757671290116
Position 4167: 0.023201478736111007
Position 1101: 0.023195187586225973
Position 6618: 0.021188661574085103
