Gene = IMMP2L
index = 700
Annotated 5SS: [   441  40979  75054 598792 675699]
Annotated 3SS: [ 40841  74949 598725 675595 898569]
SMsplice 5SS: [   441  18490  40979  69941  74626  75054 145033 163819 168011 221494
 259990 287364 295121 325464 395393 482147 513476 598792 651126 675699
 702273 726937 770961 779902 861656 890147 890364]
SMsplice 3SS: [ 18403  40841  69776  74499  74949 144948 163674 167906 221403 259880
 287137 295039 325360 395304 482075 513354 598725 651034 675595 702105
 726781 770860 779678 861503 890064 890284 898621]
top_k =  500
Partition function (log Z): -394.70521514862344

Sorted 5' Splice Sites (High to Low Probability):
Position 441: 0.960047385677437
Position 18490: 0.20970910659914238
Position 244: 0.19817463212616973
Position 296: 0.17689998586031982
Position 32: 0.056724687470190896
Position 2862: 0.021706284452006046
Position 9588: 0.018915516254294044
Position 11552: 0.01407497328660144
Position 4695: 0.012511107917224897
Position 299: 0.011274372231879326
Position 1602: 0.010843716611873985
Position 7162: 0.008829579060908683
Position 3119: 0.006695635392720607
Position 445: 0.00651544699000785
Position 3995: 0.005434098946304519
Position 6590: 0.004416621717666961
Position 1562: 0.003582607142993847
Position 59: 0.0035503105279508836
Position 4636: 0.003279459313384037
Position 287: 0.002742400676565026
Position 223: 0.0017709571843416722
Position 36: 0.0013278072735070279
Position 257: 0.0012798140032991314
Position 30: 0.0012770036423821994
Position 4350: 0.000284742432789393
Position 93: 0.0002283215318014733
Position 111: 0.00020482280330316144
Position 285: 0.00018494239441711375
Position 1432: 0.00018044432843559936
Position 3816: 0.0001795788446503623
Position 837: 0.00016066292033567982
Position 2794: 0.0001576659244828309
Position 817: 0.0001443907425520957
Position 1220: 0.00014214169310666517
Position 455: 9.698507501651292e-05
Position 871: 8.308091206707055e-05
Position 1029: 8.010698308177669e-05
Position 6620: 4.761570461410646e-05
Position 5497: 4.512823791419127e-05
Position 204: 4.294023587046972e-05
Position 3820: 2.7280149701032718e-05
Position 910: 2.6978225864998256e-05
Position 81: 2.186616675365865e-05
Position 4077: 1.2087207384874416e-05
Position 1554: 1.1760692038223308e-05
Position 9: 9.399657572727341e-06
Position 1824: 7.672218729728798e-06
Position 16: 6.4960169123409296e-06
Position 2556: 5.885941767310991e-06
Position 1191: 4.588046883569909e-06
Position 1425: 3.7322268616523813e-06
Position 309: 3.1751189186190355e-06
Position 342: 2.4923514699604478e-06
Position 44: 1.5137190618705856e-06
Position 340: 1.3865657626478355e-06
Position 42: 1.0497021305713182e-06
Position 346: 4.973575614511416e-07
Position 1186: 4.872445298060367e-07
Position 1103: 2.718057278645655e-08
Position 641: 1.7800339434673336e-08
Position 350: 9.329929983529414e-09
Position 733: 6.828140994456466e-09
Position 659: 6.827661309075693e-09
Position 746: 3.3452850156139624e-09
Position 531: 2.8361898401904348e-09
Position 353: 3.386494048458104e-11
Position 462: 1.7500065055707237e-11
Position 517: 1.747137620294589e-11
Position 369: 6.300481873630807e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 367: 0.4314271722159632
Position 19383: 0.3445425888130616
Position 18403: 0.30273329812660266
Position 11338: 0.2551413501613812
Position 2697: 0.05483392863394941
Position 6958: 0.03787736296488168
Position 16351: 0.032301385869518154
Position 9490: 0.023156954914437047
Position 13104: 0.021598443522158298
Position 15428: 0.021057148024705867
Position 11096: 0.017607480709886516
Position 11756: 0.01289287266042461
Position 11249: 0.011670196364590036
Position 6345: 0.01147991539360046
Position 1502: 0.011160155038057498
Position 3943: 0.010327222835486679
Position 4460: 0.009727086643332333
Position 3892: 0.009075644821021578
Position 4294: 0.009067622569063589
Position 11352: 0.008110743280768678
Position 6444: 0.007997827888733815
Position 4132: 0.007875068203405229
Position 2724: 0.007650167626924165
Position 3013: 0.005224428815902389
Position 1338: 0.0047340825378190685
Position 8820: 0.004730787570809147
Position 13802: 0.004396984535951136
Position 893: 0.004229756826163745
Position 13404: 0.003917923630135465
Position 10360: 0.0037824536838323842
Position 2940: 0.0036963225917437843
Position 10451: 0.0030738047289942125
Position 10504: 0.002996594177096412
Position 8988: 0.0028599555209149934
Position 5370: 0.002643091472419223
Position 10948: 0.0026149918572442596
Position 4522: 0.00256079079795389
Position 2664: 0.0023275437553625664
Position 9239: 0.0016043605589424652
Position 4633: 0.0015929854505967586
Position 5275: 0.001511726149018566
Position 11313: 0.0014546117444504086
Position 4362: 0.0013804274646254562
Position 8452: 0.0012285107952439943
Position 2766: 0.0012002723056299034
Position 8913: 0.0011718150711925274
Position 6841: 0.0011699503818610952
Position 7059: 0.0011013144216616903
Position 5710: 0.001036022961107674
Position 7242: 0.0010248378382883036
Position 1457: 0.0010150425184022726
Position 1740: 0.0009963634784860278
Position 423: 0.000986599457546733
Position 8324: 0.0008972814218085801
Position 10168: 0.0008635767820467986
Position 2443: 0.0005597796537844021
Position 5876: 0.000534785487995783
Position 772: 0.0004352847976884306
Position 2503: 0.0004341335752697807
Position 1365: 0.0004073875487335909
Position 1540: 0.00040196283486766194
Position 549: 0.0003672057885848299
Position 8073: 0.0003584628559037276
Position 743: 0.00034957378980643027
Position 1425: 0.00032677327239239335
Position 3276: 0.0003258135921672665
Position 1638: 0.0003140422611131526
Position 622: 0.0003020856240896764
Position 689: 0.00030115051107422035
Position 4217: 0.0002917431510666014
Position 7298: 0.0002867377348817365
Position 4108: 0.00026112387035099585
Position 3187: 0.0002515334889839389
Position 2123: 0.0002452151951057137
Position 3718: 0.00024510022214956897
Position 673: 0.00023577295198627367
Position 956: 0.00023573478467094224
Position 869: 0.00023457077850100127
Position 3571: 0.0002165700908365713
Position 1275: 0.00021216371099303647
Position 2906: 0.00020551043427950586
Position 3898: 0.000189339926635483
Position 1692: 0.0001712329869355654
Position 3523: 0.0001708261147301488
Position 1811: 0.00016305575058142953
Position 1557: 0.00015495046725308082
Position 3200: 0.00014616120410064438
Position 1979: 0.00014118599563425722
Position 3305: 0.00013714497383412108
Position 3287: 0.00013062203120060525
Position 3726: 0.0001218339393234847
Position 3358: 0.00012039903810713709
Position 3459: 0.00011104685088496236
Position 2381: 0.00010109267696407063
Position 1065: 8.85938961972676e-05
Position 3093: 8.836076981113257e-05
Position 1219: 5.3269493763194314e-05
Position 1718: 5.1923218285358265e-05
Position 1113: 5.184349508681344e-05
Position 2888: 4.227433482398593e-05
Position 1861: 2.3582269096565037e-05
Position 903: 1.716570344362382e-05
Position 597: 1.364574423674602e-05
Position 336: 1.1674822768608957e-05
Position 427: 7.139063782616376e-06
Position 3605: 2.4882642880261e-06
Position 110: 2.1781256998701257e-06
Position 204: 2.119056586337882e-06
Position 1431: 1.726289394583868e-06
Position 285: 3.796838039331443e-07
Position 131: 3.6477492085944464e-07
Position 1286: 2.589555277667635e-07
Position 429: 1.5961220569136604e-07
Position 776: 1.3832359036293581e-07
Position 1043: 1.0596225449745127e-07
Position 174: 4.932340321334475e-08
Position 215: 3.306473531201751e-08
Position 295: 2.992194059533097e-08
Position 248: 2.907714476412846e-08
Position 389: 1.0944434213695818e-08
Position 151: 7.079034136578264e-10
Position 223: 3.962924020858572e-10
Position 439: 6.667421688635054e-11
Position 252: 1.6749914205177213e-11
Position 313: 1.6597399166085676e-11
Position 435: 3.2298320715159413e-12
Position 116: 3.0270353060325645e-12
