Gene = RPS8
index = 1211
Annotated 5SS: [ 164  704 1338 2353 2693]
Annotated 3SS: [ 596 1237 2176 2562 3138]
SMsplice 5SS: [ 164  704 1338 2353 2693]
SMsplice 3SS: [ 596 1237 2176 2562 3138]
top_k =  500
Partition function (log Z): -2.2117041182481563

Sorted 5' Splice Sites (High to Low Probability):
Position 2353: 0.7700593121660725
Position 704: 0.7338509218049412
Position 164: 0.681115264353957
Position 1338: 0.6668014025340958
Position 446: 0.5542081411699441
Position 2693: 0.5384987118015427
Position 2301: 0.16990667468110224
Position 1278: 0.16840036507226952
Position 37: 0.11522876418620974
Position 1303: 0.03293256517735529
Position 708: 0.03074814501471836
Position 2992: 0.02484185623169844
Position 2716: 0.022245965839445818
Position 1978: 0.018296867275728792
Position 1342: 0.014593388095770992
Position 85: 0.012233449303689043
Position 190: 0.011167129266976428
Position 861: 0.009551717868601303
Position 670: 0.008532624076081418
Position 430: 0.00772325670194469
Position 466: 0.007247328504852138
Position 1472: 0.006176095693566352
Position 787: 0.004444672093120931
Position 737: 0.0042279229210972
Position 473: 0.003899386835685091
Position 2169: 0.00332514192271209
Position 3048: 0.003262166925349638
Position 2013: 0.0019582553530994606
Position 80: 0.0019224754121165563
Position 1362: 0.0018391108694828318
Position 2879: 0.0017394118888066114
Position 1604: 0.0016548843824079834
Position 2236: 0.0015879360668072137
Position 1358: 0.0013100773003792607
Position 1914: 0.0012827862044333257
Position 200: 0.0011369846290380501
Position 2177: 0.0009735972410819989
Position 300: 0.0005853665256735595
Position 2254: 0.00041707540865447635
Position 1055: 0.0004156445510055036
Position 716: 0.00040741564790127696
Position 1310: 0.00038056157638229196
Position 768: 0.00037851657299086295
Position 2370: 0.0003761927429825685
Position 120: 0.00034520596906459713
Position 502: 0.0003264692979507491
Position 1173: 0.0002752544433349884
Position 2289: 0.0002432769081019429
Position 133: 0.00024017604137111306
Position 784: 0.00021228902396597395
Position 1031: 0.00014047483650135736
Position 3007: 0.00010799085667500429
Position 2852: 0.00010109133497656963
Position 428: 0.00010103172980078265
Position 2498: 9.47879450045622e-05
Position 2489: 9.037096975421018e-05
Position 724: 8.34240901665111e-05
Position 351: 7.41869025095449e-05
Position 960: 5.450273544997223e-05
Position 935: 2.3365250514782943e-05
Position 41: 2.243307510717656e-05
Position 289: 1.9049069035508538e-05
Position 524: 1.8709412370842344e-05
Position 59: 1.1503191904314222e-05
Position 168: 1.0188356651118094e-05
Position 170: 7.385473760492843e-06
Position 1060: 5.149014750257059e-06
Position 676: 3.234679927804213e-06
Position 245: 2.719965738640236e-06
Position 933: 2.4057823565275506e-06
Position 820: 2.396904176256824e-06
Position 318: 1.106910798686031e-06
Position 286: 7.603641471649035e-07
Position 776: 4.655581063064293e-08
Position 56: 2.879230908113749e-08
Position 46: 2.4153622684251073e-08
Position 11: 5.581648135943469e-11
Position 103: 3.14836282879508e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1237: 0.8616392205319735
Position 2562: 0.8055806456836703
Position 596: 0.7640117619589033
Position 2176: 0.6071547146406107
Position 3138: 0.41202177787546707
Position 233: 0.2267432010430814
Position 2090: 0.1785376784942434
Position 2766: 0.14514780070544625
Position 2144: 0.1109767408265314
Position 270: 0.10254011282044037
Position 3046: 0.059933937277753944
Position 2247: 0.05267291963127577
Position 2782: 0.040967965542677495
Position 314: 0.03748312847861613
Position 3118: 0.02878569574466831
Position 2977: 0.027568613948014267
Position 146: 0.023686713161183662
Position 336: 0.02208284951701056
Position 1213: 0.019028655664783217
Position 2613: 0.013562942608618279
Position 1897: 0.012631942530364728
Position 2195: 0.009315477546890391
Position 1172: 0.008458453323867248
Position 2813: 0.007838013840411263
Position 2939: 0.00757827043196726
Position 1262: 0.007232193433583021
Position 2429: 0.006410678313385223
Position 849: 0.005077303835138616
Position 2282: 0.00494235213873506
Position 276: 0.0043026222818978496
Position 2992: 0.0025674227149372463
Position 3063: 0.0020720429513758315
Position 1715: 0.001910506120217656
Position 1815: 0.0017834784000696083
Position 2373: 0.0015365928068466518
Position 2616: 0.001441216915206049
Position 823: 0.0012922016756137175
Position 1870: 0.0012571759624349875
Position 1678: 0.0010720781638624032
Position 1818: 0.0010072793957856372
Position 3280: 0.0009094142635239993
Position 150: 0.0008922925301971578
Position 1753: 0.0008168703679094556
Position 1007: 0.0007648458059815544
Position 2958: 0.0007523693234520277
Position 820: 0.0006877933569225589
Position 409: 0.0006876380090483663
Position 2062: 0.0006455504392435869
Position 2443: 0.000644904318009397
Position 2232: 0.0006370731961099607
Position 1959: 0.0005900147403783232
Position 2790: 0.0005021596807375176
Position 3154: 0.0004867708100972211
Position 2259: 0.00046601168049908607
Position 2928: 0.00046345721392179913
Position 2298: 0.00044488000058661933
Position 1390: 0.0004281224502384882
Position 1658: 0.0004183081812398357
Position 185: 0.00041575428226179147
Position 2859: 0.00039130606447002514
Position 379: 0.00034585266164256475
Position 758: 0.00020362296046959414
Position 784: 0.00020102666335843124
Position 562: 0.00019108682582764144
Position 622: 0.00013888544015249328
Position 1736: 0.0001285520571322927
