Gene = SMIM12
index = 1281
Annotated 5SS: [140]
Annotated 3SS: [3833]
SMsplice 5SS: [ 140 4046]
SMsplice 3SS: [3833 6866]
top_k =  500
Partition function (log Z): -6.919276928373938

Sorted 5' Splice Sites (High to Low Probability):
Position 140: 0.8717261857813107
Position 4046: 0.6129193939230748
Position 2366: 0.4194973344254654
Position 1004: 0.14053427695545243
Position 3750: 0.11437327587239868
Position 1804: 0.10844106648716947
Position 977: 0.08938414782738516
Position 4043: 0.07491749704353869
Position 3261: 0.06478853238691024
Position 362: 0.044394910947879465
Position 6418: 0.04218938069950898
Position 2328: 0.03795029722641589
Position 2683: 0.03779344522554091
Position 6720: 0.03759851950748424
Position 165: 0.02351168322198645
Position 1914: 0.021009167227678004
Position 6678: 0.019541678484401796
Position 2631: 0.016034347901820713
Position 170: 0.015810786745440224
Position 294: 0.00982285743346318
Position 3328: 0.0075057263765887
Position 4147: 0.006432569294636541
Position 3917: 0.005832686858518025
Position 2162: 0.005792203993479304
Position 6615: 0.0053975318672927946
Position 2622: 0.004673762658111038
Position 3863: 0.003909939289915336
Position 2873: 0.0034276216648380076
Position 2431: 0.002744941660895124
Position 1811: 0.0027424899270947906
Position 3145: 0.002696307070099207
Position 3660: 0.002521547539962438
Position 6665: 0.002294569698561166
Position 2384: 0.002126931398739081
Position 65: 0.001672529150617071
Position 1344: 0.001573546356100383
Position 2614: 0.0014091857150149135
Position 4154: 0.001346132496671346
Position 48: 0.0010175618581298417
Position 3508: 0.0009647811685630285
Position 4991: 0.0007185723717002121
Position 1144: 0.0007146075985186373
Position 1257: 0.0006869589935799314
Position 184: 0.0005802813232414144
Position 585: 0.00046902115183749626
Position 880: 0.00044809448605319526
Position 6991: 0.00040605171454465467
Position 2945: 0.0003251409487835367
Position 1064: 0.0003135177656380742
Position 1239: 0.00025827399403911794
Position 735: 0.00025676721955699664
Position 789: 0.00019620369427717516
Position 407: 0.00016115685230170553
Position 3225: 0.0001536940760467193
Position 3024: 0.00013336566490591934
Position 1076: 0.00011567272999114651
Position 124: 0.00010092846990980518
Position 1100: 4.424035176386576e-05
Position 1539: 3.0909454130070454e-05
Position 1213: 2.2239278221597336e-05
Position 514: 2.1504786429925748e-05
Position 151: 1.9368322486513044e-05
Position 1594: 1.2247099703118001e-05
Position 695: 9.897172760673504e-06
Position 229: 3.2481821968633234e-06
Position 219: 2.5218630255833973e-06
Position 741: 7.722350010911675e-07
Position 471: 2.2061913349689444e-07
Position 122: 1.6377635955044113e-07
Position 26: 9.776878656864031e-08
Position 273: 7.831005755002873e-08
Position 465: 4.096751606368412e-08
Position 195: 2.3711549432241498e-08
Position 35: 1.6404894567683142e-08
Position 207: 1.3636388970991843e-08
Position 280: 8.680679939366002e-09
Position 506: 2.7228187765444772e-09
Position 265: 1.6184331795378588e-09
Position 518: 7.468835284955362e-10
Position 341: 6.391301379158277e-10
Position 267: 2.473142208847442e-10
Position 79: 2.4227317082974182e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3833: 0.9275820949311432
Position 6866: 0.4162235600296936
Position 2282: 0.27831481196265084
Position 2186: 0.17248515731911299
Position 6581: 0.10745257409113268
Position 819: 0.08955639418361891
Position 3490: 0.08916991606166373
Position 1755: 0.08576638392089683
Position 6614: 0.08172709210301467
Position 6794: 0.06756931184741528
Position 874: 0.061483249368218695
Position 3109: 0.05798548126501368
Position 4243: 0.0514852754674694
Position 1730: 0.04574994979811761
Position 2519: 0.03736343104268384
Position 3387: 0.02907954277525881
Position 6231: 0.02454022577926946
Position 5254: 0.02412359339572519
Position 5274: 0.018286218824710775
Position 851: 0.016792855819691706
Position 6372: 0.016607614893267394
Position 6380: 0.015610020616959168
Position 6743: 0.012698396738364037
Position 239: 0.009381262812647402
Position 848: 0.009038902027022823
Position 4473: 0.008777089750420576
Position 3123: 0.008438711484356503
Position 2082: 0.008324545081537791
Position 2602: 0.00739256691299078
Position 3076: 0.007011794457516095
Position 2446: 0.006049450257369496
Position 2659: 0.005993296369428056
Position 4276: 0.005859677915204919
Position 4816: 0.005427023405662138
Position 2589: 0.004860607669733123
Position 878: 0.0046497678550600765
Position 6408: 0.004420294253479621
Position 2060: 0.004391780205706573
Position 2725: 0.003705385680330936
Position 584: 0.003416174515410421
Position 4593: 0.0033258571747575745
Position 4668: 0.0031429717023200503
Position 1640: 0.0025263794824820105
Position 628: 0.0018617149414010185
Position 5511: 0.0018567669093804947
Position 5148: 0.00172178924194162
Position 3945: 0.0017113881518274975
Position 2220: 0.0015769435057713178
Position 3144: 0.0015208814124590363
Position 4181: 0.0014014298186359859
Position 280: 0.0013554699946660591
Position 4705: 0.0012906713534637908
Position 1773: 0.001255002612237477
Position 498: 0.0012058038336578824
Position 1143: 0.0011953708155214308
Position 4899: 0.00096830924150617
Position 2263: 0.0009631265533102692
Position 1212: 0.0009427964117743214
Position 3082: 0.0006793784115935361
Position 3219: 0.0006567023886884203
Position 5250: 0.0005898923194460915
Position 971: 0.0005551513610127056
Position 1446: 0.00045014235034015576
Position 1591: 0.0004262027572436264
Position 7109: 0.0004060517145446545
Position 4424: 0.0003729381394681793
Position 920: 0.00036326338045297013
Position 1060: 0.0003227919511075081
Position 5412: 0.00031113679659128474
Position 248: 0.000292294713965877
Position 307: 0.00027706229624076235
Position 937: 0.0002690504280968753
Position 2117: 0.0002502050370209062
Position 311: 0.000227222486507716
Position 4866: 0.0002214971715906978
Position 748: 0.00021027726448832583
Position 293: 0.0001945696230744333
Position 1857: 0.00019399495991826514
Position 217: 0.0001925484996702977
Position 1139: 0.000189587982545489
Position 734: 0.00018763350145589188
Position 1510: 0.00018342941338267218
Position 1800: 0.0001790326450087506
Position 4644: 0.00017709186845933802
Position 4735: 0.00017186709612791406
Position 518: 0.00016974357831076072
Position 4494: 0.00014395554739224316
Position 904: 0.00013191565366263514
Position 521: 0.00012480907237111103
Position 1002: 0.00012475353750165074
Position 674: 0.00010702964345130146
Position 596: 8.672716382453724e-05
Position 1760: 7.023204423132885e-05
Position 924: 5.828878077592161e-05
Position 593: 4.958743389455481e-05
Position 2094: 4.8532288767459084e-05
Position 954: 4.2057515361069054e-05
Position 1254: 3.786948898468745e-05
Position 2613: 3.424192013969976e-05
Position 1797: 3.135253219936293e-05
Position 1562: 3.0331159513481882e-05
Position 975: 2.0792251784982048e-05
Position 1176: 1.3104676803756571e-05
Position 1196: 1.1003955991871265e-05
Position 664: 5.968958738756466e-06
Position 333: 5.180411759553129e-06
Position 1165: 3.2008822766252943e-06
Position 753: 2.894828015776167e-06
Position 1429: 2.432354406201735e-06
Position 823: 1.9614056264045606e-06
Position 465: 1.0384062202037118e-06
Position 139: 9.623439446791466e-07
Position 207: 6.846128405857524e-07
Position 164: 6.478329359343431e-07
Position 475: 2.0038165949156912e-07
Position 204: 1.4257647380893342e-07
Position 349: 1.2532771659002835e-07
Position 297: 1.09674380305533e-07
Position 789: 7.826639348319307e-08
Position 883: 5.929296152774504e-08
Position 370: 1.653909797548287e-08
Position 787: 1.3240251703778054e-08
Position 1071: 1.1107117158737451e-08
Position 1030: 8.32840688823395e-09
Position 288: 8.17356824173584e-09
Position 395: 7.493592780635237e-09
Position 1198: 7.152497380761642e-09
Position 727: 7.0407079662680324e-09
Position 947: 6.704258981740607e-09
Position 1004: 4.829886083778731e-09
Position 376: 1.1131795082717276e-11
Position 398: 9.312372609017013e-12
Position 361: 2.470567112338805e-12
Position 179: 1.6421296989974163e-12
Position 174: 1.389533544336635e-12
Position 161: 1.3048547049641515e-12
Position 405: 8.715855271748293e-13
Position 184: 1.0680283627480315e-14
Position 195: 9.645093809185365e-15
Position 387: 3.876597264252811e-15
Position 122: 2.3134600601568633e-15
