Gene = HMP19
index = 659
Annotated 5SS: [  240  1281 18712 58735]
Annotated 3SS: [ 1129 18627 58623 61709]
SMsplice 5SS: [  240 16741 17042 18712 20676 24263 42554 58735]
SMsplice 3SS: [16586 16851 18627 20599 24125 42448 58623 61709]
top_k =  500
Partition function (log Z): -17.520153549945114

Sorted 5' Splice Sites (High to Low Probability):
Position 18712: 0.9988504641090523
Position 240: 0.9740357548281671
Position 24263: 0.9212763766151831
Position 20676: 0.7019673789356501
Position 1281: 0.6180988049624606
Position 16641: 0.4229568011984972
Position 16741: 0.29759877933088363
Position 36104: 0.23901052662950736
Position 1464: 0.18167898322704268
Position 22133: 0.16933854365471898
Position 723: 0.14619312812817556
Position 20801: 0.0687531767214648
Position 728: 0.04792822896724433
Position 1626: 0.04156785356930875
Position 23300: 0.0331288654929077
Position 23318: 0.02686244321836121
Position 27: 0.022561228211926788
Position 761: 0.022168811464945225
Position 23212: 0.02204888668349535
Position 23265: 0.021151115386177564
Position 22636: 0.01787789896146292
Position 21769: 0.016332854865629572
Position 1921: 0.01599819406188975
Position 23247: 0.015924885829212764
Position 23194: 0.015610599151553758
Position 23159: 0.015357193089162315
Position 32244: 0.01302267337688123
Position 19040: 0.01202771752364584
Position 22293: 0.011637675194775461
Position 4091: 0.011545862149675996
Position 7223: 0.01062990842526054
Position 21204: 0.009646904740451033
Position 559: 0.009628340880995083
Position 19093: 0.008638773409310106
Position 22165: 0.007944891640389765
Position 2883: 0.007835121031539046
Position 2525: 0.0064490077660744076
Position 812: 0.006118426099098698
Position 2857: 0.005697701920982667
Position 4568: 0.005204739410808254
Position 6484: 0.005120976205370758
Position 32251: 0.0042890766163294885
Position 678: 0.004271441772367541
Position 24257: 0.004143760375292103
Position 23353: 0.004047832937639204
Position 19292: 0.003993832836192297
Position 20719: 0.003526279610991501
Position 244: 0.002900897986879934
Position 20793: 0.002650795027107205
Position 21470: 0.002610313684837804
Position 21687: 0.002517842489083406
Position 22091: 0.0025127135622991545
Position 23141: 0.0023473071858346366
Position 1248: 0.0019920443911585076
Position 21765: 0.0016558972579504296
Position 839: 0.0016205190058899547
Position 29058: 0.0015891140659899917
Position 19319: 0.0012953478836715841
Position 22537: 0.0010257088935397111
Position 22929: 0.0007466831357928586
Position 378: 0.0007135264218509748
Position 358: 0.0006583552239938483
Position 18741: 0.0006300449468511893
Position 20419: 0.0006062993421277284
Position 20423: 0.0006014535114413348
Position 19235: 0.0005982379882213385
Position 1203: 0.0005651046013133018
Position 638: 0.0005553459422713721
