Gene = NOC2L
index = 948
Annotated 5SS: [   76   362  2192  2397  3196  3368  5287  5509  6116  6879  7291  8164
 10801 11160 12889 13118 13773 14234]
Annotated 3SS: [  208  2016  2264  3074  3276  5207  5397  6001  6689  7150  8051 10686
 11057 12744 13003 13636 14143 14489]
SMsplice 5SS: [   76   362  2192  2397  3196  3368  5509  6116  6879  7291  8164 10801
 11160 12889 13118 13773 14249]
SMsplice 3SS: [  208  2016  2264  3074  3276  5397  6001  6689  7150  8051 10686 11057
 12744 13003 13636 14143 14489]
top_k =  500
Partition function (log Z): 44.24218976840673

Sorted 5' Splice Sites (High to Low Probability):
Position 5509: 0.9966964138810301
Position 10801: 0.994613111923033
Position 8164: 0.9944045681898162
Position 362: 0.9920256281455765
Position 6879: 0.9852547100496969
Position 3368: 0.9631568798534763
Position 11160: 0.9547528960507324
Position 3196: 0.906703945014091
Position 2397: 0.7993373987583582
Position 7291: 0.7750010385900352
Position 14249: 0.7542670753742643
Position 2192: 0.692067346576654
Position 13773: 0.6836002107414118
Position 6116: 0.683173954574352
Position 76: 0.5675157893998
Position 12889: 0.5484108754514462
Position 13118: 0.5039766887695448
Position 4874: 0.45548648418597765
Position 112: 0.4177069785299152
Position 9429: 0.3201373764371195
Position 570: 0.3082828364212721
Position 5287: 0.2686004287973695
Position 14618: 0.2345030396470457
Position 13263: 0.21433895530380676
Position 7962: 0.21013438350490435
Position 13144: 0.18155888351072194
Position 14234: 0.16896844057598637
Position 13968: 0.08737143156593245
Position 13804: 0.05827969382166817
Position 12793: 0.05801787059150327
Position 7878: 0.05792154426375027
Position 7572: 0.05614438195811988
Position 7873: 0.053219524535946
Position 11476: 0.048440893490903074
Position 14267: 0.04819519108219829
Position 562: 0.03906483247241202
Position 645: 0.03548885346693144
Position 2979: 0.034189142283999246
Position 5738: 0.03378966947394683
Position 8874: 0.03223892303291615
Position 2462: 0.028169855797196833
Position 5298: 0.028017503504877347
Position 11232: 0.027700000303037434
Position 7019: 0.026554606045652792
Position 8700: 0.025981455924514157
Position 14257: 0.02577031492429422
Position 3180: 0.02547172032345274
Position 1146: 0.024468573062912037
Position 4827: 0.022533737940686246
Position 4905: 0.022449224883380976
Position 5791: 0.019192259837860152
Position 12534: 0.01869582437021378
Position 6122: 0.01637717656674685
Position 2985: 0.01515655742812254
Position 12814: 0.01460375290564174
Position 6414: 0.012706744473970188
Position 8712: 0.012175016706226005
Position 5189: 0.011735693260174025
Position 5881: 0.010931209702388027
Position 8557: 0.008659437356341207
Position 12772: 0.00795959122618569
Position 122: 0.007882062255871885
Position 810: 0.007332119676248893
Position 14636: 0.0071312344590856456
Position 6284: 0.006083853224792246
Position 7667: 0.005613151598427174
Position 87: 0.005309286901250714
Position 11254: 0.0052562291049134385
Position 378: 0.0050041639289456
Position 2824: 0.004874577447281636
Position 12906: 0.004721771038623653
Position 13554: 0.00448410510015728
Position 5743: 0.004406610707311605
Position 6704: 0.004347058793147505
Position 7180: 0.003677252905190619
Position 6886: 0.003469554087285033
Position 3653: 0.0032521741207167253
Position 2933: 0.003211514462976984
Position 5057: 0.0032022133687788067
Position 11239: 0.003155118102573682
Position 6534: 0.00306215142943247
Position 3879: 0.0028954566719453906
Position 7480: 0.0024741030888486013
Position 11893: 0.0024458480386051386
Position 3405: 0.0024379193309979307
Position 11511: 0.0021833535409628763
Position 14241: 0.00211038173724653
Position 5323: 0.002019848117877407
Position 9246: 0.0020178679406803565
Position 2698: 0.0019825932081169386
Position 12969: 0.0019519666854097527
Position 11707: 0.0019312285994850743
Position 3843: 0.001810276168930224
Position 5333: 0.001745379531454818
Position 3348: 0.0017327584281187857
Position 3248: 0.001630545098754803
Position 8864: 0.0014223264935754806
Position 7303: 0.0014151270163572191
Position 4882: 0.0014142696385574713
Position 14645: 0.0014055408232594576
Position 3612: 0.0013992478425367404
Position 2659: 0.0013738050368117558
Position 12934: 0.0013681358904641357
Position 7689: 0.0012359012992300077
Position 11139: 0.0011913602011433993
Position 14821: 0.0011666343400147947
Position 4191: 0.0011325255524615042
Position 3690: 0.001118768884102856
Position 13787: 0.001106126420955006
Position 6933: 0.0010908289426149451
Position 11541: 0.0010897702955656751
Position 4711: 0.0010677248929588878
Position 11298: 0.001030661045352475
Position 4002: 0.0010062510906599107
Position 5723: 0.0008895761073831814
Position 12645: 0.0008867821902173359
Position 8740: 0.0008754443238001165
Position 1449: 0.0007827366867679288
Position 7541: 0.0007359695798109671
Position 6197: 0.0007341451915802123
Position 2183: 0.0007168437911099005
Position 4573: 0.0007117435922503416
Position 41: 0.0006822364355144972
Position 3393: 0.0006472849824770058
Position 11347: 0.0006414632022500571
Position 622: 0.0005951030700096071
Position 328: 0.0005947365183142286
Position 5788: 0.0005862967392558758
Position 5757: 0.0005374790760617257
Position 7529: 0.0004858440655850982
Position 8553: 0.0004551118342098972
Position 640: 0.00043931723941852146
Position 2370: 0.0004220966455122044
Position 5461: 0.0004023272877702216
Position 1843: 0.0003975120370838583
Position 8820: 0.00038228413879473004
Position 14755: 0.00037593191131426074
Position 8518: 0.00037067471314827696
Position 7514: 0.0003557652727713552
Position 1377: 0.00033486737655808965
Position 5848: 0.0003342513725116062
Position 4409: 0.0003214129307306755
Position 8168: 0.0003167041081766006
Position 997: 0.00031627262826517576
Position 14663: 0.0003117528170303124
Position 14850: 0.00027366342227673924
Position 1873: 0.0002728839709799704
Position 11822: 0.00026022581516558135
Position 8406: 0.00025425258984052777
Position 8143: 0.0002536171861526074
Position 6133: 0.00023310781052889452
Position 14298: 0.00022752036133936727
Position 2643: 0.0002215776811043633
Position 14783: 0.00021725871657758637
Position 5600: 0.0002024230283806713
Position 10951: 0.00018487262392548356
Position 6044: 0.0001829229057517078
Position 7284: 0.00015802488582484966
Position 10794: 0.00014643070586569436
Position 2738: 0.00014085523110324958
Position 10843: 0.00013133258681213188
Position 8539: 0.00012178428814971256
Position 1189: 0.00011854516807130715
Position 4866: 9.961290963163191e-05
Position 3383: 8.90459017184881e-05
Position 660: 8.618776229022848e-05
Position 5546: 8.525576473327608e-05
Position 6059: 8.50664176613725e-05
Position 118: 8.467404005467173e-05
Position 3157: 8.42822001033685e-05
Position 11162: 8.028061417200484e-05
Position 414: 7.93969489629238e-05
Position 116: 5.94912500608315e-05
Position 4283: 5.9171204904011896e-05
Position 574: 4.7088430510107835e-05
Position 4047: 4.2414924005337004e-05
Position 1521: 3.72732024761015e-05
Position 765: 3.4113767778048024e-05
Position 1921: 3.147394797287468e-05
Position 8410: 1.3782614347032962e-05
Position 14259: 1.3512333316022068e-05
Position 275: 1.1544611173060178e-05
Position 11164: 9.961257505545378e-06
Position 8179: 8.70727183452684e-06
Position 2710: 8.620250960158388e-06
Position 2714: 7.80245214780443e-06
Position 9412: 7.702683947871298e-06
Position 366: 5.914948325512598e-06
Position 14424: 5.286840291863291e-06
Position 228: 5.061128949910934e-06
Position 263: 4.115674546868927e-06
Position 28: 2.9330713823500144e-06
Position 23: 2.7175339597934927e-06
Position 11409: 2.61984147988067e-06
Position 887: 1.6698207435321472e-06
Position 11078: 1.3662736785324165e-06
Position 45: 6.252153247406047e-07
Position 8528: 5.188423490087551e-07
Position 6008: 2.856068652747387e-07
Position 419: 1.1436274985887071e-07
Position 566: 5.0804227635685904e-08
Position 47: 3.495779595966129e-08
Position 175: 3.071945949577704e-08
Position 438: 2.422663255622959e-08
Position 198: 6.684745053197615e-09
Position 529: 6.302913776471088e-09
Position 187: 5.52788115564097e-09
Position 236: 4.007990345784999e-09
Position 403: 2.5371890566476586e-09
Position 481: 1.2197818897379492e-09
Position 514: 9.277700924179209e-11
Position 5719: 7.3848824045099e-11
Position 398: 5.854074965421377e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 14143: 0.9996207275725859
Position 11057: 0.9916235512770852
Position 5397: 0.9861955477387222
Position 8051: 0.9846140479736586
Position 14489: 0.9694809745596721
Position 208: 0.9451580716984662
Position 3276: 0.919990759731837
Position 10686: 0.9152387260438928
Position 3074: 0.8588603184772542
Position 2264: 0.7345730030296876
Position 6689: 0.7204830226170216
Position 13636: 0.7185019269342847
Position 6001: 0.690391389214758
Position 13003: 0.637160921959177
Position 7150: 0.5273794735088514
Position 12744: 0.5084203697823335
Position 4766: 0.5079903868898885
Position 2016: 0.3888122285487283
Position 9317: 0.3126263117014929
Position 481: 0.3047579436454362
Position 2068: 0.2924732568925381
Position 14739: 0.26278072795530466
Position 6754: 0.2555776513771013
Position 5207: 0.2370577286776457
Position 7948: 0.20158551074338374
Position 7719: 0.11280024847841287
Position 13169: 0.11013941878121607
Position 7086: 0.10957321700622263
Position 12679: 0.10406108141711655
Position 13059: 0.08774324027693219
Position 13867: 0.08362082815038477
Position 7018: 0.0797913180638508
Position 2246: 0.07823324277708768
Position 2786: 0.0548244183931951
Position 7377: 0.053570964314256425
Position 11408: 0.05139371703072589
Position 153: 0.051174472639293284
Position 10712: 0.04566638234508244
Position 3028: 0.0428380699675516
Position 5105: 0.04057278769825987
Position 13007: 0.03928508249396687
Position 8699: 0.03849707635753023
Position 490: 0.03832670422195478
Position 6987: 0.03730609361608734
Position 444: 0.035869964819646806
Position 8638: 0.03391903420022265
Position 5686: 0.033468331328515004
Position 3092: 0.03258090523343326
Position 10695: 0.024602603985205238
Position 5054: 0.023349347535830147
Position 12967: 0.02100471805776761
Position 13591: 0.01788329883814068
Position 3261: 0.01683412195058309
Position 5709: 0.01664483748233105
Position 5592: 0.015847653401950188
Position 12450: 0.015276063344448209
Position 1090: 0.014690436478796736
Position 12591: 0.014119154490183469
Position 7180: 0.014106034053592596
Position 3307: 0.01394241081771209
Position 6970: 0.013847957690430407
Position 6227: 0.013810569741702822
Position 7748: 0.011630715825242265
Position 12792: 0.011548403458466396
Position 8409: 0.010430559826758168
Position 3033: 0.009633201822647567
Position 7089: 0.009493921688276235
Position 10698: 0.009362879740027795
Position 552: 0.00837869658687852
Position 14934: 0.00808383045122365
Position 5418: 0.006968713317737544
Position 7565: 0.0069110498658817585
Position 13734: 0.0068634094458483105
Position 991: 0.006590873497508626
Position 6764: 0.006081030076972484
Position 6066: 0.005673990215296328
Position 2268: 0.005500244002307204
Position 5355: 0.005424005910064512
Position 6836: 0.005391786399312225
