Gene = TRBC2
index = 1480
Annotated 5SS: [ 387  921 1171]
Annotated 3SS: [ 902 1063 1461]
SMsplice 5SS: [ 133  387  921 1171]
SMsplice 3SS: [ 262  902 1063 1461]
top_k =  500
Partition function (log Z): -2.930340644229259

Sorted 5' Splice Sites (High to Low Probability):
Position 387: 0.8980870046299438
Position 1171: 0.784606956876044
Position 133: 0.6895255042050703
Position 921: 0.42595975746767445
Position 824: 0.19041959011671003
Position 1035: 0.10127152595136155
Position 1144: 0.04379535813296435
Position 152: 0.036849165993095116
Position 137: 0.03238628572378517
Position 164: 0.022551209681779476
Position 925: 0.019695082422111886
Position 504: 0.015723159650691883
Position 1506: 0.01387641448348819
Position 460: 0.012700058684465613
Position 86: 0.011008258541198355
Position 837: 0.010856232261920225
Position 424: 0.010802106452463798
Position 378: 0.006536316548033503
Position 1566: 0.0031975922319801885
Position 527: 0.0024377036885817804
Position 1183: 0.002114141967392687
Position 1537: 0.0019917449527459318
Position 541: 0.0018213392775085942
Position 1131: 0.0010559557361558385
Position 518: 0.0007943752417477575
Position 29: 0.0006842212392853928
Position 159: 0.0006643680338607774
Position 1005: 0.0003047608346552025
Position 359: 0.0002879934301676076
Position 1003: 0.0002769586981617433
Position 119: 0.00026658738605635023
Position 677: 0.00024143989176108108
Position 637: 6.151715132099484e-05
Position 828: 5.820196967781805e-05
Position 793: 5.482838063269667e-05
Position 813: 4.970921371041503e-05
Position 811: 4.394706306548684e-05
Position 88: 1.4505780126057206e-05
Position 391: 1.161967672611277e-05
Position 290: 8.492389243446448e-06
Position 242: 6.119870569107766e-06
Position 832: 5.3645961842558175e-06
Position 701: 4.5296004233559564e-06
Position 14: 1.894965850592213e-06
Position 723: 1.713007106817137e-06
Position 707: 1.105584319131027e-06
Position 37: 5.917244764132899e-07
Position 35: 2.593335216435275e-07
Position 16: 2.0362976700172525e-07
Position 322: 2.7864875097244586e-10
Position 295: 5.628021064645948e-12
Position 285: 6.945846528816851e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1461: 0.9066073859004077
Position 1063: 0.6630147331263406
Position 902: 0.6285078002950937
Position 262: 0.4701416487132704
Position 216: 0.24641045850875054
Position 716: 0.17340743569725175
Position 1634: 0.07601278363386763
Position 607: 0.0540276949903293
Position 976: 0.026745237278696994
Position 290: 0.02568611148477523
Position 863: 0.010191798750329458
Position 295: 0.009447395184097918
Position 1065: 0.008216177369420194
Position 749: 0.00745410590109142
Position 1034: 0.0072680717173004205
Position 1527: 0.0032687454648901116
Position 1426: 0.002853746321306419
Position 231: 0.002736013629602431
Position 1107: 0.0027289243633668646
Position 841: 0.002537180003676309
Position 1505: 0.0015510646738573128
Position 1382: 0.0013855307270907648
Position 561: 0.0013466559004761103
Position 1148: 0.001131273262623648
Position 1117: 0.0010732679626880722
Position 746: 0.0009511275014690068
Position 1299: 0.0009335077539687433
Position 1238: 0.0008055475998153271
Position 622: 0.0007214483694768863
Position 860: 0.0007143560397792995
Position 723: 0.0006256710729097482
Position 1074: 0.0006144985654477036
Position 564: 0.0005139483065930299
Position 1078: 0.0003662076743731736
Position 1566: 0.0003408026664830043
Position 1333: 0.0002830508035403564
Position 196: 0.00022257775144324862
Position 355: 0.00018575871557764272
Position 661: 0.00015935437302002148
Position 653: 0.00014354171572518286
Position 1321: 0.00013574409026667007
Position 828: 0.0001240777079733845
Position 240: 0.0001040499831607893
Position 1247: 0.00010111375355356493
Position 925: 9.328331086794789e-05
Position 1253: 9.294948896481918e-05
Position 780: 9.259578435678977e-05
Position 1303: 8.51101168335831e-05
Position 459: 8.441548285049572e-05
Position 1000: 7.76003976730362e-05
Position 1389: 7.380058086686094e-05
Position 331: 7.031828733377652e-05
Position 783: 6.899804213593915e-05
Position 1467: 5.805578587587524e-05
Position 1122: 5.333506499527745e-05
Position 591: 5.193397661073283e-05
Position 1655: 4.555966743180865e-05
Position 517: 4.181276236668791e-05
Position 1355: 3.3861965088861555e-05
Position 423: 3.151985921872826e-05
Position 763: 2.906976959078055e-05
Position 666: 2.7611251093935944e-05
Position 1665: 2.3455360098156702e-05
Position 769: 2.2659270807670326e-05
Position 313: 2.253623551892195e-05
Position 190: 2.2231289790407692e-05
Position 453: 1.926021610485285e-05
Position 101: 1.9006822859907705e-05
Position 228: 1.0602121451211097e-05
Position 647: 1.025560721106692e-05
Position 336: 9.153828639359161e-06
Position 525: 8.75116036880539e-06
Position 569: 6.10755783879374e-06
Position 476: 5.0531973552613435e-06
Position 463: 4.986426739328686e-06
Position 531: 2.750523498776942e-06
Position 485: 2.440826447443955e-06
Position 173: 2.39805290305486e-06
Position 386: 2.2456959975598123e-06
Position 193: 2.209439203103223e-06
Position 624: 2.1554812654134703e-06
Position 381: 2.123159344670541e-06
Position 181: 1.8896140826762873e-06
Position 482: 9.335342685509661e-07
Position 124: 2.0824533941442694e-07
Position 363: 1.470806825644147e-07
Position 415: 1.3549505424469108e-07
Position 168: 1.2706420321362433e-07
Position 418: 1.0377425936402574e-07
Position 440: 9.614245514007929e-08
Position 148: 9.352119638552315e-08
Position 489: 5.468599676921883e-08
Position 159: 4.357699731262461e-08
Position 383: 2.4728891364917915e-08
Position 929: 2.3907855213153543e-08
Position 433: 2.0352484805084823e-08
Position 370: 1.5846700989110234e-08
Position 76: 1.078303106447715e-08
Position 471: 3.570488334340592e-09
Position 493: 2.7927784038303784e-09
Position 129: 5.703422934961127e-10
Position 151: 1.4789696174255205e-10
Position 322: 4.0381989182784463e-11
Position 405: 5.703536174159961e-12
