Gene = HYI
index = 669
Annotated 5SS: [ 395  604 1785 2055 2192 2342 2580]
Annotated 3SS: [ 491 1669 1975 2141 2271 2444 2677]
SMsplice 5SS: [ 395  604 1785 2055 2192 2342 2580]
SMsplice 3SS: [ 491 1669 1975 2141 2271 2444 2677]
top_k =  500
Partition function (log Z): 7.548859486507667

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9980659903348525
Position 2192: 0.9037872019024183
Position 2342: 0.862630915315757
Position 604: 0.8254710540729974
Position 1785: 0.7876328919441762
Position 2055: 0.7494091906634588
Position 2580: 0.6080738432457063
Position 2562: 0.3496344362656966
Position 577: 0.16350445859491872
Position 1895: 0.062179286362251195
Position 1379: 0.05266798699202305
Position 2162: 0.044606244685172734
Position 1360: 0.02484053115564822
Position 1087: 0.019079036654714103
Position 959: 0.011130398943754928
Position 2338: 0.009531813866930772
Position 1864: 0.00718877906657712
Position 1459: 0.00694621672733227
Position 741: 0.004503531305835513
Position 2206: 0.004415822737302006
Position 1555: 0.003515110673938467
Position 916: 0.0028049299337484165
Position 1882: 0.0026844368031054763
Position 1794: 0.001944929194522527
Position 655: 0.001568272167374241
Position 734: 0.001350898662062402
Position 1401: 0.0012712780974480388
Position 1620: 0.000922329790713082
Position 2566: 0.0008902595681598814
Position 2256: 0.0007640196232407448
Position 1824: 0.0005289353544572472
Position 572: 0.0004783040261169942
Position 1267: 0.00044162221274495465
Position 709: 0.00037648139311223473
Position 1828: 0.0003731796673359662
Position 728: 0.0003315137094324035
Position 1394: 0.0002991150899382544
Position 2849: 0.00029336065111458694
Position 265: 0.000284188461119993
Position 373: 0.0002750632092524115
Position 1430: 0.00027433729619097847
Position 2029: 0.0002605494620502197
Position 87: 0.0002558004484569542
Position 2748: 0.0002472984110942161
Position 21: 0.00023667397238900316
Position 315: 0.0002118598663932818
Position 856: 0.000173755228911529
Position 1169: 0.00013010881008575342
Position 1012: 0.00010571516095192602
Position 1183: 8.016245236011433e-05
Position 2253: 8.015475694904749e-05
Position 2860: 7.228588858262888e-05
Position 1600: 6.921510744550436e-05
Position 1440: 5.7638714559103666e-05
Position 1318: 5.050154169799034e-05
Position 304: 4.7661593637091954e-05
Position 1260: 3.777528690843471e-05
Position 1299: 2.331592705860419e-05
Position 1692: 2.315514001035238e-05
Position 2243: 1.2212768442179742e-05
Position 1773: 1.0250023569852335e-05
Position 2652: 1.0161076505738818e-05
Position 2456: 9.884532443585306e-06
Position 46: 5.7525087587633e-06
Position 1830: 5.6491491474368855e-06
Position 1844: 5.3945823543561495e-06
Position 1091: 4.733866084025148e-06
Position 399: 4.201174064017949e-06
Position 633: 2.9962447303105223e-07
Position 81: 2.6334965678116746e-07
Position 91: 2.1109561519062646e-07
Position 432: 1.8691011388162277e-07
Position 695: 1.6403639044539373e-07
Position 755: 1.592075959708761e-07
Position 225: 4.464595303983179e-08
Position 456: 3.386293966562647e-08
Position 34: 2.6100787234690448e-08
Position 2465: 1.0656276489668494e-08
Position 2555: 8.863748522800582e-09
Position 2196: 7.751075890095118e-09
Position 2686: 3.149618627235735e-09
Position 454: 1.8506540196647347e-09
Position 298: 2.0617569817429646e-10
Position 527: 4.376988720331722e-11
Position 597: 1.9050634327036278e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2141: 0.9763278935086885
Position 491: 0.9721082541518156
Position 2444: 0.9485843352479582
Position 2677: 0.8841754138109625
Position 1669: 0.866548444992908
Position 2271: 0.8527070776618186
Position 1975: 0.3835842167515723
Position 1957: 0.31165244028165734
Position 1213: 0.07237231874597908
Position 2780: 0.02057504707573346
Position 494: 0.018069202604430328
Position 654: 0.017537406823413416
Position 2455: 0.015252918826671891
Position 1881: 0.013488588562076525
Position 984: 0.012016173889475774
Position 2029: 0.011906256446841594
Position 2914: 0.011770326770907998
Position 2680: 0.010942649516647905
Position 2289: 0.009635575559591915
Position 1276: 0.008561124355012956
Position 1554: 0.008390868677634073
Position 2917: 0.008139205790894909
Position 2887: 0.00684934186372388
Position 2972: 0.006587839184252793
Position 1978: 0.0059026893511440375
Position 942: 0.005554276698416632
Position 2723: 0.005473733789340333
Position 1501: 0.005445523134204138
Position 2818: 0.004704000815666351
Position 2397: 0.004614321034928279
Position 2464: 0.00271309284660003
Position 2256: 0.002680786602230306
Position 2158: 0.0025555418883623227
Position 1911: 0.0023102771894251864
Position 1999: 0.002260408137522702
Position 1942: 0.002118971943643241
Position 1283: 0.0019284783026844992
Position 1784: 0.001807931097759534
Position 1008: 0.0016742514347637793
