Gene = FBXO42
index = 546
Annotated 5SS: [   200  37286  46652  57672  95849  96744  98820  99359 100167]
Annotated 3SS: [ 37018  46534  57536  95694  96632  98722  99301 100049 100668]
SMsplice 5SS: [   200  23747  25253  37286  46652  57672  95849  96744  98899  99879
 100167 100813]
SMsplice 3SS: [ 23604  25090  37018  46534  57536  95715  96632  98722  99617 100049
 100668 104627]
top_k =  500
Partition function (log Z): -50.28040154598528

Sorted 5' Splice Sites (High to Low Probability):
Position 200: 0.994945693165485
Position 915: 0.20821759624924377
Position 2997: 0.07552482560188928
Position 9776: 0.05603023730252645
Position 2227: 0.03524484668427117
Position 2422: 0.03159794790221489
Position 2718: 0.025399170923343057
Position 15207: 0.020489507935064825
Position 9772: 0.01674224719159042
Position 9956: 0.010622874390525358
Position 515: 0.007628921807804624
Position 835: 0.004136028364746324
Position 1833: 0.0027629073413369945
Position 856: 0.0017174196226450468
Position 897: 0.001661022464876902
Position 2496: 0.001169387662222363
Position 881: 0.0010059224113819162
Position 821: 0.0007038029882502615
Position 2533: 0.0006617949760977094
Position 75: 0.0006307624946574028
Position 308: 0.0004953332967924216
Position 2405: 0.0003588263877362874
Position 367: 0.0003129885434531252
Position 323: 0.00022300040046402397
Position 478: 0.00021053213750908098
Position 796: 0.00016374893928792762
Position 1380: 0.00015278601383880244
Position 814: 0.00012169940452241235
Position 6240: 6.296734446821091e-05
Position 576: 4.0256526446377196e-05
Position 571: 3.4716163761306935e-05
Position 1184: 3.264195811328298e-05
Position 870: 2.8708159503758017e-05
Position 410: 2.056814280912018e-05
Position 1476: 1.987816664419847e-05
Position 798: 1.6303790158489403e-05
Position 343: 1.5968281971310792e-05
Position 1414: 1.3819792041438884e-05
Position 1262: 1.1090489731477868e-05
Position 292: 8.12192859425598e-06
Position 333: 5.621603351214848e-06
Position 444: 5.3276221125829545e-06
Position 1507: 3.3723533078781197e-06
Position 919: 2.81923457084858e-06
Position 63: 2.7256003764575103e-06
Position 327: 2.6060779372262394e-06
Position 508: 6.758457764649093e-07
Position 1599: 4.869581485411328e-07
Position 1305: 3.1473039835135157e-07
Position 800: 2.86458166273919e-07
Position 510: 2.2242663386893616e-07
Position 181: 3.297250627885844e-08
Position 97: 1.409099417624794e-08
Position 30: 2.772574276840155e-09
Position 947: 1.391013514048274e-09
Position 970: 1.26506526788156e-09
Position 24: 7.068374602289992e-10
Position 564: 6.926623412582945e-10
Position 470: 5.130054374697086e-10
Position 155: 1.0539404892009055e-10
Position 134: 5.5294353758770885e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9879: 0.26893156328098233
Position 2624: 0.21270550386992906
Position 752: 0.10159382082400463
Position 9584: 0.08877700327620106
Position 696: 0.07529981670856717
Position 9875: 0.04759229743538716
Position 15475: 0.04477752865136425
Position 15124: 0.04456708269116192
Position 716: 0.0437036530074176
Position 13272: 0.03505252801836124
Position 12508: 0.032794637598360585
Position 1187: 0.027953097118737502
Position 10064: 0.026158752902523213
Position 2272: 0.025425086144624246
Position 11304: 0.025420345475051797
Position 4967: 0.025083188992922376
Position 9077: 0.02478247257471724
Position 13716: 0.02356783102080945
Position 1005: 0.02275499914502073
Position 2364: 0.02125914750196131
Position 1714: 0.01732235316726698
