Gene = IQCB1
index = 712
Annotated 5SS: [  114   689  6219  6610  9029 26164 27736 35884 37962 39623 45007 46796
 53337 62523]
Annotated 3SS: [  599  6106  6446  8898 26069 27635 35704 37851 39512 44863 46646 53204
 62365 64504]
SMsplice 5SS: [  114  6219  6610  9029 27736 37962 39623 45007 53337]
SMsplice 3SS: [ 6106  6446  8898 27635 37851 39512 44863 53204 62342]
top_k =  500
Partition function (log Z): 0.40405669125904

Sorted 5' Splice Sites (High to Low Probability):
Position 37962: 0.9999999999932041
Position 27736: 0.9999999999932037
Position 9029: 0.9996251208780218
Position 6219: 0.9943562699268716
Position 45007: 0.9901997899360552
Position 53337: 0.9895084315250916
Position 114: 0.9575508896394316
Position 39623: 0.9318713729204031
Position 17327: 0.5312198385156812
Position 15907: 0.5285665795477915
Position 6610: 0.48023673835559755
Position 16072: 0.4542319717210577
Position 6623: 0.39752418160730335
Position 45266: 0.39275098510318285
Position 46796: 0.3321843254930097
Position 62572: 0.23929417774580042
Position 23264: 0.23049166243213662
Position 15638: 0.2166636892465279
Position 6965: 0.2132625809666057
Position 22292: 0.2077401534022927
Position 15623: 0.16897402756124372
Position 15773: 0.1405952871305324
Position 54452: 0.12566335259587444
Position 46503: 0.10401757700097372
Position 3254: 0.08944562228891341
Position 51855: 0.07601875748834734
Position 39636: 0.06378484551638382
Position 46013: 0.05768226575327658
Position 689: 0.05762645493092665
Position 40206: 0.05678846981267632
Position 46611: 0.055717916333209445
Position 46717: 0.05210853204868779
Position 40174: 0.05023347566548243
Position 39803: 0.04926543396188633
Position 15393: 0.04808772039500325
Position 40184: 0.04297807004721059
Position 49173: 0.0408773563866174
Position 49312: 0.04007124216512538
Position 5905: 0.03679295887043738
Position 62523: 0.03533880083560153
Position 1594: 0.03319271692903578
Position 45445: 0.03052617916386579
Position 1725: 0.02741680339672429
Position 56283: 0.02447778048595919
Position 53911: 0.021044360502475407
Position 898: 0.02040202434529019
Position 210: 0.01893563109926766
Position 5527: 0.014462058770122726
Position 831: 0.013913865627439211
Position 54429: 0.013584833917949577
Position 55097: 0.013428034727313442
Position 49198: 0.011916303022911284
Position 80: 0.01163542323824463
Position 5702: 0.010687835020487306
Position 11730: 0.009302977019634088
Position 46083: 0.009221213122812415
Position 44983: 0.009131269167217371
Position 11395: 0.008157782753536185
Position 1782: 0.006540362353823499
Position 8439: 0.006093978107964582
Position 1293: 0.005846668855275379
Position 4333: 0.005666607074082971
Position 5860: 0.004998409888352857
Position 950: 0.004908629241996576
Position 7011: 0.004645182953749206
Position 5233: 0.004503071802923223
Position 54625: 0.004303125428318435
Position 16092: 0.003880002783631479
Position 5133: 0.003757326867788791
Position 58979: 0.0035974706123581964
Position 5357: 0.0031233340921008354
Position 45167: 0.003094224822031904
Position 818: 0.002049162745639927
Position 3435: 0.0020286854071254654
Position 1497: 0.0018196123384634647
Position 1771: 0.0015978488755446771
Position 5900: 0.0015851273353793083
Position 4282: 0.0014838673511522922
Position 1075: 0.0014660796634514053
Position 128: 0.0014601812262964701
Position 3109: 0.0014513272871907572
Position 8448: 0.0013226854522693583
Position 3478: 0.0011628671862097826
Position 5135: 0.0010838530826870491
Position 6132: 0.0009898497395999094
Position 2711: 0.0009650133674871069
Position 7843: 0.0009018753541603262
Position 7856: 0.0006971495194092404
Position 6825: 0.0006131558522598621
Position 46615: 0.0006109032288710228
Position 45284: 0.0006062757025545875
Position 7196: 0.0005496008088558562
Position 47406: 0.0005241455281782895
Position 45378: 0.0004329032676401205
Position 6719: 0.0004218367954635712
Position 47589: 0.00035134436005107117
Position 291: 0.00027139467110430337
Position 7494: 0.0002377265276120885
Position 6277: 0.0002348121669301204
Position 267: 0.0001555215855664819
Position 55792: 0.00015370664841910794
Position 45048: 0.00014867819627455205
Position 45017: 0.00013087378408042588
Position 335: 5.881663095881921e-05
Position 692: 5.751282811116461e-05
Position 6211: 5.510225615510138e-05
Position 673: 5.2569541558608035e-05
Position 427: 3.5432053503233374e-05
Position 10486: 1.902293547978423e-05
Position 256: 1.695841146210783e-05
Position 198: 1.3215747101628695e-05
Position 9335: 1.0063020732495285e-05
Position 638: 7.02913042162309e-06
Position 11564: 6.450262226548821e-06
Position 395: 6.05053851885227e-06
Position 748: 5.543135283525168e-06
Position 9789: 5.231019848810692e-06
Position 57: 4.863402701297675e-06
Position 1194: 3.651686515997739e-06
Position 9390: 3.022210852323434e-06
Position 365: 2.734159359805287e-06
Position 60: 2.630170702811687e-06
Position 67: 2.618779606931625e-06
Position 1418: 2.6162065473692362e-06
Position 11335: 2.5042417674635876e-06
Position 998: 2.3546152123207663e-06
Position 131: 1.8170187793862226e-06
Position 973: 1.7086430765563135e-06
Position 10214: 1.560345980365458e-06
Position 10176: 1.3810039967976133e-06
Position 10785: 1.1573789044235297e-06
Position 902: 8.440964498428023e-07
Position 930: 8.07479685554629e-07
Position 7709: 6.022716869338558e-07
Position 496: 5.861466898117581e-07
Position 461: 3.9087863658255055e-07
Position 351: 3.5371523225690195e-07
Position 615: 2.9120496192948516e-07
Position 449: 2.6790290053492936e-07
Position 471: 1.956172776131416e-07
Position 45156: 1.6535304671340455e-07
Position 298: 8.951188533402607e-08
Position 418: 7.436807162550158e-08
Position 296: 5.740404917351351e-08
Position 494: 4.82989665799265e-08
Position 6647: 3.564674330598923e-08
Position 6570: 3.2115497823921974e-08
Position 794: 1.6266623529996067e-08
Position 805: 1.568644958311756e-08
Position 499: 1.1419095285772363e-11
Position 88: 6.940618505626932e-12
Position 468: 6.088082492156461e-13
Position 21: 4.134255937684318e-13
Position 316: 5.715827971098734e-15
Position 269: 3.1804204380181495e-15
Position 318: 1.512411111273661e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 37851: 0.9999999999932041
Position 27635: 0.9999999999932035
Position 44863: 0.9981422244091736
Position 8898: 0.9975016855880837
Position 39512: 0.9956562184367869
Position 53204: 0.9916346444849917
Position 6106: 0.9909105583477538
Position 6446: 0.8029495598808877
Position 15550: 0.5443700597988709
Position 17250: 0.489938967313071
Position 62342: 0.45338105948379026
Position 15848: 0.4480582372271742
Position 16023: 0.4338333735049553
Position 45132: 0.42361464029527124
Position 46646: 0.37153466915046307
Position 62365: 0.35992103549727605
Position 22204: 0.20774015340229277
Position 22909: 0.17210406481112206
Position 6778: 0.1561309256013268
Position 54330: 0.1535740683483813
Position 64504: 0.13393317974677507
Position 46401: 0.09621593284723057
Position 40071: 0.08286829193201237
Position 51686: 0.07601875748834734
Position 1482: 0.06373477086248165
Position 3144: 0.06045369200974453
Position 40050: 0.060239729259767213
Position 599: 0.05977521427173391
Position 64840: 0.0587394037528746
Position 22894: 0.05838759762101448
Position 15669: 0.05632412199726375
Position 56186: 0.05451692886147972
Position 39714: 0.04926543396188633
Position 48915: 0.04731214961680801
Position 48935: 0.04703396826102878
Position 15296: 0.046447951644269486
Position 46378: 0.04611084063628466
Position 17061: 0.041280871202610266
Position 65149: 0.03826639433788119
Position 6811: 0.037175695591086806
Position 6470: 0.03158188333772155
Position 63486: 0.030354704651474915
Position 6546: 0.029931118559321804
Position 5781: 0.029512479882489197
Position 45946: 0.026999156528406648
Position 64421: 0.024864241419667463
Position 60294: 0.024014475403987965
Position 45905: 0.022571943032292176
Position 53839: 0.018526267632419307
Position 15560: 0.018191753041323176
Position 46495: 0.016280865352129404
Position 60275: 0.015333717735918292
Position 6885: 0.014786357411576164
Position 817: 0.014566651796357478
Position 3065: 0.013740066807327506
Position 55031: 0.01353101168444348
Position 46591: 0.012709840823906464
Position 5415: 0.010233856545219404
Position 63280: 0.010209423665851636
Position 15600: 0.010051766381395296
Position 61377: 0.009874798155041426
Position 11673: 0.009082475515629483
Position 60214: 0.008643384803971215
Position 3024: 0.008154210808542825
Position 53653: 0.00806593175324607
Position 6364: 0.008026137155007416
Position 4882: 0.007752607501975858
Position 5614: 0.007140905140583659
Position 40129: 0.00689199433358974
Position 6722: 0.0067624801919990525
Position 54536: 0.006558793816789606
Position 11317: 0.006549258826092902
Position 5761: 0.006502180789138311
Position 45983: 0.006003738104774013
Position 4209: 0.005989023520932912
Position 53805: 0.005430380645881833
Position 5801: 0.00530108544968564
Position 5382: 0.005144231062512723
Position 477: 0.00511057215390049
Position 3207: 0.005059860586796066
Position 45242: 0.00453751678156026
Position 45926: 0.004230229866345943
Position 60981: 0.004143109077038888
Position 8360: 0.004112346200371441
Position 5301: 0.003656965334818052
Position 6050: 0.003614037045046484
Position 58888: 0.0035974706123581964
Position 3153: 0.003572381389138314
Position 46012: 0.0034577753114959486
Position 59593: 0.003377643529721356
Position 59716: 0.003370056392515533
Position 61009: 0.003369576758929732
Position 873: 0.0032019501243531253
Position 6568: 0.0031778845660278697
Position 1637: 0.0029921072107463535
Position 60940: 0.002824244380797217
Position 1124: 0.0027830817454325457
Position 45859: 0.0027785728211156178
Position 62769: 0.002620796474141098
Position 753: 0.002599837762349131
Position 5814: 0.0023302737952309183
Position 6310: 0.0022324790502822964
Position 56674: 0.0022219818944830294
Position 6858: 0.002217129210084411
Position 45187: 0.002200657385758429
Position 46651: 0.0021387564025150915
Position 5526: 0.002097269799577037
Position 53910: 0.002085584735065837
Position 15392: 0.0020822460398014844
Position 53513: 0.0019698355430582616
Position 58108: 0.0017998992988953212
Position 829: 0.001764531204496438
Position 56182: 0.0017558505235081574
Position 8271: 0.0017114978395654185
Position 61633: 0.0017081079043651214
Position 15119: 0.001639768750733765
Position 3324: 0.0016132564796146798
Position 4951: 0.0015916442514232042
Position 53619: 0.0014909380965332309
Position 1214: 0.0014871609294607395
Position 1317: 0.0014579177253175833
Position 7822: 0.0014190725425124733
Position 11228: 0.0014125530949554714
Position 57446: 0.0013331816495306412
Position 455: 0.0013276068574594475
Position 61275: 0.001326210417184699
Position 1597: 0.0013135157957940465
Position 54297: 0.0012275384604439683
Position 47332: 0.0011438769852070577
Position 55319: 0.0010494274629331117
Position 776: 0.001037756622960165
Position 44663: 0.0010266966023865958
Position 8394: 0.0009373531623996354
Position 8746: 0.0009305502174609096
Position 1034: 0.0008981346005412585
Position 4221: 0.000878783141035158
Position 8826: 0.0008638037251059477
Position 1511: 0.0007577944125848249
Position 6158: 0.000733807000370011
Position 45351: 0.0007022904674587662
Position 1278: 0.000685790937351607
Position 3253: 0.0006628162242363649
Position 8348: 0.0006554663578974456
Position 949: 0.0006213274651316832
Position 6474: 0.0005833220822574904
Position 55609: 0.0005680044210813784
Position 45856: 0.0005514732394669202
Position 2486: 0.0004980929760712169
Position 53567: 0.00048230832470629124
Position 6821: 0.000474862715993558
Position 44696: 0.00044434391762074446
