Gene = TSTD2
index = 1501
Annotated 5SS: [  333  6178  7895 15819 22002 23230 27433 28093 28849]
Annotated 3SS: [ 5962  7577 15697 21875 23123 27313 27933 28709 30807]
SMsplice 5SS: [  262  6270  6571  7895 15819 22002 27233 27433 28093 28245 28849]
SMsplice 3SS: [ 5962  6424  7797 15697 21875 27098 27313 27933 28180 28709 30863]
top_k =  500
Partition function (log Z): 0.9605383105567924

Sorted 5' Splice Sites (High to Low Probability):
Position 22002: 0.9996152330900037
Position 15819: 0.946375484740831
Position 262: 0.8766346204837417
Position 27233: 0.8671156103036333
Position 28093: 0.8372741072725591
Position 7895: 0.8075549694477651
Position 28245: 0.7561755263503468
Position 6522: 0.7323980467563449
Position 27433: 0.6670100994639852
Position 28849: 0.6051461134110018
Position 18815: 0.512886912114122
Position 11593: 0.5086848123438961
Position 6270: 0.4555506841577295
Position 6178: 0.4047442666967795
Position 27600: 0.3931534640500356
Position 23230: 0.323696061356538
Position 30218: 0.14434692412188513
Position 31710: 0.13048942591397703
Position 27800: 0.12239523698358726
Position 333: 0.1171062293708806
Position 17276: 0.11573681536732942
Position 27247: 0.10693154361744783
Position 30770: 0.09752908468060381
Position 2958: 0.09601464201784005
Position 31053: 0.08690612761545129
Position 23890: 0.0799855185036673
Position 3236: 0.07094206457919441
Position 29800: 0.07047209450737682
Position 23641: 0.0647603561326949
Position 7062: 0.048380966817377344
Position 3211: 0.043327236422562594
Position 3330: 0.04211689536507077
Position 6208: 0.039245306450731425
Position 28649: 0.03693374983713181
Position 15490: 0.035689979566134
Position 17802: 0.03456219327212001
Position 30507: 0.029888054868700886
Position 6482: 0.02204669317337388
Position 20225: 0.021178777149049963
Position 30758: 0.019135067473300044
Position 29636: 0.0189012358417689
Position 4350: 0.01863660036207238
Position 3932: 0.018411344858659293
Position 30168: 0.018314306216546446
Position 6962: 0.017143278426469212
Position 4821: 0.01661758195618539
Position 27748: 0.01571958950337301
Position 18809: 0.01283489707801392
Position 5966: 0.011104197166542871
Position 22944: 0.010338699565277042
Position 5839: 0.009612457231761302
Position 4789: 0.009462222110099162
Position 22677: 0.00869217515070058
Position 3144: 0.0071182979444619635
Position 22729: 0.005856070015280407
Position 6340: 0.005841192275227314
Position 22951: 0.005533745832185828
Position 5293: 0.005382292119428348
Position 28665: 0.004840143487536044
Position 3738: 0.004187174600911227
Position 2863: 0.004154921727809504
Position 1651: 0.004089231295287658
Position 2656: 0.0036865843798039263
Position 6325: 0.003578436905899254
Position 22546: 0.0033014837329568645
Position 30200: 0.0024539688763740245
Position 5465: 0.0021633590102735035
Position 6252: 0.0020450473306175185
Position 27852: 0.001970529243393808
Position 22640: 0.0019171052430950115
Position 4726: 0.0019021922224762816
Position 3400: 0.0018026433465921235
Position 27493: 0.0017998115213118465
Position 394: 0.0017222026584188907
Position 28061: 0.0017022094304201302
Position 202: 0.0016988520633284237
Position 31331: 0.0016555303478361448
Position 27467: 0.001373868873452779
Position 4019: 0.0012999087155314074
Position 461: 0.001249399838506424
Position 4557: 0.0010069904422821809
Position 6516: 0.0008902475013613185
Position 1527: 0.0008608332955292299
Position 28853: 0.000727756675833677
Position 7210: 0.0007128495345444498
Position 3054: 0.0006411813099397375
Position 29179: 0.0006237174018357554
Position 1403: 0.0005850313716220245
Position 3306: 0.000571877666865385
Position 2690: 0.0005588070118255785
Position 2206: 0.0005584256259095377
Position 6766: 0.0005500649839491816
Position 27437: 0.0005338690217429138
Position 3240: 0.0005056122005960301
Position 31138: 0.000496426663885364
Position 4745: 0.0004266317289141643
Position 24293: 0.00040313291071102683
Position 1170: 0.00038849458389264287
Position 3524: 0.0003431212421650533
Position 22256: 0.0002962044168297204
Position 6609: 0.0002854160010213149
Position 4733: 0.00023296228554402007
Position 52: 0.0002268403939336105
Position 3555: 0.0002202036969881692
Position 2845: 0.00021114124880346815
Position 22337: 0.00016384695264521233
