Gene = BLVRA
index = 135
Annotated 5SS: [   55 12491 29346 32689 34133 41893 45168]
Annotated 3SS: [12457 29223 32568 34034 41784 44995 48296]
SMsplice 5SS: [   55 12491 34133 41893 45168]
SMsplice 3SS: [12457 33974 41784 44995 48296]
top_k =  500
Partition function (log Z): -23.257446343255157

Sorted 5' Splice Sites (High to Low Probability):
Position 55: 0.9927693862860852
Position 12491: 0.9648927530673801
Position 11513: 0.1426320555045494
Position 3673: 0.09558556905124357
Position 5626: 0.09411201082254304
Position 19502: 0.08811734114483347
Position 5272: 0.059788306878895046
Position 13067: 0.0567053765417908
Position 3785: 0.04748309443351715
Position 9694: 0.047427932672666796
Position 3388: 0.04456080048415419
Position 11308: 0.041872005652184595
Position 9628: 0.041673861004975575
Position 9659: 0.04135389979868789
Position 1800: 0.04037163966748906
Position 11836: 0.029802109964225942
Position 8014: 0.028831629921310623
Position 6114: 0.028777842512998354
Position 4095: 0.02749010623415054
Position 6498: 0.02694170758864673
Position 1088: 0.016444014461990366
Position 1848: 0.013497030834950453
Position 11632: 0.013182264024954888
Position 4459: 0.009468272561292736
Position 13443: 0.0018940563588812447
Position 1870: 0.0017379249553493973
Position 5003: 0.0007141337856079633
Position 677: 0.0005260356717128237
Position 1431: 0.00046113481256017825
Position 3456: 0.00043079988773987477
Position 600: 0.00032726853644207265
Position 236: 0.0003039580200457363
Position 4815: 0.00028690146585282794
Position 4291: 0.00021050481548593716
Position 866: 9.79772689764634e-05
Position 247: 9.697726202421658e-05
Position 2825: 9.391387184613193e-05
Position 1551: 7.513124972846506e-05
Position 1036: 6.253467720561786e-05
Position 3199: 6.155667197493811e-05
Position 268: 4.988842530741072e-05
Position 3545: 3.747941232515896e-05
Position 4983: 3.720951787742137e-05
Position 3669: 3.3498286021968104e-05
Position 6109: 2.672299458437713e-05
Position 1094: 8.542191336932494e-06
Position 602: 1.7133866245926005e-06
Position 860: 1.6121917541572385e-06
Position 331: 1.5967631046399473e-06
Position 626: 6.596061843226137e-07
Position 494: 6.587370714764314e-07
Position 42: 5.562427821741757e-07
Position 1048: 4.318775688305556e-07
Position 50: 3.0940267116109207e-07
Position 79: 2.129765105402508e-07
Position 1194: 1.6068479885818633e-07
Position 319: 1.558415228016277e-07
Position 631: 8.596032363007659e-08
Position 1242: 8.023558081769718e-08
Position 1184: 5.3207235066531136e-08
Position 1213: 4.3149881846552155e-08
Position 797: 4.267583798360474e-08
Position 964: 3.804749041881511e-08
Position 854: 3.5751376988648506e-08
Position 818: 8.574691289960603e-09
Position 3054: 2.8460150902427836e-09
Position 441: 2.6929717502908336e-09
Position 100: 2.1645037293094977e-09
Position 2551: 1.9050487312252845e-09
Position 14: 1.270259695838238e-09
Position 649: 7.283570411212106e-10
Position 608: 3.648215277436655e-10
Position 399: 3.036785674184303e-10
Position 353: 2.2901036225316864e-10
Position 347: 2.036380343496249e-10
Position 344: 8.409558393151326e-13
Position 402: 3.99673247006293e-13
Position 361: 3.991267157572971e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12457: 0.9772618861619002
Position 29223: 0.2712438120807359
Position 11447: 0.15856697919169266
Position 19421: 0.15821209008451081
Position 20395: 0.1336625463513026
Position 9536: 0.1324706694548956
Position 3620: 0.07633189096949636
Position 5528: 0.06813633674714333
Position 20074: 0.06140923548159411
Position 18812: 0.060340493018665474
Position 12911: 0.051961871534852475
Position 5140: 0.051053979298249993
Position 12558: 0.04784015830510861
Position 11192: 0.04032910508692584
Position 3263: 0.038636175341076454
Position 12577: 0.034575339131212766
Position 3585: 0.034109082859723173
Position 19244: 0.03273226782668484
Position 11681: 0.03167690318116712
Position 15406: 0.028382189898599662
Position 1665: 0.026744697294313585
Position 3952: 0.019920492187066742
Position 5163: 0.01981030629308899
Position 7879: 0.019085473786685386
Position 3554: 0.018303298216866246
Position 5924: 0.018278685609449157
Position 13279: 0.01617774808608217
Position 14579: 0.016001411620213003
Position 19093: 0.01570805027755543
Position 15922: 0.015333897601591975
Position 13357: 0.014468005583546537
Position 14627: 0.014197203010477485
Position 6312: 0.013567592826031882
Position 1652: 0.013256700119359126
Position 21938: 0.013049185554474572
Position 3597: 0.01236638371690716
Position 21914: 0.012099766828866248
Position 12939: 0.012074647207502788
Position 1713: 0.01182143142738114
Position 5953: 0.011130134809721427
Position 19667: 0.010698208012357208
Position 7812: 0.009966146966427851
Position 13533: 0.009432440113348718
Position 12845: 0.009210101598538871
Position 18773: 0.00866584788752358
Position 20997: 0.00835479755206458
Position 4311: 0.008333614075136166
Position 13096: 0.007984519520430236
Position 5510: 0.007742308508037782
Position 6291: 0.006819777339951343
Position 17020: 0.0061790690271033
Position 3976: 0.005874675529118202
Position 5566: 0.005607800695093344
Position 13815: 0.005571720080373519
Position 14732: 0.005118631365744501
Position 19682: 0.004609173567315953
Position 17534: 0.00449437858874651
Position 16800: 0.003933557695756821
Position 6192: 0.003778954356801183
Position 13162: 0.003688753371711003
Position 13236: 0.003635367977075465
Position 948: 0.003348883418606409
Position 6398: 0.0032031191081898927
Position 3319: 0.0031517296752270347
Position 12194: 0.0030696455643579885
Position 5385: 0.002811084258879765
Position 18318: 0.002805400159301336
Position 3289: 0.002528094362786102
Position 10951: 0.00218450511603601
Position 771: 0.0020886140776545455
Position 1622: 0.0020545518525825535
Position 1336: 0.002016775728813844
Position 17365: 0.0018891743679940642
Position 4026: 0.0018408071772774935
Position 17063: 0.0017546242224851132
Position 3242: 0.0015837788777766635
Position 12614: 0.0015045945413634618
Position 12971: 0.0015031303394585044
Position 939: 0.0014658735490594072
Position 1048: 0.0013515487344300514
Position 3225: 0.0011557870632894025
Position 4377: 0.001147690303100235
Position 16218: 0.0010921616474051372
Position 13629: 0.0010896226670360706
Position 889: 0.0010075675090730058
Position 998: 0.0009420482039805591
Position 14029: 0.000937040454521178
Position 13132: 0.0008978990815737954
Position 3734: 0.0008793308234568662
Position 13717: 0.0008119390461977921
Position 13437: 0.0007549082573316869
Position 4982: 0.0006984262346536785
Position 1746: 0.0005692384807914004
Position 12715: 0.000497650789985204
Position 14178: 0.0004055315454555669
Position 13626: 0.00039375599904097335
Position 929: 0.00030529507090936467
Position 1332: 0.0002896518441284567
Position 4807: 0.00024106140434072184
Position 4845: 0.00023312596222102404
Position 364: 0.0001764857544092389
Position 2109: 0.00015319395745293685
Position 4600: 0.0001487038730011694
Position 8473: 0.00013305060455231918
Position 596: 0.00012253609309466692
Position 10105: 0.00011877155160601848
Position 1807: 0.00010686003837983679
Position 9679: 0.00010299103716107069
Position 8712: 9.776509174594585e-05
Position 8163: 9.582523789209252e-05
Position 8546: 9.148137246514972e-05
Position 6498: 8.801041172923692e-05
Position 4580: 8.734041764990426e-05
Position 3123: 8.527389669052207e-05
Position 8075: 6.820639821831454e-05
Position 5807: 6.453963773752556e-05
Position 9334: 6.425104021866815e-05
Position 2771: 6.258562518569182e-05
Position 1119: 6.226765866151773e-05
Position 4898: 6.075772726763095e-05
Position 8360: 5.90676888877374e-05
Position 1715: 5.7395102420667184e-05
Position 1730: 5.3621177481463025e-05
Position 4714: 5.01185338982767e-05
Position 4512: 4.858045328134904e-05
Position 2744: 4.598664589472877e-05
Position 4116: 4.1995121223083384e-05
Position 5320: 3.915202390920471e-05
Position 4200: 3.601985447514283e-05
Position 2957: 3.168191594003407e-05
Position 6753: 2.463202637683689e-05
Position 4173: 2.235552731585239e-05
Position 3089: 2.219005890660142e-05
Position 180: 2.0992190480050693e-05
Position 1763: 2.0691938872368273e-05
Position 1355: 1.769462757342917e-05
Position 550: 1.6608532456363347e-05
Position 4113: 1.5043926484758346e-05
Position 4214: 1.276311035810932e-05
Position 402: 1.1746551708388014e-05
Position 1430: 1.1538856593281006e-05
Position 886: 1.1139167426090964e-05
Position 1269: 1.0979833675202586e-05
Position 2992: 1.0699457938831971e-05
Position 3720: 1.0660849412897329e-05
Position 5671: 1.043200078086101e-05
Position 2820: 9.980449064205242e-06
Position 2406: 9.282363105310375e-06
Position 1002: 9.040438062510572e-06
Position 156: 8.851771536192462e-06
Position 860: 8.790153824680538e-06
Position 119: 8.615053798244686e-06
Position 2863: 8.397824991497578e-06
Position 2299: 5.889914738681201e-06
Position 964: 5.885139569617144e-06
Position 974: 5.475795280230011e-06
Position 1168: 4.9818661370890265e-06
Position 3652: 4.833942928439774e-06
Position 2056: 4.511832135065397e-06
Position 2931: 3.959636316149936e-06
Position 2963: 3.5132050766435022e-06
Position 1543: 3.353205593167468e-06
Position 1887: 3.280277562603319e-06
Position 3494: 3.170327839448455e-06
Position 2133: 2.8326511984257867e-06
Position 1019: 2.714631570829934e-06
Position 336: 2.0305509789512637e-06
Position 1087: 1.6662074570958673e-06
Position 416: 1.5230352566393725e-06
Position 347: 1.4516374580368361e-06
Position 371: 1.0870426697764556e-06
Position 916: 8.013059318438433e-08
Position 1064: 3.6823185374920706e-08
Position 957: 2.8166354259132286e-08
Position 774: 9.674224518191918e-09
Position 706: 8.199976787772284e-09
Position 1061: 5.823703609295457e-09
Position 727: 4.676735432042039e-09
Position 619: 4.329272464489638e-09
Position 908: 3.35775154874205e-09
Position 520: 2.459870539441083e-09
Position 631: 2.161014928482706e-09
Position 532: 2.0303680470854036e-09
Position 649: 2.008945169569479e-09
Position 2690: 1.851384723341733e-10
Position 2572: 1.4342286441737877e-10
Position 2353: 1.4161234754473515e-10
