Gene = BRI3
index = 141
Annotated 5SS: [263 779]
Annotated 3SS: [ 675 9435]
SMsplice 5SS: [263 779]
SMsplice 3SS: [ 675 9435]
top_k =  500
Partition function (log Z): -0.7424204743566598

Sorted 5' Splice Sites (High to Low Probability):
Position 779: 0.9975531291515606
Position 263: 0.9767349596568065
Position 3595: 0.43436078476451534
Position 1210: 0.16708864322143627
Position 5263: 0.12870654824945468
Position 2379: 0.10460107127824601
Position 4866: 0.03472360638427469
Position 954: 0.03243345776324449
Position 2435: 0.030205892426055793
Position 5199: 0.02997672014062913
Position 6304: 0.029466392537747695
Position 2429: 0.027402139012540037
Position 5910: 0.02025354141427285
Position 1255: 0.015492393731074108
Position 2523: 0.010736320309918071
Position 2124: 0.010672111486542277
Position 3544: 0.010528121114468388
Position 5286: 0.010507685208737023
Position 3235: 0.010358928574429995
Position 9617: 0.010169799572524502
Position 2347: 0.00910402709755395
Position 2181: 0.005960637291368724
Position 6671: 0.005471748049151322
Position 325: 0.004923799573529544
Position 1857: 0.004392366098493279
Position 192: 0.004256234535112258
Position 1661: 0.003756151500597371
Position 594: 0.003607432917833462
Position 341: 0.003289447237395031
Position 315: 0.003008272898743027
Position 2261: 0.002733073118208377
Position 7267: 0.002690052446662785
Position 5329: 0.002452489095708192
Position 3304: 0.002327995963160634
Position 271: 0.0022418033795616452
Position 1115: 0.002019004122284859
Position 783: 0.0019624972348493705
Position 938: 0.001825501205747469
Position 3408: 0.0016235113325212657
Position 453: 0.0012897044031694774
Position 1946: 0.0012719119024522613
Position 303: 0.0012605175414436521
Position 329: 0.0011596307871075478
Position 1633: 0.0010646278782681557
Position 1170: 0.000799098058139185
Position 2778: 0.0007270699923124401
Position 2442: 0.0005719113336206563
Position 948: 0.0004227722293114699
Position 377: 0.0003882426316594141
Position 1059: 0.00028163396828759837
Position 1406: 0.00021217383272728932
Position 558: 0.00020618969641251008
Position 1180: 0.00019425771409219302
Position 787: 0.00014874261383339014
Position 31: 0.00013720799535052805
Position 543: 0.00013136765351158598
Position 872: 0.00012003406745736181
Position 1625: 0.00010255341433238006
Position 1433: 0.00010150385739329266
Position 1873: 8.447935226535042e-05
Position 1718: 8.076596954456637e-05
Position 588: 7.063257581880438e-05
Position 868: 6.325381732756786e-05
Position 756: 5.201335675712685e-05
Position 358: 4.978641375780204e-05
Position 2129: 4.566278315591102e-05
Position 1801: 4.391800652572748e-05
Position 1599: 4.260104337358684e-05
Position 612: 3.544423414701124e-05
Position 1627: 2.126470748872067e-05
Position 1512: 1.762465622804053e-05
Position 1815: 1.601341647605739e-05
Position 2922: 1.5868057329143695e-05
Position 1924: 1.584225427956526e-05
Position 1039: 1.5688954191136314e-05
Position 1629: 8.011954627164947e-06
Position 999: 6.5390097923556144e-06
Position 1750: 5.127611003692599e-06
Position 753: 2.653076195885853e-06
Position 627: 2.6199230777414895e-06
Position 438: 2.345951503143713e-06
Position 512: 2.1429857502429954e-06
Position 940: 1.6789305994382577e-06
Position 549: 1.4849014556520303e-06
Position 750: 1.2207243521033368e-06
Position 256: 1.851067994140896e-07
Position 1077: 1.8153056042401546e-07
Position 862: 1.5498992967113173e-07
Position 771: 7.974543072107495e-08
Position 493: 7.015705190968293e-08
Position 766: 3.861722132110753e-08
Position 495: 2.5382350733875534e-08
Position 60: 5.88596315696823e-09
Position 699: 4.503528081411277e-09
Position 723: 1.7607814491930306e-09
Position 615: 1.756322347110105e-09
Position 40: 6.981561005168575e-10
Position 1276: 3.5294620148713936e-10
Position 450: 4.8418340290395154e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 675: 0.9919270427479104
Position 9435: 0.6498716188788809
Position 3492: 0.45002452537001253
Position 2298: 0.25617481319892976
Position 5115: 0.09949513994022031
Position 1016: 0.08785975436802276
Position 6493: 0.04941828097981586
Position 8534: 0.04360625361051041
Position 1144: 0.04256727637875391
Position 5198: 0.0418651467963574
Position 843: 0.040156756938954014
Position 8160: 0.03727620196706099
Position 4688: 0.03586615225144403
Position 4955: 0.030464977869372432
Position 5821: 0.02733458723364222
Position 3100: 0.026695232635766383
Position 6254: 0.025371792533822417
Position 1039: 0.021020889319589734
Position 3680: 0.01753413273196056
Position 9701: 0.013822458097229436
Position 7854: 0.01295288712691678
Position 2040: 0.012699439928726245
Position 1107: 0.01254345661152024
Position 5021: 0.010210555647390356
Position 1156: 0.009194109303171074
Position 3497: 0.008981705842614382
Position 6110: 0.007961245208569697
Position 697: 0.007882423460553302
Position 3818: 0.007436901933113303
Position 4036: 0.007307053289796902
Position 1772: 0.006201052331889701
Position 6455: 0.004956195574575837
Position 2079: 0.003718164324363243
Position 1396: 0.0036449251317778185
Position 7110: 0.0035185294234911005
Position 7330: 0.003411387365016943
Position 4637: 0.003223481527177889
Position 853: 0.003076457502771841
Position 5079: 0.0029510182720513065
Position 2595: 0.002917904274326508
Position 7596: 0.0025839238001880795
Position 4568: 0.0024436505896432057
Position 1053: 0.0024406374804481824
Position 6557: 0.0024358861517762053
Position 3060: 0.0023632830530915224
Position 1114: 0.0022213103373615703
Position 5309: 0.0021949300637333405
Position 7305: 0.0021611948288488966
Position 898: 0.002104230975524945
Position 9651: 0.001874485374971893
Position 438: 0.0017808353566083081
Position 7131: 0.0017240746038349082
Position 3291: 0.0014953839759176458
Position 1749: 0.0014049119020711322
Position 4021: 0.001380525897355921
Position 2689: 0.0011401264486957498
Position 1485: 0.000972617866617604
Position 997: 0.0009174489811644495
Position 1545: 0.0009128652176178839
Position 6394: 0.0008342286077985498
Position 2921: 0.0008081012849509666
Position 1901: 0.000807834630527191
Position 2481: 0.000787737948848824
Position 7995: 0.0007707287988716244
Position 5353: 0.0007185800309527481
Position 1197: 0.000606969774131173
Position 2522: 0.000577107854694827
Position 483: 0.0005156445277707629
Position 919: 0.0005060948427837058
Position 2140: 0.00047784985264166184
Position 6907: 0.0004547896741278522
Position 6930: 0.0004463702761042682
