Gene = TRAIP
index = 1476
Annotated 5SS: [  212  8425  9043 12027 12767 14115 14742 15583 16284 16796 24652 26548
 26951 27110]
Annotated 3SS: [ 8366  8958 11986 12638 14019 14627 15494 16193 16706 24498 26498 26800
 27058 27341]
SMsplice 5SS: [  212  8425  9043 12027 12385 12767 14115 16284 16796 26548 26951 27204]
SMsplice 3SS: [ 8366  8958 11916 12251 12638 14019 16193 16706 26498 26800 27058 27434]
top_k =  500
Partition function (log Z): 6.55357419514736

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.9844224961501369
Position 9043: 0.9383952148980962
Position 26548: 0.9118832105206517
Position 16796: 0.8901998453620206
Position 14115: 0.86850333385141
Position 12767: 0.8649207196276123
Position 8425: 0.8205251655960806
Position 27204: 0.7581356893204712
Position 26951: 0.7290230370023268
Position 12027: 0.653542517001339
Position 16284: 0.6295893957621735
Position 12385: 0.5997084776709378
Position 15583: 0.5526671130537234
Position 14742: 0.3485624507091523
Position 10106: 0.2551093290506107
Position 27593: 0.2535317604715369
Position 11608: 0.23909453598530436
Position 22420: 0.19290664075824085
Position 26923: 0.17923261720695455
Position 15391: 0.16100563627751316
Position 27599: 0.1326966298465443
Position 12713: 0.09844028949032917
Position 23621: 0.0975428360974577
Position 10814: 0.0914180599184223
Position 10729: 0.087972221416323
Position 26651: 0.07272601465758205
Position 22840: 0.07254919000207476
Position 12227: 0.06875809316171967
Position 10255: 0.06377569823469129
Position 16815: 0.06288749579145518
Position 2368: 0.049857387126358566
Position 27110: 0.04463519508718751
Position 16831: 0.04441205288091042
Position 2078: 0.04317380906998478
Position 13548: 0.038007128294847536
Position 27470: 0.037794427409199624
Position 15140: 0.037281223413106676
Position 13287: 0.035252571164085804
Position 16584: 0.03257574715468294
Position 22856: 0.026844132641276823
Position 851: 0.02403486424454547
Position 8706: 0.023390311394354206
Position 10429: 0.020171157193607774
Position 12807: 0.020049813676639154
Position 6329: 0.01883186517615524
Position 2528: 0.0136212290128551
Position 250: 0.013233699469966694
Position 8876: 0.010910288096291165
Position 13773: 0.010212008028907846
Position 13647: 0.010155474322074386
Position 14364: 0.009826595942949712
Position 8213: 0.009597880678521313
Position 9877: 0.009393827091264675
Position 6645: 0.009248279237534667
Position 16321: 0.008273241346994305
Position 21843: 0.008131356163752441
Position 27508: 0.005995395579201779
Position 10827: 0.0055438782296689335
Position 14250: 0.005522455098029342
Position 12435: 0.004837020180517791
Position 15151: 0.004405485935680136
Position 8729: 0.004157531635842584
Position 22415: 0.003912974634502608
Position 15945: 0.0037213763830618255
Position 8602: 0.0036767194070677516
Position 1587: 0.003581777082113012
Position 8805: 0.0029840180477428858
Position 8733: 0.002477529471761193
Position 9901: 0.002383420533835312
Position 8785: 0.002375299499137786
Position 11939: 0.0020851398438472414
Position 5345: 0.002004691292505894
Position 12771: 0.0018681970638552996
Position 12779: 0.0018398731171620259
Position 10454: 0.0015468183668190549
Position 13807: 0.0012833244285377079
Position 26858: 0.0012259176236891843
Position 15788: 0.0010994478193850053
Position 27575: 0.0010954763548455522
Position 370: 0.0010345250544642887
Position 9083: 0.0009786612410718806
Position 9330: 0.000877649557323212
Position 12102: 0.0008378940797416825
Position 12200: 0.0007724328199430889
Position 11486: 0.000645695427008311
Position 509: 0.0005398949914623482
Position 14726: 0.0004192493923825752
Position 27230: 0.0003960066953553194
Position 398: 0.00028749242057725204
Position 12788: 0.0002770951572824225
Position 8959: 0.0002728210767703707
Position 13283: 0.00026260810787845845
Position 9307: 0.0002540906835067816
Position 14572: 0.00024363472283902494
Position 374: 0.00019073359719243868
Position 14721: 0.00017631450381804607
Position 10080: 0.00014301458584751173
Position 392: 0.0001247289658791828
Position 1771: 0.00010488162165234248
Position 736: 0.00010078203758204706
Position 312: 6.700691706162862e-05
Position 2107: 5.9601637674791606e-05
Position 1336: 4.5250049588595534e-05
Position 608: 2.228391006545379e-05
Position 1417: 1.9437692649491992e-05
Position 668: 1.586758069643519e-05
Position 14169: 1.1629907461483319e-05
Position 802: 1.0845725542373169e-05
Position 657: 1.0072746829862522e-05
Position 271: 1.0017308301365e-05
Position 2082: 5.946589608554598e-06
Position 1613: 4.9036465782339845e-06
Position 722: 4.181819430266565e-06
Position 1975: 3.302427315847065e-06
Position 855: 3.128127635583548e-06
Position 756: 2.78593606627737e-06
Position 1729: 2.111502879347693e-06
Position 2019: 2.0017100707941266e-06
Position 238: 1.070748864795563e-06
Position 227: 8.785342573359705e-07
Position 479: 5.499470979212582e-07
Position 216: 5.228824840922706e-07
Position 70: 1.845511910445466e-07
Position 1008: 1.7119667325782838e-07
Position 103: 1.6645207374393312e-07
Position 76: 1.2792516656158088e-07
Position 532: 1.1782201709606749e-07
Position 439: 3.5145445518119725e-08
Position 209: 2.3662976509377464e-08
Position 493: 3.100299848347822e-10
Position 52: 3.099122972358944e-10
Position 5: 1.8364349583928119e-10
Position 240: 1.6770678899509527e-10
Position 273: 1.3183191808230556e-10
Position 131: 1.2283446234395859e-10
Position 171: 7.885589452009634e-11
Position 289: 4.166605485037699e-11
Position 225: 6.268821409247608e-12
Position 8: 1.524640833197519e-12
Position 124: 1.3935224127065353e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 26498: 0.9846092251782338
Position 12638: 0.9777994271553806
Position 16706: 0.9746788613888809
Position 27058: 0.9194301180113678
Position 8958: 0.8590558680112976
Position 27434: 0.7836861924991675
Position 26800: 0.7450563387388219
Position 14019: 0.6883958776376908
Position 16193: 0.5986112092723974
Position 12251: 0.5711905256550938
Position 15494: 0.44545762439246667
Position 8366: 0.4004100767576059
Position 8253: 0.34525785615786975
Position 11916: 0.3335316088365053
Position 10010: 0.3179152285205874
Position 14627: 0.29676541337117684
Position 11986: 0.2785252242311675
Position 11476: 0.22251678332039268
Position 22292: 0.1968196153927434
Position 15332: 0.18689942826195366
Position 27695: 0.1854160658637668
Position 10648: 0.17226950587822823
Position 14022: 0.15206416420513305
Position 27714: 0.14953386190057527
Position 22686: 0.0993933226433516
Position 23526: 0.0975428360974577
Position 11841: 0.08884375188141637
Position 26702: 0.08068479853642384
Position 26766: 0.05874248274282387
Position 9006: 0.05811744371644089
Position 2249: 0.05591015875659871
Position 27332: 0.05261616386258423
Position 8322: 0.051603749973575405
Position 15454: 0.04979648493005587
Position 27865: 0.0483415310552574
Position 12153: 0.040306848235304685
Position 16199: 0.03816777488281873
Position 14893: 0.03707430617607262
Position 8601: 0.035315172936502576
Position 13359: 0.034735277746569156
Position 15274: 0.027625224556862265
Position 27692: 0.025408210758459605
Position 14025: 0.024873179079992393
Position 27728: 0.022549643602822755
Position 1978: 0.022102543846807494
