Gene = PP2D1
index = 1056
Annotated 5SS: [  281 11301]
Annotated 3SS: [10233 26147]
SMsplice 5SS: [242]
SMsplice 3SS: [26387]
top_k =  500
Partition function (log Z): -17.47006937858128

Sorted 5' Splice Sites (High to Low Probability):
Position 242: 0.7474907457561244
Position 281: 0.22873313917649368
Position 1867: 0.1099323120867744
Position 2994: 0.0814200212755168
Position 7484: 0.029379000902965483
Position 29: 0.027907104810670824
Position 8120: 0.019846006618176832
Position 486: 0.016306868587248172
Position 3129: 0.009079054793851554
Position 3909: 0.005828370989274781
Position 3704: 0.005389176757442144
Position 1818: 0.004758584934468133
Position 5298: 0.0033097983166950782
Position 6797: 0.001974722056984897
Position 5300: 0.0018907560353393607
Position 52: 0.0016198857403840175
Position 1814: 0.001434144276931655
Position 1232: 0.0008358929528682388
Position 5308: 0.0006923079075270204
Position 7102: 0.0006369380390929297
Position 1484: 0.0006145786213182256
Position 5306: 0.000601986856747478
Position 4499: 0.0006012246756314276
Position 5310: 0.0005737391159780594
Position 93: 0.0005442978833858257
Position 5312: 0.0005353978591755711
Position 3554: 0.0004190447948797186
Position 940: 0.00041075350860057336
Position 1466: 0.0003510151987241802
Position 192: 0.0002938192318983768
Position 1480: 0.00019193944478906595
Position 326: 8.349437202333782e-05
Position 5304: 6.216366254514468e-05
Position 973: 6.02604408324555e-05
Position 5314: 5.911301317779658e-05
Position 5260: 5.6115122730352405e-05
Position 5302: 5.5911215142096094e-05
Position 5316: 4.872145987481634e-05
Position 2483: 4.2363518085510406e-05
Position 615: 3.392950345769914e-05
Position 609: 3.3091119035444545e-05
Position 1857: 2.3333184435857197e-05
Position 1845: 2.043341747967944e-05
Position 2797: 2.0403101790204898e-05
Position 2602: 1.8370130850046915e-05
Position 45: 1.831457668102368e-05
Position 2610: 1.694125799729161e-05
Position 3546: 1.3523157420651871e-05
Position 641: 1.3377505086556302e-05
Position 1747: 1.1646364745842475e-05
Position 3013: 1.0237734684907607e-05
Position 750: 9.71147188023708e-06
Position 3131: 7.514206054274893e-06
Position 2593: 7.50452176321048e-06
Position 401: 6.820380129799103e-06
Position 413: 5.455964374853909e-06
Position 57: 4.543778575251748e-06
Position 1426: 1.7516356855188696e-06
Position 33: 1.327935393095806e-06
Position 11: 9.019826174521013e-08
Position 60: 6.79079821271774e-08
Position 313: 3.3797979764800037e-08
Position 341: 1.2356627817295217e-08
Position 391: 6.800879534863061e-10
Position 477: 1.94052341947496e-10
Position 399: 4.2992871755501845e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7226: 0.17699944312225746
Position 2876: 0.1380126237249054
Position 10233: 0.09957609004611725
Position 18011: 0.09731280262970364
Position 372: 0.09070796313097905
Position 12105: 0.06588972703318727
Position 1746: 0.06096377852749213
Position 538: 0.050475862378940986
Position 3769: 0.0409856186950127
Position 5192: 0.031992842547938785
Position 10123: 0.03107946399141575
Position 7580: 0.030845789821057387
Position 1555: 0.02896542071897506
Position 4946: 0.028081958066662735
Position 10045: 0.027520994419099654
Position 11354: 0.026366278331999563
Position 16131: 0.024851315043993082
Position 8582: 0.020111081941560933
Position 15733: 0.019957975171876446
Position 4333: 0.01795645491935688
Position 3401: 0.015553834363141941
Position 1721: 0.011327686464078304
Position 3607: 0.010536709194023672
Position 7988: 0.009264423953348725
Position 8977: 0.008695588220254007
Position 558: 0.008212169879014932
Position 2872: 0.008167122031361097
Position 147: 0.007883124277335767
Position 8009: 0.007763178906153114
Position 7606: 0.0069377893786074455
Position 10286: 0.006910847704031813
Position 1692: 0.006842629105256633
Position 4564: 0.006298887897758465
Position 7861: 0.005855413751039535
Position 6091: 0.00526507682873868
Position 1774: 0.004956520365410444
Position 4589: 0.004605366468633088
Position 1697: 0.004027265910039235
Position 7703: 0.0035712469092402587
Position 6111: 0.0029598975277850366
Position 9278: 0.0029081048643711063
Position 1412: 0.0028815992077373597
Position 3438: 0.002737436909201361
Position 6673: 0.0024478717493750094
Position 2922: 0.0023623155159626045
Position 2707: 0.002348941293779874
Position 5402: 0.0022140519072795617
Position 4062: 0.0021435013036389203
Position 1817: 0.0019956430632702155
Position 2470: 0.0019522318246105244
Position 10314: 0.0017700580829273864
Position 3502: 0.001644290207995664
Position 8606: 0.001609688279641108
Position 341: 0.0014960643635646893
Position 9026: 0.001444985303488276
Position 4153: 0.0013485011774671482
Position 7222: 0.0010511052256052679
Position 7640: 0.0009933667302116902
Position 534: 0.0008626572530855627
Position 8200: 0.0008029820783686021
Position 4172: 0.0007704150071993693
Position 4178: 0.0007590397909863821
Position 2365: 0.0006589527152234922
Position 3428: 0.0006510421995795756
Position 6912: 0.0006369380390929297
Position 2826: 0.0005996995476819025
Position 6444: 0.0005746633948749786
Position 2639: 0.0005378969509819787
Position 2666: 0.0004884234953936567
Position 3378: 0.00047942116375726047
Position 6161: 0.0004286315531918898
Position 3581: 0.00042328593134312596
Position 1530: 0.00040072357163516576
Position 4968: 0.00038162941974298617
Position 1788: 0.00035543570995569463
Position 4779: 0.0003491810858191495
Position 1279: 0.0003246183301957059
Position 1083: 0.00027463451580997974
Position 1936: 0.00025993289477457
Position 4875: 0.0002570759317059863
Position 4343: 0.00022808842227669057
Position 996: 0.00022730943163705114
Position 1258: 0.00020525140489337815
Position 5103: 0.00020253570863304688
Position 93: 0.0001978873192085043
Position 3765: 0.00018424702599088188
Position 4430: 0.00017021828334740858
Position 4488: 0.00016073063112413073
Position 1611: 0.00015866128721855985
Position 3929: 0.00014444013583597788
