Gene = DRAXIN
index = 471
Annotated 5SS: [  125 14981 17737 20237 20701 23480]
Annotated 3SS: [14519 17545 20121 20610 23389 27854]
SMsplice 5SS: [  125 17737 20237 20701 21861 23480]
SMsplice 3SS: [17545 20121 20610 21707 23389 26759]
top_k =  500
Partition function (log Z): -8.726912569524668

Sorted 5' Splice Sites (High to Low Probability):
Position 20701: 0.952252321454897
Position 125: 0.9393533816761773
Position 23480: 0.9364350014699208
Position 17737: 0.8886058839840032
Position 21861: 0.6012293973754158
Position 6083: 0.3218421307341483
Position 195: 0.06060463474089134
Position 26882: 0.04946540419785819
Position 20738: 0.04351684846056049
Position 28001: 0.04287871056775571
Position 25569: 0.03662286826996091
Position 22614: 0.022471192752789113
Position 22515: 0.01749383134994104
Position 23469: 0.014221340967410867
Position 24268: 0.013048885003319126
Position 22453: 0.009341089256282157
Position 26884: 0.007654299086432647
Position 23648: 0.006760572056283482
Position 24621: 0.004993023374875116
Position 21828: 0.004581249251029035
Position 23902: 0.003762691528024636
Position 22995: 0.00248052109584998
Position 24321: 0.0020807829822859017
Position 23616: 0.0016381630803288321
Position 23620: 0.0014619585599202163
Position 21793: 0.001010304637306617
Position 25245: 0.0007062891164894458
Position 23484: 0.00032271888612889335
Position 27693: 0.00026955825428664386
Position 24146: 0.0001939807803815023
Position 24127: 0.00017639423865494112
Position 733: 4.1992437725050265e-05
Position 1057: 3.2647234912738414e-08
Position 2044: 5.411221996863365e-09
Position 224: 1.2731513294706642e-10
Position 654: 1.197705209937733e-10
Position 248: 6.294379659189471e-11
Position 868: 3.069350427673872e-11
Position 441: 2.712628773107684e-12
Position 675: 1.846016191806788e-12
Position 763: 1.2934242848861254e-12
Position 844: 8.738375087422714e-13
Position 1554: 8.390677857979268e-13
Position 1163: 5.507805544475781e-13
Position 829: 4.631982503800878e-13
Position 1031: 3.4958498521258884e-13
Position 324: 2.5419287088599844e-13
Position 528: 2.301564467272187e-13
Position 777: 2.2476636898406675e-13
Position 233: 2.0918932808477825e-13
Position 699: 1.8281978098850038e-13
Position 520: 1.664485279099089e-13
Position 531: 1.512747180908767e-13
Position 667: 6.377162595284957e-14
Position 656: 6.236110866978656e-14
Position 366: 1.2690058147431939e-14
Position 494: 8.236793238028605e-15
Position 504: 3.017943337965981e-15
Position 295: 1.3407079824292264e-15
Position 573: 4.874499814604673e-16
Position 658: 1.9209202938995906e-16
Position 553: 6.184820385329462e-17
Position 614: 4.540958746836472e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 23389: 0.9526326468235908
Position 17545: 0.8886058839840032
Position 20610: 0.8407803937199826
Position 26759: 0.6525003431007506
Position 21707: 0.46220973755816663
Position 5959: 0.17687506421237614
Position 31887: 0.16798187539984794
Position 20581: 0.15421037786206532
Position 5873: 0.11497448120565505
Position 21665: 0.07312561727360331
Position 27854: 0.058450770566631866
Position 24166: 0.050771259841793696
Position 22362: 0.048347852714458815
Position 25440: 0.035427108033673486
Position 21750: 0.0310569702386095
Position 21768: 0.02724214802188327
Position 29701: 0.020830818323740383
Position 26755: 0.01866260358736043
Position 24968: 0.018530732284711207
Position 5915: 0.01344272989979236
Position 31702: 0.01315622287824741
Position 32947: 0.011600240633824373
Position 27891: 0.010850792139998776
Position 21845: 0.010788207692564103
Position 5888: 0.0106524957694905
Position 24815: 0.010321898914966208
Position 23245: 0.009227434854492919
Position 32617: 0.008948417566127343
Position 26779: 0.007268333897523174
Position 5619: 0.005897535754604423
Position 23547: 0.005867441335196043
Position 31908: 0.0057684727472645265
Position 31831: 0.005546998474659955
Position 23822: 0.005178985771902768
Position 29050: 0.004600152176926621
Position 24039: 0.0040234605684885795
Position 29509: 0.0037768684739080747
Position 22552: 0.003315714276350392
Position 30712: 0.0030443107710177103
Position 22686: 0.0026114333294193484
Position 32662: 0.0024967793724009805
Position 21550: 0.002485173146056945
Position 27620: 0.002298207927964238
Position 26949: 0.0022805152713954537
Position 24350: 0.002120349566309354
Position 31883: 0.0020148346061767105
Position 28103: 0.002004240713601833
Position 30930: 0.0016575388307339706
Position 27052: 0.00163735269548892
Position 24988: 0.0015855846765617603
Position 24235: 0.001474657801841017
Position 25307: 0.0011869223730403015
Position 31118: 0.001057524342043686
Position 30886: 0.0010283320548817576
Position 24644: 0.0010108476177315123
Position 30958: 0.0009633485637687846
Position 29512: 0.0008542477994330707
Position 27708: 0.000838134436072892
Position 20335: 0.0007924310178010981
Position 29619: 0.0007390736023201692
Position 24403: 0.0006983060076252803
Position 25686: 0.0006230760014473303
Position 27192: 0.0006200309997411774
Position 29220: 0.0005381284006734196
Position 23754: 0.0005195117174748058
Position 29456: 0.0005099326121155343
Position 24964: 0.0005093479228552222
Position 26923: 0.0004689348833206664
Position 28460: 0.00042611597402083954
Position 24732: 0.0004217248697458863
Position 28257: 0.0003776732135083285
Position 24185: 0.00035827748082353507
Position 28333: 0.0003226892647476598
Position 26699: 0.0002431942444811473
Position 27217: 0.0002425619625741708
Position 23856: 0.00023348230875237422
Position 24620: 0.00020678074057541533
Position 23588: 0.00013256195407024106
Position 25210: 9.674316547083959e-05
Position 24267: 6.560955128315617e-05
Position 23619: 5.4768047106836296e-05
Position 23586: 5.316160080416603e-05
Position 23983: 5.081388195716306e-05
Position 23698: 5.04924712567429e-05
Position 20784: 4.2212022338365175e-05
Position 20889: 1.665500251196093e-05
Position 14519: 2.3303511430542246e-06
Position 9401: 3.977963200175673e-07
