Gene = TIPRL
index = 1403
Annotated 5SS: [  249  5149  5946 12568 17710 20049]
Annotated 3SS: [ 4968  5845 12435 17613 19985 20969]
SMsplice 5SS: [  249 12568 17710]
SMsplice 3SS: [12435 17613 19985]
top_k =  500
Partition function (log Z): -9.399876446253739

Sorted 5' Splice Sites (High to Low Probability):
Position 12568: 0.9976349259387466
Position 249: 0.9302438892210699
Position 17710: 0.8754107177587699
Position 870: 0.1618647160255369
Position 5697: 0.12958908513823805
Position 5149: 0.12691670586077183
Position 860: 0.11929286855482221
Position 5946: 0.11861917102168544
Position 8230: 0.1019966411693822
Position 19521: 0.07493869715672631
Position 5183: 0.07436149488171206
Position 16130: 0.06015065470584326
Position 14769: 0.04724924702806264
Position 20053: 0.041379163160058414
Position 19499: 0.029201012114920342
Position 758: 0.02916360825828519
Position 8446: 0.02271246453703875
Position 16435: 0.020346681534608495
Position 32: 0.019557196241620032
Position 1045: 0.019085026233459954
Position 4882: 0.015354539200336617
Position 846: 0.01518565547203734
Position 269: 0.015156856376983835
Position 22018: 0.014858639793990696
Position 13355: 0.012901389951088502
Position 5717: 0.012320911709022653
Position 1210: 0.009741370123019618
Position 10930: 0.009507231590589827
Position 1014: 0.009299024913184224
Position 19509: 0.007991282734616464
Position 16049: 0.00745225791767698
Position 763: 0.0068886767060367055
Position 5384: 0.005782593949631849
Position 19598: 0.004065509976046464
Position 731: 0.0032945356400520425
Position 352: 0.0017316354985134365
Position 18150: 0.0011976202024775867
Position 20077: 0.001181799107586635
Position 285: 0.001174560468543215
Position 19426: 0.0009510103649123873
Position 231: 0.0008142631834055481
Position 472: 0.0006665952661907741
Position 519: 0.0004143183740424393
Position 4551: 0.00023464255338421328
Position 3116: 0.0002307548784075626
Position 692: 0.00021839038179181908
Position 241: 0.00020793512933003084
Position 425: 0.00017413344260995596
Position 1648: 0.00016024748090756494
Position 478: 8.040536411034532e-05
Position 131: 4.595930561851814e-05
Position 85: 3.131015101118856e-05
Position 583: 3.1050452491590376e-05
Position 483: 2.6917077371280105e-05
Position 83: 2.1017473797254782e-05
Position 497: 1.9864033094501255e-05
Position 485: 1.767061346578984e-05
Position 357: 1.7326219956002515e-05
Position 721: 1.703590793299953e-05
Position 742: 1.5617970505231453e-05
Position 491: 1.2800013770996609e-05
Position 558: 1.1272565332243326e-05
Position 1009: 6.996620827588725e-06
Position 118: 2.773009612107438e-06
Position 320: 2.54846690582198e-06
