Gene = AASS
index = 1
Annotated 5SS: [  306  4462  7448 15260 15516 16944 17190 18749 20225 20705 32202 32452
 35078 35373 40775 40980 42120 47811 52323 54226 54961 55985]
Annotated 3SS: [ 4284  7362 15191 15368 16864 17061 18599 20101 20592 32141 32383 34955
 35245 40663 40870 41978 47642 52226 54109 54871 55807 57214]
SMsplice 5SS: [  306  4462  7448 15260 15516 16944 17190 18749 20705 32202 32452 40775
 40980 47811 52323 54674 54961 55985]
SMsplice 3SS: [ 4345  7362 15103 15368 16864 17061 18599 20592 32141 32315 40663 40870
 47642 52226 54494 54871 55807 57214]
top_k =  500
Partition function (log Z): 20.291101879781667

Sorted 5' Splice Sites (High to Low Probability):
Position 20705: 1.0000000000000067
Position 40980: 0.9999999999750884
Position 306: 0.999554984366641
Position 16944: 0.9888459531039479
Position 7448: 0.9820994161047674
Position 17190: 0.9797337904089702
Position 32202: 0.9786942952682117
Position 32452: 0.9567160691896979
Position 55985: 0.9196696604918477
Position 47811: 0.8645147919134869
Position 18749: 0.862263199476048
Position 4462: 0.788340812866932
Position 15260: 0.744660756973839
Position 54961: 0.7128665299330021
Position 52323: 0.6864350628452403
Position 15516: 0.6364833029717599
Position 54674: 0.5980783997054226
Position 20225: 0.5707652748876569
Position 35078: 0.5163040956909447
Position 8374: 0.38403604777663547
Position 42120: 0.3559155185755452
Position 15502: 0.34333337712894374
Position 56730: 0.3300620124949449
Position 12277: 0.298815007054216
Position 46226: 0.22650370892922084
Position 55131: 0.21140175463186647
Position 51035: 0.2064547959115141
Position 18207: 0.20055948953356642
Position 49268: 0.18679889783271275
Position 35074: 0.18230971828008374
Position 35373: 0.17813669298108778
Position 54226: 0.15404053002870366
Position 16499: 0.14558538577760977
Position 47854: 0.135485090896306
Position 48245: 0.07769252557513694
Position 4646: 0.07132589812281712
Position 7740: 0.06955436211972207
Position 659: 0.06401987790177058
Position 43730: 0.06343548216423214
Position 17612: 0.06170109921613576
Position 7024: 0.058609235559341985
Position 13563: 0.04717278304715934
Position 19633: 0.046724140471560864
Position 6917: 0.04559186285387814
Position 19026: 0.03985504646011459
Position 3844: 0.0335518453519042
Position 2924: 0.03298025071363623
Position 33612: 0.03176106936032023
Position 15968: 0.03175392896523595
Position 32692: 0.030797995036471393
Position 7086: 0.029359000676839875
Position 5839: 0.028669549938016056
Position 18183: 0.02397477692758901
Position 56269: 0.023560125500647042
Position 56361: 0.02189155733721596
Position 32728: 0.019782848380544116
Position 50125: 0.019714516880519693
Position 3111: 0.01885512901361743
Position 54698: 0.018485458379784565
Position 12395: 0.014736863515037625
Position 5343: 0.01292018107482224
Position 2093: 0.012518359844936404
Position 18107: 0.012426621150097772
Position 57564: 0.011260485580927581
Position 7503: 0.01111502376892837
Position 18237: 0.0103618154320055
Position 10454: 0.009828493084808827
Position 8320: 0.009808653383687277
Position 6849: 0.009580867665911985
Position 17239: 0.00899785351346829
Position 57385: 0.008551672365913563
Position 1909: 0.008202267802633181
Position 7571: 0.007743989071884909
Position 33828: 0.0062949581508028735
Position 3567: 0.006164578029638596
Position 55645: 0.005753200682391597
Position 19305: 0.00574186053064663
Position 2438: 0.005602925595533839
Position 17144: 0.005591723076769871
Position 665: 0.005537903232685532
Position 43274: 0.005179120275593479
Position 3455: 0.005125343784976778
Position 12040: 0.005063772669236508
Position 7255: 0.004444460725517493
Position 56995: 0.004338136464568528
Position 56273: 0.004125321111274222
Position 17235: 0.004101054407399257
Position 4828: 0.003880147662801739
Position 7249: 0.0036176209349833245
Position 56805: 0.0031619651467501226
Position 57052: 0.0031048027949640887
Position 18405: 0.0030466670772961476
Position 17466: 0.0029330199685311067
Position 7792: 0.0026654333301381105
Position 7919: 0.0025156619145001178
Position 57400: 0.0025037066518960884
Position 43778: 0.0024744985049887413
Position 15451: 0.002452983797113932
Position 10170: 0.0023077640852501562
Position 5768: 0.0022912300040521206
Position 1903: 0.0022802188143026393
Position 6824: 0.0022130984641011964
Position 7220: 0.00205305630967825
Position 56779: 0.002051165476641543
Position 3871: 0.001995237767754552
Position 2741: 0.0019940344778697668
Position 1265: 0.001979780047766722
Position 55013: 0.001861375969181425
Position 16633: 0.0017370478501343941
Position 56765: 0.0017024682736157513
Position 56006: 0.0016547992758414126
Position 7452: 0.0015449621839607917
Position 16709: 0.001511279657390265
Position 7606: 0.0014163827426052435
Position 54973: 0.0013588131799332662
Position 7068: 0.0012406205542753654
Position 6970: 0.0011783730752499796
Position 57317: 0.0011718011204870891
Position 5866: 0.0010968978876052997
Position 12629: 0.000913832142046282
