Gene = POLR2H
index = 1052
Annotated 5SS: [ 429 1848 3332 3509 5083]
Annotated 3SS: [1154 3247 3414 4998 6458]
SMsplice 5SS: [ 429 1848 3332 3509 5083]
SMsplice 3SS: [1707 3247 3414 4998 6394]
top_k =  500
Partition function (log Z): -2.199523630197459

Sorted 5' Splice Sites (High to Low Probability):
Position 3332: 0.844918978772902
Position 5083: 0.7510536563629776
Position 1848: 0.597795838329777
Position 3509: 0.509725398702693
Position 3526: 0.47760265560536624
Position 429: 0.3446306143160826
Position 1857: 0.31284512070378195
Position 159: 0.2440430899540743
Position 1246: 0.16954766596398976
Position 1342: 0.1327350813134384
Position 1007: 0.10754116629324784
Position 101: 0.10624783079159072
Position 261: 0.05674064451680619
Position 787: 0.05416021236433198
Position 6118: 0.045258988950226134
Position 2356: 0.027821093517951444
Position 525: 0.020759731373579657
Position 6050: 0.01650328621763625
Position 499: 0.015683028240134178
Position 1381: 0.012602306605687803
Position 425: 0.0122804682179547
Position 1197: 0.009627022904704142
Position 1239: 0.00956442525004299
Position 433: 0.00909366302385885
Position 210: 0.008600441046943361
Position 1852: 0.007691663573994561
Position 6264: 0.006618631939483822
Position 2068: 0.0065287053452054225
Position 5547: 0.006512576864677302
Position 2044: 0.0062467642411514574
Position 6465: 0.004848475146437949
Position 1202: 0.00388260169441561
Position 6367: 0.0034229749276851974
Position 477: 0.002740514288925645
Position 383: 0.002709941051063643
Position 351: 0.0026155791261039786
Position 4925: 0.002550517782701109
Position 1574: 0.0024018419540166327
Position 1393: 0.0020137821377526634
Position 5100: 0.001902093518004278
Position 4356: 0.0017901541603840966
Position 6615: 0.0015950941342928449
Position 5193: 0.0014103602511575204
Position 3169: 0.001354582358575262
Position 3475: 0.001058649685615116
Position 1673: 0.0009367554076585665
Position 6532: 0.0008648758855999249
Position 4296: 0.0007470538995055415
Position 906: 0.0007099370140675395
Position 3159: 0.000627793071491658
Position 216: 0.0006138132272125854
Position 461: 0.0005318564966154271
Position 3301: 0.00039467194430593713
Position 269: 0.0003770242029675846
Position 762: 0.00034714219212467044
Position 556: 0.0003333977845582861
Position 129: 0.00026773205181576844
Position 22: 0.00025379855622862984
Position 141: 0.00024255856271768108
Position 764: 0.0002405909937769541
Position 891: 0.00020703543231089555
Position 3460: 0.00019977883430229355
Position 166: 0.00018860385604003367
Position 5601: 0.00016980650689876075
Position 6052: 0.00015858981093111221
Position 1055: 0.00015848167629642013
Position 725: 0.0001488701981784164
Position 3428: 0.00012584606740271832
Position 344: 0.0001237971968316074
Position 597: 0.00010531305949399676
Position 3415: 9.835442877310368e-05
Position 648: 9.30586753306125e-05
Position 3336: 7.676231379860008e-05
Position 1952: 7.66084924302614e-05
Position 4073: 7.566508135810569e-05
Position 4326: 7.319081017763019e-05
Position 463: 7.183977205025308e-05
Position 3263: 7.096338801994687e-05
Position 560: 3.8953688104377444e-05
Position 1053: 3.344897669129611e-05
Position 1027: 1.7636220691878324e-05
Position 639: 1.741964965345697e-05
Position 1282: 1.7025484011023596e-05
Position 714: 9.506778558230178e-06
Position 471: 9.005563838184876e-06
Position 641: 7.5192109244305165e-06
Position 701: 3.7506106024017675e-06
Position 535: 3.70817920664388e-06
Position 956: 2.5187350379428477e-06
Position 856: 2.4952228863240516e-06
Position 958: 2.1156254125436494e-06
Position 889: 1.2376382904505838e-06
Position 5092: 1.0048085329385541e-06
Position 173: 8.922930059825469e-08
Position 2152: 1.021805935538261e-08
Position 240: 7.223931781215883e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3414: 0.9782469331325212
Position 3247: 0.8160581232730608
Position 4998: 0.7579949379864039
Position 1707: 0.7016300121985539
Position 6394: 0.5445258861743559
Position 1154: 0.341882501149693
Position 6291: 0.17418538316494925
Position 6458: 0.13594314385100156
Position 1669: 0.11908170351423064
Position 5789: 0.08409250518734616
Position 6171: 0.04264139048490755
Position 301: 0.03163243885907465
Position 1507: 0.02284136740219808
Position 5520: 0.022096725222429905
Position 3199: 0.01767060981875339
Position 1948: 0.013512218821744422
Position 5955: 0.011917074594795934
Position 6819: 0.011218062878016619
Position 5498: 0.0102783526155751
Position 3068: 0.01004646700129581
Position 1951: 0.009774692124718013
Position 659: 0.008916163270076742
Position 2118: 0.008655768663488739
Position 5958: 0.005893970534510536
Position 1544: 0.005879722457899917
Position 6238: 0.0056464212457172525
Position 3325: 0.0054380328496371885
Position 348: 0.005298575566471027
Position 1925: 0.0051339810706957515
Position 3438: 0.004898270580635282
Position 1574: 0.004432187296972072
Position 4640: 0.004038304181817465
Position 5177: 0.003463618387231633
Position 3132: 0.0034467571270397094
Position 6845: 0.0031790711715681957
Position 1813: 0.002981574433530002
Position 4971: 0.0025390427878346587
Position 5033: 0.0024135826547198084
Position 6341: 0.0023622359787546713
Position 5040: 0.002243200297929685
Position 1482: 0.001930797750488521
Position 5746: 0.0016082117627541595
Position 2268: 0.0014967096987448607
Position 265: 0.0014954138227506082
Position 5477: 0.0014153096892976014
Position 5425: 0.0012978128747821404
Position 4803: 0.0011702979175637527
Position 1414: 0.001154682541779591
Position 2219: 0.0011213517511433123
Position 6025: 0.0010873783603878656
Position 5616: 0.0010116368548575656
Position 180: 0.0009626473169952578
Position 6253: 0.0009296213927721916
Position 4007: 0.0009195002366476263
Position 303: 0.000870809669550419
Position 4229: 0.0007112460279183905
Position 4336: 0.000704434801760356
Position 6356: 0.0006742393445844752
Position 5164: 0.0006626714319397065
Position 4806: 0.0006285145913382436
Position 6049: 0.0006045341818701851
Position 4883: 0.0004893402094823046
Position 5566: 0.0004881672235842561
Position 2085: 0.00047421147941138775
Position 920: 0.00044176797710505385
Position 5008: 0.00042587195260940496
Position 3456: 0.0003829600866051805
Position 1828: 0.00037390624890714746
Position 5551: 0.00036339055659684197
Position 865: 0.0003590735508827253
Position 6501: 0.0003578844287775981
Position 2138: 0.00034618389815806123
Position 1555: 0.0003456239686287128
Position 5259: 0.00033393839844729804
Position 5072: 0.000329974704692947
Position 862: 0.00032448839381536937
Position 1524: 0.00030991500846160193
Position 4312: 0.0003031550521840415
Position 585: 0.0003011040449210019
Position 2930: 0.0002663807540313401
Position 4664: 0.00023297954629922693
Position 5186: 0.00020565316648888768
Position 4897: 0.00020116029223523255
Position 3111: 0.0001707279418492047
Position 5336: 0.00016963079844246401
Position 1963: 0.00016572444911380272
Position 4494: 0.00015284877864110645
Position 3422: 0.00014189712111789651
Position 1135: 0.00013018693492103947
Position 273: 0.00012832283235096964
Position 963: 0.00012530480114321602
Position 5244: 0.00011771051324646397
Position 4295: 0.00010519349193073693
Position 3442: 0.00010393256133262106
Position 6198: 0.00010295818655009383
Position 5813: 9.775321530261841e-05
Position 889: 9.12204734278481e-05
Position 432: 7.396563960192275e-05
Position 699: 7.062480031184874e-05
Position 320: 6.849076924150787e-05
Position 184: 6.840119029861013e-05
Position 5634: 6.45051279818198e-05
Position 1397: 6.0636158575162936e-05
Position 588: 5.956075173810804e-05
Position 5674: 5.879044606752612e-05
Position 914: 5.15906545699592e-05
Position 712: 4.885935268411065e-05
Position 3614: 4.334461673345837e-05
Position 5274: 4.125559398448087e-05
Position 3650: 4.082449549545124e-05
Position 524: 3.930437467674075e-05
Position 1112: 3.837288553797447e-05
Position 3661: 3.471792776864278e-05
Position 1210: 3.279569151170084e-05
Position 4187: 3.2321350387660934e-05
Position 925: 2.6130053861991963e-05
Position 213: 2.3058532784571678e-05
Position 4138: 1.8855903698970966e-05
Position 5069: 1.4955459096990935e-05
Position 883: 1.240367294272512e-05
Position 966: 1.1137222213830287e-05
Position 876: 8.47085697952032e-06
Position 808: 7.566310832595686e-06
Position 869: 7.030912621627536e-06
Position 834: 6.93857153942841e-06
Position 738: 6.546168043683044e-06
Position 900: 5.583841878205187e-06
Position 1373: 5.521113891772634e-06
Position 969: 4.232258521343487e-06
Position 1437: 3.703958089498177e-06
Position 717: 3.1349716454126537e-06
Position 237: 2.60032591695161e-06
Position 810: 1.8327243588326725e-06
Position 671: 1.2739425640833042e-06
Position 196: 1.2331192264662516e-06
Position 723: 8.983628064791001e-07
Position 316: 8.416696974183195e-07
Position 676: 6.672706498442336e-07
Position 358: 6.34646429795413e-07
Position 1207: 6.145616671140886e-07
Position 2304: 5.943497557881212e-07
Position 276: 5.868825360991054e-07
Position 535: 5.377855068492431e-07
Position 476: 4.853802207118717e-07
Position 308: 4.759562159711423e-07
Position 1439: 4.3222158124479496e-07
Position 3499: 1.6305756136316958e-07
Position 4024: 3.606999023471572e-08
Position 3508: 1.1288460958042315e-08
Position 931: 7.7681928959522255e-16
